CPT_PERIODENDING	ZONEID	MW
2007-02-08 15:45:00	240	5085
2007-02-08 15:45:00	242	15463
2007-02-08 15:45:00	244	10450
2007-02-08 15:45:00	246	1866
2007-02-08 16:00:00	240	5119
2007-02-08 16:00:00	242	15456
2007-02-08 16:00:00	244	10462
2007-02-08 16:00:00	246	1877
2007-02-08 16:15:00	240	5095
2007-02-08 16:15:00	242	15605
2007-02-08 16:15:00	244	10587
2007-02-08 16:15:00	246	1859
2007-02-08 16:30:00	240	5175
2007-02-08 16:30:00	242	15618
2007-02-08 16:30:00	244	10581
2007-02-08 16:30:00	246	1873
2007-02-08 16:45:00	240	5255
2007-02-08 16:45:00	242	15633
2007-02-08 16:45:00	244	10554
2007-02-08 16:45:00	246	1885
2007-02-08 17:00:00	240	5335
2007-02-08 17:00:00	242	15642
2007-02-08 17:00:00	244	10508
2007-02-08 17:00:00	246	1891
2007-02-08 17:15:00	240	5008
2007-02-08 17:15:00	242	16303
2007-02-08 17:15:00	244	10708
2007-02-08 17:15:00	246	1886
2007-02-08 17:30:00	240	5008
2007-02-08 17:30:00	242	16326
2007-02-08 17:30:00	244	10703
2007-02-08 17:30:00	246	1895
2007-02-08 17:45:00	240	5008
2007-02-08 17:45:00	242	16347
2007-02-08 17:45:00	244	10720
2007-02-08 17:45:00	246	1921
2007-02-08 18:00:00	240	5008
2007-02-08 18:00:00	242	16305
2007-02-08 18:00:00	244	10763
2007-02-08 18:00:00	246	1963
2007-02-08 18:15:00	240	4960
2007-02-08 18:15:00	242	16759
2007-02-08 18:15:00	244	11024
2007-02-08 18:15:00	246	2207
2007-02-08 18:30:00	240	4960
2007-02-08 18:30:00	242	16693
2007-02-08 18:30:00	244	11075
2007-02-08 18:30:00	246	2273
2007-02-08 18:45:00	240	4960
2007-02-08 18:45:00	242	16629
2007-02-08 18:45:00	244	11112
2007-02-08 18:45:00	246	2337
2007-02-08 19:00:00	240	4960
2007-02-08 19:00:00	242	16568
2007-02-08 19:00:00	244	11138
2007-02-08 19:00:00	246	2398
2007-02-08 19:15:00	240	4978
2007-02-08 19:15:00	242	16816
2007-02-08 19:15:00	244	11228
2007-02-08 19:15:00	246	2532
2007-02-08 19:30:00	240	4978
2007-02-08 19:30:00	242	16763
2007-02-08 19:30:00	244	11243
2007-02-08 19:30:00	246	2585
2007-02-08 19:45:00	240	4978
2007-02-08 19:45:00	242	16734
2007-02-08 19:45:00	244	11249
2007-02-08 19:45:00	246	2618
2007-02-08 20:00:00	240	4978
2007-02-08 20:00:00	242	16729
2007-02-08 20:00:00	244	11244
2007-02-08 20:00:00	246	2626
2007-02-08 20:15:00	240	5192
2007-02-08 20:15:00	242	16800
2007-02-08 20:15:00	244	11204
2007-02-08 20:15:00	246	2680
2007-02-08 20:30:00	240	5198
2007-02-08 20:30:00	242	16794
2007-02-08 20:30:00	244	11198
2007-02-08 20:30:00	246	2679
2007-02-08 20:45:00	240	5203
2007-02-08 20:45:00	242	16789
2007-02-08 20:45:00	244	11187
2007-02-08 20:45:00	246	2685
2007-02-08 21:00:00	240	5207
2007-02-08 21:00:00	242	16784
2007-02-08 21:00:00	244	11156
2007-02-08 21:00:00	246	2691
2007-02-08 21:15:00	240	5134
2007-02-08 21:15:00	242	16600
2007-02-08 21:15:00	244	10894
2007-02-08 21:15:00	246	2583
2007-02-08 21:30:00	240	5134
2007-02-08 21:30:00	242	16593
2007-02-08 21:30:00	244	10835
2007-02-08 21:30:00	246	2590
2007-02-08 21:45:00	240	5133
2007-02-08 21:45:00	242	16568
2007-02-08 21:45:00	244	10763
2007-02-08 21:45:00	246	2624
2007-02-08 22:00:00	240	5131
2007-02-08 22:00:00	242	16527
2007-02-08 22:00:00	244	10676
2007-02-08 22:00:00	246	2669
2007-02-08 22:15:00	240	4588
2007-02-08 22:15:00	242	14280
2007-02-08 22:15:00	244	10311
2007-02-08 22:15:00	246	2033
2007-02-08 22:30:00	240	4588
2007-02-08 22:30:00	242	14037
2007-02-08 22:30:00	244	10082
2007-02-08 22:30:00	246	2059
2007-02-08 22:45:00	240	4588
2007-02-08 22:45:00	242	13949
2007-02-08 22:45:00	244	9887
2007-02-08 22:45:00	246	2080
2007-02-08 23:00:00	240	4588
2007-02-08 23:00:00	242	13824
2007-02-08 23:00:00	244	9834
2007-02-08 23:00:00	246	2089
2007-02-08 23:15:00	240	4561
2007-02-08 23:15:00	242	13162
2007-02-08 23:15:00	244	9036
2007-02-08 23:15:00	246	2123
2007-02-08 23:30:00	240	4481
2007-02-08 23:30:00	242	13143
2007-02-08 23:30:00	244	8827
2007-02-08 23:30:00	246	2112
2007-02-08 23:45:00	240	4401
2007-02-08 23:45:00	242	13159
2007-02-08 23:45:00	244	8682
2007-02-08 23:45:00	246	2055
2007-02-09 00:00:00	240	4321
2007-02-09 00:00:00	242	13284
2007-02-09 00:00:00	244	8615
2007-02-09 00:00:00	246	1933
2007-02-09 00:15:00	240	4949
2007-02-09 00:15:00	242	12537
2007-02-09 00:15:00	244	8799
2007-02-09 00:15:00	246	1328
2007-02-09 00:30:00	240	4954
2007-02-09 00:30:00	242	12560
2007-02-09 00:30:00	244	8794
2007-02-09 00:30:00	246	1300
2007-02-09 00:45:00	240	4958
2007-02-09 00:45:00	242	12576
2007-02-09 00:45:00	244	8791
2007-02-09 00:45:00	246	1285
2007-02-09 01:00:00	240	4959
2007-02-09 01:00:00	242	12586
2007-02-09 01:00:00	244	8784
2007-02-09 01:00:00	246	1275
2007-02-09 01:15:00	240	4892
2007-02-09 01:15:00	242	12523
2007-02-09 01:15:00	244	8516
2007-02-09 01:15:00	246	1185
2007-02-09 01:30:00	240	4892
2007-02-09 01:30:00	242	12531
2007-02-09 01:30:00	244	8485
2007-02-09 01:30:00	246	1177
2007-02-09 01:45:00	240	4892
2007-02-09 01:45:00	242	12534
2007-02-09 01:45:00	244	8453
2007-02-09 01:45:00	246	1186
2007-02-09 02:00:00	240	4892
2007-02-09 02:00:00	242	12534
2007-02-09 02:00:00	244	8418
2007-02-09 02:00:00	246	1185
2007-02-09 02:15:00	240	4891
2007-02-09 02:15:00	242	12661
2007-02-09 02:15:00	244	8486
2007-02-09 02:15:00	246	1133
2007-02-09 02:30:00	240	4903
2007-02-09 02:30:00	242	12657
2007-02-09 02:30:00	244	8472
2007-02-09 02:30:00	246	1095
2007-02-09 02:45:00	240	4911
2007-02-09 02:45:00	242	12646
2007-02-09 02:45:00	244	8453
2007-02-09 02:45:00	246	1119
2007-02-09 03:00:00	240	4911
2007-02-09 03:00:00	242	12629
2007-02-09 03:00:00	244	8425
2007-02-09 03:00:00	246	1142
2007-02-09 03:15:00	240	4898
2007-02-09 03:15:00	242	12710
2007-02-09 03:15:00	244	8497
2007-02-09 03:15:00	246	997
2007-02-09 03:30:00	240	4898
2007-02-09 03:30:00	242	12696
2007-02-09 03:30:00	244	8514
2007-02-09 03:30:00	246	1014
2007-02-09 03:45:00	240	4898
2007-02-09 03:45:00	242	12694
2007-02-09 03:45:00	244	8514
2007-02-09 03:45:00	246	1080
2007-02-09 04:00:00	240	4908
2007-02-09 04:00:00	242	12705
2007-02-09 04:00:00	244	8608
2007-02-09 04:00:00	246	1118
2007-02-09 04:15:00	240	4953
2007-02-09 04:15:00	242	12720
2007-02-09 04:15:00	244	9094
2007-02-09 04:15:00	246	988
2007-02-09 04:30:00	240	4969
2007-02-09 04:30:00	242	12741
2007-02-09 04:30:00	244	9115
2007-02-09 04:30:00	246	1035
2007-02-09 04:45:00	240	4973
2007-02-09 04:45:00	242	12729
2007-02-09 04:45:00	244	9122
2007-02-09 04:45:00	246	1080
2007-02-09 05:00:00	240	4982
2007-02-09 05:00:00	242	12745
2007-02-09 05:00:00	244	9101
2007-02-09 05:00:00	246	1133
2007-02-09 05:15:00	240	5052
2007-02-09 05:15:00	242	13884
2007-02-09 05:15:00	244	9450
2007-02-09 05:15:00	246	1782
2007-02-09 05:30:00	240	5172
2007-02-09 05:30:00	242	13781
2007-02-09 05:30:00	244	9542
2007-02-09 05:30:00	246	1926
2007-02-09 05:45:00	240	5292
2007-02-09 05:45:00	242	13773
2007-02-09 05:45:00	244	9693
2007-02-09 05:45:00	246	2011
2007-02-09 06:00:00	240	5412
2007-02-09 06:00:00	242	14251
2007-02-09 06:00:00	244	10248
2007-02-09 06:00:00	246	2114
2007-02-09 06:15:00	240	6392
2007-02-09 06:15:00	242	15812
2007-02-09 06:15:00	244	10796
2007-02-09 06:15:00	246	2350
2007-02-09 06:30:00	240	6396
2007-02-09 06:30:00	242	15869
2007-02-09 06:30:00	244	10877
2007-02-09 06:30:00	246	2350
2007-02-09 06:45:00	240	6402
2007-02-09 06:45:00	242	15924
2007-02-09 06:45:00	244	10940
2007-02-09 06:45:00	246	2383
2007-02-09 07:00:00	240	6438
2007-02-09 07:00:00	242	15927
2007-02-09 07:00:00	244	10991
2007-02-09 07:00:00	246	2388
2007-02-09 07:15:00	240	6503
2007-02-09 07:15:00	242	16166
2007-02-09 07:15:00	244	11133
2007-02-09 07:15:00	246	2455
2007-02-09 07:30:00	240	6503
2007-02-09 07:30:00	242	16170
2007-02-09 07:30:00	244	11143
2007-02-09 07:30:00	246	2454
2007-02-09 07:45:00	240	6504
2007-02-09 07:45:00	242	16192
2007-02-09 07:45:00	244	11153
2007-02-09 07:45:00	246	2455
2007-02-09 08:00:00	240	6506
2007-02-09 08:00:00	242	16229
2007-02-09 08:00:00	244	11163
2007-02-09 08:00:00	246	2418
2007-02-09 08:15:00	240	6198
2007-02-09 08:15:00	242	15630
2007-02-09 08:15:00	244	11111
2007-02-09 08:15:00	246	2498
2007-02-09 08:30:00	240	6198
2007-02-09 08:30:00	242	15647
2007-02-09 08:30:00	244	11100
2007-02-09 08:30:00	246	2478
2007-02-09 08:45:00	240	6198
2007-02-09 08:45:00	242	15676
2007-02-09 08:45:00	244	11069
2007-02-09 08:45:00	246	2431
2007-02-09 09:00:00	240	6198
2007-02-09 09:00:00	242	15717
2007-02-09 09:00:00	244	11021
2007-02-09 09:00:00	246	2385
2007-02-09 09:15:00	240	5943
2007-02-09 09:15:00	242	15515
2007-02-09 09:15:00	244	10926
2007-02-09 09:15:00	246	2318
2007-02-09 09:30:00	240	5943
2007-02-09 09:30:00	242	15565
2007-02-09 09:30:00	244	10904
2007-02-09 09:30:00	246	2269
2007-02-09 09:45:00	240	5943
2007-02-09 09:45:00	242	15630
2007-02-09 09:45:00	244	10888
2007-02-09 09:45:00	246	2201
2007-02-09 10:00:00	240	5943
2007-02-09 10:00:00	242	15710
2007-02-09 10:00:00	244	10874
2007-02-09 10:00:00	246	2123
2007-02-09 10:15:00	240	5858
2007-02-09 10:15:00	242	15624
2007-02-09 10:15:00	244	10819
2007-02-09 10:15:00	246	2028
2007-02-09 10:30:00	240	5858
2007-02-09 10:30:00	242	15664
2007-02-09 10:30:00	244	10790
2007-02-09 10:30:00	246	1993
2007-02-09 10:45:00	240	5858
2007-02-09 10:45:00	242	15683
2007-02-09 10:45:00	244	10758
2007-02-09 10:45:00	246	1980
2007-02-09 11:00:00	240	5858
2007-02-09 11:00:00	242	15679
2007-02-09 11:00:00	244	10729
2007-02-09 11:00:00	246	1990
2007-02-09 11:15:00	240	5807
2007-02-09 11:15:00	242	15816
2007-02-09 11:15:00	244	10794
2007-02-09 11:15:00	246	2123
2007-02-09 11:30:00	240	5807
2007-02-09 11:30:00	242	15846
2007-02-09 11:30:00	244	10803
2007-02-09 11:30:00	246	2135
2007-02-09 11:45:00	240	5807
2007-02-09 11:45:00	242	15879
2007-02-09 11:45:00	244	10837
2007-02-09 11:45:00	246	2111
2007-02-09 12:00:00	240	5807
2007-02-09 12:00:00	242	15949
2007-02-09 12:00:00	244	10887
2007-02-09 12:00:00	246	2078
2007-02-09 12:15:00	240	5792
2007-02-09 12:15:00	242	15650
2007-02-09 12:15:00	244	11056
2007-02-09 12:15:00	246	1668
2007-02-09 12:30:00	240	5792
2007-02-09 12:30:00	242	15680
2007-02-09 12:30:00	244	11114
2007-02-09 12:30:00	246	1677
2007-02-09 12:45:00	240	5799
2007-02-09 12:45:00	242	15697
2007-02-09 12:45:00	244	11150
2007-02-09 12:45:00	246	1714
2007-02-09 13:00:00	240	5815
2007-02-09 13:00:00	242	15732
2007-02-09 13:00:00	244	11164
2007-02-09 13:00:00	246	1723
2007-02-09 13:15:00	240	5801
2007-02-09 13:15:00	242	15751
2007-02-09 13:15:00	244	11049
2007-02-09 13:15:00	246	1986
2007-02-09 13:30:00	240	5801
2007-02-09 13:30:00	242	15722
2007-02-09 13:30:00	244	11061
2007-02-09 13:30:00	246	2017
2007-02-09 13:45:00	240	5801
2007-02-09 13:45:00	242	15715
2007-02-09 13:45:00	244	11065
2007-02-09 13:45:00	246	2088
2007-02-09 14:00:00	240	5841
2007-02-09 14:00:00	242	15730
2007-02-09 14:00:00	244	11061
2007-02-09 14:00:00	246	2081
2007-02-09 14:15:00	240	5883
2007-02-09 14:15:00	242	15792
2007-02-09 14:15:00	244	11019
2007-02-09 14:15:00	246	1920
2007-02-09 14:30:00	240	5883
2007-02-09 14:30:00	242	15792
2007-02-09 14:30:00	244	11019
2007-02-09 14:30:00	246	1923
2007-02-09 14:45:00	240	5883
2007-02-09 14:45:00	242	15792
2007-02-09 14:45:00	244	11026
2007-02-09 14:45:00	246	1961
2007-02-09 15:00:00	240	5883
2007-02-09 15:00:00	242	15792
2007-02-09 15:00:00	244	11035
2007-02-09 15:00:00	246	1965
2007-02-09 15:15:00	240	5888
2007-02-09 15:15:00	242	16065
2007-02-09 15:15:00	244	11038
2007-02-09 15:15:00	246	1941
2007-02-09 15:30:00	240	5888
2007-02-09 15:30:00	242	16065
2007-02-09 15:30:00	244	11028
2007-02-09 15:30:00	246	1943
2007-02-09 15:45:00	240	5888
2007-02-09 15:45:00	242	16065
2007-02-09 15:45:00	244	11003
2007-02-09 15:45:00	246	1970
2007-02-09 16:00:00	240	5888
2007-02-09 16:00:00	242	16065
2007-02-09 16:00:00	244	10964
2007-02-09 16:00:00	246	1973
2007-02-09 16:15:00	240	5940
2007-02-09 16:15:00	242	16143
2007-02-09 16:15:00	244	10956
2007-02-09 16:15:00	246	2031
2007-02-09 16:30:00	240	5940
2007-02-09 16:30:00	242	16143
2007-02-09 16:30:00	244	10888
2007-02-09 16:30:00	246	2033
2007-02-09 16:45:00	240	5940
2007-02-09 16:45:00	242	16130
2007-02-09 16:45:00	244	10846
2007-02-09 16:45:00	246	2052
2007-02-09 17:00:00	240	5940
2007-02-09 17:00:00	242	16106
2007-02-09 17:00:00	244	10834
2007-02-09 17:00:00	246	2080
2007-02-09 17:15:00	240	5966
2007-02-09 17:15:00	242	16238
2007-02-09 17:15:00	244	10958
2007-02-09 17:15:00	246	2068
2007-02-09 17:30:00	240	5966
2007-02-09 17:30:00	242	16208
2007-02-09 17:30:00	244	10982
2007-02-09 17:30:00	246	2097
2007-02-09 17:45:00	240	5966
2007-02-09 17:45:00	242	16193
2007-02-09 17:45:00	244	10995
2007-02-09 17:45:00	246	2119
2007-02-09 18:00:00	240	5966
2007-02-09 18:00:00	242	16191
2007-02-09 18:00:00	244	11023
2007-02-09 18:00:00	246	2127
2007-02-09 18:15:00	240	6049
2007-02-09 18:15:00	242	16405
2007-02-09 18:15:00	244	11286
2007-02-09 18:15:00	246	2225
2007-02-09 18:30:00	240	6049
2007-02-09 18:30:00	242	16398
2007-02-09 18:30:00	244	11334
2007-02-09 18:30:00	246	2237
2007-02-09 18:45:00	240	6049
2007-02-09 18:45:00	242	16394
2007-02-09 18:45:00	244	11315
2007-02-09 18:45:00	246	2285
2007-02-09 19:00:00	240	6049
2007-02-09 19:00:00	242	16391
2007-02-09 19:00:00	244	11301
2007-02-09 19:00:00	246	2301
2007-02-09 19:15:00	240	6013
2007-02-09 19:15:00	242	16442
2007-02-09 19:15:00	244	11331
2007-02-09 19:15:00	246	2439
2007-02-09 19:30:00	240	6013
2007-02-09 19:30:00	242	16441
2007-02-09 19:30:00	244	11315
2007-02-09 19:30:00	246	2444
2007-02-09 19:45:00	240	6013
2007-02-09 19:45:00	242	16443
2007-02-09 19:45:00	244	11300
2007-02-09 19:45:00	246	2487
2007-02-09 20:00:00	240	6013
2007-02-09 20:00:00	242	16447
2007-02-09 20:00:00	244	11290
2007-02-09 20:00:00	246	2493
2007-02-09 20:15:00	240	6008
2007-02-09 20:15:00	242	16377
2007-02-09 20:15:00	244	11211
2007-02-09 20:15:00	246	2650
2007-02-09 20:30:00	240	6008
2007-02-09 20:30:00	242	16381
2007-02-09 20:30:00	244	11202
2007-02-09 20:30:00	246	2646
2007-02-09 20:45:00	240	6008
2007-02-09 20:45:00	242	16381
2007-02-09 20:45:00	244	11193
2007-02-09 20:45:00	246	2641
2007-02-09 21:00:00	240	6008
2007-02-09 21:00:00	242	16377
2007-02-09 21:00:00	244	11186
2007-02-09 21:00:00	246	2645
2007-02-09 21:15:00	240	5985
2007-02-09 21:15:00	242	16405
2007-02-09 21:15:00	244	10955
2007-02-09 21:15:00	246	2663
2007-02-09 21:30:00	240	5985
2007-02-09 21:30:00	242	16401
2007-02-09 21:30:00	244	10945
2007-02-09 21:30:00	246	2667
2007-02-09 21:45:00	240	5985
2007-02-09 21:45:00	242	16401
2007-02-09 21:45:00	244	10929
2007-02-09 21:45:00	246	2672
2007-02-09 22:00:00	240	5985
2007-02-09 22:00:00	242	16405
2007-02-09 22:00:00	244	10908
2007-02-09 22:00:00	246	2668
2007-02-09 22:15:00	240	5302
2007-02-09 22:15:00	242	14608
2007-02-09 22:15:00	244	10617
2007-02-09 22:15:00	246	2112
2007-02-09 22:30:00	240	5302
2007-02-09 22:30:00	242	14513
2007-02-09 22:30:00	244	10420
2007-02-09 22:30:00	246	2107
2007-02-09 22:45:00	240	5302
2007-02-09 22:45:00	242	14445
2007-02-09 22:45:00	244	10373
2007-02-09 22:45:00	246	2107
2007-02-09 23:00:00	240	5302
2007-02-09 23:00:00	242	14330
2007-02-09 23:00:00	244	10321
2007-02-09 23:00:00	246	2106
2007-02-09 23:15:00	240	5258
2007-02-09 23:15:00	242	13755
2007-02-09 23:15:00	244	9999
2007-02-09 23:15:00	246	1687
2007-02-09 23:30:00	240	5258
2007-02-09 23:30:00	242	13732
2007-02-09 23:30:00	244	9986
2007-02-09 23:30:00	246	1682
2007-02-09 23:45:00	240	5258
2007-02-09 23:45:00	242	13707
2007-02-09 23:45:00	244	9978
2007-02-09 23:45:00	246	1684
2007-02-10 00:00:00	240	5258
2007-02-10 00:00:00	242	13754
2007-02-10 00:00:00	244	9969
2007-02-10 00:00:00	246	1644
2007-02-10 00:15:00	240	4788
2007-02-10 00:15:00	242	15054
2007-02-10 00:15:00	244	9592
2007-02-10 00:15:00	246	1109
2007-02-10 00:30:00	240	4788
2007-02-10 00:30:00	242	15059
2007-02-10 00:30:00	244	9408
2007-02-10 00:30:00	246	1103
2007-02-10 00:45:00	240	4788
2007-02-10 00:45:00	242	14910
2007-02-10 00:45:00	244	9405
2007-02-10 00:45:00	246	1106
2007-02-10 01:00:00	240	4788
2007-02-10 01:00:00	242	14860
2007-02-10 01:00:00	244	9299
2007-02-10 01:00:00	246	1112
2007-02-10 01:15:00	240	4697
2007-02-10 01:15:00	242	14199
2007-02-10 01:15:00	244	9052
2007-02-10 01:15:00	246	1526
2007-02-10 01:30:00	240	4697
2007-02-10 01:30:00	242	14180
2007-02-10 01:30:00	244	9037
2007-02-10 01:30:00	246	1523
2007-02-10 01:45:00	240	4697
2007-02-10 01:45:00	242	14183
2007-02-10 01:45:00	244	9026
2007-02-10 01:45:00	246	1531
2007-02-10 02:00:00	240	4697
2007-02-10 02:00:00	242	14234
2007-02-10 02:00:00	244	9016
2007-02-10 02:00:00	246	1537
2007-02-10 02:15:00	240	4741
2007-02-10 02:15:00	242	14225
2007-02-10 02:15:00	244	9092
2007-02-10 02:15:00	246	1339
2007-02-10 02:30:00	240	4741
2007-02-10 02:30:00	242	14219
2007-02-10 02:30:00	244	9087
2007-02-10 02:30:00	246	1345
2007-02-10 02:45:00	240	4741
2007-02-10 02:45:00	242	14193
2007-02-10 02:45:00	244	9083
2007-02-10 02:45:00	246	1373
2007-02-10 03:00:00	240	4741
2007-02-10 03:00:00	242	14147
2007-02-10 03:00:00	244	9081
2007-02-10 03:00:00	246	1424
2007-02-10 03:15:00	240	4753
2007-02-10 03:15:00	242	14171
2007-02-10 03:15:00	244	9098
2007-02-10 03:15:00	246	1547
2007-02-10 03:30:00	240	4753
2007-02-10 03:30:00	242	14126
2007-02-10 03:30:00	244	9103
2007-02-10 03:30:00	246	1592
2007-02-10 03:45:00	240	4753
2007-02-10 03:45:00	242	14097
2007-02-10 03:45:00	244	9116
2007-02-10 03:45:00	246	1621
2007-02-10 04:00:00	240	4753
2007-02-10 04:00:00	242	14083
2007-02-10 04:00:00	244	9131
2007-02-10 04:00:00	246	1635
2007-02-10 04:15:00	240	4769
2007-02-10 04:15:00	242	14405
2007-02-10 04:15:00	244	9251
2007-02-10 04:15:00	246	1576
2007-02-10 04:30:00	240	4769
2007-02-10 04:30:00	242	14409
2007-02-10 04:30:00	244	9250
2007-02-10 04:30:00	246	1593
2007-02-10 04:45:00	240	4769
2007-02-10 04:45:00	242	14398
2007-02-10 04:45:00	244	9233
2007-02-10 04:45:00	246	1613
2007-02-10 05:00:00	240	4769
2007-02-10 05:00:00	242	14436
2007-02-10 05:00:00	244	9206
2007-02-10 05:00:00	246	1641
2007-02-10 05:15:00	240	4828
2007-02-10 05:15:00	242	14368
2007-02-10 05:15:00	244	9370
2007-02-10 05:15:00	246	1781
2007-02-10 05:30:00	240	4828
2007-02-10 05:30:00	242	14392
2007-02-10 05:30:00	244	9383
2007-02-10 05:30:00	246	1799
2007-02-10 05:45:00	240	4828
2007-02-10 05:45:00	242	14521
2007-02-10 05:45:00	244	9407
2007-02-10 05:45:00	246	1815
2007-02-10 06:00:00	240	4828
2007-02-10 06:00:00	242	15058
2007-02-10 06:00:00	244	9692
2007-02-10 06:00:00	246	1899
2007-02-10 06:15:00	240	4660
2007-02-10 06:15:00	242	16304
2007-02-10 06:15:00	244	10303
2007-02-10 06:15:00	246	2297
2007-02-10 06:30:00	240	4660
2007-02-10 06:30:00	242	16420
2007-02-10 06:30:00	244	10327
2007-02-10 06:30:00	246	2295
2007-02-10 06:45:00	240	4660
2007-02-10 06:45:00	242	16406
2007-02-10 06:45:00	244	10422
2007-02-10 06:45:00	246	2306
2007-02-10 07:00:00	240	4660
2007-02-10 07:00:00	242	16446
2007-02-10 07:00:00	244	10458
2007-02-10 07:00:00	246	2331
2007-02-10 07:15:00	240	5062
2007-02-10 07:15:00	242	16778
2007-02-10 07:15:00	244	10629
2007-02-10 07:15:00	246	2394
2007-02-10 07:30:00	240	5062
2007-02-10 07:30:00	242	16769
2007-02-10 07:30:00	244	10657
2007-02-10 07:30:00	246	2415
2007-02-10 07:45:00	240	5062
2007-02-10 07:45:00	242	16769
2007-02-10 07:45:00	244	10680
2007-02-10 07:45:00	246	2437
2007-02-10 08:00:00	240	5062
2007-02-10 08:00:00	242	16777
2007-02-10 08:00:00	244	10702
2007-02-10 08:00:00	246	2486
2007-02-10 08:15:00	240	5153
2007-02-10 08:15:00	242	17537
2007-02-10 08:15:00	244	10776
2007-02-10 08:15:00	246	2380
2007-02-10 08:30:00	240	5183
2007-02-10 08:30:00	242	17525
2007-02-10 08:30:00	244	10789
2007-02-10 08:30:00	246	2394
2007-02-10 08:45:00	240	5213
2007-02-10 08:45:00	242	17528
2007-02-10 08:45:00	244	10782
2007-02-10 08:45:00	246	2396
2007-02-10 09:00:00	240	5213
2007-02-10 09:00:00	242	17546
2007-02-10 09:00:00	244	10754
2007-02-10 09:00:00	246	2381
2007-02-10 09:15:00	240	5246
2007-02-10 09:15:00	242	17615
2007-02-10 09:15:00	244	10656
2007-02-10 09:15:00	246	2540
2007-02-10 09:30:00	240	5246
2007-02-10 09:30:00	242	17644
2007-02-10 09:30:00	244	10626
2007-02-10 09:30:00	246	2511
2007-02-10 09:45:00	240	5246
2007-02-10 09:45:00	242	17692
2007-02-10 09:45:00	244	10600
2007-02-10 09:45:00	246	2475
2007-02-10 10:00:00	240	5246
2007-02-10 10:00:00	242	17758
2007-02-10 10:00:00	244	10583
2007-02-10 10:00:00	246	2409
2007-02-10 10:15:00	240	5214
2007-02-10 10:15:00	242	17576
2007-02-10 10:15:00	244	10567
2007-02-10 10:15:00	246	2398
2007-02-10 10:30:00	240	5207
2007-02-10 10:30:00	242	17646
2007-02-10 10:30:00	244	10566
2007-02-10 10:30:00	246	2335
2007-02-10 10:45:00	240	5200
2007-02-10 10:45:00	242	17691
2007-02-10 10:45:00	244	10566
2007-02-10 10:45:00	246	2293
2007-02-10 11:00:00	240	5195
2007-02-10 11:00:00	242	17710
2007-02-10 11:00:00	244	10569
2007-02-10 11:00:00	246	2281
2007-02-10 11:15:00	240	5178
2007-02-10 11:15:00	242	17270
2007-02-10 11:15:00	244	10601
2007-02-10 11:15:00	246	2161
2007-02-10 11:30:00	240	5178
2007-02-10 11:30:00	242	17280
2007-02-10 11:30:00	244	10634
2007-02-10 11:30:00	246	2150
2007-02-10 11:45:00	240	5179
2007-02-10 11:45:00	242	17300
2007-02-10 11:45:00	244	10671
2007-02-10 11:45:00	246	2137
2007-02-10 12:00:00	240	5181
2007-02-10 12:00:00	242	17330
2007-02-10 12:00:00	244	10703
2007-02-10 12:00:00	246	2104
2007-02-10 12:15:00	240	5113
2007-02-10 12:15:00	242	16740
2007-02-10 12:15:00	244	10765
2007-02-10 12:15:00	246	1978
2007-02-10 12:30:00	240	5113
2007-02-10 12:30:00	242	16772
2007-02-10 12:30:00	244	10770
2007-02-10 12:30:00	246	1947
2007-02-10 12:45:00	240	5113
2007-02-10 12:45:00	242	16790
2007-02-10 12:45:00	244	10781
2007-02-10 12:45:00	246	1945
2007-02-10 13:00:00	240	5113
2007-02-10 13:00:00	242	16794
2007-02-10 13:00:00	244	10788
2007-02-10 13:00:00	246	1943
2007-02-10 13:15:00	240	5094
2007-02-10 13:15:00	242	16419
2007-02-10 13:15:00	244	10604
2007-02-10 13:15:00	246	1920
2007-02-10 13:30:00	240	5094
2007-02-10 13:30:00	242	16406
2007-02-10 13:30:00	244	10592
2007-02-10 13:30:00	246	1916
2007-02-10 13:45:00	240	5101
2007-02-10 13:45:00	242	16419
2007-02-10 13:45:00	244	10577
2007-02-10 13:45:00	246	1907
2007-02-10 14:00:00	240	5117
2007-02-10 14:00:00	242	16443
2007-02-10 14:00:00	244	10551
2007-02-10 14:00:00	246	1885
2007-02-10 14:15:00	240	5036
2007-02-10 14:15:00	242	16226
2007-02-10 14:15:00	244	10446
2007-02-10 14:15:00	246	1869
2007-02-10 14:30:00	240	5036
2007-02-10 14:30:00	242	16225
2007-02-10 14:30:00	244	10428
2007-02-10 14:30:00	246	1871
2007-02-10 14:45:00	240	5036
2007-02-10 14:45:00	242	16220
2007-02-10 14:45:00	244	10419
2007-02-10 14:45:00	246	1889
2007-02-10 15:00:00	240	5036
2007-02-10 15:00:00	242	16212
2007-02-10 15:00:00	244	10416
2007-02-10 15:00:00	246	1900
2007-02-10 15:15:00	240	5073
2007-02-10 15:15:00	242	16358
2007-02-10 15:15:00	244	10339
2007-02-10 15:15:00	246	1903
2007-02-10 15:30:00	240	5073
2007-02-10 15:30:00	242	16350
2007-02-10 15:30:00	244	10338
2007-02-10 15:30:00	246	1911
2007-02-10 15:45:00	240	5073
2007-02-10 15:45:00	242	16344
2007-02-10 15:45:00	244	10348
2007-02-10 15:45:00	246	1923
2007-02-10 16:00:00	240	5073
2007-02-10 16:00:00	242	16342
2007-02-10 16:00:00	244	10361
2007-02-10 16:00:00	246	1927
