CPT_PERIODENDING	ZONEID	MW
2007-01-16 05:15:00	246	2867
2007-01-16 05:30:00	240	8017
2007-01-16 05:30:00	242	19478
2007-01-16 05:30:00	244	12501
2007-01-16 05:30:00	246	2920
2007-01-16 05:45:00	240	8057
2007-01-16 05:45:00	242	19454
2007-01-16 05:45:00	244	12551
2007-01-16 05:45:00	246	2957
2007-01-16 06:00:00	240	8097
2007-01-16 06:00:00	242	19682
2007-01-16 06:00:00	244	13016
2007-01-16 06:00:00	246	3034
2007-01-16 06:15:00	240	9284
2007-01-16 06:15:00	242	20518
2007-01-16 06:15:00	244	13833
2007-01-16 06:15:00	246	3285
2007-01-16 06:30:00	240	9884
2007-01-16 06:30:00	242	20524
2007-01-16 06:30:00	244	13921
2007-01-16 06:30:00	246	3279
2007-01-16 06:45:00	240	10484
2007-01-16 06:45:00	242	20524
2007-01-16 06:45:00	244	13984
2007-01-16 06:45:00	246	3279
2007-01-16 07:00:00	240	10584
2007-01-16 07:00:00	242	20518
2007-01-16 07:00:00	244	14058
2007-01-16 07:00:00	246	3285
2007-01-16 07:15:00	240	10678
2007-01-16 07:15:00	242	20941
2007-01-16 07:15:00	244	14350
2007-01-16 07:15:00	246	3315
2007-01-16 07:30:00	240	10678
2007-01-16 07:30:00	242	20937
2007-01-16 07:30:00	244	14379
2007-01-16 07:30:00	246	3319
2007-01-16 07:45:00	240	10678
2007-01-16 07:45:00	242	20947
2007-01-16 07:45:00	244	14387
2007-01-16 07:45:00	246	3309
2007-01-16 08:00:00	240	10678
2007-01-16 08:00:00	242	20971
2007-01-16 08:00:00	244	14380
2007-01-16 08:00:00	246	3285
2007-01-16 08:15:00	240	10575
2007-01-16 08:15:00	242	20565
2007-01-16 08:15:00	244	14197
2007-01-16 08:15:00	246	3232
2007-01-16 08:30:00	240	10535
2007-01-16 08:30:00	242	20592
2007-01-16 08:30:00	244	14179
2007-01-16 08:30:00	246	3205
2007-01-16 08:45:00	240	10495
2007-01-16 08:45:00	242	20615
2007-01-16 08:45:00	244	14166
2007-01-16 08:45:00	246	3182
2007-01-16 09:00:00	240	10455
2007-01-16 09:00:00	242	20636
2007-01-16 09:00:00	244	14154
2007-01-16 09:00:00	246	3161
2007-01-16 09:15:00	240	10253
2007-01-16 09:15:00	242	20045
2007-01-16 09:15:00	244	13669
2007-01-16 09:15:00	246	2808
2007-01-16 09:30:00	240	10293
2007-01-16 09:30:00	242	20115
2007-01-16 09:30:00	244	13669
2007-01-16 09:30:00	246	2738
2007-01-16 09:45:00	240	10333
2007-01-16 09:45:00	242	20187
2007-01-16 09:45:00	244	13660
2007-01-16 09:45:00	246	2666
2007-01-16 10:00:00	240	10373
2007-01-16 10:00:00	242	20262
2007-01-16 10:00:00	244	13650
2007-01-16 10:00:00	246	2591
2007-01-16 10:15:00	240	10476
2007-01-16 10:15:00	242	19499
2007-01-16 10:15:00	244	13646
2007-01-16 10:15:00	246	2306
2007-01-16 10:30:00	240	10476
2007-01-16 10:30:00	242	19557
2007-01-16 10:30:00	244	13641
2007-01-16 10:30:00	246	2247
2007-01-16 10:45:00	240	10476
2007-01-16 10:45:00	242	19583
2007-01-16 10:45:00	244	13627
2007-01-16 10:45:00	246	2221
2007-01-16 11:00:00	240	10476
2007-01-16 11:00:00	242	19578
2007-01-16 11:00:00	244	13610
2007-01-16 11:00:00	246	2226
2007-01-16 11:15:00	240	10318
2007-01-16 11:15:00	242	19204
2007-01-16 11:15:00	244	13368
2007-01-16 11:15:00	246	2329
2007-01-16 11:30:00	240	10318
2007-01-16 11:30:00	242	19211
2007-01-16 11:30:00	244	13372
2007-01-16 11:30:00	246	2330
2007-01-16 11:45:00	240	10318
2007-01-16 11:45:00	242	19252
2007-01-16 11:45:00	244	13388
2007-01-16 11:45:00	246	2290
2007-01-16 12:00:00	240	10318
2007-01-16 12:00:00	242	19340
2007-01-16 12:00:00	244	13416
2007-01-16 12:00:00	246	2208
2007-01-16 12:15:00	240	10366
2007-01-16 12:15:00	242	18764
2007-01-16 12:15:00	244	13472
2007-01-16 12:15:00	246	1923
2007-01-16 12:30:00	240	10366
2007-01-16 12:30:00	242	18828
2007-01-16 12:30:00	244	13541
2007-01-16 12:30:00	246	1914
2007-01-16 12:45:00	240	10366
2007-01-16 12:45:00	242	18840
2007-01-16 12:45:00	244	13546
2007-01-16 12:45:00	246	1909
2007-01-16 13:00:00	240	10366
2007-01-16 13:00:00	242	18904
2007-01-16 13:00:00	244	13549
2007-01-16 13:00:00	246	1908
2007-01-16 13:15:00	240	10426
2007-01-16 13:15:00	242	18371
2007-01-16 13:15:00	244	13508
2007-01-16 13:15:00	246	1952
2007-01-16 13:30:00	240	10426
2007-01-16 13:30:00	242	18397
2007-01-16 13:30:00	244	13509
2007-01-16 13:30:00	246	1926
2007-01-16 13:45:00	240	10426
2007-01-16 13:45:00	242	18411
2007-01-16 13:45:00	244	13520
2007-01-16 13:45:00	246	1912
2007-01-16 14:00:00	240	10426
2007-01-16 14:00:00	242	18415
2007-01-16 14:00:00	244	13517
2007-01-16 14:00:00	246	1908
2007-01-16 14:15:00	240	10378
2007-01-16 14:15:00	242	18192
2007-01-16 14:15:00	244	13586
2007-01-16 14:15:00	246	1838
2007-01-16 14:30:00	240	10378
2007-01-16 14:30:00	242	18198
2007-01-16 14:30:00	244	13584
2007-01-16 14:30:00	246	1838
2007-01-16 14:45:00	240	10378
2007-01-16 14:45:00	242	18242
2007-01-16 14:45:00	244	13579
2007-01-16 14:45:00	246	1838
2007-01-16 15:00:00	240	10378
2007-01-16 15:00:00	242	18274
2007-01-16 15:00:00	244	13571
2007-01-16 15:00:00	246	1838
2007-01-16 15:15:00	240	10408
2007-01-16 15:15:00	242	18470
2007-01-16 15:15:00	244	13373
2007-01-16 15:15:00	246	1838
2007-01-16 15:30:00	240	10408
2007-01-16 15:30:00	242	18470
2007-01-16 15:30:00	244	13367
2007-01-16 15:30:00	246	1838
2007-01-16 15:45:00	240	10408
2007-01-16 15:45:00	242	18470
2007-01-16 15:45:00	244	13370
2007-01-16 15:45:00	246	1838
2007-01-16 16:00:00	240	10408
2007-01-16 16:00:00	242	18470
2007-01-16 16:00:00	244	13386
2007-01-16 16:00:00	246	1838
2007-01-16 16:15:00	240	10459
2007-01-16 16:15:00	242	19074
2007-01-16 16:15:00	244	13493
2007-01-16 16:15:00	246	1807
2007-01-16 16:30:00	240	10459
2007-01-16 16:30:00	242	19087
2007-01-16 16:30:00	244	13504
2007-01-16 16:30:00	246	1814
2007-01-16 16:45:00	240	10459
2007-01-16 16:45:00	242	19079
2007-01-16 16:45:00	244	13501
2007-01-16 16:45:00	246	1842
2007-01-16 17:00:00	240	10459
2007-01-16 17:00:00	242	19071
2007-01-16 17:00:00	244	13486
2007-01-16 17:00:00	246	1890
2007-01-16 17:15:00	240	10523
2007-01-16 17:15:00	242	20277
2007-01-16 17:15:00	244	13795
2007-01-16 17:15:00	246	2263
2007-01-16 17:30:00	240	10523
2007-01-16 17:30:00	242	20305
2007-01-16 17:30:00	244	13772
2007-01-16 17:30:00	246	2274
2007-01-16 17:45:00	240	10523
2007-01-16 17:45:00	242	20313
2007-01-16 17:45:00	244	13788
2007-01-16 17:45:00	246	2306
2007-01-16 18:00:00	240	10523
2007-01-16 18:00:00	242	20319
2007-01-16 18:00:00	244	13785
2007-01-16 18:00:00	246	2360
2007-01-16 18:15:00	240	10653
2007-01-16 18:15:00	242	21450
2007-01-16 18:15:00	244	14023
2007-01-16 18:15:00	246	2641
2007-01-16 18:30:00	240	10653
2007-01-16 18:30:00	242	21357
2007-01-16 18:30:00	244	14030
2007-01-16 18:30:00	246	2734
2007-01-16 18:45:00	240	10653
2007-01-16 18:45:00	242	21296
2007-01-16 18:45:00	244	14033
2007-01-16 18:45:00	246	2795
2007-01-16 19:00:00	240	10653
2007-01-16 19:00:00	242	21267
2007-01-16 19:00:00	244	14028
2007-01-16 19:00:00	246	2824
2007-01-16 19:15:00	240	10680
2007-01-16 19:15:00	242	21439
2007-01-16 19:15:00	244	13982
2007-01-16 19:15:00	246	2813
2007-01-16 19:30:00	240	10680
2007-01-16 19:30:00	242	21424
2007-01-16 19:30:00	244	13966
2007-01-16 19:30:00	246	2828
2007-01-16 19:45:00	240	10680
2007-01-16 19:45:00	242	21418
2007-01-16 19:45:00	244	13954
2007-01-16 19:45:00	246	2834
2007-01-16 20:00:00	240	10680
2007-01-16 20:00:00	242	21422
2007-01-16 20:00:00	244	13934
2007-01-16 20:00:00	246	2830
2007-01-16 20:15:00	240	10695
2007-01-16 20:15:00	242	21535
2007-01-16 20:15:00	244	13772
2007-01-16 20:15:00	246	2543
2007-01-16 20:30:00	240	10695
2007-01-16 20:30:00	242	21546
2007-01-16 20:30:00	244	13723
2007-01-16 20:30:00	246	2532
2007-01-16 20:45:00	240	10695
2007-01-16 20:45:00	242	21561
2007-01-16 20:45:00	244	13663
2007-01-16 20:45:00	246	2517
2007-01-16 21:00:00	240	10695
2007-01-16 21:00:00	242	21579
2007-01-16 21:00:00	244	13598
2007-01-16 21:00:00	246	2498
2007-01-16 21:15:00	240	10665
2007-01-16 21:15:00	242	21183
2007-01-16 21:15:00	244	13250
2007-01-16 21:15:00	246	2246
2007-01-16 21:30:00	240	10665
2007-01-16 21:30:00	242	21151
2007-01-16 21:30:00	244	13211
2007-01-16 21:30:00	246	2198
2007-01-16 21:45:00	240	10665
2007-01-16 21:45:00	242	21059
2007-01-16 21:45:00	244	13199
2007-01-16 21:45:00	246	2210
2007-01-16 22:00:00	240	10665
2007-01-16 22:00:00	242	20906
2007-01-16 22:00:00	244	13208
2007-01-16 22:00:00	246	2283
2007-01-16 22:15:00	240	7915
2007-01-16 22:15:00	242	19308
2007-01-16 22:15:00	244	13201
2007-01-16 22:15:00	246	2518
2007-01-16 22:30:00	240	7915
2007-01-16 22:30:00	242	19210
2007-01-16 22:30:00	244	13183
2007-01-16 22:30:00	246	2584
2007-01-16 22:45:00	240	7915
2007-01-16 22:45:00	242	19232
2007-01-16 22:45:00	244	13165
2007-01-16 22:45:00	246	2562
2007-01-16 23:00:00	240	7915
2007-01-16 23:00:00	242	19343
2007-01-16 23:00:00	244	13147
2007-01-16 23:00:00	246	2451
2007-01-16 23:15:00	240	8127
2007-01-16 23:15:00	242	18196
2007-01-16 23:15:00	244	12531
2007-01-16 23:15:00	246	1983
2007-01-16 23:30:00	240	8073
2007-01-16 23:30:00	242	18246
2007-01-16 23:30:00	244	12518
2007-01-16 23:30:00	246	1939
2007-01-16 23:45:00	240	8018
2007-01-16 23:45:00	242	18289
2007-01-16 23:45:00	244	12512
2007-01-16 23:45:00	246	1905
2007-01-17 00:00:00	240	7962
2007-01-17 00:00:00	242	18326
2007-01-17 00:00:00	244	12503
2007-01-17 00:00:00	246	1878
2007-01-17 00:15:00	240	7362
2007-01-17 00:15:00	242	17890
2007-01-17 00:15:00	244	12040
2007-01-17 00:15:00	246	1812
2007-01-17 00:30:00	240	7362
2007-01-17 00:30:00	242	17901
2007-01-17 00:30:00	244	12036
2007-01-17 00:30:00	246	1811
2007-01-17 00:45:00	240	7362
2007-01-17 00:45:00	242	17902
2007-01-17 00:45:00	244	12033
2007-01-17 00:45:00	246	1815
2007-01-17 01:00:00	240	7362
2007-01-17 01:00:00	242	17895
2007-01-17 01:00:00	244	12027
2007-01-17 01:00:00	246	1822
2007-01-17 01:15:00	240	7084
2007-01-17 01:15:00	242	17667
2007-01-17 01:15:00	244	12037
2007-01-17 01:15:00	246	1831
2007-01-17 01:30:00	240	7084
2007-01-17 01:30:00	242	17584
2007-01-17 01:30:00	244	12030
2007-01-17 01:30:00	246	1846
2007-01-17 01:45:00	240	7084
2007-01-17 01:45:00	242	17510
2007-01-17 01:45:00	244	12028
2007-01-17 01:45:00	246	1854
2007-01-17 02:00:00	240	7084
2007-01-17 02:00:00	242	17474
2007-01-17 02:00:00	244	12029
2007-01-17 02:00:00	246	1857
2007-01-17 02:15:00	240	7090
2007-01-17 02:15:00	242	17575
2007-01-17 02:15:00	244	12017
2007-01-17 02:15:00	246	1698
2007-01-17 02:30:00	240	7090
2007-01-17 02:30:00	242	17575
2007-01-17 02:30:00	244	12011
2007-01-17 02:30:00	246	1608
2007-01-17 02:45:00	240	7090
2007-01-17 02:45:00	242	17580
2007-01-17 02:45:00	244	12007
2007-01-17 02:45:00	246	1606
2007-01-17 03:00:00	240	7090
2007-01-17 03:00:00	242	17589
2007-01-17 03:00:00	244	12009
2007-01-17 03:00:00	246	1597
2007-01-17 03:15:00	240	7097
2007-01-17 03:15:00	242	17616
2007-01-17 03:15:00	244	12080
2007-01-17 03:15:00	246	1511
2007-01-17 03:30:00	240	7097
2007-01-17 03:30:00	242	17625
2007-01-17 03:30:00	244	12091
2007-01-17 03:30:00	246	1512
2007-01-17 03:45:00	240	7097
2007-01-17 03:45:00	242	17629
2007-01-17 03:45:00	244	12112
2007-01-17 03:45:00	246	1549
2007-01-17 04:00:00	240	7097
2007-01-17 04:00:00	242	17629
2007-01-17 04:00:00	244	12149
2007-01-17 04:00:00	246	1594
2007-01-17 04:15:00	240	7158
2007-01-17 04:15:00	242	17941
2007-01-17 04:15:00	244	12436
2007-01-17 04:15:00	246	1616
2007-01-17 04:30:00	240	7158
2007-01-17 04:30:00	242	17929
2007-01-17 04:30:00	244	12463
2007-01-17 04:30:00	246	1708
2007-01-17 04:45:00	240	7158
2007-01-17 04:45:00	242	17889
2007-01-17 04:45:00	244	12467
2007-01-17 04:45:00	246	1824
2007-01-17 05:00:00	240	7158
2007-01-17 05:00:00	242	17860
2007-01-17 05:00:00	244	12450
2007-01-17 05:00:00	246	1954
2007-01-17 05:15:00	240	7540
2007-01-17 05:15:00	242	19050
2007-01-17 05:15:00	244	12519
2007-01-17 05:15:00	246	2192
2007-01-17 05:30:00	240	7840
2007-01-17 05:30:00	242	19028
2007-01-17 05:30:00	244	12519
2007-01-17 05:30:00	246	2274
2007-01-17 05:45:00	240	8140
2007-01-17 05:45:00	242	18970
2007-01-17 05:45:00	244	12512
2007-01-17 05:45:00	246	2332
2007-01-17 06:00:00	240	8440
2007-01-17 06:00:00	242	19394
2007-01-17 06:00:00	244	12763
2007-01-17 06:00:00	246	2400
2007-01-17 06:15:00	240	9510
2007-01-17 06:15:00	242	21864
2007-01-17 06:15:00	244	12906
2007-01-17 06:15:00	246	2871
2007-01-17 06:30:00	240	9510
2007-01-17 06:30:00	242	21829
2007-01-17 06:30:00	244	12901
2007-01-17 06:30:00	246	2906
2007-01-17 06:45:00	240	9510
2007-01-17 06:45:00	242	21793
2007-01-17 06:45:00	244	12918
2007-01-17 06:45:00	246	2942
2007-01-17 07:00:00	240	9510
2007-01-17 07:00:00	242	21756
2007-01-17 07:00:00	244	12955
2007-01-17 07:00:00	246	2979
2007-01-17 07:15:00	240	9606
2007-01-17 07:15:00	242	21594
2007-01-17 07:15:00	244	13110
2007-01-17 07:15:00	246	3078
2007-01-17 07:30:00	240	9606
2007-01-17 07:30:00	242	21588
2007-01-17 07:30:00	244	13155
2007-01-17 07:30:00	246	3084
2007-01-17 07:45:00	240	9606
2007-01-17 07:45:00	242	21616
2007-01-17 07:45:00	244	13190
2007-01-17 07:45:00	246	3056
2007-01-17 08:00:00	240	9606
2007-01-17 08:00:00	242	21679
2007-01-17 08:00:00	244	13217
2007-01-17 08:00:00	246	2993
2007-01-17 08:15:00	240	9622
2007-01-17 08:15:00	242	20497
2007-01-17 08:15:00	244	13154
2007-01-17 08:15:00	246	2932
2007-01-17 08:30:00	240	9622
2007-01-17 08:30:00	242	20546
2007-01-17 08:30:00	244	13176
2007-01-17 08:30:00	246	2883
2007-01-17 08:45:00	240	9622
2007-01-17 08:45:00	242	20604
2007-01-17 08:45:00	244	13215
2007-01-17 08:45:00	246	2825
2007-01-17 09:00:00	240	9622
2007-01-17 09:00:00	242	20671
2007-01-17 09:00:00	244	13291
2007-01-17 09:00:00	246	2758
2007-01-17 09:15:00	240	9611
2007-01-17 09:15:00	242	20225
2007-01-17 09:15:00	244	13059
2007-01-17 09:15:00	246	2394
2007-01-17 09:30:00	240	9611
2007-01-17 09:30:00	242	20280
2007-01-17 09:30:00	244	13088
2007-01-17 09:30:00	246	2339
2007-01-17 09:45:00	240	9611
2007-01-17 09:45:00	242	20312
2007-01-17 09:45:00	244	13134
2007-01-17 09:45:00	246	2307
2007-01-17 10:00:00	240	9611
2007-01-17 10:00:00	242	20320
2007-01-17 10:00:00	244	13198
2007-01-17 10:00:00	246	2299
2007-01-17 10:15:00	240	9455
2007-01-17 10:15:00	242	20176
2007-01-17 10:15:00	244	12968
2007-01-17 10:15:00	246	2358
2007-01-17 10:30:00	240	9375
2007-01-17 10:30:00	242	20176
2007-01-17 10:30:00	244	12975
2007-01-17 10:30:00	246	2358
2007-01-17 10:45:00	240	9295
2007-01-17 10:45:00	242	20176
2007-01-17 10:45:00	244	12965
2007-01-17 10:45:00	246	2358
2007-01-17 11:00:00	240	9215
2007-01-17 11:00:00	242	20176
2007-01-17 11:00:00	244	12952
2007-01-17 11:00:00	246	2358
2007-01-17 11:15:00	240	9057
2007-01-17 11:15:00	242	20867
2007-01-17 11:15:00	244	13037
2007-01-17 11:15:00	246	2260
2007-01-17 11:30:00	240	9057
2007-01-17 11:30:00	242	20867
2007-01-17 11:30:00	244	13049
2007-01-17 11:30:00	246	2260
2007-01-17 11:45:00	240	9057
2007-01-17 11:45:00	242	20867
2007-01-17 11:45:00	244	13084
2007-01-17 11:45:00	246	2260
2007-01-17 12:00:00	240	9057
2007-01-17 12:00:00	242	20867
2007-01-17 12:00:00	244	13138
2007-01-17 12:00:00	246	2260
2007-01-17 12:15:00	240	9065
2007-01-17 12:15:00	242	19618
2007-01-17 12:15:00	244	13367
2007-01-17 12:15:00	246	2227
2007-01-17 12:30:00	240	9065
2007-01-17 12:30:00	242	19618
2007-01-17 12:30:00	244	13415
2007-01-17 12:30:00	246	2227
2007-01-17 12:45:00	240	9065
2007-01-17 12:45:00	242	19618
2007-01-17 12:45:00	244	13436
2007-01-17 12:45:00	246	2227
2007-01-17 13:00:00	240	9065
2007-01-17 13:00:00	242	19618
2007-01-17 13:00:00	244	13430
2007-01-17 13:00:00	246	2227
2007-01-17 13:15:00	240	8977
2007-01-17 13:15:00	242	19149
2007-01-17 13:15:00	244	13266
2007-01-17 13:15:00	246	2233
2007-01-17 13:30:00	240	8977
2007-01-17 13:30:00	242	19149
2007-01-17 13:30:00	244	13241
2007-01-17 13:30:00	246	2233
2007-01-17 13:45:00	240	8977
2007-01-17 13:45:00	242	19149
2007-01-17 13:45:00	244	13223
2007-01-17 13:45:00	246	2233
2007-01-17 14:00:00	240	8977
2007-01-17 14:00:00	242	19149
2007-01-17 14:00:00	244	13210
2007-01-17 14:00:00	246	2233
2007-01-17 14:15:00	240	8974
2007-01-17 14:15:00	242	18642
2007-01-17 14:15:00	244	13127
2007-01-17 14:15:00	246	2181
2007-01-17 14:30:00	240	8974
2007-01-17 14:30:00	242	18642
2007-01-17 14:30:00	244	13103
2007-01-17 14:30:00	246	2181
2007-01-17 14:45:00	240	8974
2007-01-17 14:45:00	242	18642
2007-01-17 14:45:00	244	13086
2007-01-17 14:45:00	246	2181
2007-01-17 15:00:00	240	8974
2007-01-17 15:00:00	242	18642
2007-01-17 15:00:00	244	13072
2007-01-17 15:00:00	246	2181
2007-01-17 15:15:00	240	8975
2007-01-17 15:15:00	242	19059
2007-01-17 15:15:00	244	13014
2007-01-17 15:15:00	246	2153
2007-01-17 15:30:00	240	8975
2007-01-17 15:30:00	242	19059
2007-01-17 15:30:00	244	13003
2007-01-17 15:30:00	246	2153
2007-01-17 15:45:00	240	8982
2007-01-17 15:45:00	242	19059
2007-01-17 15:45:00	244	13007
2007-01-17 15:45:00	246	2153
2007-01-17 16:00:00	240	8998
2007-01-17 16:00:00	242	19059
2007-01-17 16:00:00	244	13016
2007-01-17 16:00:00	246	2153
2007-01-17 16:15:00	240	9052
2007-01-17 16:15:00	242	19500
2007-01-17 16:15:00	244	13057
2007-01-17 16:15:00	246	2140
2007-01-17 16:30:00	240	9092
2007-01-17 16:30:00	242	19464
2007-01-17 16:30:00	244	13036
2007-01-17 16:30:00	246	2146
2007-01-17 16:45:00	240	9139
2007-01-17 16:45:00	242	19468
2007-01-17 16:45:00	244	13004
2007-01-17 16:45:00	246	2172
2007-01-17 17:00:00	240	9195
2007-01-17 17:00:00	242	19424
2007-01-17 17:00:00	244	12967
2007-01-17 17:00:00	246	2216
2007-01-17 17:15:00	240	9305
2007-01-17 17:15:00	242	20623
2007-01-17 17:15:00	244	13237
2007-01-17 17:15:00	246	2575
2007-01-17 17:30:00	240	9345
2007-01-17 17:30:00	242	20548
2007-01-17 17:30:00	244	13214
2007-01-17 17:30:00	246	2650
2007-01-17 17:45:00	240	9385
2007-01-17 17:45:00	242	20472
2007-01-17 17:45:00	244	13246
2007-01-17 17:45:00	246	2728
2007-01-17 18:00:00	240	9425
2007-01-17 18:00:00	242	20395
2007-01-17 18:00:00	244	13267
2007-01-17 18:00:00	246	2806
2007-01-17 18:15:00	240	9492
2007-01-17 18:15:00	242	21108
2007-01-17 18:15:00	244	13492
2007-01-17 18:15:00	246	3052
2007-01-17 18:30:00	240	9492
2007-01-17 18:30:00	242	21042
2007-01-17 18:30:00	244	13531
2007-01-17 18:30:00	246	3118
2007-01-17 18:45:00	240	9492
2007-01-17 18:45:00	242	21005
2007-01-17 18:45:00	244	13549
2007-01-17 18:45:00	246	3156
2007-01-17 19:00:00	240	9492
2007-01-17 19:00:00	242	20995
2007-01-17 19:00:00	244	13544
2007-01-17 19:00:00	246	3166
2007-01-17 19:15:00	240	9752
2007-01-17 19:15:00	242	20811
2007-01-17 19:15:00	244	13487
2007-01-17 19:15:00	246	2983
2007-01-17 19:30:00	240	9752
2007-01-17 19:30:00	242	20812
2007-01-17 19:30:00	244	13482
2007-01-17 19:30:00	246	2982
2007-01-17 19:45:00	240	9752
2007-01-17 19:45:00	242	20816
2007-01-17 19:45:00	244	13463
2007-01-17 19:45:00	246	2980
2007-01-17 20:00:00	240	9752
2007-01-17 20:00:00	242	20822
2007-01-17 20:00:00	244	13432
2007-01-17 20:00:00	246	2977
2007-01-17 20:15:00	240	9535
2007-01-17 20:15:00	242	20681
2007-01-17 20:15:00	244	13330
2007-01-17 20:15:00	246	2975
2007-01-17 20:30:00	240	9535
2007-01-17 20:30:00	242	20692
2007-01-17 20:30:00	244	13292
2007-01-17 20:30:00	246	2966
2007-01-17 20:45:00	240	9535
2007-01-17 20:45:00	242	20719
2007-01-17 20:45:00	244	13245
2007-01-17 20:45:00	246	2939
2007-01-17 21:00:00	240	9535
2007-01-17 21:00:00	242	20759
2007-01-17 21:00:00	244	13169
2007-01-17 21:00:00	246	2900
2007-01-17 21:15:00	240	9484
2007-01-17 21:15:00	242	20501
2007-01-17 21:15:00	244	12893
2007-01-17 21:15:00	246	2804
2007-01-17 21:30:00	240	9484
2007-01-17 21:30:00	242	20539
2007-01-17 21:30:00	244	12858
2007-01-17 21:30:00	246	2768
2007-01-17 21:45:00	240	9484
2007-01-17 21:45:00	242	20557
2007-01-17 21:45:00	244	12858
2007-01-17 21:45:00	246	2751
2007-01-17 22:00:00	240	9484
2007-01-17 22:00:00	242	20553
2007-01-17 22:00:00	244	12891
2007-01-17 22:00:00	246	2756
2007-01-17 22:15:00	240	8076
2007-01-17 22:15:00	242	19517
2007-01-17 22:15:00	244	13159
2007-01-17 22:15:00	246	2098
2007-01-17 22:30:00	240	7576
2007-01-17 22:30:00	242	18776
2007-01-17 22:30:00	244	13184
2007-01-17 22:30:00	246	2068
2007-01-17 22:45:00	240	7076
2007-01-17 22:45:00	242	18740
2007-01-17 22:45:00	244	13185
2007-01-17 22:45:00	246	2026
2007-01-17 23:00:00	240	7076
2007-01-17 23:00:00	242	18794
2007-01-17 23:00:00	244	13144
2007-01-17 23:00:00	246	1973
2007-01-17 23:15:00	240	7049
2007-01-17 23:15:00	242	18285
2007-01-17 23:15:00	244	12332
2007-01-17 23:15:00	246	1772
2007-01-17 23:30:00	240	6969
2007-01-17 23:30:00	242	18331
2007-01-17 23:30:00	244	12317
2007-01-17 23:30:00	246	1726
2007-01-17 23:45:00	240	6889
2007-01-17 23:45:00	242	18338
2007-01-17 23:45:00	244	12310
2007-01-17 23:45:00	246	1710
2007-01-18 00:00:00	240	6809
2007-01-18 00:00:00	242	18318
2007-01-18 00:00:00	244	12301
2007-01-18 00:00:00	246	1730
2007-01-18 00:15:00	240	6904
2007-01-18 00:15:00	242	17716
2007-01-18 00:15:00	244	11875
2007-01-18 00:15:00	246	1882
2007-01-18 00:30:00	240	6860
2007-01-18 00:30:00	242	17676
2007-01-18 00:30:00	244	11875
2007-01-18 00:30:00	246	1864
2007-01-18 00:45:00	240	6815
2007-01-18 00:45:00	242	17661
2007-01-18 00:45:00	244	11875
2007-01-18 00:45:00	246	1881
2007-01-18 01:00:00	240	6769
2007-01-18 01:00:00	242	17657
2007-01-18 01:00:00	244	11875
2007-01-18 01:00:00	246	1887
2007-01-18 01:15:00	240	6480
2007-01-18 01:15:00	242	17754
2007-01-18 01:15:00	244	11749
2007-01-18 01:15:00	246	1848
2007-01-18 01:30:00	240	6480
2007-01-18 01:30:00	242	17765
2007-01-18 01:30:00	244	11736
2007-01-18 01:30:00	246	1850
2007-01-18 01:45:00	240	6480
2007-01-18 01:45:00	242	17773
2007-01-18 01:45:00	244	11731
2007-01-18 01:45:00	246	1850
2007-01-18 02:00:00	240	6480
2007-01-18 02:00:00	242	17777
2007-01-18 02:00:00	244	11735
2007-01-18 02:00:00	246	1848
2007-01-18 02:15:00	240	6358
2007-01-18 02:15:00	242	17602
2007-01-18 02:15:00	244	11807
2007-01-18 02:15:00	246	1824
2007-01-18 02:30:00	240	6358
2007-01-18 02:30:00	242	17603
2007-01-18 02:30:00	244	11799
2007-01-18 02:30:00	246	1823
2007-01-18 02:45:00	240	6358
2007-01-18 02:45:00	242	17599
2007-01-18 02:45:00	244	11800
2007-01-18 02:45:00	246	1819
2007-01-18 03:00:00	240	6358
2007-01-18 03:00:00	242	17589
2007-01-18 03:00:00	244	11814
2007-01-18 03:00:00	246	1829
2007-01-18 03:15:00	240	6360
2007-01-18 03:15:00	242	17546
2007-01-18 03:15:00	244	11825
2007-01-18 03:15:00	246	1896
2007-01-18 03:30:00	240	6360
2007-01-18 03:30:00	242	17545
2007-01-18 03:30:00	244	11833
2007-01-18 03:30:00	246	1897
2007-01-18 03:45:00	240	6360
2007-01-18 03:45:00	242	17576
2007-01-18 03:45:00	244	11855
2007-01-18 03:45:00	246	1866
2007-01-18 04:00:00	240	6360
2007-01-18 04:00:00	242	17639
2007-01-18 04:00:00	244	11899
2007-01-18 04:00:00	246	1803
2007-01-18 04:15:00	240	6419
2007-01-18 04:15:00	242	17611
2007-01-18 04:15:00	244	12054
2007-01-18 04:15:00	246	1857
2007-01-18 04:30:00	240	6451
2007-01-18 04:30:00	242	17585
2007-01-18 04:30:00	244	12087
2007-01-18 04:30:00	246	1883
2007-01-18 04:45:00	240	6496
2007-01-18 04:45:00	242	17543
2007-01-18 04:45:00	244	12098
2007-01-18 04:45:00	246	1925
2007-01-18 05:00:00	240	6558
2007-01-18 05:00:00	242	17505
2007-01-18 05:00:00	244	12105
2007-01-18 05:00:00	246	1983
2007-01-18 05:15:00	240	6920
2007-01-18 05:15:00	242	18604
2007-01-18 05:15:00	244	12293
2007-01-18 05:15:00	246	2186
2007-01-18 05:30:00	240	6997
2007-01-18 05:30:00	242	18576
2007-01-18 05:30:00	244	12318
2007-01-18 05:30:00	246	2258
2007-01-18 05:45:00	240	7072
2007-01-18 05:45:00	242	18587
2007-01-18 05:45:00	244	12329
