,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",3.226,0,1.00308,322,1.352
"Jan 1, 01:00 am",3.265,0,1.00298,307,1.788
"Jan 1, 02:00 am",2.852,0,1.00299,326,1.003
"Jan 1, 03:00 am",2.658,0,1.00302,319,0.649
"Jan 1, 04:00 am",2.428,0,1.00312,13,0.467
"Jan 1, 05:00 am",2.197,0,1.00326,60,0.579
"Jan 1, 06:00 am",2.084,0,1.00335,48,0.625
"Jan 1, 07:00 am",1.959,0,1.00345,50,0.59
"Jan 1, 08:00 am",1.476,0,1.00352,13,0.448
"Jan 1, 09:00 am",1.108,0,1.00321,4,0.394
"Jan 1, 10:00 am",0.541,0,1.00301,353,0.921
"Jan 1, 11:00 am",0.438,0,1.00292,346,1.441
"Jan 1, 12:00 pm",0.254,0,1.00292,342,1.691
"Jan 1, 01:00 pm",0.185,0,1.00293,329,1.37
"Jan 1, 02:00 pm",0.095,0,1.00292,328,1.364
"Jan 1, 03:00 pm",0.294,0,1.00313,340,1.21
"Jan 1, 04:00 pm",0.215,0,1.00327,352,1.003
"Jan 1, 05:00 pm",0.538,0,1.00337,346,0.815
"Jan 1, 06:00 pm",1.059,0,1.00322,334,0.992
"Jan 1, 07:00 pm",1.654,0,1.003,339,1.105
"Jan 1, 08:00 pm",2.374,0,1.0027,342,0.894
"Jan 1, 09:00 pm",3.902,0,1.002,321,1.013
"Jan 1, 10:00 pm",5.206,0,1.00131,310,1.468
"Jan 1, 11:00 pm",5.435,0,1.00074,295,1.636
"Jan 2, 12:00 am",4.2,0,1.0003,309,1.718
"Jan 2, 01:00 am",3.521,0,1.00001,322,2.327
"Jan 2, 02:00 am",3.583,0,0.999625,313,2.081
"Jan 2, 03:00 am",3.94,0,0.999426,311,1.833
"Jan 2, 04:00 am",4.151,0,0.999257,315,1.756
"Jan 2, 05:00 am",4.146,0,0.999221,309,1.099
"Jan 2, 06:00 am",3.859,0,0.999107,311,0.827
"Jan 2, 07:00 am",3.697,0,0.998983,315,0.645
"Jan 2, 08:00 am",3.515,0,0.99887,309,0.367
"Jan 2, 09:00 am",3.378,0,0.998584,310,0.351
"Jan 2, 10:00 am",3.199,0,0.998438,290,0.361
"Jan 2, 11:00 am",3.122,0,0.998279,239,0.481
"Jan 2, 12:00 pm",3.016,0,0.998193,255,0.472
"Jan 2, 01:00 pm",2.989,0,0.998045,220,0.28
"Jan 2, 02:00 pm",2.81,0,0.997849,135,0.263
"Jan 2, 03:00 pm",2.584,0,0.997747,176,0.222
"Jan 2, 04:00 pm",2.419,0,0.997803,166,0.342
"Jan 2, 05:00 pm",2.313,0,0.997739,140,0.905
"Jan 2, 06:00 pm",2.35,0,0.997384,135,1.684
"Jan 2, 07:00 pm",2.859,0,0.99688,138,2.201
"Jan 2, 08:00 pm",3.44,0,0.996388,140,3.022
"Jan 2, 09:00 pm",3.79,0,0.995791,138,3.51
"Jan 2, 10:00 pm",4.411,0,0.995088,145,3.52
"Jan 2, 11:00 pm",5.05,0,0.994696,143,2.793
"Jan 3, 12:00 am",5.164,0,0.994515,121,2.536
"Jan 3, 01:00 am",5.212,0,0.994501,100,2.845
"Jan 3, 02:00 am",5.567,682.637,0.994189,112,3.651
"Jan 3, 03:00 am",5.905,0,0.994698,103,3.43
"Jan 3, 04:00 am",6.105,0,0.995218,95,1.626
"Jan 3, 05:00 am",5.469,0,0.995513,303,1.369
"Jan 3, 06:00 am",5.001,0,0.995297,256,2.96
"Jan 3, 07:00 am",5.436,0,0.995599,294,2.319
"Jan 3, 08:00 am",5.871,0,0.995827,313,1.965
"Jan 3, 09:00 am",6.055,2785.33,0.99582,318,4.513
"Jan 3, 10:00 am",6.099,15353.3,0.995665,323,6.925
"Jan 3, 11:00 am",6.823,28855.8,0.995683,325,8.509
"Jan 3, 12:00 pm",6.936,15617.7,0.996043,324,6.97
"Jan 3, 01:00 pm",6.744,19351.3,0.996242,318,7.386
"Jan 3, 02:00 pm",6.459,22505.5,0.996485,317,7.775
"Jan 3, 03:00 pm",6.269,24971.8,0.997054,313,8.044
"Jan 3, 04:00 pm",6.157,26060.9,0.997461,316,8.152
"Jan 3, 05:00 pm",6.139,13894.6,0.997826,317,6.723
