,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-4.595,33524.9,0.990149,324,8.828
"Jan 1, 01:00 am",-4.964,17693.7,0.99082,314,7.109
"Jan 1, 02:00 am",-5.132,21256.9,0.991322,314,7.517
"Jan 1, 03:00 am",-5.332,27133.6,0.99169,316,8.163
"Jan 1, 04:00 am",-5.61,17742.3,0.991976,312,7.109
"Jan 1, 05:00 am",-5.742,14374.3,0.992329,309,6.722
"Jan 1, 06:00 am",-5.671,17613.6,0.992763,311,7.094
"Jan 1, 07:00 am",-5.861,13931.5,0.993175,309,6.66
"Jan 1, 08:00 am",-5.758,13490.7,0.993502,310,6.598
"Jan 1, 09:00 am",-6.011,12056.6,0.993667,309,6.349
"Jan 1, 10:00 am",-6.45,11254.6,0.993974,309,6.186
"Jan 1, 11:00 am",-6.761,11559.8,0.994259,306,6.235
"Jan 1, 12:00 pm",-7.018,8824.08,0.994566,305,5.805
"Jan 1, 01:00 pm",-7.15,11466.7,0.994764,312,6.208
"Jan 1, 02:00 pm",-5.965,4892.17,0.995023,318,5.054
"Jan 1, 03:00 pm",-5.161,3585.76,0.995196,320,4.73
"Jan 1, 04:00 pm",-4.434,1873.13,0.995186,315,4.166
"Jan 1, 05:00 pm",-3.531,2186.44,0.994966,313,4.277
"Jan 1, 06:00 pm",-2.749,3999.61,0.994838,312,4.854
"Jan 1, 07:00 pm",-2.247,6106.95,0.994846,314,5.35
"Jan 1, 08:00 pm",-2.149,8766.78,0.994797,316,5.815
"Jan 1, 09:00 pm",-2.515,10752.8,0.994737,316,6.131
"Jan 1, 10:00 pm",-3.481,7934.1,0.99478,327,5.701
"Jan 1, 11:00 pm",-4.521,6672.97,0.995154,332,5.52
"Jan 2, 12:00 am",-5.948,18579.1,0.995593,338,7.269
"Jan 2, 01:00 am",-6.19,20982.1,0.995973,340,7.526
"Jan 2, 02:00 am",-6.601,15040.9,0.996246,338,6.854
"Jan 2, 03:00 am",-7.006,14621,0.99639,339,6.791
"Jan 2, 04:00 am",-7.143,21124.5,0.996498,348,7.466
"Jan 2, 05:00 am",-7.835,24343.6,0.99686,358,7.84
"Jan 2, 06:00 am",-8.652,20370.9,0.997125,359,7.369
"Jan 2, 07:00 am",-9.504,16386.1,0.997521,1,6.914
"Jan 2, 08:00 am",-10.376,9420.42,0.997964,358,5.883
"Jan 2, 09:00 am",-10.505,15653.6,0.998096,359,6.824
"Jan 2, 10:00 am",-11.374,5633.67,0.998356,351,5.188
"Jan 2, 11:00 am",-11.718,10120,0.998554,2,5.991
"Jan 2, 12:00 pm",-12.346,8025.29,0.998814,8,5.619
"Jan 2, 01:00 pm",-12.54,4147.62,0.998897,19,4.874
"Jan 2, 02:00 pm",-11.356,1014.35,0.998941,24,3.804
"Jan 2, 03:00 pm",-10.658,0,0.998888,24,2.531
"Jan 2, 04:00 pm",-9.842,0,0.998494,17,1.712
"Jan 2, 05:00 pm",-8.832,0,0.997859,12,1.983
"Jan 2, 06:00 pm",-7.867,0,0.997239,18,2.173
"Jan 2, 07:00 pm",-7.072,0,0.99671,18,1.876
"Jan 2, 08:00 pm",-6.53,0,0.996296,18,1.683
"Jan 2, 09:00 pm",-6.393,0,0.995867,16,1.699
"Jan 2, 10:00 pm",-6.648,0,0.995509,20,1.955
"Jan 2, 11:00 pm",-6.689,0,0.995349,23,2.186
"Jan 3, 12:00 am",-6.729,0,0.995351,33,2.795
"Jan 3, 01:00 am",-6.792,0,0.995365,45,3.067
"Jan 3, 02:00 am",-6.864,0,0.995374,52,3.376
"Jan 3, 03:00 am",-7.015,0,0.995323,53,3.562
"Jan 3, 04:00 am",-7.093,0,0.995225,54,3.527
"Jan 3, 05:00 am",-7.174,689.056,0.995282,55,3.643
"Jan 3, 06:00 am",-7.331,1204.94,0.995411,58,3.876
"Jan 3, 07:00 am",-7.475,0,0.995442,59,3.575
"Jan 3, 08:00 am",-7.565,0,0.995476,61,3.459
"Jan 3, 09:00 am",-7.749,0,0.995396,62,3.428
"Jan 3, 10:00 am",-7.995,0,0.995333,60,3.538
"Jan 3, 11:00 am",-8.243,0,0.995341,60,3.583
"Jan 3, 12:00 pm",-8.43,747.4,0.995439,58,3.668
"Jan 3, 01:00 pm",-8.67,969.345,0.995505,54,3.767
"Jan 3, 02:00 pm",-8.795,1263.04,0.99563,50,3.895
"Jan 3, 03:00 pm",-8.542,1008.95,0.995707,49,3.781
"Jan 3, 04:00 pm",-8.129,1450.11,0.995685,48,3.978
"Jan 3, 05:00 pm",-7.683,1276.99,0.99549,43,3.899
"Jan 3, 06:00 pm",-7.206,756.793,0.995298,43,3.667
"Jan 3, 07:00 pm",-6.56,0,0.995055,41,3.442
"Jan 3, 08:00 pm",-5.905,0,0.994823,39,3.229
"Jan 3, 09:00 pm",-5.603,0,0.994654,33,3.125
"Jan 3, 10:00 pm",-6.018,1424.15,0.994711,24,4.006
"Jan 3, 11:00 pm",-6.829,9048.18,0.994948,16,5.856
"Jan 4, 12:00 am",-7.311,9938.66,0.99528,21,6.052
"Jan 4, 01:00 am",-7.968,13606.2,0.99562,24,6.676
"Jan 4, 02:00 am",-8.636,12272.5,0.99586,22,6.428
"Jan 4, 03:00 am",-9.46,11811.2,0.995916,27,6.343
"Jan 4, 04:00 am",-10.035,13079.7,0.995809,26,6.588
"Jan 4, 05:00 am",-10.466,12794.5,0.995907,23,6.52
"Jan 4, 06:00 am",-11.153,7819.63,0.996043,20,5.647
"Jan 4, 07:00 am",-11.844,4819.57,0.996204,15,5.018
"Jan 4, 08:00 am",-12.433,5280.08,0.996355,356,5.112
"Jan 4, 09:00 am",-12.789,8619.67,0.996383,350,5.712
"Jan 4, 10:00 am",-13.28,11830.8,0.996445,343,6.244
"Jan 4, 11:00 am",-13.654,15788.9,0.996487,337,6.9
"Jan 4, 12:00 pm",-13.974,20916.8,0.996542,331,7.48
"Jan 4, 01:00 pm",-14.047,23288.5,0.996591,330,7.749
"Jan 4, 02:00 pm",-12.895,10046.9,0.996677,327,6.022
"Jan 4, 03:00 pm",-11.682,6757.04,0.996698,325,5.462
"Jan 4, 04:00 pm",-10.736,5148.67,0.996506,320,5.092
"Jan 4, 05:00 pm",-9.693,4447.64,0.996163,314,4.938
"Jan 4, 06:00 pm",-8.739,5791.39,0.995722,310,5.249
"Jan 4, 07:00 pm",-8.025,8500.29,0.995372,309,5.732
