,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-5.303,0,0.99586,34,2.409
"Jan 1, 01:00 am",-5.516,0,0.996076,45,2.138
"Jan 1, 02:00 am",-5.807,0,0.995881,84,3.092
"Jan 1, 03:00 am",-6.012,3210.91,0.995439,82,4.658
"Jan 1, 04:00 am",-6.381,4376.8,0.994997,115,4.94
"Jan 1, 05:00 am",-6.354,12881.5,0.994515,128,6.512
"Jan 1, 06:00 am",-5.947,14674.4,0.994082,128,6.757
"Jan 1, 07:00 am",-4.764,15272,0.993591,128,6.835
"Jan 1, 08:00 am",-4.002,17999.7,0.992721,128,7.156
"Jan 1, 09:00 am",-3.362,21189.2,0.992174,135,7.523
"Jan 1, 10:00 am",-2.585,25634.2,0.991555,143,8.067
"Jan 1, 11:00 am",-1.578,24665.6,0.990834,154,8.059
"Jan 1, 12:00 pm",0.13,34944.4,0.989815,160,9.042
"Jan 1, 01:00 pm",1.15,44901.3,0.98911,167,9.946
"Jan 1, 02:00 pm",1.575,52475.2,0.988046,173,10.653
"Jan 1, 03:00 pm",2.194,48837.5,0.986655,173,10.339
"Jan 1, 04:00 pm",2.686,55939.7,0.985385,173,11.117
"Jan 1, 05:00 pm",3.114,56760.3,0.984099,172,11.265
"Jan 1, 06:00 pm",3.311,58417.8,0.982575,167,11.802
"Jan 1, 07:00 pm",3.436,58864.6,0.980941,165,12.528
"Jan 1, 08:00 pm",3.616,58154.8,0.979752,163,11.827
"Jan 1, 09:00 pm",4.066,54105.9,0.97867,155,11.111
"Jan 1, 10:00 pm",4.382,43519.5,0.977395,152,10.05
"Jan 1, 11:00 pm",3.045,23244.4,0.976,148,7.956
"Jan 2, 12:00 am",3.812,24237.3,0.974484,150,8.095
"Jan 2, 01:00 am",3.365,5153.21,0.973558,173,5.178
"Jan 2, 02:00 am",2.592,0,0.972689,304,2.971
"Jan 2, 03:00 am",2.53,9160.94,0.971768,326,5.999
"Jan 2, 04:00 am",1.907,12554.5,0.971084,334,6.643
"Jan 2, 05:00 am",1.812,15802,0.970401,327,7.034
"Jan 2, 06:00 am",1.711,10838.6,0.970195,315,6.208
"Jan 2, 07:00 am",1.323,7054.49,0.969833,303,5.577
"Jan 2, 08:00 am",0.4,6079.56,0.969804,300,5.403
"Jan 2, 09:00 am",0.557,27877.7,0.969985,281,8.421
"Jan 2, 10:00 am",0.507,36241.6,0.97049,282,9.238
"Jan 2, 11:00 am",0.304,53564.5,0.971098,290,10.867
"Jan 2, 12:00 pm",0.004,41881.4,0.97201,300,9.759
"Jan 2, 01:00 pm",1.247,58152.9,0.973136,305,11.772
"Jan 2, 02:00 pm",1.179,55804.5,0.97441,310,11.162
"Jan 2, 03:00 pm",1.183,50307.4,0.975399,308,10.528
"Jan 2, 04:00 pm",0.533,58690.6,0.97673,309,11.832
"Jan 2, 05:00 pm",-0.012,59172.4,0.978221,308,11.966
"Jan 2, 06:00 pm",-0.647,59639.3,0.97918,305,13.372
"Jan 2, 07:00 pm",-1.368,59860.8,0.980217,303,12.803
"Jan 2, 08:00 pm",-2.156,60097.8,0.981244,306,12.886
"Jan 2, 09:00 pm",-2.533,59489.3,0.982601,311,11.74
"Jan 2, 10:00 pm",-2.924,20112.7,0.983878,302,7.431
"Jan 2, 11:00 pm",-3.144,34744,0.985168,291,8.932
"Jan 3, 12:00 am",-3.155,47335.5,0.986032,285,10.12
"Jan 3, 01:00 am",-3.074,53594.1,0.986882,286,10.711
"Jan 3, 02:00 am",-3.081,55553.8,0.98764,285,10.932
"Jan 3, 03:00 am",-3.033,57972.2,0.988101,283,11.269
"Jan 3, 04:00 am",-2.657,59605.1,0.988687,282,11.677
"Jan 3, 05:00 am",-2.391,51985.1,0.989151,278,10.657
"Jan 3, 06:00 am",-1.914,51172.7,0.989548,275,10.64
"Jan 3, 07:00 am",-1.802,30177.7,0.989912,257,8.561
"Jan 3, 08:00 am",-1.628,30546.9,0.989944,246,8.566
"Jan 3, 09:00 am",-1.393,27364.4,0.99027,238,8.243
"Jan 3, 10:00 am",-1.131,24575.9,0.990511,234,7.959
"Jan 3, 11:00 am",-0.667,37946.6,0.990576,239,9.304
"Jan 3, 12:00 pm",-0.336,46752.4,0.990603,241,10.084
"Jan 3, 01:00 pm",0.399,35237.4,0.990514,239,9.009
"Jan 3, 02:00 pm",1.448,23773.5,0.99015,231,7.895
"Jan 3, 03:00 pm",2.553,972.354,0.9894,215,3.793
"Jan 3, 04:00 pm",3.493,12926,0.98862,220,6.592
"Jan 3, 05:00 pm",3.606,13723.8,0.987852,216,6.731
"Jan 3, 06:00 pm",3.656,9131.61,0.987046,212,5.992
"Jan 3, 07:00 pm",2.649,8655.32,0.9863,212,5.896
"Jan 3, 08:00 pm",1.001,48909.1,0.985595,219,10.353
"Jan 3, 09:00 pm",2.028,59431.8,0.985352,223,12.939
"Jan 3, 10:00 pm",1.442,59555.9,0.985306,228,13.091
"Jan 3, 11:00 pm",1.22,59598.5,0.985215,236,13.716
"Jan 4, 12:00 am",1.471,59531.7,0.985011,243,13.963
"Jan 4, 01:00 am",1.821,59446.9,0.984861,249,13.869
"Jan 4, 02:00 am",1.14,59588.3,0.984758,253,12.428
"Jan 4, 03:00 am",-0.554,49797.3,0.984905,255,10.427
"Jan 4, 04:00 am",-0.331,52250.7,0.984938,258,10.675
"Jan 4, 05:00 am",0.521,43856.4,0.984872,266,10.027
"Jan 4, 06:00 am",0.43,37611.6,0.984864,267,9.442
"Jan 4, 07:00 am",0.983,42893.6,0.984977,261,9.888
"Jan 4, 08:00 am",1.347,43166.4,0.985128,259,9.889
"Jan 4, 09:00 am",1.871,47488.3,0.985431,264,10.346
"Jan 4, 10:00 am",1.793,46905.6,0.98555,263,10.265
"Jan 4, 11:00 am",0.602,43921.6,0.985654,259,9.94
"Jan 4, 12:00 pm",0.585,28982.2,0.985751,243,8.445
"Jan 4, 01:00 pm",2.087,29918.8,0.985786,228,8.555
"Jan 4, 02:00 pm",3.11,12528.1,0.985614,194,6.538
"Jan 4, 03:00 pm",4.75,12260.8,0.985076,201,6.568
"Jan 4, 04:00 pm",5.861,6147.43,0.984486,208,5.48
"Jan 4, 05:00 pm",6.215,2400.21,0.983904,209,4.436
"Jan 4, 06:00 pm",5.911,1567.54,0.983514,213,4.097
"Jan 4, 07:00 pm",4.256,5606.55,0.983003,212,5.33
"Jan 4, 08:00 pm",3.075,49481.2,0.982851,215,10.497
"Jan 4, 09:00 pm",4.519,58727.2,0.982485,223,13.778
"Jan 4, 10:00 pm",3.093,59023.6,0.982372,225,13.194
"Jan 4, 11:00 pm",1.645,59346.6,0.982571,225,12.256
"Jan 5, 12:00 am",3.161,56784.1,0.982212,232,11.316
"Jan 5, 01:00 am",2.345,42651.8,0.982331,234,9.82
"Jan 5, 02:00 am",1.943,33991.7,0.982156,241,8.94
"Jan 5, 03:00 am",1.628,34554.2,0.981889,238,8.989
"Jan 5, 04:00 am",1.883,38603.3,0.981651,234,9.446
"Jan 5, 05:00 am",3.135,38176.9,0.981429,234,9.422
"Jan 5, 06:00 am",2.72,22780.8,0.981453,222,7.815
"Jan 5, 07:00 am",3.51,34375,0.981407,217,9.012
"Jan 5, 08:00 am",3.693,46614.1,0.98157,228,10.163
"Jan 5, 09:00 am",3.589,41547.3,0.981721,229,9.734
"Jan 5, 10:00 am",3.365,25855.4,0.981564,226,8.149
"Jan 5, 11:00 am",3.494,56475.7,0.981234,211,11.396
"Jan 5, 12:00 pm",4.819,58557.9,0.98071,204,13.43
"Jan 5, 01:00 pm",5.099,58480.3,0.980398,201,13.791
"Jan 5, 02:00 pm",5.475,58375.3,0.979959,201,12.999
"Jan 5, 03:00 pm",6.346,57573.6,0.979232,202,11.924
"Jan 5, 04:00 pm",6.642,56576.6,0.978819,208,11.605
"Jan 5, 05:00 pm",7.094,55111.4,0.978152,215,11.253
"Jan 5, 06:00 pm",7.565,55781,0.977579,215,11.386
"Jan 5, 07:00 pm",8.099,57664.4,0.977143,218,13.348
"Jan 5, 08:00 pm",8.831,57500.7,0.976904,221,13.558
