,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",5.258,12055.5,0.973462,196,6.517
"Jan 1, 01:00 am",4.386,14596.8,0.973663,209,6.933
"Jan 1, 02:00 am",4.682,25504.2,0.973681,216,8.184
"Jan 1, 03:00 am",3.912,34619.9,0.973504,227,9.037
"Jan 1, 04:00 am",3.759,42575.3,0.973234,239,9.867
"Jan 1, 05:00 am",3.781,53290.3,0.973309,247,10.902
"Jan 1, 06:00 am",4.345,55090.9,0.973412,254,11.171
"Jan 1, 07:00 am",4.027,56988.7,0.973672,265,11.68
"Jan 1, 08:00 am",3.743,58392.5,0.974155,288,12.886
"Jan 1, 09:00 am",3.792,58405,0.974536,305,12.904
"Jan 1, 10:00 am",3.056,58602.1,0.975227,312,13.118
"Jan 1, 11:00 am",2.05,58851.1,0.975802,312,12.857
"Jan 1, 12:00 pm",1.031,59109.3,0.976454,312,13.274
"Jan 1, 01:00 pm",1.111,58301.4,0.977102,310,11.716
"Jan 1, 02:00 pm",2.497,47891.9,0.977895,312,10.302
"Jan 1, 03:00 pm",3.362,42416.4,0.978349,309,9.822
"Jan 1, 04:00 pm",4.353,40724.3,0.978426,306,9.69
"Jan 1, 05:00 pm",5.079,39080.5,0.978711,303,9.548
"Jan 1, 06:00 pm",5.524,46859.8,0.97884,300,10.251
"Jan 1, 07:00 pm",5.585,49589,0.978862,297,10.516
"Jan 1, 08:00 pm",5.285,54581.7,0.978981,295,11.069
"Jan 1, 09:00 pm",4.451,51199.2,0.979496,294,10.639
"Jan 1, 10:00 pm",2.825,41347.2,0.979854,292,9.711
"Jan 1, 11:00 pm",1.797,55537.9,0.980299,294,11.092
"Jan 2, 12:00 am",0.569,51999.5,0.980798,289,10.642
"Jan 2, 01:00 am",0.107,59599.6,0.981236,297,12.345
"Jan 2, 02:00 am",-0.409,59309.6,0.981522,298,11.888
"Jan 2, 03:00 am",-1.15,59319,0.981532,304,11.83
"Jan 2, 04:00 am",-1.889,52008,0.981347,309,10.598
"Jan 2, 05:00 am",-2.449,50079.1,0.981314,309,10.421
"Jan 2, 06:00 am",-3.226,60355.4,0.98156,312,12.24
"Jan 2, 07:00 am",-3.717,58114.2,0.981806,311,11.29
"Jan 2, 08:00 am",-4.134,40400.7,0.98231,315,9.517
"Jan 2, 09:00 am",-4.579,43491.7,0.983249,316,9.778
"Jan 2, 10:00 am",-5.069,54468,0.983983,316,10.759
"Jan 2, 11:00 am",-5.441,57280.8,0.984452,319,11.088
"Jan 2, 12:00 pm",-5.672,57731.8,0.98478,319,11.14
"Jan 2, 01:00 pm",-5.654,52895.3,0.985798,316,10.576
"Jan 2, 02:00 pm",-5.207,56618.8,0.986063,319,10.999
"Jan 2, 03:00 pm",-4.606,59470.1,0.986347,321,11.475
"Jan 2, 04:00 pm",-3.821,60140.1,0.986185,321,11.798
"Jan 2, 05:00 pm",-2.972,58636.5,0.98645,325,11.411
"Jan 2, 06:00 pm",-2.301,55807.8,0.986764,327,11.049
"Jan 2, 07:00 pm",-1.776,56451.9,0.986791,327,11.148
"Jan 2, 08:00 pm",-1.662,56095.2,0.987267,328,11.115
"Jan 2, 09:00 pm",-2.075,55362.8,0.987648,327,10.994
"Jan 2, 10:00 pm",-3.076,44459.2,0.988345,327,9.938
"Jan 2, 11:00 pm",-3.641,39333.6,0.989274,328,9.485
"Jan 3, 12:00 am",-4.011,37140.7,0.989979,331,9.253
"Jan 3, 01:00 am",-4.409,43184.8,0.990535,335,9.855
"Jan 3, 02:00 am",-4.927,52959,0.990857,339,10.676
"Jan 3, 03:00 am",-5.478,58674.3,0.990797,341,11.295
"Jan 3, 04:00 am",-5.93,59778.3,0.990616,344,11.418
"Jan 3, 05:00 am",-6.285,55696.1,0.990792,345,10.839
"Jan 3, 06:00 am",-6.618,31627.3,0.991279,345,8.616
"Jan 3, 07:00 am",-7.011,17708.1,0.991697,346,7.099
"Jan 3, 08:00 am",-7.322,20796,0.992163,345,7.454
"Jan 3, 09:00 am",-7.613,20623.7,0.992421,342,7.46
"Jan 3, 10:00 am",-7.869,22795,0.99285,344,7.696
"Jan 3, 11:00 am",-8.147,20598.9,0.993247,344,7.43
"Jan 3, 12:00 pm",-8.491,19830.1,0.993638,349,7.312
