,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-3.016,46303,0.753611,238,21.891
"Jan 1, 01:00 am",-2.993,46287.2,0.753418,243,22.922
"Jan 1, 02:00 am",-3.177,46292.1,0.752984,246,23.149
"Jan 1, 03:00 am",-3.361,46296.9,0.752549,249,23.257
"Jan 1, 04:00 am",-3.573,46319.4,0.752323,250,23.036
"Jan 1, 05:00 am",-3.814,46340.4,0.751992,252,22.851
"Jan 1, 06:00 am",-4.233,46409.9,0.751948,254,22.004
"Jan 1, 07:00 am",-4.398,46445.9,0.75207,255,20.907
"Jan 1, 08:00 am",-4.746,46515.5,0.75222,254,19.694
"Jan 1, 09:00 am",-5.279,46622,0.752446,253,17.778
"Jan 1, 10:00 am",-6.016,46767.7,0.75272,249,14.562
"Jan 1, 11:00 am",-6.059,46789.7,0.752954,248,14.418
"Jan 1, 12:00 pm",-6.122,46818,0.753231,252,12.276
"Jan 1, 01:00 pm",-6.086,46824.8,0.753442,254,12.26
"Jan 1, 02:00 pm",-6.407,46738.6,0.753565,255,12.033
"Jan 1, 03:00 pm",-6.256,46860.7,0.75354,249,13.56
"Jan 1, 04:00 pm",-5.735,46770.5,0.753559,244,14.522
"Jan 1, 05:00 pm",-4.456,46515.5,0.753034,246,16.202
"Jan 1, 06:00 pm",-3.406,46292.3,0.752348,246,18.773
"Jan 1, 07:00 pm",-2.844,46162.5,0.751803,244,20.69
"Jan 1, 08:00 pm",-2.403,46060,0.751357,244,22.311
"Jan 1, 09:00 pm",-2.315,46019.5,0.750941,243,23.884
"Jan 1, 10:00 pm",-2.361,45987.4,0.75029,242,25.047
"Jan 1, 11:00 pm",-2.65,19247.7,0.750163,241,25.945
"Jan 2, 12:00 am",-2.895,0,0.750072,242,26.123
"Jan 2, 01:00 am",-3.008,0,0.749857,243,26.372
"Jan 2, 02:00 am",-3.066,0,0.749544,243,26.495
"Jan 2, 03:00 am",-2.912,0,0.749003,245,27.422
"Jan 2, 04:00 am",-2.567,0,0.749004,247,27.581
"Jan 2, 05:00 am",-2.562,0,0.74897,247,26.759
"Jan 2, 06:00 am",-2.655,45988.5,0.749492,244,24.884
"Jan 2, 07:00 am",-2.64,45982.7,0.74944,244,24.263
"Jan 2, 08:00 am",-2.585,45982.5,0.749589,244,23.569
"Jan 2, 09:00 am",-2.578,45982.4,0.749606,243,23.721
"Jan 2, 10:00 am",-2.295,45940.2,0.749702,242,25.028
"Jan 2, 11:00 am",-2.04,45883,0.749474,246,25.453
"Jan 2, 12:00 pm",-2.241,45909.5,0.74935,246,24.635
"Jan 2, 01:00 pm",-2.39,45936.2,0.749374,243,24.845
"Jan 2, 02:00 pm",-2.268,45899,0.749104,241,24.192
"Jan 2, 03:00 pm",-1.916,45826.1,0.748887,235,23.136
"Jan 2, 04:00 pm",-1.654,45773.7,0.748753,229,20.566
"Jan 2, 05:00 pm",0.215,45425.3,0.748169,235,22.413
