,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-2.785,52402.7,0.88268,263,11.489
"Jan 1, 01:00 am",-2.974,53997.3,0.882651,256,11.997
"Jan 1, 02:00 am",-2.946,54197,0.882319,253,12.529
"Jan 1, 03:00 am",-2.951,54171,0.88188,247,12.621
"Jan 1, 04:00 am",-3.16,51060.7,0.881719,251,11.125
"Jan 1, 05:00 am",-3.591,39184.5,0.881351,249,9.819
"Jan 1, 06:00 am",-3.202,15086.4,0.880953,238,7.05
"Jan 1, 07:00 am",-2.989,13842.4,0.880443,230,6.885
"Jan 1, 08:00 am",-2.626,19128.3,0.879667,230,7.585
"Jan 1, 09:00 am",-2.26,16382.4,0.878832,230,7.226
"Jan 1, 10:00 am",-1.978,9531.1,0.877835,220,6.147
"Jan 1, 11:00 am",-1.921,4516.53,0.876795,198,5.149
"Jan 1, 12:00 pm",-1.837,3552.93,0.875695,160,4.898
"Jan 1, 01:00 pm",-1.604,5144.42,0.874422,152,5.361
"Jan 1, 02:00 pm",-1.391,6299.87,0.87262,144,5.569
"Jan 1, 03:00 pm",-1.036,4565.33,0.870756,139,5.151
"Jan 1, 04:00 pm",-0.466,8345.82,0.869517,148,6.025
"Jan 1, 05:00 pm",0.256,4868.15,0.86895,216,5.259
"Jan 1, 06:00 pm",2.576,52269.5,0.86833,249,18.012
"Jan 1, 07:00 pm",2.666,52247.7,0.868252,256,16.388
"Jan 1, 08:00 pm",2.248,52369.4,0.868955,262,16.059
"Jan 1, 09:00 pm",1.481,52542.3,0.869395,256,14.295
"Jan 1, 10:00 pm",1.036,52635.4,0.869525,259,14.049
"Jan 1, 11:00 pm",0.5,52726.7,0.86933,262,14.612
"Jan 2, 12:00 am",-0.29,52907.9,0.869799,266,12.842
"Jan 2, 01:00 am",-0.361,50916.6,0.869279,275,11.482
"Jan 2, 02:00 am",-0.739,39077.6,0.868568,276,10.035
"Jan 2, 03:00 am",-1.368,16213.6,0.867882,280,7.29
"Jan 2, 04:00 am",-2.021,1369.16,0.86772,284,4.052
"Jan 2, 05:00 am",-2.411,0,0.867491,273,3.01
"Jan 2, 06:00 am",-2.659,1168.75,0.866832,270,3.999
"Jan 2, 07:00 am",-2.787,2976.38,0.866361,271,4.77
"Jan 2, 08:00 am",-3.079,1214.05,0.866014,298,3.969
"Jan 2, 09:00 am",-3.405,2913.71,0.865803,320,4.671
"Jan 2, 10:00 am",-3.783,12840.2,0.865733,320,6.776
"Jan 2, 11:00 am",-4.345,36186.4,0.865776,322,9.596
