,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",3.63,45745.6,0.983889,225,10.064
"Jan 1, 01:00 am",4.191,26442.9,0.983796,231,8.219
"Jan 1, 02:00 am",3.629,15490.2,0.983967,237,6.937
"Jan 1, 03:00 am",2.703,10923.5,0.983755,249,6.21
"Jan 1, 04:00 am",2.395,7599.76,0.983492,258,5.672
"Jan 1, 05:00 am",3.043,6277.68,0.983328,267,5.516
"Jan 1, 06:00 am",2.544,3868.41,0.983405,272,4.929
"Jan 1, 07:00 am",2.446,1186.51,0.983537,280,3.903
"Jan 1, 08:00 am",2.623,1508.95,0.983759,300,4.045
"Jan 1, 09:00 am",2.174,0,0.984063,306,3.332
"Jan 1, 10:00 am",2.276,0,0.984322,309,1.969
"Jan 1, 11:00 am",2.704,0,0.984587,294,1.326
"Jan 1, 12:00 pm",2.902,0,0.984788,284,1.888
"Jan 1, 01:00 pm",2.514,0,0.985202,295,1.793
"Jan 1, 02:00 pm",2.955,0,0.985492,306,1.134
"Jan 1, 03:00 pm",4.101,0,0.985374,55,0.978
"Jan 1, 04:00 pm",3.882,0,0.985308,94,2.153
"Jan 1, 05:00 pm",5.17,0,0.985288,100,1.956
"Jan 1, 06:00 pm",4.916,0,0.985321,87,2.024
"Jan 1, 07:00 pm",2.287,0,0.985323,87,2.352
"Jan 1, 08:00 pm",1.712,0,0.985303,100,3.501
"Jan 1, 09:00 pm",2.035,3635.5,0.985363,109,4.782
"Jan 1, 10:00 pm",1.726,8193.62,0.985503,108,5.747
"Jan 1, 11:00 pm",1.491,8667.69,0.985539,119,5.844
"Jan 2, 12:00 am",1.605,9797.8,0.985476,122,6.042
"Jan 2, 01:00 am",1.929,13252,0.985212,127,6.638
"Jan 2, 02:00 am",2.646,17448.1,0.984793,132,7.152
"Jan 2, 03:00 am",2.253,14284.6,0.984006,131,6.776
"Jan 2, 04:00 am",2.197,11655.2,0.9838,133,6.361
"Jan 2, 05:00 am",2.608,16375.4,0.983209,135,7.025
"Jan 2, 06:00 am",4.009,25883.6,0.982687,136,8.153
"Jan 2, 07:00 am",3.936,22330.5,0.982191,135,7.768
"Jan 2, 08:00 am",3.187,15194.6,0.981598,131,6.895
"Jan 2, 09:00 am",3.255,8929.26,0.98134,129,5.914
"Jan 2, 10:00 am",3.003,1288.17,0.98119,124,3.944
"Jan 2, 11:00 am",2.573,0,0.980971,122,2.41
"Jan 2, 12:00 pm",2.112,0,0.980654,110,1.558
"Jan 2, 01:00 pm",1.988,0,0.980618,359,0.652
"Jan 2, 02:00 pm",2.006,0,0.980435,335,1.769
"Jan 2, 03:00 pm",1.993,0,0.980182,335,3.183
"Jan 2, 04:00 pm",2.079,1861.68,0.979908,338,4.22
"Jan 2, 05:00 pm",2.181,2208.61,0.979191,354,4.311
"Jan 2, 06:00 pm",2.731,852.85,0.978622,10,3.73
"Jan 2, 07:00 pm",3.196,0,0.978274,17,2.999
"Jan 2, 08:00 pm",2.945,0,0.978057,3,2.899
"Jan 2, 09:00 pm",2.521,0,0.977978,353,2.923
"Jan 2, 10:00 pm",2.231,0,0.977902,347,3.289
"Jan 2, 11:00 pm",1.981,1025.31,0.977817,347,3.811
"Jan 3, 12:00 am",1.476,1916.37,0.977671,359,4.21
"Jan 3, 01:00 am",1.379,6900.45,0.977304,3,5.535
"Jan 3, 02:00 am",0.925,29614.8,0.977345,0,8.533
"Jan 3, 03:00 am",-0.608,37847.2,0.97715,356,9.334
"Jan 3, 04:00 am",-0.929,29398.2,0.976861,347,8.493
"Jan 3, 05:00 am",-1.51,17653.5,0.976717,326,7.21
"Jan 3, 06:00 am",-1.193,36646.7,0.976633,323,9.21
"Jan 3, 07:00 am",-1.858,50521.6,0.976705,319,10.482
"Jan 3, 08:00 am",-2.578,58846.8,0.976932,318,11.612
"Jan 3, 09:00 am",-2.844,55671.7,0.977345,315,11
"Jan 3, 10:00 am",-2.966,43960.3,0.977792,310,9.867
"Jan 3, 11:00 am",-3.043,55718.1,0.978094,306,11.014
"Jan 3, 12:00 pm",-3.219,44320.3,0.978563,299,9.896
"Jan 3, 01:00 pm",-2.943,48089.5,0.978907,303,10.225
"Jan 3, 02:00 pm",-2.63,59777,0.979152,307,11.954
"Jan 3, 03:00 pm",-2.394,58269.8,0.97914,306,11.408
"Jan 3, 04:00 pm",-2.15,58746.5,0.97917,306,11.578
"Jan 3, 05:00 pm",-2.087,59951.8,0.979109,305,12.331
"Jan 3, 06:00 pm",-2.098,58939.6,0.979129,309,11.652
"Jan 3, 07:00 pm",-2.417,57225.6,0.979348,310,11.221
"Jan 3, 08:00 pm",-3.154,52351.8,0.979447,309,10.617
"Jan 3, 09:00 pm",-3.683,59699.5,0.980054,307,11.795
"Jan 3, 10:00 pm",-3.988,55754.9,0.980575,300,10.976
"Jan 3, 11:00 pm",-4.176,49348.6,0.981019,290,10.318
"Jan 4, 12:00 am",-4.473,53188.5,0.981249,288,10.663
"Jan 4, 01:00 am",-4.705,57774.8,0.98133,286,11.221
"Jan 4, 02:00 am",-4.882,58971.7,0.981282,287,11.408
"Jan 4, 03:00 am",-5.07,53988.6,0.981092,286,10.745
"Jan 4, 04:00 am",-5.313,49737.4,0.980994,283,10.371
"Jan 4, 05:00 am",-5.583,48928.2,0.980876,282,10.291
"Jan 4, 06:00 am",-5.889,44296.4,0.980918,280,9.914
"Jan 4, 07:00 am",-6.194,44516.6,0.980828,279,9.943
"Jan 4, 08:00 am",-6.541,41801.5,0.980796,275,9.766
"Jan 4, 09:00 am",-6.911,38105.5,0.980859,266,9.39
"Jan 4, 10:00 am",-7.054,42004.3,0.980711,266,9.781
"Jan 4, 11:00 am",-7.211,41978.9,0.980637,263,9.747
"Jan 4, 12:00 pm",-7.22,42425.7,0.980429,261,9.754
"Jan 4, 01:00 pm",-5.94,33509.3,0.980179,263,8.916
"Jan 4, 02:00 pm",-5.085,26255.6,0.97966,261,8.189
"Jan 4, 03:00 pm",-4.162,22442.4,0.978832,262,7.795
"Jan 4, 04:00 pm",-3.34,22890.5,0.978008,263,7.874
"Jan 4, 05:00 pm",-2.755,25255.2,0.97723,262,8.129
"Jan 4, 06:00 pm",-2.273,22143,0.976375,262,7.784
"Jan 4, 07:00 pm",-2.099,16670.9,0.975643,260,7.099
"Jan 4, 08:00 pm",-2.822,18842.1,0.975122,256,7.321
"Jan 4, 09:00 pm",-3.505,26240.3,0.974917,248,8.144
"Jan 4, 10:00 pm",-3.79,32882.9,0.974733,250,8.796
"Jan 4, 11:00 pm",-4.642,32711.1,0.974427,259,8.824
"Jan 5, 12:00 am",-4.183,25410.8,0.97411,266,8.177
"Jan 5, 01:00 am",-4.675,14230.4,0.973835,272,6.85
"Jan 5, 02:00 am",-5.239,11575.3,0.973495,282,6.329
"Jan 5, 03:00 am",-5.686,8974.75,0.972957,292,5.876
"Jan 5, 04:00 am",-6.443,8563.46,0.972488,292,5.79
"Jan 5, 05:00 am",-7.16,3614.64,0.972095,295,4.757
"Jan 5, 06:00 am",-7.097,4166.68,0.971804,295,4.91
"Jan 5, 07:00 am",-7.508,4240.54,0.971693,301,4.932
"Jan 5, 08:00 am",-7.301,4544.45,0.971665,296,5
"Jan 5, 09:00 am",-7.513,8569.44,0.971784,294,5.786
"Jan 5, 10:00 am",-7.655,23426,0.971799,292,7.814
"Jan 5, 11:00 am",-8.042,30483.8,0.971834,279,8.619
"Jan 5, 12:00 pm",-8.093,51583.2,0.971875,279,10.586
