,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",8.112,2194.47,1.00481,320,4.304
"Jan 1, 01:00 am",6.757,4432.61,1.00493,322,4.995
"Jan 1, 02:00 am",5.587,4871.16,1.00493,320,5.088
"Jan 1, 03:00 am",4.58,5310.31,1.0051,322,5.193
"Jan 1, 04:00 am",3.794,2804.74,1.00538,326,4.526
"Jan 1, 05:00 am",3.214,0,1.00559,330,3.484
"Jan 1, 06:00 am",2.674,0,1.00582,334,2.527
"Jan 1, 07:00 am",2.215,0,1.006,343,1.54
"Jan 1, 08:00 am",1.783,0,1.00613,45,0.844
"Jan 1, 09:00 am",1.428,0,1.00574,94,1.316
"Jan 1, 10:00 am",1.02,0,1.00558,114,1.918
"Jan 1, 11:00 am",0.62,0,1.00552,122,2.434
"Jan 1, 12:00 pm",0.412,0,1.00556,125,2.901
"Jan 1, 01:00 pm",0.239,0,1.0056,127,3.122
"Jan 1, 02:00 pm",0.089,0,1.00555,132,3.367
"Jan 1, 03:00 pm",0.213,0,1.00574,131,3.331
"Jan 1, 04:00 pm",2.415,985.163,1.00595,133,3.782
"Jan 1, 05:00 pm",5.008,1766.72,1.00597,139,4.144
"Jan 1, 06:00 pm",7.909,3032.31,1.00566,145,4.616
"Jan 1, 07:00 pm",11.145,0,1.0052,139,3.525
"Jan 1, 08:00 pm",13.186,1496.92,1.00485,140,4.044
"Jan 1, 09:00 pm",14.323,1179.11,1.00402,136,3.894
"Jan 1, 10:00 pm",14.96,0,1.00324,128,3.303
"Jan 1, 11:00 pm",14.488,0,1.0027,130,3.421
"Jan 2, 12:00 am",11.659,543.869,1.00234,133,3.624
"Jan 2, 01:00 am",9.922,0,1.00216,143,3.028
"Jan 2, 02:00 am",8.524,0,1.00196,150,2.322
"Jan 2, 03:00 am",7.382,0,1.00185,155,2.312
"Jan 2, 04:00 am",6.369,0,1.00174,145,2.614
"Jan 2, 05:00 am",5.392,0,1.00173,129,3.143
"Jan 2, 06:00 am",4.686,1506.56,1.00172,124,4.037
"Jan 2, 07:00 am",4.574,4741.76,1.00167,127,5.064
"Jan 2, 08:00 am",4.357,6347.79,1.0016,126,5.436
"Jan 2, 09:00 am",3.293,6174.24,1.00128,128,5.393
"Jan 2, 10:00 am",1.678,736.928,1.00109,126,3.673
"Jan 2, 11:00 am",0.826,0,1.00099,139,3.241
"Jan 2, 12:00 pm",0.669,0,1.00094,153,2.939
"Jan 2, 01:00 pm",0.634,0,1.00094,159,3.024
"Jan 2, 02:00 pm",0.642,0,1.00084,156,3.29
"Jan 2, 03:00 pm",0.938,2839.73,1.00089,147,4.538
"Jan 2, 04:00 pm",3.089,4919.35,1.00085,145,5.115
"Jan 2, 05:00 pm",6.66,6747.17,1.00065,141,5.511
"Jan 2, 06:00 pm",10.569,8851.22,1.00018,139,5.907
"Jan 2, 07:00 pm",13.539,3235.84,0.999741,131,4.694
"Jan 2, 08:00 pm",16.358,5790.32,0.999332,128,5.37
"Jan 2, 09:00 pm",17.4,13673.6,0.998726,135,6.763
"Jan 2, 10:00 pm",17.503,16709,0.998097,135,7.141
"Jan 2, 11:00 pm",16.732,21090.8,0.997731,135,7.691
"Jan 3, 12:00 am",14.454,29603.1,0.997507,138,8.614
"Jan 3, 01:00 am",13.517,33175.9,0.997484,144,8.97
"Jan 3, 02:00 am",12.773,33537.1,0.997431,147,9.031
"Jan 3, 03:00 am",12.713,32378.7,0.997415,144,8.888
"Jan 3, 04:00 am",12.1,28040.9,0.99745,143,8.451
"Jan 3, 05:00 am",11.599,24439.4,0.99744,151,8.136
"Jan 3, 06:00 am",11.368,20518.7,0.997443,153,7.67
"Jan 3, 07:00 am",10.933,19018.6,0.997391,158,7.454
"Jan 3, 08:00 am",11.296,31367.7,0.99758,166,8.749
"Jan 3, 09:00 am",11.518,31546.1,0.997174,159,8.846
"Jan 3, 10:00 am",10.728,26195.7,0.996979,156,8.317
"Jan 3, 11:00 am",10.418,24785.3,0.996923,154,8.171
"Jan 3, 12:00 pm",10.289,32420.9,0.996724,148,8.915
"Jan 3, 01:00 pm",9.777,29404.3,0.996636,152,8.657
"Jan 3, 02:00 pm",9.843,26137.1,0.996504,149,8.288
"Jan 3, 03:00 pm",10.287,29308.7,0.996531,147,8.612
"Jan 3, 04:00 pm",11.717,45840.3,0.99647,158,10.253
"Jan 3, 05:00 pm",13.627,30742.3,0.996709,158,8.803
"Jan 3, 06:00 pm",16.096,28640.7,0.996684,162,8.581
"Jan 3, 07:00 pm",17.087,15636.6,0.996891,153,7.104
"Jan 3, 08:00 pm",18.127,31840.9,0.996552,159,8.943
"Jan 3, 09:00 pm",18.471,51738.6,0.995854,167,10.887
"Jan 3, 10:00 pm",18.075,56683.6,0.995068,161,12.23
"Jan 3, 11:00 pm",17.268,56820.2,0.994543,156,12.345
"Jan 4, 12:00 am",16.093,57061.2,0.994403,170,13.056
"Jan 4, 01:00 am",15.408,57197.3,0.994414,166,12.699
"Jan 4, 02:00 am",14.946,57281.7,0.994287,156,13.876
"Jan 4, 03:00 am",14.793,57337.6,0.994729,158,13.876
"Jan 4, 04:00 am",14.35,57454.4,0.995223,163,12.649
"Jan 4, 05:00 am",13.826,56059.4,0.995605,163,11.462
"Jan 4, 06:00 am",13.433,54462.5,0.995978,169,11.121
"Jan 4, 07:00 am",12.807,50892.7,0.996098,176,10.667
"Jan 4, 08:00 am",12.747,57799.8,0.995623,162,12.457
"Jan 4, 09:00 am",12.738,57768.7,0.995056,160,15.497
"Jan 4, 10:00 am",12.375,57807.1,0.994453,156,12.887
"Jan 4, 11:00 am",10.796,50115.6,0.993732,125,10.584
"Jan 4, 12:00 pm",11.419,55726,0.992444,150,11.444
"Jan 4, 01:00 pm",11.161,57864.1,0.9912,156,12.454
"Jan 4, 02:00 pm",11.186,57828.2,0.990674,150,13.026
"Jan 4, 03:00 pm",11.399,57788,0.990726,145,14.005
"Jan 4, 04:00 pm",11.975,57646.5,0.9903,144,14.361
"Jan 4, 05:00 pm",13.13,57333.9,0.98892,152,17.903
"Jan 4, 06:00 pm",14.232,57097.9,0.988642,151,17.524
"Jan 4, 07:00 pm",14.584,56991.9,0.988014,154,18.712
"Jan 4, 08:00 pm",14.6,56936.6,0.987111,157,18.404
"Jan 4, 09:00 pm",14.835,56857.1,0.986537,159,17.373
"Jan 4, 10:00 pm",14.764,56848,0.986136,155,17.227
"Jan 4, 11:00 pm",14.286,56883.8,0.985119,153,16.78
"Jan 5, 12:00 am",14.364,56835.5,0.98455,152,15.538
"Jan 5, 01:00 am",14.689,56769.8,0.984523,152,13.613
"Jan 5, 02:00 am",14.286,2479.71,0.98564,203,4.485
"Jan 5, 03:00 am",13.564,0,0.986311,326,1.254
"Jan 5, 04:00 am",12.761,0,0.987213,46,1.166
"Jan 5, 05:00 am",12.547,0,0.98786,83,3.445
"Jan 5, 06:00 am",11.83,9227.99,0.988605,335,6.071
"Jan 5, 07:00 am",11.214,15982.9,0.989331,290,7.031
"Jan 5, 08:00 am",10.367,3167.1,0.990256,301,4.678
"Jan 5, 09:00 am",9.489,5839.58,0.990404,298,5.36
"Jan 5, 10:00 am",9.058,2871.37,0.990581,279,4.595
"Jan 5, 11:00 am",9.83,12296.6,0.991584,319,6.534
"Jan 5, 12:00 pm",8.992,4078.69,0.991899,339,4.962
"Jan 5, 01:00 pm",8.306,0,0.992225,88,2.331
"Jan 5, 02:00 pm",7.639,0,0.992105,118,3.474
"Jan 5, 03:00 pm",7.323,7192.83,0.992487,127,5.597
"Jan 5, 04:00 pm",9.314,12101.4,0.992742,125,6.506
"Jan 5, 05:00 pm",10.94,7536.34,0.992761,126,5.667
"Jan 5, 06:00 pm",12.057,9715.82,0.992685,141,6.071
"Jan 5, 07:00 pm",13.493,11330,0.992514,153,6.454
"Jan 5, 08:00 pm",15.014,13095.2,0.992145,170,6.674
"Jan 5, 09:00 pm",15.429,29884.7,0.991215,186,8.658
"Jan 5, 10:00 pm",14.995,47169.6,0.990434,183,10.379
"Jan 5, 11:00 pm",14.008,48660.3,0.989881,177,10.503
"Jan 6, 12:00 am",13.386,46405.8,0.989542,174,10.267
"Jan 6, 01:00 am",12.624,43170.2,0.989295,163,9.989
"Jan 6, 02:00 am",12.144,23830.1,0.989211,173,7.988
"Jan 6, 03:00 am",10.646,16935.4,0.989904,260,7.195
"Jan 6, 04:00 am",9.309,2366.05,0.990358,295,4.384
"Jan 6, 05:00 am",8.53,0,0.990453,110,1.622
"Jan 6, 06:00 am",8.43,3757.59,0.990542,106,4.839
"Jan 6, 07:00 am",7.776,7645.43,0.990864,114,5.668
"Jan 6, 08:00 am",6.975,3523.24,0.991206,130,4.764
"Jan 6, 09:00 am",6.511,644.132,0.991563,186,3.633
"Jan 6, 10:00 am",6.751,0,0.991772,246,3.318
"Jan 6, 11:00 am",6.559,1139.9,0.992303,262,3.894
"Jan 6, 12:00 pm",6.587,5668.69,0.992776,272,5.384
"Jan 6, 01:00 pm",6.225,6999.48,0.993418,290,5.555
"Jan 6, 02:00 pm",6.129,0,0.993919,320,2.398
"Jan 6, 03:00 pm",6.443,0,0.994382,304,3.023
"Jan 6, 04:00 pm",7.803,0,0.994884,291,3.065
"Jan 6, 05:00 pm",9.138,0,0.995446,249,1.412
"Jan 6, 06:00 pm",10.371,0,0.995687,197,1.395
"Jan 6, 07:00 pm",11.246,0,0.995681,243,1.582
"Jan 6, 08:00 pm",11.672,0,0.99541,190,1.397
"Jan 6, 09:00 pm",11.931,0,0.994654,132,1.408
"Jan 6, 10:00 pm",12.393,0,0.993967,110,2.465
"Jan 6, 11:00 pm",12.402,3222.92,0.993483,136,4.688
"Jan 7, 12:00 am",11.7,5651.38,0.993072,124,5.324
"Jan 7, 01:00 am",10.937,5393.32,0.993113,123,5.258
"Jan 7, 02:00 am",10.096,6971.8,0.993019,127,5.572
"Jan 7, 03:00 am",9.393,4804.54,0.993297,96,5.169
"Jan 7, 04:00 am",9.137,2666.18,0.993377,82,4.525
"Jan 7, 05:00 am",9.076,0,0.993503,93,3.576
"Jan 7, 06:00 am",8.842,0,0.993646,85,3.222
"Jan 7, 07:00 am",8.677,0,0.993865,76,2.801
"Jan 7, 08:00 am",8.433,0,0.99422,69,2.482
"Jan 7, 09:00 am",8.022,0,0.994299,59,2.055
"Jan 7, 10:00 am",7.616,0,0.994478,36,1.503
"Jan 7, 11:00 am",6.972,0,0.99491,339,1.61
"Jan 7, 12:00 pm",6.63,0,0.995525,311,3.386
"Jan 7, 01:00 pm",7.621,1068.77,0.99612,314,3.834
"Jan 7, 02:00 pm",6.894,1323.65,0.996674,311,3.955
"Jan 7, 03:00 pm",5.983,2664.48,0.997665,312,4.471
"Jan 7, 04:00 pm",7.062,4069.24,0.998549,313,4.908
"Jan 7, 05:00 pm",7.792,2939.22,0.999318,312,4.573
"Jan 7, 06:00 pm",7.83,3180.05,0.999891,315,4.654
"Jan 7, 07:00 pm",8.511,3225.75,1.00037,323,4.68
"Jan 7, 08:00 pm",9.856,2899.67,1.00072,317,4.562
"Jan 7, 09:00 pm",11.213,2525.05,1.00067,322,4.439
"Jan 7, 10:00 pm",11.672,2023.56,1.00069,325,4.27
"Jan 7, 11:00 pm",11.632,2158.04,1.00092,332,4.349
"Jan 8, 12:00 am",10.375,1656.11,1.00133,340,4.135
"Jan 8, 01:00 am",8.872,1980.24,1.00171,340,4.255
"Jan 8, 02:00 am",8.089,2264.83,1.00181,345,4.333
"Jan 8, 03:00 am",7.393,1883.62,1.00223,347,4.192
"Jan 8, 04:00 am",6.654,1711.91,1.00267,2,4.131
"Jan 8, 05:00 am",5.775,0,1.00299,4,2.369
"Jan 8, 06:00 am",5.156,0,1.00324,350,1.096
"Jan 8, 07:00 am",4.763,0,1.00338,8,0.493
"Jan 8, 08:00 am",4.528,0,1.00349,141,1.231
"Jan 8, 09:00 am",4.605,0,1.00342,145,1.912
"Jan 8, 10:00 am",4.782,0,1.00319,146,1.946
"Jan 8, 11:00 am",4.558,0,1.00301,129,2.711
"Jan 8, 12:00 pm",5.108,3687.06,1.00286,113,4.79
"Jan 8, 01:00 pm",5.254,3635.37,1.00313,121,4.782
"Jan 8, 02:00 pm",5.166,10540.3,1.00288,126,6.14
"Jan 8, 03:00 pm",5.199,11557.5,1.00316,135,6.313
"Jan 8, 04:00 pm",5.996,7818.95,1.00346,139,5.671
"Jan 8, 05:00 pm",7.247,2599.7,1.00366,138,4.444
"Jan 8, 06:00 pm",8.786,1783.35,1.00353,135,4.16
"Jan 8, 07:00 pm",10.044,3344.29,1.0034,139,4.707
"Jan 8, 08:00 pm",10.738,7504.84,1.00312,136,5.639
"Jan 8, 09:00 pm",11.185,8799.98,1.00252,136,5.893
"Jan 8, 10:00 pm",11.246,12673.9,1.00181,132,6.578
"Jan 8, 11:00 pm",10.925,16138,1.00106,126,7.029
"Jan 9, 12:00 am",10.515,19069.2,1.00082,120,7.38
"Jan 9, 01:00 am",10.023,13068.4,1.00137,101,6.669
"Jan 9, 02:00 am",9.886,24832.3,1.00148,104,8.079
"Jan 9, 03:00 am",9.738,28845.4,1.00176,99,8.554
"Jan 9, 04:00 am",9.586,27378.5,1.00218,102,8.355
"Jan 9, 05:00 am",9.595,24112.4,1.0026,109,7.974
"Jan 9, 06:00 am",9.083,13049.5,1.00297,122,6.624
"Jan 9, 07:00 am",9.178,12427.3,1.00343,115,6.529
"Jan 9, 08:00 am",8.858,11721,1.00382,118,6.393
"Jan 9, 09:00 am",8.28,4317.34,1.00378,134,4.967
"Jan 9, 10:00 am",8.341,1307.72,1.0039,139,3.943
"Jan 9, 11:00 am",7.519,0,1.00395,164,2.203
"Jan 9, 12:00 pm",6.848,0,1.00411,223,1.37
"Jan 9, 01:00 pm",5.6,0,1.00428,279,0.444
"Jan 9, 02:00 pm",4.996,0,1.00435,25,0.773
"Jan 9, 03:00 pm",4.704,0,1.00479,18,1.106
"Jan 9, 04:00 pm",6.432,0,1.00518,37,0.907
"Jan 9, 05:00 pm",8.186,0,1.00544,42,0.423
"Jan 9, 06:00 pm",9.744,0,1.00554,298,0.449
"Jan 9, 07:00 pm",10.916,0,1.00556,305,0.946
"Jan 9, 08:00 pm",12.016,0,1.00535,316,1.764
"Jan 9, 09:00 pm",12.767,0,1.00493,324,2.723
"Jan 9, 10:00 pm",13.114,0,1.00453,325,2.845
"Jan 9, 11:00 pm",13.1,0,1.00437,321,3.042
"Jan 10, 12:00 am",11.934,0,1.00436,327,3.317
"Jan 10, 01:00 am",10.429,0,1.00447,321,3.456
"Jan 10, 02:00 am",9.489,1144.06,1.00432,325,3.879
"Jan 10, 03:00 am",8.634,2607.37,1.00453,331,4.498
