,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-2.852,0,0.987046,39,2.355
"Jan 1, 01:00 am",-2.937,0,0.986688,62,2.391
"Jan 1, 02:00 am",-2.963,0,0.986203,91,1.549
"Jan 1, 03:00 am",-2.944,0,0.985386,121,1.127
"Jan 1, 04:00 am",-2.857,0,0.984593,118,1.09
"Jan 1, 05:00 am",-2.691,0,0.98388,86,1.035
"Jan 1, 06:00 am",-2.528,0,0.98329,51,2.028
"Jan 1, 07:00 am",-2.254,0,0.982628,42,2.971
"Jan 1, 08:00 am",-2.079,0,0.982029,47,2.47
"Jan 1, 09:00 am",-2.096,0,0.981775,37,2.292
"Jan 1, 10:00 am",-2.192,0,0.981499,21,2.305
"Jan 1, 11:00 am",-1.988,0,0.981219,60,3.37
"Jan 1, 12:00 pm",-1.054,9737.44,0.980907,85,6.108
"Jan 1, 01:00 pm",-0.064,17444.6,0.980748,81,7.206
"Jan 1, 02:00 pm",-0.116,17224.3,0.980496,75,7.133
"Jan 1, 03:00 pm",-0.203,17027.7,0.980084,71,7.097
"Jan 1, 04:00 pm",-0.902,13273.7,0.979746,64,6.629
"Jan 1, 05:00 pm",-1.482,12176.2,0.979486,60,6.464
"Jan 1, 06:00 pm",-2.378,10185.4,0.979324,55,6.086
"Jan 1, 07:00 pm",-3.334,9164.71,0.979038,51,5.923
"Jan 1, 08:00 pm",-4.046,8843.14,0.978767,46,5.848
"Jan 1, 09:00 pm",-4.59,9081.19,0.978743,44,5.891
"Jan 1, 10:00 pm",-4.955,8727.06,0.978621,42,5.82
"Jan 1, 11:00 pm",-5.353,8877.32,0.978414,38,5.859
"Jan 2, 12:00 am",-5.701,8412.84,0.978097,34,5.792
"Jan 2, 01:00 am",-5.886,7870.8,0.977712,30,5.727
"Jan 2, 02:00 am",-6.083,7222.27,0.977209,26,5.631
"Jan 2, 03:00 am",-6.215,8700.13,0.976459,25,5.888
"Jan 2, 04:00 am",-6.207,11362.5,0.975711,23,6.316
"Jan 2, 05:00 am",-6.232,13555.7,0.975096,23,6.714
