,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-10.671,4976.39,0.764326,317,5.388
"Jan 1, 01:00 am",-10.766,0,0.764857,300,3.415
"Jan 1, 02:00 am",-10.892,583.588,0.765138,243,3.668
"Jan 1, 03:00 am",-9.757,10297.4,0.765239,261,6.61
"Jan 1, 04:00 am",-9.424,46267.9,0.765601,261,11.379
"Jan 1, 05:00 am",-9.174,48154.7,0.765883,258,13.48
"Jan 1, 06:00 am",-8.894,48113.9,0.766045,257,14.193
"Jan 1, 07:00 am",-9.298,48210.8,0.766415,255,14.274
"Jan 1, 08:00 am",-9.343,48236.5,0.766691,248,14.063
"Jan 1, 09:00 am",-8.992,48192.7,0.767015,244,13.132
"Jan 1, 10:00 am",-9.36,48277.1,0.767288,240,12.589
"Jan 1, 11:00 am",-9.742,48387.2,0.767925,241,13.54
"Jan 1, 12:00 pm",-9.602,48410.9,0.768708,244,12.829
"Jan 1, 01:00 pm",-9.475,42809.7,0.769326,247,10.702
"Jan 1, 02:00 pm",-9.529,21134.2,0.769803,251,8.14
"Jan 1, 03:00 pm",-9.196,12532.1,0.770361,250,6.905
"Jan 1, 04:00 pm",-8.168,9096.06,0.771037,249,6.251
"Jan 1, 05:00 pm",-6.943,16481.3,0.771194,248,7.497
"Jan 1, 06:00 pm",-5.962,25388,0.77113,247,8.701
"Jan 1, 07:00 pm",-5.136,25176.2,0.771265,245,8.687
"Jan 1, 08:00 pm",-4.566,36620.3,0.77135,240,10.047
"Jan 1, 09:00 pm",-4.176,45513.6,0.771339,241,11.26
"Jan 1, 10:00 pm",-4.208,46496.5,0.771268,250,11.504
"Jan 1, 11:00 pm",-4.887,43066,0.771569,255,10.842
"Jan 2, 12:00 am",-4.909,30731,0.772274,255,9.408
"Jan 2, 01:00 am",-4.815,20464.7,0.772843,261,8.16
"Jan 2, 02:00 am",-4.349,16462.9,0.772865,279,7.58
"Jan 2, 03:00 am",-3.602,27719,0.772624,285,8.999
"Jan 2, 04:00 am",-4.268,15595.7,0.772959,279,7.45
"Jan 2, 05:00 am",-4.216,8011.57,0.773308,277,6.138
"Jan 2, 06:00 am",-4.381,3886.65,0.773388,268,5.171
"Jan 2, 07:00 am",-4.153,5630.11,0.773433,249,5.55
"Jan 2, 08:00 am",-3.918,9723.92,0.773282,252,6.468
"Jan 2, 09:00 am",-3.776,22067,0.772968,250,8.305
"Jan 2, 10:00 am",-3.095,32537.7,0.772391,244,9.632
"Jan 2, 11:00 am",-2.752,47202.6,0.772013,235,12.002
"Jan 2, 12:00 pm",-3.686,47546.2,0.771925,233,13.734
"Jan 2, 01:00 pm",-3.595,47522,0.771793,234,15.178
"Jan 2, 02:00 pm",-3.22,47431.4,0.771394,236,17.156
"Jan 2, 03:00 pm",-2.779,47332.2,0.771038,238,17.85
"Jan 2, 04:00 pm",-1.675,47145.5,0.771133,238,18.762
"Jan 2, 05:00 pm",-1.403,47083,0.770882,238,19.436
"Jan 2, 06:00 pm",-0.702,46939.1,0.770509,236,19.379
"Jan 2, 07:00 pm",0.034,46799.6,0.770293,235,18.879
"Jan 2, 08:00 pm",0.444,46713.7,0.770034,235,18.688
"Jan 2, 09:00 pm",0.385,46693.7,0.769538,234,18.782
"Jan 2, 10:00 pm",0.651,46609.4,0.768896,234,19.141
"Jan 2, 11:00 pm",0.066,46687.7,0.768542,234,19.937
"Jan 3, 12:00 am",0.075,46682.1,0.768474,234,20.501
"Jan 3, 01:00 am",0.207,46645.5,0.768243,233,21.049
"Jan 3, 02:00 am",0.472,46582.5,0.767949,231,20.231
