,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",5.107,56818,0.975535,262,11.604
"Jan 1, 01:00 am",3.103,41931.8,0.9766,265,9.921
"Jan 1, 02:00 am",1.651,37940,0.977379,264,9.513
"Jan 1, 03:00 am",0.885,43779.9,0.977976,274,10.053
"Jan 1, 04:00 am",0.718,36641.8,0.978161,266,9.352
"Jan 1, 05:00 am",0.052,42604,0.97885,272,9.948
"Jan 1, 06:00 am",-0.634,35444.1,0.979735,271,9.205
"Jan 1, 07:00 am",-1.033,27366.8,0.980543,271,8.407
"Jan 1, 08:00 am",-1.243,25833.8,0.981257,277,8.208
"Jan 1, 09:00 am",-1.411,25630.9,0.981849,280,8.144
"Jan 1, 10:00 am",-1.462,26074.4,0.982569,285,8.143
"Jan 1, 11:00 am",-1.399,32838.1,0.983307,290,8.79
"Jan 1, 12:00 pm",-1.339,40041.9,0.98405,293,9.521
"Jan 1, 01:00 pm",-1.358,38469,0.985042,293,9.364
"Jan 1, 02:00 pm",-0.586,41193.5,0.985898,300,9.64
"Jan 1, 03:00 pm",0.758,32653.4,0.986862,306,8.791
"Jan 1, 04:00 pm",2.002,28011.9,0.987635,308,8.35
"Jan 1, 05:00 pm",3.147,23578.5,0.988178,308,7.895
"Jan 1, 06:00 pm",4.125,18964.3,0.988787,308,7.342
"Jan 1, 07:00 pm",4.834,16504.8,0.989305,308,7.053
"Jan 1, 08:00 pm",5.124,14475.2,0.989859,306,6.812
"Jan 1, 09:00 pm",4.695,10603.2,0.99026,307,6.166
"Jan 1, 10:00 pm",1.29,11254.6,0.990754,308,6.247
"Jan 1, 11:00 pm",-0.267,22334.8,0.991222,311,7.705
"Jan 2, 12:00 am",-0.748,33152.7,0.991708,315,8.793
"Jan 2, 01:00 am",-1.414,30021.1,0.992265,323,8.529
"Jan 2, 02:00 am",-1.61,16228.5,0.992662,332,7.053
