,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",5.076,1149.73,0.965935,229,3.887
"Jan 1, 01:00 am",5.056,3508.25,0.965994,242,4.782
"Jan 1, 02:00 am",4.775,3418.97,0.965892,242,4.755
"Jan 1, 03:00 am",4.44,6565.03,0.965511,254,5.516
"Jan 1, 04:00 am",4.431,3885.87,0.965003,278,4.93
"Jan 1, 05:00 am",4.21,0,0.9648,308,3.38
"Jan 1, 06:00 am",3.909,0,0.964807,335,3.123
"Jan 1, 07:00 am",3.596,828.232,0.9648,328,3.745
"Jan 1, 08:00 am",3.434,2709.92,0.964806,327,4.537
"Jan 1, 09:00 am",3.201,6280.04,0.964812,328,5.5
"Jan 1, 10:00 am",2.715,7238.14,0.96498,336,5.677
"Jan 1, 11:00 am",2.202,15627.8,0.965052,337,7.05
"Jan 1, 12:00 pm",1.828,21702.2,0.965048,344,7.739
"Jan 1, 01:00 pm",3.246,25296.8,0.965158,345,8.147
"Jan 1, 02:00 pm",5.377,11300.4,0.965282,346,6.363
"Jan 1, 03:00 pm",6.361,2825.44,0.965216,343,4.572
"Jan 1, 04:00 pm",7.188,11565,0.964983,330,6.506
"Jan 1, 05:00 pm",7.488,8562.68,0.964795,323,5.907
"Jan 1, 06:00 pm",7.637,22559.8,0.964714,321,7.887
"Jan 1, 07:00 pm",7.475,17246.6,0.96472,328,7.275
"Jan 1, 08:00 pm",6.571,30226.6,0.964794,328,8.768
"Jan 1, 09:00 pm",4.969,29095,0.965206,328,8.64
"Jan 1, 10:00 pm",2.703,55364.8,0.965682,335,11.354
"Jan 1, 11:00 pm",1.316,49355.3,0.966042,330,10.598
"Jan 2, 12:00 am",0.061,47011.2,0.965806,340,10.299
"Jan 2, 01:00 am",-0.416,11110.7,0.966003,344,6.271
"Jan 2, 02:00 am",-0.937,11695.9,0.966891,308,6.394
"Jan 2, 03:00 am",-0.922,56394.9,0.966417,310,11.258
"Jan 2, 04:00 am",-1.311,31340.6,0.965461,301,8.716
"Jan 2, 05:00 am",-1.815,49721.6,0.965835,307,10.474
"Jan 2, 06:00 am",-2.244,37658.7,0.966522,301,9.35
"Jan 2, 07:00 am",-2.577,35233.7,0.966493,308,9.05
"Jan 2, 08:00 am",-3.088,41928.2,0.966701,318,9.729
"Jan 2, 09:00 am",-3.467,41451.7,0.966751,322,9.701
"Jan 2, 10:00 am",-3.713,31621.9,0.966823,325,8.749
"Jan 2, 11:00 am",-3.84,21091.9,0.967147,325,7.617
"Jan 2, 12:00 pm",-4.036,14680.8,0.967639,325,6.846
"Jan 2, 01:00 pm",-4.496,2782.27,0.968412,10,4.499
"Jan 2, 02:00 pm",-4.15,1057,0.968498,353,3.82
"Jan 2, 03:00 pm",-3.486,2268.7,0.968863,329,4.361
"Jan 2, 04:00 pm",-2.658,3692.56,0.968998,326,4.821
