,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",9.354,24148.5,0.990017,28,8.113
"Jan 1, 01:00 am",8.53,22204.2,0.989953,37,7.803
"Jan 1, 02:00 am",8.009,21713.1,0.989736,45,7.711
"Jan 1, 03:00 am",7.319,20814,0.989331,54,7.598
"Jan 1, 04:00 am",6.81,11774.7,0.988956,69,6.425
"Jan 1, 05:00 am",6.251,7491.32,0.988485,91,5.736
"Jan 1, 06:00 am",4.603,5500.79,0.988129,105,5.262
"Jan 1, 07:00 am",4.171,4505.68,0.987843,118,5.02
"Jan 1, 08:00 am",3.915,7235.71,0.987358,129,5.593
"Jan 1, 09:00 am",3.772,15863,0.986901,138,6.967
"Jan 1, 10:00 am",3.517,18204.7,0.986313,147,7.304
"Jan 1, 11:00 am",3.275,16964.4,0.985853,145,7.135
"Jan 1, 12:00 pm",2.483,11784.1,0.985499,147,6.44
"Jan 1, 01:00 pm",2.255,6879.26,0.985185,162,5.552
"Jan 1, 02:00 pm",2.501,5421.54,0.984851,171,5.222
"Jan 1, 03:00 pm",3.863,882.203,0.984364,180,3.747
"Jan 1, 04:00 pm",5.803,1081.62,0.983569,176,3.844
"Jan 1, 05:00 pm",7.242,2173.24,0.982551,166,4.311
"Jan 1, 06:00 pm",14.452,6328.13,0.981745,179,5.488
"Jan 1, 07:00 pm",16.628,12864.5,0.980826,185,6.676
"Jan 1, 08:00 pm",17.621,18001.7,0.979954,190,7.337
"Jan 1, 09:00 pm",18.073,23728.2,0.979176,186,8.059
"Jan 1, 10:00 pm",18.273,20026.5,0.978496,182,7.615
"Jan 1, 11:00 pm",17.306,36143.1,0.97815,177,9.4
"Jan 2, 12:00 am",15.163,44556.7,0.978038,177,10.152
"Jan 2, 01:00 am",14.891,45898.9,0.977902,184,10.305
"Jan 2, 02:00 am",14.794,55678.6,0.977608,197,11.791
"Jan 2, 03:00 am",14.183,55867.2,0.977628,202,11.903
"Jan 2, 04:00 am",14.172,55276.5,0.977558,210,11.674
"Jan 2, 05:00 am",12.875,38620.1,0.977652,213,9.678
"Jan 2, 06:00 am",11.823,41451.3,0.977769,217,9.872
"Jan 2, 07:00 am",11.717,31603.7,0.977869,220,8.835
"Jan 2, 08:00 am",11.755,26290.5,0.977903,221,8.292
"Jan 2, 09:00 am",11.666,21024.1,0.977902,227,7.692
"Jan 2, 10:00 am",11.181,20895.2,0.977961,230,7.674
"Jan 2, 11:00 am",11.084,21187.2,0.978009,239,7.718
"Jan 2, 12:00 pm",10.591,18868.1,0.978079,246,7.405
"Jan 2, 01:00 pm",10.304,17891.7,0.978108,249,7.283
"Jan 2, 02:00 pm",10.46,18453.4,0.97803,251,7.356
"Jan 2, 03:00 pm",11.798,2969.72,0.978134,239,4.63
"Jan 2, 04:00 pm",12.939,0,0.977831,219,3.011
"Jan 2, 05:00 pm",14.953,2151.43,0.977187,209,4.375
"Jan 2, 06:00 pm",21.526,5679.09,0.97661,215,5.42
"Jan 2, 07:00 pm",23.336,8058.62,0.97614,213,5.908
"Jan 2, 08:00 pm",24.074,7567.57,0.975534,207,5.837
"Jan 2, 09:00 pm",24.278,11571.7,0.974994,192,6.539
"Jan 2, 10:00 pm",22.616,23987.9,0.974667,179,8.145
"Jan 2, 11:00 pm",19.706,39370.1,0.974766,174,9.756
"Jan 3, 12:00 am",17.107,35838,0.974848,176,9.377
"Jan 3, 01:00 am",17.043,50407.9,0.974693,189,10.818
"Jan 3, 02:00 am",17.325,53603.2,0.974733,195,11.312
"Jan 3, 03:00 am",17.365,38740.4,0.974732,197,9.716
"Jan 3, 04:00 am",17.289,25667.1,0.974588,200,8.355
"Jan 3, 05:00 am",16.889,14560.9,0.974413,188,6.909
"Jan 3, 06:00 am",16.138,12567.3,0.974266,189,6.638
"Jan 3, 07:00 am",15.904,12762.7,0.974244,189,6.666
"Jan 3, 08:00 am",16.236,8364.96,0.97415,184,5.885
"Jan 3, 09:00 am",16.616,11407.4,0.973957,193,6.468
"Jan 3, 10:00 am",16.577,17865.1,0.973839,192,7.33
"Jan 3, 11:00 am",16.455,7396.8,0.973926,190,5.678
"Jan 3, 12:00 pm",15.271,21171.4,0.973876,193,7.759
"Jan 3, 01:00 pm",14.882,26082.9,0.974008,197,8.343
"Jan 3, 02:00 pm",15.927,24738.6,0.974248,202,8.26
"Jan 3, 03:00 pm",17.588,2794.65,0.974705,199,4.604
"Jan 3, 04:00 pm",18.466,3108.26,0.974506,199,4.718
"Jan 3, 05:00 pm",19.619,6781.79,0.973961,208,5.667
"Jan 3, 06:00 pm",23.772,10465,0.97359,210,6.379
"Jan 3, 07:00 pm",25.111,11406,0.973339,209,6.608
"Jan 3, 08:00 pm",25.883,15352.1,0.973007,213,7.141
"Jan 3, 09:00 pm",26.265,13629.8,0.97281,211,6.934
"Jan 3, 10:00 pm",26.227,12574,0.972678,203,6.792
"Jan 3, 11:00 pm",25.161,22518.5,0.972824,190,8.001
"Jan 4, 12:00 am",21.788,54121.2,0.973155,194,11.763
"Jan 4, 01:00 am",21.387,54856.7,0.973482,198,12.422
"Jan 4, 02:00 am",21.287,54471.5,0.973842,203,11.999
"Jan 4, 03:00 am",20.719,45086.6,0.974329,202,10.441
"Jan 4, 04:00 am",19.58,30323.7,0.974808,188,8.785
"Jan 4, 05:00 am",19.229,13209.3,0.97528,201,6.822
"Jan 4, 06:00 am",17.355,13201.6,0.976031,216,6.772
"Jan 4, 07:00 am",16.566,4906.74,0.976867,213,5.214
"Jan 4, 08:00 am",15.853,0,0.977512,222,2.526
"Jan 4, 09:00 am",15.193,0,0.977995,240,2.623
"Jan 4, 10:00 am",13.53,0,0.978662,217,2.762
"Jan 4, 11:00 am",13.261,4128.34,0.980022,323,4.975
"Jan 4, 12:00 pm",11.394,49892.2,0.981472,353,10.607
"Jan 4, 01:00 pm",8.069,38092,0.982914,352,9.45
"Jan 4, 02:00 pm",6.682,42552.9,0.9842,353,9.837
"Jan 4, 03:00 pm",6.635,38815.3,0.985237,353,9.495
"Jan 4, 04:00 pm",7.231,36527.7,0.985798,353,9.259
"Jan 4, 05:00 pm",8.067,33011.4,0.986097,353,8.884
"Jan 4, 06:00 pm",8.993,28538.5,0.986444,356,8.477
"Jan 4, 07:00 pm",9.702,28343.9,0.986754,360,8.465
"Jan 4, 08:00 pm",10.15,29414.5,0.986822,360,8.582
"Jan 4, 09:00 pm",10.237,27854.3,0.986999,3,8.414
"Jan 4, 10:00 pm",9.937,27103.2,0.987185,4,8.325
"Jan 4, 11:00 pm",9.283,30883.7,0.987645,2,8.705
"Jan 5, 12:00 am",8.028,43950.7,0.988203,2,9.961
"Jan 5, 01:00 am",7.493,39579.4,0.988651,5,9.571
"Jan 5, 02:00 am",7.072,33915.3,0.989139,7,8.947
"Jan 5, 03:00 am",6.568,31245.9,0.989573,7,8.699
"Jan 5, 04:00 am",6.114,32581.8,0.98941,7,8.815
"Jan 5, 05:00 am",5.669,26346.3,0.989379,4,8.196
"Jan 5, 06:00 am",4.243,18365.5,0.989572,6,7.256
"Jan 5, 07:00 am",3.799,19579.1,0.989548,2,7.401
"Jan 5, 08:00 am",3.384,14174.1,0.989692,352,6.749
"Jan 5, 09:00 am",2.17,10263.4,0.989872,351,6.089
"Jan 5, 10:00 am",1.682,11336.6,0.989489,351,6.258
"Jan 5, 11:00 am",1.479,10664.4,0.989331,354,6.145
"Jan 5, 12:00 pm",1.256,11146.4,0.98923,349,6.216
"Jan 5, 01:00 pm",1.121,12425.9,0.988962,349,6.492
"Jan 5, 02:00 pm",0.999,11813.9,0.988894,347,6.371
"Jan 5, 03:00 pm",1.165,12393.7,0.988627,342,6.526
"Jan 5, 04:00 pm",1.247,13788.8,0.98808,340,6.745
"Jan 5, 05:00 pm",1.413,10476.2,0.987364,340,6.174
"Jan 5, 06:00 pm",1.893,5148.57,0.986472,342,5.18
"Jan 5, 07:00 pm",2.344,3619.57,0.985729,336,4.828
"Jan 5, 08:00 pm",2.407,1933.51,0.98471,331,4.252
"Jan 5, 09:00 pm",2.211,0,0.983799,337,3.376
"Jan 5, 10:00 pm",2.243,0,0.982647,334,3.048
"Jan 5, 11:00 pm",2.184,0,0.981752,334,1.287
"Jan 6, 12:00 am",2.512,0,0.981036,29,0.523
"Jan 6, 01:00 am",2.851,0,0.980321,302,0.236
"Jan 6, 02:00 am",3.104,0,0.979599,186,0.608
"Jan 6, 03:00 am",3.386,0,0.978945,190,0.791
"Jan 6, 04:00 am",3.66,0,0.978263,209,1.267
"Jan 6, 05:00 am",4.051,0,0.97745,223,2.016
"Jan 6, 06:00 am",3.1,0,0.977038,242,2.077
"Jan 6, 07:00 am",2.832,0,0.976944,252,2.488
"Jan 6, 08:00 am",2.745,0,0.976396,268,3.464
"Jan 6, 09:00 am",2.817,831.784,0.975524,255,3.726
"Jan 6, 10:00 am",2.957,688.193,0.97484,246,3.658
"Jan 6, 11:00 am",3.277,3867.79,0.974087,245,4.868
"Jan 6, 12:00 pm",5.775,4453.76,0.973423,241,5.032
"Jan 6, 01:00 pm",6.534,764.261,0.972912,234,3.703
"Jan 6, 02:00 pm",6.872,1290.03,0.972852,248,3.954
"Jan 6, 03:00 pm",7.897,4496.19,0.972612,233,5.052
"Jan 6, 04:00 pm",9.215,11322.2,0.972035,237,6.394
"Jan 6, 05:00 pm",10.136,9878.73,0.971743,250,6.114
"Jan 6, 06:00 pm",14.95,18778.5,0.971592,256,7.468
"Jan 6, 07:00 pm",16.119,47260.3,0.971012,259,10.56
"Jan 6, 08:00 pm",16.379,55395.6,0.970832,269,12.173
