,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",2.903,59272.9,0.985843,313,12.388
"Jan 1, 01:00 am",2.799,59360.8,0.986932,318,12.83
"Jan 1, 02:00 am",1.455,59714.2,0.987972,321,13.246
"Jan 1, 03:00 am",1.791,59693.8,0.988844,325,13.323
"Jan 1, 04:00 am",1.583,59798.2,0.989823,326,13.165
"Jan 1, 05:00 am",0.811,60025.1,0.990787,330,13.02
"Jan 1, 06:00 am",-0.053,60149.3,0.991867,333,12.24
"Jan 1, 07:00 am",-0.117,59563.7,0.992696,332,11.876
"Jan 1, 08:00 am",-0.614,47852,0.993442,319,10.156
"Jan 1, 09:00 am",-1.004,44530.2,0.994056,312,9.875
"Jan 1, 10:00 am",-1.322,33002.3,0.994636,306,8.777
"Jan 1, 11:00 am",-1.541,37722.5,0.995377,306,9.235
"Jan 1, 12:00 pm",-1.602,33675.9,0.996275,303,8.829
"Jan 1, 01:00 pm",-1.869,37089.6,0.997173,307,9.141
"Jan 1, 02:00 pm",-0.501,52438.3,0.998014,319,10.573
"Jan 1, 03:00 pm",0.604,53718.1,0.999024,335,10.854
"Jan 1, 04:00 pm",1.379,57979.1,0.999632,335,11.426
"Jan 1, 05:00 pm",1.726,54848.4,0.999857,331,10.998
"Jan 1, 06:00 pm",2.192,54601.5,1.00004,325,10.896
"Jan 1, 07:00 pm",2.439,59997,0.999982,319,11.984
"Jan 1, 08:00 pm",2.514,59772.4,1.00004,319,11.862
"Jan 1, 09:00 pm",2.28,59862.1,0.999833,319,11.885
"Jan 1, 10:00 pm",0.709,49957.8,1.00007,321,10.377
"Jan 1, 11:00 pm",-1.61,46780.1,1.00026,326,10.085
"Jan 2, 12:00 am",-3.434,40014.7,1.00079,322,9.44
"Jan 2, 01:00 am",-3.969,43026,1.00106,325,9.735
"Jan 2, 02:00 am",-2.523,49243.1,1.00136,325,10.277
"Jan 2, 03:00 am",-2.026,60656.5,1.0016,328,11.882
"Jan 2, 04:00 am",-2.398,61414.6,1.00185,331,12.524
"Jan 2, 05:00 am",-2.778,61440.2,1.00203,343,12.141
"Jan 2, 06:00 am",-3.388,54118.4,1.00275,346,10.656
"Jan 2, 07:00 am",-3.998,51062.4,1.00352,347,10.37
"Jan 2, 08:00 am",-4.648,43152.5,1.00412,342,9.724
"Jan 2, 09:00 am",-4.682,38524,1.00468,346,9.23
"Jan 2, 10:00 am",-5.661,28271.7,1.00516,343,8.269
"Jan 2, 11:00 am",-5.92,37565,1.00574,351,9.071
"Jan 2, 12:00 pm",-6.36,35447.6,1.00643,360,8.886
"Jan 2, 01:00 pm",-6.94,23842.3,1.00699,353,7.763
"Jan 2, 02:00 pm",-6.441,26955.7,1.00747,1,8.093
"Jan 2, 03:00 pm",-5.698,17755.7,1.00769,1,7.076
"Jan 2, 04:00 pm",-4.887,8473.44,1.00774,355,5.717
"Jan 2, 05:00 pm",-4.098,4012.69,1.00749,348,4.833
"Jan 2, 06:00 pm",-3.235,3771.32,1.0072,347,4.773
"Jan 2, 07:00 pm",-2.518,1464.27,1.00688,345,3.99
"Jan 2, 08:00 pm",-1.971,1197.99,1.00643,341,3.883
"Jan 2, 09:00 pm",-1.874,0,1.00582,341,3.559
"Jan 2, 10:00 pm",-3.172,0,1.00532,344,2.84
"Jan 2, 11:00 pm",-5.339,0,1.00501,356,2.558
"Jan 3, 12:00 am",-5.722,0,1.005,14,2.049
"Jan 3, 01:00 am",-5.96,0,1.00494,47,1.965
"Jan 3, 02:00 am",-6.045,0,1.00466,65,2.119
"Jan 3, 03:00 am",-6.158,0,1.00414,97,2.004
