,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-4.292,58089.4,0.940976,178,12.651
"Jan 1, 01:00 am",-4.436,58064.5,0.940069,180,13.529
"Jan 1, 02:00 am",-4.744,58059.6,0.938912,180,13.238
"Jan 1, 03:00 am",-4.873,58002.8,0.937543,183,13.263
"Jan 1, 04:00 am",-4.805,57923,0.936491,185,13.266
"Jan 1, 05:00 am",-4.691,57824.2,0.93529,187,13.871
"Jan 1, 06:00 am",-4.749,57764.7,0.934126,189,14.766
"Jan 1, 07:00 am",-4.714,57700.6,0.933211,194,15.057
"Jan 1, 08:00 am",-5.007,57723.7,0.932565,197,14.257
"Jan 1, 09:00 am",-5.175,57702.6,0.931641,199,14.563
"Jan 1, 10:00 am",-5.376,57705.3,0.930986,202,13.148
"Jan 1, 11:00 am",-5.875,56951.3,0.930708,209,11.835
"Jan 1, 12:00 pm",-6.019,57185,0.93066,223,11.773
"Jan 1, 01:00 pm",-6.489,49976.5,0.930965,249,10.574
"Jan 1, 02:00 pm",-5.805,47749.8,0.931224,297,10.385
"Jan 1, 03:00 pm",-2.983,35761.4,0.932304,335,9.37
"Jan 1, 04:00 pm",0.028,27585.4,0.932925,352,8.438
"Jan 1, 05:00 pm",2.394,15307.7,0.933165,351,6.987
"Jan 1, 06:00 pm",3.777,8021.9,0.933573,341,5.846
"Jan 1, 07:00 pm",4.686,10355.3,0.933619,335,6.308
"Jan 1, 08:00 pm",5.093,12348.9,0.933947,331,6.701
"Jan 1, 09:00 pm",4.117,6295.43,0.934102,318,5.495
"Jan 1, 10:00 pm",0.463,9048.75,0.934031,312,5.993
"Jan 1, 11:00 pm",-1.471,8051.56,0.934135,300,5.791
"Jan 2, 12:00 am",-2.269,11472.5,0.934248,302,6.424
"Jan 2, 01:00 am",-2.432,2642.13,0.934285,287,4.498
"Jan 2, 02:00 am",-2.191,0,0.934117,273,3.381
"Jan 2, 03:00 am",-2.323,0,0.933925,243,3.528
"Jan 2, 04:00 am",-2.658,8040.18,0.933964,223,5.773
"Jan 2, 05:00 am",-3.365,17918.5,0.933851,218,7.292
"Jan 2, 06:00 am",-3.217,16510.2,0.933562,204,7.197
"Jan 2, 07:00 am",-2.999,32427,0.933345,201,8.974
"Jan 2, 08:00 am",-3.65,50121.9,0.933135,199,10.694
"Jan 2, 09:00 am",-3.689,50891,0.932918,200,10.792
"Jan 2, 10:00 am",-4.32,45587.7,0.932563,197,10.198
"Jan 2, 11:00 am",-4.618,46620.9,0.932376,198,10.326
"Jan 2, 12:00 pm",-4.291,55907.8,0.932068,192,11.386
"Jan 2, 01:00 pm",-3.786,57303.6,0.93149,182,12.088
"Jan 2, 02:00 pm",-3.675,54884.8,0.931052,181,11.251
"Jan 2, 03:00 pm",-1.779,37574.7,0.931033,192,9.475
"Jan 2, 04:00 pm",0.283,14539.2,0.930879,187,6.883
"Jan 2, 05:00 pm",1.943,7811.31,0.9303,180,5.76
"Jan 2, 06:00 pm",3.548,6245.27,0.929883,175,5.487
"Jan 2, 07:00 pm",4.855,6749.92,0.929486,173,5.576
"Jan 2, 08:00 pm",5.589,9572.07,0.929039,169,6.099
"Jan 2, 09:00 pm",5.253,11639.1,0.928592,161,6.563
"Jan 2, 10:00 pm",2.653,30026.8,0.928127,161,8.794
"Jan 2, 11:00 pm",1.237,54720.7,0.927925,167,11.447
"Jan 3, 12:00 am",0.873,56194.2,0.927764,169,12.715
"Jan 3, 01:00 am",0.154,56321.2,0.92742,170,13.216
