,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",17.986,17750.5,1.00039,320,7.275
"Jan 1, 01:00 am",16.924,13394,1.00094,336,6.799
"Jan 1, 02:00 am",15.987,27726.3,1.00143,339,8.5
"Jan 1, 03:00 am",14.816,31917.7,1.00149,344,8.841
"Jan 1, 04:00 am",14.001,37062.4,1.00148,4,9.362
"Jan 1, 05:00 am",13.124,40138.5,1.00164,18,9.707
"Jan 1, 06:00 am",12.328,32350.1,1.0018,21,8.92
"Jan 1, 07:00 am",12.094,29667,1.00203,28,8.699
"Jan 1, 08:00 am",11.496,34469.8,1.00208,31,9.125
"Jan 1, 09:00 am",11.124,40546.2,1.00226,33,9.744
"Jan 1, 10:00 am",11.251,48928.8,1.00249,35,10.489
"Jan 1, 11:00 am",11.552,49626.2,1.00266,37,10.529
"Jan 1, 12:00 pm",11.581,47475.7,1.00289,37,10.323
"Jan 1, 01:00 pm",13.714,36676.7,1.00314,40,9.319
"Jan 1, 02:00 pm",15.85,15315.1,1.00335,45,6.949
"Jan 1, 03:00 pm",17.973,17635,1.00329,53,7.26
"Jan 1, 04:00 pm",19.562,24648.3,1.00308,67,8.12
"Jan 1, 05:00 pm",20.783,27188.5,1.00292,79,8.462
"Jan 1, 06:00 pm",20.979,25534.6,1.00284,82,8.315
"Jan 1, 07:00 pm",21.27,23014.7,1.00277,85,8.071
"Jan 1, 08:00 pm",21.06,22872.8,1.00266,85,8.053
"Jan 1, 09:00 pm",20.451,22557.2,1.00271,82,7.979
"Jan 1, 10:00 pm",18.964,24977.2,1.00285,80,8.211
"Jan 1, 11:00 pm",17.783,34752.4,1.00291,83,9.242
"Jan 2, 12:00 am",16.793,28719.7,1.00304,85,8.66
"Jan 2, 01:00 am",16.092,35375.8,1.00292,85,9.32
"Jan 2, 02:00 am",15.463,38690.4,1.00285,86,9.693
"Jan 2, 03:00 am",14.851,43924.4,1.0026,91,10.172
"Jan 2, 04:00 am",14.523,43519.6,1.00219,95,10.114
"Jan 2, 05:00 am",14.3,47458,1.00195,103,10.384
"Jan 2, 06:00 am",14.036,47519,1.00201,102,10.396
"Jan 2, 07:00 am",13.82,44252,1.00182,109,10.017
"Jan 2, 08:00 am",13.506,42732.5,1.00171,112,9.888
"Jan 2, 09:00 am",13.334,36963.1,1.00179,112,9.347
"Jan 2, 10:00 am",12.815,36479.6,1.00211,115,9.283
"Jan 2, 11:00 am",12.345,33536.1,1.00229,123,8.949
"Jan 2, 12:00 pm",12.502,19622.6,1.00253,128,7.458
"Jan 2, 01:00 pm",15.344,14370.8,1.00272,128,6.839
"Jan 2, 02:00 pm",17.553,2106.65,1.00295,125,4.307
"Jan 2, 03:00 pm",19.653,980.419,1.00275,136,3.808
"Jan 2, 04:00 pm",21.336,3556.05,1.00225,151,4.863
"Jan 2, 05:00 pm",22.32,2891.01,1.00191,164,4.611
"Jan 2, 06:00 pm",23.018,778.856,1.00157,173,3.714
"Jan 2, 07:00 pm",23.583,0,1.0012,187,3.182
"Jan 2, 08:00 pm",23.77,0,1.00093,193,2.768
"Jan 2, 09:00 pm",23.702,0,1.00073,196,2.382
"Jan 2, 10:00 pm",22.463,0,1.0009,188,2.462
"Jan 2, 11:00 pm",22.4,335.473,1.00114,235,3.621
"Jan 3, 12:00 am",20.206,3431.43,1.00135,261,4.807
"Jan 3, 01:00 am",18.9,2181.19,1.0015,254,4.336
"Jan 3, 02:00 am",17.947,0,1.00167,241,2.875
"Jan 3, 03:00 am",17.162,0,1.00164,234,1.863
"Jan 3, 04:00 am",16.41,0,1.00145,224,1.435
"Jan 3, 05:00 am",15.712,0,1.00144,185,1.663
"Jan 3, 06:00 am",15.169,0,1.0017,152,2.67
"Jan 3, 07:00 am",14.722,0,1.00169,164,2.208
"Jan 3, 08:00 am",14.014,932.445,1.00186,130,3.78
"Jan 3, 09:00 am",13.697,1461.51,1.00197,131,4.033
"Jan 3, 10:00 am",13.457,1126.49,1.0021,141,3.87
"Jan 3, 11:00 am",12.969,0,1.00237,140,3.54
"Jan 3, 12:00 pm",12.551,0,1.00262,144,3.095
"Jan 3, 01:00 pm",13.154,0,1.00279,170,2.686
"Jan 3, 02:00 pm",13.923,0,1.00297,168,2.686
"Jan 3, 03:00 pm",14.627,0,1.00284,154,2.619
"Jan 3, 04:00 pm",16.595,0,1.00249,162,2.333
"Jan 3, 05:00 pm",19.352,0,1.00224,171,1.975
"Jan 3, 06:00 pm",21.957,0,1.00189,175,1.798
"Jan 3, 07:00 pm",22.69,0,1.00163,172,1.332
"Jan 3, 08:00 pm",23.178,0,1.00138,185,0.524
"Jan 3, 09:00 pm",23.007,0,1.00133,284,0.863
"Jan 3, 10:00 pm",22.423,0,1.00144,342,1.17
"Jan 3, 11:00 pm",21.839,0,1.00156,65,2.216
"Jan 4, 12:00 am",20.819,3796.9,1.0016,86,4.953
"Jan 4, 01:00 am",20.488,4586.93,1.00162,93,5.164
"Jan 4, 02:00 am",19.695,5643.29,1.00177,95,5.419
"Jan 4, 03:00 am",19.45,20278,1.00178,106,7.613
"Jan 4, 04:00 am",19.049,20422.9,1.00175,116,7.618
"Jan 4, 05:00 am",18.396,20423.2,1.00182,121,7.617
"Jan 4, 06:00 am",17.109,24927.4,1.00192,122,8.136
"Jan 4, 07:00 am",16.209,27038.7,1.00212,122,8.353
"Jan 4, 08:00 am",15.652,22476,1.00216,124,7.851
"Jan 4, 09:00 am",15.264,14525.1,1.0023,125,6.859
"Jan 4, 10:00 am",14.989,10913.4,1.00252,122,6.264
"Jan 4, 11:00 am",14.678,9624.68,1.00268,121,6.058
"Jan 4, 12:00 pm",14.546,5481.26,1.00289,122,5.283
"Jan 4, 01:00 pm",16.573,2496.81,1.00311,121,4.447
"Jan 4, 02:00 pm",18.898,0,1.00331,111,2.826
"Jan 4, 03:00 pm",20.977,0,1.00315,128,2.24
"Jan 4, 04:00 pm",22.44,0,1.00291,151,2.342
"Jan 4, 05:00 pm",23.379,0,1.00268,150,2.059
"Jan 4, 06:00 pm",24.136,0,1.00264,151,1.458
"Jan 4, 07:00 pm",24.698,0,1.00256,137,1.129
"Jan 4, 08:00 pm",24.942,0,1.00248,148,0.978
"Jan 4, 09:00 pm",24.874,0,1.00258,86,0.713
"Jan 4, 10:00 pm",23.349,0,1.0027,83,1.417
"Jan 4, 11:00 pm",22.05,0,1.00284,92,1.519
"Jan 5, 12:00 am",20.881,0,1.00304,32,2.176
"Jan 5, 01:00 am",19.279,903.413,1.00328,313,3.771
"Jan 5, 02:00 am",18.315,0,1.00337,336,3.484
"Jan 5, 03:00 am",17.821,0,1.00326,359,3.516
"Jan 5, 04:00 am",16.944,1453.77,1.00322,58,4.042
"Jan 5, 05:00 am",16.894,2911.57,1.00307,131,4.594
"Jan 5, 06:00 am",16.445,7026.76,1.00319,135,5.585
"Jan 5, 07:00 am",15.99,2523.3,1.00325,136,4.445
"Jan 5, 08:00 am",15.675,1016.89,1.00329,131,3.822
"Jan 5, 09:00 am",15.452,0,1.0034,126,3.084
"Jan 5, 10:00 am",15.161,0,1.00351,112,2.918
"Jan 5, 11:00 am",14.821,0,1.00361,103,3.222
"Jan 5, 12:00 pm",14.874,616.791,1.00368,99,3.639
"Jan 5, 01:00 pm",14.487,0,1.00382,107,3.552
"Jan 5, 02:00 pm",14.977,0,1.00387,103,3.009
"Jan 5, 03:00 pm",16.25,0,1.0036,100,3.112
"Jan 5, 04:00 pm",17.863,0,1.00311,102,2.841
"Jan 5, 05:00 pm",20.887,0,1.00268,124,1.918
"Jan 5, 06:00 pm",22.981,0,1.0022,145,2.003
"Jan 5, 07:00 pm",23.818,0,1.00177,159,2.145
"Jan 5, 08:00 pm",24.082,0,1.00131,179,2.006
"Jan 5, 09:00 pm",23.96,0,1.00113,176,2.187
"Jan 5, 10:00 pm",22.378,0,1.00097,170,2.439
"Jan 5, 11:00 pm",21.019,0,1.0009,164,2.763
"Jan 6, 12:00 am",20.112,0,1.00083,169,2.384
"Jan 6, 01:00 am",19.15,0,1.00067,189,1.638
"Jan 6, 02:00 am",18.093,0,1.00061,250,1.777
"Jan 6, 03:00 am",17.33,0,1.00038,284,1.536
"Jan 6, 04:00 am",16.725,0,0.99993,291,1.155
"Jan 6, 05:00 am",16.439,0,0.999962,112,3.365
"Jan 6, 06:00 am",16.252,3253.29,0.999723,145,4.724
"Jan 6, 07:00 am",15.735,25974.5,0.99959,162,8.275
"Jan 6, 08:00 am",15.134,31120.6,0.999394,162,8.801
"Jan 6, 09:00 am",14.686,40630,0.999369,161,9.787
"Jan 6, 10:00 am",14.345,46769.1,0.999358,161,10.344
"Jan 6, 11:00 am",14.296,54460.3,0.999291,163,11.167
"Jan 6, 12:00 pm",14.761,55036.8,0.999284,169,11.222
"Jan 6, 01:00 pm",16.223,27041.5,0.999403,177,8.348
"Jan 6, 02:00 pm",16.627,8051.09,0.999292,180,5.778
"Jan 6, 03:00 pm",17.574,10121.9,0.998781,173,6.137
"Jan 6, 04:00 pm",22.074,7684.87,0.997958,172,5.727
"Jan 6, 05:00 pm",24.46,17190.9,0.997199,176,7.251
"Jan 6, 06:00 pm",25.279,12512.6,0.996601,182,6.652
"Jan 6, 07:00 pm",26.03,18773.8,0.996044,185,7.465
"Jan 6, 08:00 pm",25.846,27480.4,0.995632,190,8.508
"Jan 6, 09:00 pm",25.181,33420.4,0.995488,192,9.093
"Jan 6, 10:00 pm",23.584,18941.2,0.995474,195,7.488
"Jan 6, 11:00 pm",22.229,20310.5,0.995527,195,7.66
"Jan 7, 12:00 am",21.016,23043.1,0.995499,198,8.018
"Jan 7, 01:00 am",20.282,39244.5,0.995316,190,9.674
"Jan 7, 02:00 am",20.137,42592.9,0.995184,188,9.965
"Jan 7, 03:00 am",19.813,39407.6,0.994928,189,9.684
"Jan 7, 04:00 am",19.514,36941.7,0.994639,188,9.441
"Jan 7, 05:00 am",19.655,30586.3,0.994483,186,8.755
"Jan 7, 06:00 am",20.329,20142.7,0.99453,190,7.6
"Jan 7, 07:00 am",20.463,32936.3,0.994407,190,8.984
"Jan 7, 08:00 am",20.484,21221.7,0.994052,190,7.749
"Jan 7, 09:00 am",20.469,32552.5,0.993665,184,8.955
"Jan 7, 10:00 am",20.862,27467.9,0.993595,183,8.465
"Jan 7, 11:00 am",21.11,27186.7,0.993315,183,8.436
"Jan 7, 12:00 pm",21.096,25950.8,0.993359,190,8.288
"Jan 7, 01:00 pm",21.248,29509,0.993092,189,8.671
"Jan 7, 02:00 pm",21.633,21248.1,0.992987,202,7.856
"Jan 7, 03:00 pm",21.797,22232.6,0.992823,228,7.894
