,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-1.949,58394.7,0.982381,290,11.4
"Jan 1, 01:00 am",-2.862,59074.6,0.983621,295,11.532
"Jan 1, 02:00 am",-3.691,48072,0.984584,295,10.169
"Jan 1, 03:00 am",-3.686,40637.8,0.985443,298,9.545
"Jan 1, 04:00 am",-4.008,36742.7,0.986192,297,9.108
"Jan 1, 05:00 am",-4.12,44524,0.986946,295,9.863
"Jan 1, 06:00 am",-3.575,50268.9,0.987929,296,10.386
"Jan 1, 07:00 am",-3.939,45051.7,0.988924,293,9.898
"Jan 1, 08:00 am",-4.707,32937.5,0.989812,289,8.746
"Jan 1, 09:00 am",-4.426,40620.5,0.990376,289,9.511
"Jan 1, 10:00 am",-3.807,49199,0.991027,289,10.256
"Jan 1, 11:00 am",-3.943,51410.3,0.991726,289,10.462
"Jan 1, 12:00 pm",-4.169,54360.6,0.992535,289,10.726
"Jan 1, 01:00 pm",-4.516,53685.2,0.993207,289,10.645
"Jan 1, 02:00 pm",-4.15,61273.5,0.994066,298,12.133
"Jan 1, 03:00 pm",-3.874,61324.8,0.99493,304,13.215
"Jan 1, 04:00 pm",-3.739,61324.2,0.99542,304,14.121
"Jan 1, 05:00 pm",-3.579,61312.5,0.995821,305,13.781
"Jan 1, 06:00 pm",-3.258,61259,0.996137,305,12.423
"Jan 1, 07:00 pm",-3.246,61284.6,0.996597,304,12.61
"Jan 1, 08:00 pm",-3.515,61386,0.997252,303,12.52
"Jan 1, 09:00 pm",-4.09,61460.7,0.997743,303,12.116
"Jan 1, 10:00 pm",-5.109,53360.4,0.998138,306,10.587
"Jan 1, 11:00 pm",-5.912,42055.5,0.998663,306,9.595
"Jan 2, 12:00 am",-6.365,38575.8,0.999136,304,9.239
"Jan 2, 01:00 am",-6.796,24278,0.999546,304,7.848
"Jan 2, 02:00 am",-7.061,49167.5,0.999765,310,10.143
"Jan 2, 03:00 am",-7.462,39072.1,0.99987,317,9.264
"Jan 2, 04:00 am",-7.792,51523.9,1,317,10.361
"Jan 2, 05:00 am",-8.261,50727.1,1.00042,319,10.276
"Jan 2, 06:00 am",-8.748,40441.7,1.00081,315,9.384
"Jan 2, 07:00 am",-9.057,39725.7,1.00153,312,9.307
"Jan 2, 08:00 am",-9.437,38104.8,1.00226,309,9.108
"Jan 2, 09:00 am",-9.753,43080.6,1.00292,308,9.614
"Jan 2, 10:00 am",-10.133,38003.9,1.00364,304,9.087
"Jan 2, 11:00 am",-10.412,38822.3,1.00445,304,9.171
"Jan 2, 12:00 pm",-10.793,31834.7,1.00532,301,8.546
"Jan 2, 01:00 pm",-11.166,28749.7,1.00611,300,8.232
"Jan 2, 02:00 pm",-10.317,26232,1.00668,312,7.988
"Jan 2, 03:00 pm",-9.234,22947,1.00722,319,7.643
"Jan 2, 04:00 pm",-8.297,16874.7,1.00746,317,6.959
"Jan 2, 05:00 pm",-7.329,13374.8,1.00749,314,6.541
"Jan 2, 06:00 pm",-6.373,13230.7,1.0075,310,6.533
"Jan 2, 07:00 pm",-5.517,13863.4,1.00748,311,6.623
"Jan 2, 08:00 pm",-5.027,11374.5,1.0074,311,6.187
"Jan 2, 09:00 pm",-5.015,9641.13,1.00727,313,5.944
"Jan 2, 10:00 pm",-6.769,8929.97,1.0072,311,5.8
"Jan 2, 11:00 pm",-7.894,15804.2,1.00728,312,6.844
"Jan 3, 12:00 am",-8.639,15702,1.00749,311,6.829
"Jan 3, 01:00 am",-9.165,10325.4,1.00766,314,6.019
"Jan 3, 02:00 am",-9.44,3135.8,1.00758,319,4.564
"Jan 3, 03:00 am",-9.703,0,1.00726,319,3.139
"Jan 3, 04:00 am",-10.324,0,1.00699,296,1.484
"Jan 3, 05:00 am",-10.733,0,1.00672,263,1.136
"Jan 3, 06:00 am",-11.173,0,1.00671,219,1.362
"Jan 3, 07:00 am",-11.566,0,1.00663,195,2.538
"Jan 3, 08:00 am",-11.835,0,1.00635,192,3.45
"Jan 3, 09:00 am",-12.095,2453.98,1.00616,189,4.329
"Jan 3, 10:00 am",-12.261,4231.14,1.00579,186,4.861
"Jan 3, 11:00 am",-12.404,14201.5,1.00545,184,6.618
"Jan 3, 12:00 pm",-12.499,23340.4,1.00516,183,7.655
"Jan 3, 01:00 pm",-12.476,26472.7,1.00477,180,7.993
"Jan 3, 02:00 pm",-9.975,20194.5,1.00402,182,7.322
"Jan 3, 03:00 pm",-6.206,8228.58,1.0034,188,5.672
"Jan 3, 04:00 pm",-4.009,10377.4,1.0025,183,6.06
"Jan 3, 05:00 pm",-2.073,16457.9,1.00144,186,6.962
"Jan 3, 06:00 pm",-0.396,21362,1.0003,186,7.546
"Jan 3, 07:00 pm",0.87,23581.7,0.999191,184,7.834
"Jan 3, 08:00 pm",1.525,28877.3,0.998176,183,8.394
