,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",7.986,2258.17,0.968107,182,4.358
"Jan 1, 01:00 am",7.811,14575.2,0.968321,202,6.947
"Jan 1, 02:00 am",8.172,47235.9,0.96846,209,10.509
"Jan 1, 03:00 am",8.181,23128.4,0.968657,211,8.025
"Jan 1, 04:00 am",8.107,17849.5,0.968877,211,7.359
"Jan 1, 05:00 am",7.403,15308.2,0.968754,212,7.028
"Jan 1, 06:00 am",7.473,12054.6,0.968801,205,6.609
"Jan 1, 07:00 am",7.862,1236.57,0.9688,204,3.965
"Jan 1, 08:00 am",8.488,1137.97,0.968521,217,3.889
"Jan 1, 09:00 am",8.478,5341.18,0.968332,207,5.328
"Jan 1, 10:00 am",8.669,11265.1,0.968136,208,6.461
"Jan 1, 11:00 am",8.64,10840.2,0.968106,201,6.333
"Jan 1, 12:00 pm",8.461,11870.6,0.967958,195,6.513
"Jan 1, 01:00 pm",7.504,30520.8,0.96786,199,8.775
"Jan 1, 02:00 pm",7.039,37086.9,0.967987,206,9.535
"Jan 1, 03:00 pm",6.589,53353.2,0.967987,208,11.164
"Jan 1, 04:00 pm",6.561,51092.6,0.968327,206,10.881
"Jan 1, 05:00 pm",8.837,18511.9,0.968829,192,7.361
"Jan 1, 06:00 pm",8.617,23865.4,0.968833,203,8.119
"Jan 1, 07:00 pm",8.987,39740.6,0.968822,207,9.821
"Jan 1, 08:00 pm",8.701,45033,0.968993,213,10.228
"Jan 1, 09:00 pm",8.602,45639.7,0.969209,213,10.293
"Jan 1, 10:00 pm",8.528,47643.9,0.969343,214,10.492
"Jan 1, 11:00 pm",8.309,49444,0.969799,216,10.625
"Jan 2, 12:00 am",7.974,31412.3,0.97056,228,8.795
"Jan 2, 01:00 am",7.959,44571,0.971103,232,10.091
"Jan 2, 02:00 am",7.813,54943.1,0.97173,227,11.252
"Jan 2, 03:00 am",7.497,52221.8,0.972436,226,10.856
"Jan 2, 04:00 am",7.382,52676.6,0.973218,227,10.907
"Jan 2, 05:00 am",7.103,54107,0.974097,227,11.084
"Jan 2, 06:00 am",6.644,45565.4,0.974767,226,10.135
"Jan 2, 07:00 am",6.642,54990.6,0.97526,229,11.196
"Jan 2, 08:00 am",6.465,51307.6,0.975918,230,10.716
"Jan 2, 09:00 am",6.224,46896.2,0.976436,229,10.274
"Jan 2, 10:00 am",6.175,35347.9,0.976693,228,9.141
"Jan 2, 11:00 am",5.939,22287.9,0.977092,225,7.797
"Jan 2, 12:00 pm",5.37,16146.7,0.977614,223,7.03
"Jan 2, 01:00 pm",5.785,15030.8,0.978013,224,6.896
"Jan 2, 02:00 pm",5.771,13298.1,0.978354,224,6.675
"Jan 2, 03:00 pm",5.606,11610.5,0.978705,224,6.398
"Jan 2, 04:00 pm",5.508,11028.1,0.979246,220,6.262
"Jan 2, 05:00 pm",5.753,6478.52,0.979725,222,5.482
"Jan 2, 06:00 pm",6.432,4251.74,0.980029,225,4.969
"Jan 2, 07:00 pm",6.918,2190.7,0.980302,230,4.323
"Jan 2, 08:00 pm",7.433,0,0.980598,235,3.212
"Jan 2, 09:00 pm",7.561,0,0.980733,231,3.576
"Jan 2, 10:00 pm",6.824,0,0.980612,225,2.05
"Jan 2, 11:00 pm",5.877,0,0.980735,208,2.056
"Jan 3, 12:00 am",6.072,0,0.980958,208,2.068
"Jan 3, 01:00 am",6.068,0,0.981015,215,1.684
"Jan 3, 02:00 am",6.147,0,0.980999,198,1.437
"Jan 3, 03:00 am",4.682,0,0.980919,129,1.49
"Jan 3, 04:00 am",4.861,0,0.980918,94,1.921
"Jan 3, 05:00 am",5.024,0,0.980829,95,2.202
"Jan 3, 06:00 am",5.051,0,0.980575,87,2.316
"Jan 3, 07:00 am",5.163,1019.64,0.980461,79,3.826
"Jan 3, 08:00 am",5.943,10650.2,0.980405,79,6.229
"Jan 3, 09:00 am",6.314,18744,0.980149,74,7.362
"Jan 3, 10:00 am",6.512,39351.1,0.9797,67,9.582
"Jan 3, 11:00 am",6.699,47166.9,0.97946,66,10.298
"Jan 3, 12:00 pm",6.865,52587.4,0.979284,65,10.851
"Jan 3, 01:00 pm",6.933,56070.2,0.97916,65,11.345
"Jan 3, 02:00 pm",6.923,57815.6,0.978884,65,12.016
"Jan 3, 03:00 pm",6.95,57986.2,0.97858,65,12.721
"Jan 3, 04:00 pm",7.061,57959,0.978509,65,13.245
"Jan 3, 05:00 pm",7.56,57845.7,0.978335,66,13.528
"Jan 3, 06:00 pm",8.304,57674.6,0.978028,68,13.22
"Jan 3, 07:00 pm",8.893,57527.8,0.97758,68,13.309
"Jan 3, 08:00 pm",9.266,57435.6,0.977303,67,13.917
"Jan 3, 09:00 pm",9.501,57367.2,0.976952,67,14.058
"Jan 3, 10:00 pm",9.37,57366.6,0.976489,68,13.938
"Jan 3, 11:00 pm",8.75,57473.4,0.97616,66,14.84
"Jan 4, 12:00 am",8.327,57552.4,0.976035,66,15.517
