,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-10.704,61397,0.970836,339,12.341
"Jan 1, 01:00 am",-11.32,61554,0.971034,338,13.056
"Jan 1, 02:00 am",-11.82,61677.3,0.971121,336,12.856
"Jan 1, 03:00 am",-12.588,61865.6,0.971224,333,12.751
"Jan 1, 04:00 am",-13.538,62105.5,0.971435,329,12.707
"Jan 1, 05:00 am",-14.295,62311.7,0.971817,328,13.693
"Jan 1, 06:00 am",-14.589,62401.5,0.972113,326,12.886
"Jan 1, 07:00 am",-15.057,62485.9,0.972543,318,12.114
"Jan 1, 08:00 am",-15.588,62708.6,0.973122,316,13.003
"Jan 1, 09:00 am",-16.005,62852.1,0.973771,315,13.614
"Jan 1, 10:00 am",-16.316,62976.8,0.974522,313,13.899
"Jan 1, 11:00 am",-16.58,63093.3,0.975323,313,14.141
"Jan 1, 12:00 pm",-16.774,63191.3,0.976098,314,13.882
"Jan 1, 01:00 pm",-16.493,63162.6,0.976724,315,14.881
"Jan 1, 02:00 pm",-15.776,63010.8,0.977098,315,14.961
"Jan 1, 03:00 pm",-14.658,62741.4,0.977148,315,14.974
"Jan 1, 04:00 pm",-13.634,62497,0.977197,314,15.288
"Jan 1, 05:00 pm",-12.748,62290.8,0.977298,314,15.193
"Jan 1, 06:00 pm",-12.145,62166.9,0.977613,315,14.95
"Jan 1, 07:00 pm",-12.024,62141,0.977658,313,15.673
"Jan 1, 08:00 pm",-12.446,62256.9,0.977899,310,15.06
"Jan 1, 09:00 pm",-13.012,62427,0.978441,312,16.792
"Jan 1, 10:00 pm",-12.779,62423,0.979255,312,16.152
"Jan 1, 11:00 pm",-12.742,62455.7,0.979908,309,15.077
"Jan 2, 12:00 am",-12.838,62502.1,0.980275,306,14.122
"Jan 2, 01:00 am",-12.864,62523.1,0.980506,305,14.696
"Jan 2, 02:00 am",-12.669,62497.1,0.980832,304,15.298
"Jan 2, 03:00 am",-12.297,62416.3,0.980963,300,15.333
"Jan 2, 04:00 am",-11.9,62321.6,0.980965,298,15.633
"Jan 2, 05:00 am",-11.811,62312.3,0.981154,297,15.367
"Jan 2, 06:00 am",-11.72,62301.3,0.981322,299,14.767
"Jan 2, 07:00 am",-11.76,62330.2,0.981627,294,13.293
"Jan 2, 08:00 am",-11.353,62216,0.981353,295,12.544
"Jan 2, 09:00 am",-11.333,51540.8,0.981331,288,10.399
"Jan 2, 10:00 am",-10.9,43927.3,0.981265,281,9.799
"Jan 2, 11:00 am",-10.696,36050.6,0.981116,279,9.053
"Jan 2, 12:00 pm",-10.368,32370,0.980739,282,8.703
"Jan 2, 01:00 pm",-8.717,14733.2,0.980368,282,6.798
"Jan 2, 02:00 pm",-7.231,1383.19,0.979648,278,3.987
"Jan 2, 03:00 pm",-5.42,1088.82,0.978687,263,3.859
"Jan 2, 04:00 pm",-3.898,1266.59,0.977509,243,3.919
"Jan 2, 05:00 pm",-2.783,2426.58,0.976271,237,4.386
"Jan 2, 06:00 pm",-2.352,1634.26,0.975112,224,4.089
"Jan 2, 07:00 pm",-2.743,670.991,0.974099,216,3.646
"Jan 2, 08:00 pm",-3.937,2767.76,0.973196,221,4.495
"Jan 2, 09:00 pm",-4.537,13051.5,0.972545,224,6.58
"Jan 2, 10:00 pm",-4.512,32799.9,0.971976,232,8.793
"Jan 2, 11:00 pm",-4.558,49072.7,0.971472,236,10.342
"Jan 3, 12:00 am",-4.941,47884.6,0.971028,246,10.198
"Jan 3, 01:00 am",-5.201,41380,0.970632,259,9.701
"Jan 3, 02:00 am",-5.672,28539.5,0.970298,280,8.433
"Jan 3, 03:00 am",-6.699,11617.5,0.969923,307,6.31
"Jan 3, 04:00 am",-7.404,7943.22,0.969572,308,5.678
"Jan 3, 05:00 am",-7.987,4938.7,0.96931,293,5.089
"Jan 3, 06:00 am",-8.221,6167.82,0.969259,288,5.374
"Jan 3, 07:00 am",-8.133,10242.5,0.969233,284,6.088
"Jan 3, 08:00 am",-8.226,24301.5,0.969252,285,7.927
"Jan 3, 09:00 am",-8.033,25302.6,0.969502,289,8.02
"Jan 3, 10:00 am",-9.197,19085.5,0.96991,299,7.29
"Jan 3, 11:00 am",-8.985,29268.5,0.970374,301,8.416
"Jan 3, 12:00 pm",-8.21,47259.2,0.970723,296,10.082
"Jan 3, 01:00 pm",-7.472,46632.6,0.971261,297,10.041
"Jan 3, 02:00 pm",-6.881,20199.2,0.971439,288,7.435
"Jan 3, 03:00 pm",-6.226,20846.1,0.971287,275,7.627
"Jan 3, 04:00 pm",-5.779,35885.7,0.971192,278,9.149
"Jan 3, 05:00 pm",-5.332,47590.9,0.971096,281,10.215
"Jan 3, 06:00 pm",-5.426,51724.3,0.971152,281,10.616
"Jan 3, 07:00 pm",-5.952,53828.6,0.971153,281,10.816
"Jan 3, 08:00 pm",-6.91,58897,0.971229,286,11.433
"Jan 3, 09:00 pm",-7.933,56299.2,0.971895,288,10.996
"Jan 3, 10:00 pm",-8.67,49199.4,0.972231,289,10.261
"Jan 3, 11:00 pm",-9.071,51352.3,0.972442,287,10.465
"Jan 4, 12:00 am",-9.341,52816.7,0.972596,290,10.576
"Jan 4, 01:00 am",-9.571,52680.3,0.972914,295,10.56
"Jan 4, 02:00 am",-10.085,38243.2,0.973147,302,9.257
"Jan 4, 03:00 am",-10.504,42411.8,0.973097,302,9.659
"Jan 4, 04:00 am",-10.765,40977.1,0.973095,301,9.527
"Jan 4, 05:00 am",-10.895,41834.1,0.973208,300,9.602
"Jan 4, 06:00 am",-10.828,45983.8,0.973537,301,9.944
"Jan 4, 07:00 am",-10.381,53611.2,0.973986,306,10.633
"Jan 4, 08:00 am",-10.416,54189.9,0.974421,308,10.684
"Jan 4, 09:00 am",-9.974,61493.9,0.975073,314,14.706
"Jan 4, 10:00 am",-9.965,61535.1,0.975759,320,13.898
"Jan 4, 11:00 am",-9.616,61505.4,0.976582,323,14.338
"Jan 4, 12:00 pm",-10.063,45728.6,0.977105,324,9.948
"Jan 4, 01:00 pm",-9.128,30882.5,0.977746,321,8.558
"Jan 4, 02:00 pm",-7.729,33311,0.978301,318,8.774
"Jan 4, 03:00 pm",-6.846,40581.8,0.978535,315,9.51
"Jan 4, 04:00 pm",-5.738,42828.6,0.97879,313,9.725
"Jan 4, 05:00 pm",-4.753,39707,0.978996,312,9.458
"Jan 4, 06:00 pm",-4.048,29453.5,0.979378,309,8.461
"Jan 4, 07:00 pm",-3.924,24523.5,0.979868,308,7.952
"Jan 4, 08:00 pm",-4.706,43380.2,0.980143,308,9.792
"Jan 4, 09:00 pm",-5.241,59444.7,0.980697,313,11.533
"Jan 4, 10:00 pm",-5.849,54680,0.98136,315,10.781
"Jan 4, 11:00 pm",-6.145,55406.2,0.981725,318,10.854
"Jan 5, 12:00 am",-6.297,30793.8,0.981863,320,8.563
"Jan 5, 01:00 am",-6.442,7226.71,0.982087,310,5.553
"Jan 5, 02:00 am",-6.532,8800.56,0.981828,307,5.826
"Jan 5, 03:00 am",-6.576,5190.24,0.981146,319,5.137
"Jan 5, 04:00 am",-6.481,2888,0.980837,320,4.52
"Jan 5, 05:00 am",-6.014,816.864,0.980348,318,3.701
"Jan 5, 06:00 am",-5.89,2891.73,0.979978,231,4.53
"Jan 5, 07:00 am",-5.601,14995.9,0.979708,231,6.822
"Jan 5, 08:00 am",-4.711,22089.3,0.97885,230,7.666
"Jan 5, 09:00 am",-3.945,29708.5,0.978232,226,8.487
"Jan 5, 10:00 am",-3.938,20965.3,0.977687,217,7.555
"Jan 5, 11:00 am",-4.241,19731.8,0.977055,207,7.488
"Jan 5, 12:00 pm",-3.671,27472.2,0.976466,216,8.296
"Jan 5, 01:00 pm",-3.186,21585.8,0.976121,237,7.631
"Jan 5, 02:00 pm",-2.67,14332.8,0.975675,251,6.769
"Jan 5, 03:00 pm",-1.541,14980.7,0.975198,267,6.96
"Jan 5, 04:00 pm",-0.176,34387.2,0.974806,271,9.122
"Jan 5, 05:00 pm",0.417,29026.5,0.974594,278,8.569
"Jan 5, 06:00 pm",0.508,57317,0.974587,284,11.405
"Jan 5, 07:00 pm",-0.212,58831.1,0.974826,285,11.877
"Jan 5, 08:00 pm",-1.454,59568,0.975113,286,13.808
"Jan 5, 09:00 pm",-2.287,59790.2,0.97575,288,16.013
"Jan 5, 10:00 pm",-2.671,59901.2,0.976176,287,15.485
"Jan 5, 11:00 pm",-3.411,49044.3,0.976735,284,10.349
"Jan 6, 12:00 am",-4.167,44112.5,0.977118,278,9.968
"Jan 6, 01:00 am",-4.51,60319.4,0.977721,276,12.269
"Jan 6, 02:00 am",-5.074,60558.9,0.978126,278,16.252
"Jan 6, 03:00 am",-5.618,60696,0.97835,278,14.596
"Jan 6, 04:00 am",-6.006,60802.5,0.978646,276,12.682
"Jan 6, 05:00 am",-6.273,59189.3,0.978742,268,11.627
"Jan 6, 06:00 am",-6.252,60904.3,0.979382,269,12.845
"Jan 6, 07:00 am",-6.897,53135.1,0.980084,264,10.76
"Jan 6, 08:00 am",-7.639,51729.4,0.980421,260,10.552
