,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",7.592,3042.94,0.975473,214,4.658
"Jan 1, 01:00 am",6.882,6644.48,0.975734,218,5.528
"Jan 1, 02:00 am",6.08,9412.66,0.975739,221,6.017
"Jan 1, 03:00 am",5.46,13195,0.97562,226,6.664
"Jan 1, 04:00 am",4.801,19761.6,0.975213,229,7.472
"Jan 1, 05:00 am",4.359,14560.2,0.975327,229,6.839
"Jan 1, 06:00 am",4.058,23440.4,0.975295,224,7.914
"Jan 1, 07:00 am",3.579,29146.5,0.975313,221,8.528
"Jan 1, 08:00 am",4.16,32313.4,0.975243,222,8.824
"Jan 1, 09:00 am",5.235,23412,0.975097,220,7.93
"Jan 1, 10:00 am",6.077,20699.1,0.975161,220,7.607
"Jan 1, 11:00 am",7.021,34565.1,0.97501,228,9.067
"Jan 1, 12:00 pm",8.612,44865.8,0.975166,234,10.112
"Jan 1, 01:00 pm",9.959,55331.8,0.975217,239,11.376
"Jan 1, 02:00 pm",10.658,56124.9,0.975099,235,11.688
"Jan 1, 03:00 pm",11.542,50454.8,0.974723,237,10.74
"Jan 1, 04:00 pm",12.424,48662.5,0.974166,241,10.568
"Jan 1, 05:00 pm",13.804,28531.6,0.973824,244,8.578
"Jan 1, 06:00 pm",16.344,25917.2,0.973693,253,8.318
"Jan 1, 07:00 pm",17.192,40284.9,0.973361,271,9.99
"Jan 1, 08:00 pm",16.595,45234.1,0.973514,288,10.295
"Jan 1, 09:00 pm",14.914,41344.6,0.974085,288,9.893
"Jan 1, 10:00 pm",12.232,53271.9,0.974985,294,11.1
"Jan 1, 11:00 pm",10.387,57116.3,0.975728,300,12.995
"Jan 2, 12:00 am",8.908,55498.7,0.976303,305,11.35
"Jan 2, 01:00 am",7.851,55623.3,0.97676,313,11.315
"Jan 2, 02:00 am",6.978,57904,0.977292,318,14.02
"Jan 2, 03:00 am",5.604,58207.5,0.977595,322,12.818
"Jan 2, 04:00 am",4.458,58199.9,0.977436,324,12.007
"Jan 2, 05:00 am",3.336,56215.1,0.977485,325,11.311
"Jan 2, 06:00 am",2.636,57026.8,0.977571,323,11.399
"Jan 2, 07:00 am",1.899,55526.8,0.977582,320,11.113
"Jan 2, 08:00 am",0.859,53718.7,0.977558,318,10.849
"Jan 2, 09:00 am",-0.062,51506.2,0.977766,316,10.587
"Jan 2, 10:00 am",-0.663,43461.7,0.977938,313,9.85
"Jan 2, 11:00 am",-1.083,38115.6,0.977983,309,9.365
"Jan 2, 12:00 pm",-1.282,36257.2,0.978145,307,9.135
"Jan 2, 01:00 pm",-0.256,42788.5,0.978385,312,9.799
"Jan 2, 02:00 pm",1.2,30617.4,0.978669,312,8.629
"Jan 2, 03:00 pm",2.473,47246.8,0.97837,309,10.234
"Jan 2, 04:00 pm",3.419,47961.5,0.977866,305,10.338
"Jan 2, 05:00 pm",3.994,47044.2,0.977349,298,10.247
"Jan 2, 06:00 pm",4.488,50891.2,0.977044,293,10.621
"Jan 2, 07:00 pm",4.567,56026.1,0.976483,292,11.281
"Jan 2, 08:00 pm",4.245,56619.4,0.976491,291,11.37
"Jan 2, 09:00 pm",3.367,49583.8,0.976181,293,10.487
"Jan 2, 10:00 pm",0.944,58025,0.976857,295,11.599
"Jan 2, 11:00 pm",0.038,59369.4,0.977199,299,12.841
"Jan 3, 12:00 am",-0.686,58141.2,0.977492,303,11.506
"Jan 3, 01:00 am",-1.31,57756.3,0.978077,312,11.345
"Jan 3, 02:00 am",-1.875,53274.5,0.978672,320,10.738
"Jan 3, 03:00 am",-2.33,46410.9,0.978571,314,10.056
"Jan 3, 04:00 am",-2.779,47165.8,0.978598,318,10.119
"Jan 3, 05:00 am",-3.262,46881.3,0.978866,322,10.104
"Jan 3, 06:00 am",-3.77,38768.4,0.979619,331,9.491
"Jan 3, 07:00 am",-4.146,31244.6,0.98015,337,8.725
"Jan 3, 08:00 am",-4.31,31499.3,0.980752,333,8.761
"Jan 3, 09:00 am",-4.964,39733.5,0.981145,331,9.566
"Jan 3, 10:00 am",-5.258,43127.1,0.98221,331,9.864
"Jan 3, 11:00 am",-5.479,40112.9,0.982154,326,9.536
"Jan 3, 12:00 pm",-5.777,26921.6,0.98326,326,8.218
"Jan 3, 01:00 pm",-5.857,32877.3,0.983782,327,8.811
"Jan 3, 02:00 pm",-5.279,29376.8,0.984278,328,8.496
"Jan 3, 03:00 pm",-4.467,25958.3,0.984259,328,8.153
"Jan 3, 04:00 pm",-3.545,20772.9,0.983994,325,7.536
"Jan 3, 05:00 pm",-2.609,18890,0.983805,326,7.332
"Jan 3, 06:00 pm",-1.659,13788.6,0.983442,325,6.718
"Jan 3, 07:00 pm",-0.861,13110.6,0.983038,317,6.593
"Jan 3, 08:00 pm",-0.501,15635.1,0.982655,312,6.919
"Jan 3, 09:00 pm",-0.636,14061.1,0.982492,310,6.733
"Jan 3, 10:00 pm",-2.545,15367.9,0.982685,310,6.877
"Jan 3, 11:00 pm",-3.255,23924.8,0.98277,306,7.887
"Jan 4, 12:00 am",-3.136,28552.2,0.982857,304,8.367
