,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-6.704,58398.1,0.93749,320,14.281
"Jan 1, 01:00 am",-7.243,58530,0.937707,321,14.055
"Jan 1, 02:00 am",-7.731,58645.8,0.937837,321,13.592
"Jan 1, 03:00 am",-9.113,58950.6,0.937803,322,12.895
"Jan 1, 04:00 am",-11.776,57881.9,0.938009,317,11.396
"Jan 1, 05:00 am",-11.816,59218.6,0.938153,318,11.893
"Jan 1, 06:00 am",-11.853,58330,0.938367,316,11.533
"Jan 1, 07:00 am",-11.732,54674.4,0.938574,314,10.923
"Jan 1, 08:00 am",-11.762,47414.3,0.938729,311,10.186
"Jan 1, 09:00 am",-11.786,35131.5,0.938821,310,9.016
"Jan 1, 10:00 am",-10.393,23383.7,0.938807,305,7.877
"Jan 1, 11:00 am",-11.719,18803.7,0.938976,300,7.308
"Jan 1, 12:00 pm",-9.897,11591.5,0.939225,296,6.354
"Jan 1, 01:00 pm",-8.709,13565.6,0.939298,293,6.692
"Jan 1, 02:00 pm",-8.21,19388.6,0.93919,279,7.469
"Jan 1, 03:00 pm",-7.343,20076.1,0.939232,267,7.614
"Jan 1, 04:00 pm",-5.573,12827.8,0.939379,253,6.616
"Jan 1, 05:00 pm",-4.533,9713.43,0.939337,237,6.067
"Jan 1, 06:00 pm",-3.985,13792.4,0.939069,225,6.753
"Jan 1, 07:00 pm",-3.152,17678.1,0.93886,221,7.24
"Jan 1, 08:00 pm",-3.205,26662.4,0.938355,216,8.329
"Jan 1, 09:00 pm",-3.475,44529.5,0.93797,216,10.092
"Jan 1, 10:00 pm",-4.739,56065.7,0.9377,217,11.375
"Jan 1, 11:00 pm",-6.133,57480.8,0.937742,224,11.708
"Jan 2, 12:00 am",-6.498,57896.7,0.937849,230,11.853
"Jan 2, 01:00 am",-7.049,54472.6,0.937779,232,11.047
"Jan 2, 02:00 am",-7.19,51842.1,0.937142,232,10.727
"Jan 2, 03:00 am",-7.22,52533,0.936385,235,10.812
"Jan 2, 04:00 am",-7.839,55976.9,0.935901,239,11.261
"Jan 2, 05:00 am",-8.008,57022.7,0.93548,243,11.441
"Jan 2, 06:00 am",-8.24,57257.7,0.935005,240,11.53
"Jan 2, 07:00 am",-8.226,57599.1,0.934577,235,11.677
"Jan 2, 08:00 am",-8.112,58499.9,0.934163,232,12.297
"Jan 2, 09:00 am",-7.885,58414.8,0.933602,229,12.868
"Jan 2, 10:00 am",-7.813,58352.8,0.932865,229,13.1
"Jan 2, 11:00 am",-7.57,58261.6,0.93226,226,13.302
"Jan 2, 12:00 pm",-7.053,58118.6,0.931782,226,13.52
"Jan 2, 01:00 pm",-6.369,57937.2,0.931261,228,13.582
"Jan 2, 02:00 pm",-5.523,57715.5,0.930639,229,12.528
"Jan 2, 03:00 pm",-3.911,57008.5,0.929966,229,11.922
"Jan 2, 04:00 pm",-2.481,51670.2,0.929571,230,10.855
"Jan 2, 05:00 pm",-0.003,45160.3,0.928923,233,10.229
"Jan 2, 06:00 pm",1.571,50257.2,0.928092,238,10.796
"Jan 2, 07:00 pm",2.397,53878.5,0.927453,242,11.333
"Jan 2, 08:00 pm",2.298,54418,0.926938,236,11.459
"Jan 2, 09:00 pm",1.768,55166.8,0.926604,235,11.733
"Jan 2, 10:00 pm",0.828,56007.2,0.926096,239,12.105
"Jan 2, 11:00 pm",0.592,56133.2,0.925806,246,13.132
"Jan 3, 12:00 am",0.922,56060.3,0.925719,249,14.213
"Jan 3, 01:00 am",0.046,56233.4,0.925609,252,13.72
"Jan 3, 02:00 am",-0.645,56357.5,0.925305,253,13.252
"Jan 3, 03:00 am",-1.247,56461.1,0.924959,254,13.186
"Jan 3, 04:00 am",-0.976,56392.5,0.924756,254,13.551
"Jan 3, 05:00 am",0.01,56180.8,0.924621,254,13.806
"Jan 3, 06:00 am",-0.559,56279.3,0.924313,254,13.209
"Jan 3, 07:00 am",0.079,56127.6,0.923978,253,13.809
"Jan 3, 08:00 am",0.228,56079.1,0.923684,255,14.006
"Jan 3, 09:00 am",0.016,56103.9,0.923377,253,13.376
"Jan 3, 10:00 am",-0.938,56264.9,0.922791,250,12.751
"Jan 3, 11:00 am",-0.371,56096.5,0.922383,246,12.163
"Jan 3, 12:00 pm",-0.04,56045.8,0.92223,246,12.933
"Jan 3, 01:00 pm",0.734,55870.9,0.921957,252,14.055
"Jan 3, 02:00 pm",-0.019,56006.4,0.921653,252,13.625
"Jan 3, 03:00 pm",0.271,55932.3,0.921412,255,12.918
"Jan 3, 04:00 pm",1.506,50655.8,0.921396,251,10.878
"Jan 3, 05:00 pm",2.489,37244.3,0.921183,246,9.553
"Jan 3, 06:00 pm",3.183,27906,0.920775,242,8.569
"Jan 3, 07:00 pm",3.558,29880,0.920342,246,8.761
"Jan 3, 08:00 pm",3.542,37008.8,0.920007,248,9.548
"Jan 3, 09:00 pm",3.009,51541.5,0.919653,247,11.047
"Jan 3, 10:00 pm",2.25,55403.7,0.919308,252,12.291
"Jan 3, 11:00 pm",1.874,55472.9,0.919202,256,12.725
"Jan 4, 12:00 am",1.892,55462.9,0.919095,256,12.959
"Jan 4, 01:00 am",1.661,55500.4,0.918944,255,12.751
"Jan 4, 02:00 am",1.452,55450.8,0.918775,251,12.099
"Jan 4, 03:00 am",2.106,54568.5,0.918548,250,11.697
"Jan 4, 04:00 am",1.953,48053.5,0.918531,253,10.609
"Jan 4, 05:00 am",1.842,41332.1,0.918461,259,9.99
"Jan 4, 06:00 am",1.838,41675.2,0.918328,266,10.115
"Jan 4, 07:00 am",0.836,32176.2,0.917958,300,8.965
"Jan 4, 08:00 am",0.608,24989.7,0.917818,296,8.215
"Jan 4, 09:00 am",1.531,16727.3,0.91756,287,7.213
"Jan 4, 10:00 am",1.251,20425.1,0.917059,255,7.707
"Jan 4, 11:00 am",0.866,18726.5,0.916946,258,7.494
"Jan 4, 12:00 pm",0.163,30711.2,0.916769,246,8.816
"Jan 4, 01:00 pm",-1.141,43326.2,0.916928,251,10.07
"Jan 4, 02:00 pm",-3.174,31380.7,0.917005,267,8.983
"Jan 4, 03:00 pm",-1.303,41614.8,0.916995,281,9.978
"Jan 4, 04:00 pm",1.239,29884.8,0.917323,289,8.748
"Jan 4, 05:00 pm",1.686,26177.6,0.917775,292,8.358
"Jan 4, 06:00 pm",1.734,24173,0.917746,301,8.143
"Jan 4, 07:00 pm",1.618,20328.4,0.917851,308,7.681
"Jan 4, 08:00 pm",1.569,14616.4,0.918083,304,6.942
"Jan 4, 09:00 pm",0.833,18896.1,0.918161,295,7.474
"Jan 4, 10:00 pm",-0.637,37676.8,0.918345,291,9.563
"Jan 4, 11:00 pm",-0.89,51480,0.918828,289,10.943
"Jan 5, 12:00 am",-1.214,54649,0.919275,293,11.438
"Jan 5, 01:00 am",-1.587,54777.1,0.919701,295,11.45
"Jan 5, 02:00 am",-2.868,52292.1,0.920009,299,11.002
"Jan 5, 03:00 am",-2.43,52012.3,0.920178,301,10.976
"Jan 5, 04:00 am",-2.434,48793.8,0.920611,302,10.595
"Jan 5, 05:00 am",-2.811,47706.9,0.921159,300,10.484
"Jan 5, 06:00 am",-2.746,43628.7,0.921557,299,10.058
"Jan 5, 07:00 am",-2.956,36473.8,0.92214,296,9.393
"Jan 5, 08:00 am",-3.46,41513.5,0.922728,295,9.862
"Jan 5, 09:00 am",-3.596,41728.4,0.923175,295,9.877
"Jan 5, 10:00 am",-3.373,45072.9,0.923544,295,10.173
"Jan 5, 11:00 am",-3.342,45407.7,0.924217,296,10.21
"Jan 5, 12:00 pm",-3.549,45954.9,0.925023,297,10.267
"Jan 5, 01:00 pm",-3.769,48948.7,0.925704,298,10.556
"Jan 5, 02:00 pm",-3.455,55054.9,0.926088,301,11.351
"Jan 5, 03:00 pm",-2.866,50140.3,0.926448,301,10.694
"Jan 5, 04:00 pm",-2.018,34161,0.927107,301,9.099
