,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-9.071,47786.9,0.760329,237,18.288
"Jan 1, 01:00 am",-9.156,47802.1,0.760326,238,17.905
"Jan 1, 02:00 am",-9.175,47798.6,0.760216,240,18.093
"Jan 1, 03:00 am",-9.327,47808,0.759927,237,17.749
"Jan 1, 04:00 am",-9.414,47825.1,0.759949,237,18.217
"Jan 1, 05:00 am",-9.681,47882.9,0.760098,236,17.92
"Jan 1, 06:00 am",-9.921,47933.4,0.760205,234,18.111
"Jan 1, 07:00 am",-9.965,47954.1,0.760406,233,18.341
"Jan 1, 08:00 am",-9.917,47955.8,0.760573,236,19.695
"Jan 1, 09:00 am",-9.881,47964.2,0.760809,236,19.655
"Jan 1, 10:00 am",-9.795,47942.4,0.760713,237,20.422
"Jan 1, 11:00 am",-9.7,47939.5,0.76094,235,20.282
"Jan 1, 12:00 pm",-9.348,47895.8,0.761262,235,20.292
"Jan 1, 01:00 pm",-9.08,47860.4,0.761473,235,20.238
"Jan 1, 02:00 pm",-8.689,47802.9,0.761683,233,19.916
"Jan 1, 03:00 pm",-8.111,47720.8,0.762037,232,20.027
"Jan 1, 04:00 pm",-7.259,47585.4,0.762318,232,19.296
"Jan 1, 05:00 pm",-6.083,47371.6,0.76225,231,19.049
"Jan 1, 06:00 pm",-5.073,47186.6,0.762145,233,19.082
"Jan 1, 07:00 pm",-3.881,46982.9,0.762228,233,18.033
"Jan 1, 08:00 pm",-3.197,46860.5,0.762173,233,17.407
"Jan 1, 09:00 pm",-3.008,46814.6,0.761961,230,17.582
"Jan 1, 10:00 pm",-3.375,46848.2,0.761471,228,17.974
"Jan 1, 11:00 pm",-3.787,46901.3,0.76117,230,19.486
"Jan 2, 12:00 am",-4.045,46937,0.76102,232,19.968
"Jan 2, 01:00 am",-4.089,46934.9,0.760862,233,19.873
"Jan 2, 02:00 am",-4.003,46904.9,0.760618,235,19.531
"Jan 2, 03:00 am",-4.057,46895.2,0.760309,237,19.827
"Jan 2, 04:00 am",-4.134,46906.4,0.760272,237,20.376
"Jan 2, 05:00 am",-4.331,46932.1,0.760132,237,19.838
"Jan 2, 06:00 am",-4.521,46956.4,0.759987,239,19.475
