,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",2.543,59327.4,0.985462,66,17.904
"Jan 1, 01:00 am",2.405,59325.6,0.984939,67,18.618
"Jan 1, 02:00 am",2.487,59271.3,0.984331,67,19.382
"Jan 1, 03:00 am",2.577,59215.1,0.983718,67,20.529
"Jan 1, 04:00 am",2.646,59173.9,0.98328,66,21.227
"Jan 1, 05:00 am",2.725,59138.1,0.982966,67,21.66
"Jan 1, 06:00 am",3.034,59049.7,0.982597,67,21.886
"Jan 1, 07:00 am",3.326,58955.4,0.982065,67,22.323
"Jan 1, 08:00 am",3.429,58894.5,0.981416,67,22.777
"Jan 1, 09:00 am",3.612,58823.7,0.980884,68,23.157
"Jan 1, 10:00 am",3.801,58745.8,0.980254,68,23.432
"Jan 1, 11:00 am",3.83,58703.6,0.979652,68,23.818
"Jan 1, 12:00 pm",3.769,58680.9,0.979058,68,24.402
"Jan 1, 01:00 pm",3.661,58687.2,0.978781,68,24.559
"Jan 1, 02:00 pm",3.525,58688.6,0.978324,68,24.815
"Jan 1, 03:00 pm",3.449,58693.8,0.978141,68,24.647
"Jan 1, 04:00 pm",3.398,58699.9,0.978064,68,24.622
"Jan 1, 05:00 pm",3.575,58653.7,0.977918,69,24.308
"Jan 1, 06:00 pm",4.051,58523.9,0.977433,69,23.709
"Jan 1, 07:00 pm",4.457,58406.4,0.9769,69,23.215
"Jan 1, 08:00 pm",4.721,58319.3,0.97637,68,23.367
"Jan 1, 09:00 pm",4.89,58242.5,0.975677,68,23.038
"Jan 1, 10:00 pm",4.776,58213.2,0.974787,68,23.087
"Jan 1, 11:00 pm",4.461,58239.1,0.974115,67,23.167
"Jan 2, 12:00 am",4.315,58233.1,0.973503,67,22.977
"Jan 2, 01:00 am",4.356,58188.9,0.972908,67,22.71
"Jan 2, 02:00 am",4.448,58133,0.972294,66,22.172
"Jan 2, 03:00 am",4.565,58077.3,0.971772,66,21.14
"Jan 2, 04:00 am",4.724,58028,0.971504,66,20.079
"Jan 2, 05:00 am",4.885,57978.4,0.971236,66,18.914
"Jan 2, 06:00 am",5.028,57939.5,0.971084,66,17.387
"Jan 2, 07:00 am",5.254,57886.5,0.970983,66,15.464
"Jan 2, 08:00 am",5.539,57820.9,0.970876,67,13.778
"Jan 2, 09:00 am",5.776,57742.5,0.970383,70,12.711
"Jan 2, 10:00 am",6.336,50604.2,0.970065,76,10.694
"Jan 2, 11:00 am",6.792,25650.1,0.970313,88,8.33
"Jan 2, 12:00 pm",6.848,7398.11,0.970706,107,5.653
"Jan 2, 01:00 pm",6.33,11357.7,0.970815,111,6.37
"Jan 2, 02:00 pm",5.657,9268,0.970841,124,6.006
"Jan 2, 03:00 pm",5.518,4126.93,0.970842,141,4.949
"Jan 2, 04:00 pm",5.094,4059.75,0.970983,128,4.934
"Jan 2, 05:00 pm",4.907,6089.97,0.970739,127,5.426
"Jan 2, 06:00 pm",5.357,4840.95,0.970412,154,5.183
"Jan 2, 07:00 pm",5.485,2940.8,0.969966,155,4.646
"Jan 2, 08:00 pm",5.677,741.906,0.969738,148,3.703
"Jan 2, 09:00 pm",5.778,1329.32,0.969559,157,4.001
"Jan 2, 10:00 pm",5.724,1896.29,0.969039,119,4.224
"Jan 2, 11:00 pm",5.752,5001.05,0.968428,124,5.171
"Jan 3, 12:00 am",5.919,4186.08,0.968181,124,4.973
"Jan 3, 01:00 am",5.945,3603.47,0.968064,125,4.812
"Jan 3, 02:00 am",5.922,2750.2,0.967755,137,4.528
"Jan 3, 03:00 am",5.892,0,0.967298,143,2.908
"Jan 3, 04:00 am",5.98,0,0.966796,125,1.278
"Jan 3, 05:00 am",6.383,3408.8,0.966003,88,4.828
"Jan 3, 06:00 am",6.652,11712.2,0.965504,94,6.564
"Jan 3, 07:00 am",6.766,8581.25,0.96484,90,5.99
"Jan 3, 08:00 am",6.596,32557.3,0.963743,71,8.914
"Jan 3, 09:00 am",6.743,42065.9,0.963213,76,9.917
"Jan 3, 10:00 am",6.606,21346.9,0.962817,86,7.847
"Jan 3, 11:00 am",6.36,39531.6,0.961787,82,9.764
"Jan 3, 12:00 pm",6.488,56678,0.960829,80,11.977
"Jan 3, 01:00 pm",6.622,56938,0.959766,81,12.471
"Jan 3, 02:00 pm",7.194,51859,0.958926,87,11.079
"Jan 3, 03:00 pm",7.427,42425.6,0.958299,87,10.104
"Jan 3, 04:00 pm",7.584,46182.2,0.957502,88,10.485
"Jan 3, 05:00 pm",7.635,44568.5,0.956745,93,10.313
"Jan 3, 06:00 pm",8.007,37011.3,0.955627,95,9.603
"Jan 3, 07:00 pm",8.292,38623.9,0.954742,107,9.639
"Jan 3, 08:00 pm",8.379,30029.1,0.954257,119,8.726
"Jan 3, 09:00 pm",8.373,11150.5,0.954109,150,6.457
"Jan 3, 10:00 pm",8.807,20086.2,0.953687,151,7.702
"Jan 3, 11:00 pm",8.681,38249.3,0.954088,197,9.637
"Jan 4, 12:00 am",7.276,6649.22,0.954768,204,5.613
"Jan 4, 01:00 am",4.759,19410.4,0.95465,194,7.483
"Jan 4, 02:00 am",4.213,8760.7,0.954827,187,5.925
"Jan 4, 03:00 am",3.612,8143.44,0.95504,165,5.803
"Jan 4, 04:00 am",5.57,19491.4,0.955211,166,7.497
"Jan 4, 05:00 am",4.907,17762,0.954867,183,7.27
"Jan 4, 06:00 am",5.234,9699.27,0.954284,187,6.078
"Jan 4, 07:00 am",6.129,3005.43,0.952708,178,4.642
"Jan 4, 08:00 am",6.922,52433.1,0.950554,86,11.204
"Jan 4, 09:00 am",7.205,33736.5,0.949896,120,9.086
"Jan 4, 10:00 am",7.567,35018.3,0.947913,108,9.269
"Jan 4, 11:00 am",7.751,53540,0.945671,91,11.466
"Jan 4, 12:00 pm",7.799,48260.9,0.943897,101,10.65
"Jan 4, 01:00 pm",7.774,54458.1,0.942185,101,11.594
"Jan 4, 02:00 pm",7.833,55075,0.940438,98,11.955
"Jan 4, 03:00 pm",7.922,54966.3,0.938738,99,11.937
"Jan 4, 04:00 pm",8.407,54369.4,0.938051,101,11.707
"Jan 4, 05:00 pm",8.91,10421.4,0.938344,138,6.253
"Jan 4, 06:00 pm",9.527,5729.25,0.93749,140,5.407
"Jan 4, 07:00 pm",10.787,17291.5,0.936785,173,7.294
"Jan 4, 08:00 pm",11.615,39591.6,0.93655,184,9.825
"Jan 4, 09:00 pm",11.302,48201.2,0.936389,183,10.682
"Jan 4, 10:00 pm",9.973,52111.3,0.936095,184,11.178
"Jan 4, 11:00 pm",8.743,36716.6,0.935781,180,9.517
"Jan 5, 12:00 am",7.1,44796.9,0.935764,173,10.257
"Jan 5, 01:00 am",6.337,44972.4,0.935833,170,10.261
"Jan 5, 02:00 am",6.082,50167.1,0.936043,178,10.812
"Jan 5, 03:00 am",5.952,54550.6,0.9364,180,11.563
"Jan 5, 04:00 am",5.668,54103,0.937628,191,11.353
"Jan 5, 05:00 am",5.642,40465.7,0.938533,200,9.903
"Jan 5, 06:00 am",5.445,55587,0.93959,206,12.048
"Jan 5, 07:00 am",4.382,52317.4,0.940593,205,11.172
"Jan 5, 08:00 am",4.619,21511.3,0.941548,202,7.873
"Jan 5, 09:00 am",4.034,37060.2,0.942755,203,9.574
"Jan 5, 10:00 am",4.255,28979,0.943722,208,8.725
"Jan 5, 11:00 am",4.261,35656.5,0.944911,231,9.312
"Jan 5, 12:00 pm",3.711,20239.7,0.945838,245,7.604
"Jan 5, 01:00 pm",3.488,4900.97,0.946917,200,5.193
"Jan 5, 02:00 pm",3.407,8045.52,0.947977,204,5.861
"Jan 5, 03:00 pm",2.357,34607.6,0.949363,209,9.237
"Jan 5, 04:00 pm",2.296,23904.7,0.950781,217,8.043
"Jan 5, 05:00 pm",2.891,10785.8,0.951669,202,6.32
"Jan 5, 06:00 pm",3.671,5317.16,0.952504,207,5.321
"Jan 5, 07:00 pm",4.55,13026.9,0.952965,210,6.757
"Jan 5, 08:00 pm",4.89,16528.3,0.953344,209,7.218
"Jan 5, 09:00 pm",5.18,11163.5,0.953431,209,6.442
"Jan 5, 10:00 pm",4.74,7917.13,0.953289,223,5.758
"Jan 5, 11:00 pm",2.415,3457.16,0.95381,223,4.762
"Jan 6, 12:00 am",1.501,14643.4,0.954015,195,6.878
"Jan 6, 01:00 am",2.115,6695.03,0.954439,205,5.604
"Jan 6, 02:00 am",2.193,1854.95,0.954447,197,4.213
"Jan 6, 03:00 am",2.222,0,0.954346,180,2.062
"Jan 6, 04:00 am",2.106,0,0.954516,161,1.446
"Jan 6, 05:00 am",1.962,0,0.954754,176,2.208
"Jan 6, 06:00 am",2.094,0,0.954928,206,3.598
"Jan 6, 07:00 am",2.085,1977.32,0.955244,195,4.25
"Jan 6, 08:00 am",1.194,5055,0.955715,196,5.182
"Jan 6, 09:00 am",0.859,5928.94,0.956178,210,5.44
"Jan 6, 10:00 am",0.712,3104,0.956398,219,4.653
"Jan 6, 11:00 am",0.315,3523.27,0.95675,212,4.811
"Jan 6, 12:00 pm",0.31,5523.1,0.957033,215,5.305
"Jan 6, 01:00 pm",0.242,3604.11,0.957394,215,4.815
"Jan 6, 02:00 pm",0.718,4009.53,0.957683,210,4.963
"Jan 6, 03:00 pm",0.204,2133.45,0.957988,201,4.328
"Jan 6, 04:00 pm",0.646,901.97,0.95843,203,3.787
"Jan 6, 05:00 pm",1.422,5809.8,0.958792,220,5.354
"Jan 6, 06:00 pm",1.141,0,0.958955,223,2.697
"Jan 6, 07:00 pm",2.142,0,0.959125,170,2.16
"Jan 6, 08:00 pm",2.749,0,0.95925,193,2.302
"Jan 6, 09:00 pm",3.589,0,0.959131,207,3.116
"Jan 6, 10:00 pm",3.573,0,0.958938,213,2.156
"Jan 6, 11:00 pm",3.103,0,0.958777,188,2.388
"Jan 7, 12:00 am",2.447,0,0.958781,173,3.421
"Jan 7, 01:00 am",2.018,0,0.959019,158,2.788
"Jan 7, 02:00 am",2.396,1184.1,0.959015,171,3.897
"Jan 7, 03:00 am",2.237,3266.22,0.959134,177,4.702
"Jan 7, 04:00 am",2.321,2594.91,0.95961,197,4.48
"Jan 7, 05:00 am",1.925,971.253,0.960117,245,3.799
"Jan 7, 06:00 am",1.403,4017.29,0.960628,221,4.914
