,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",11.514,46812,0.97469,124,10.377
"Jan 1, 01:00 am",11.335,35889.3,0.974901,132,9.306
"Jan 1, 02:00 am",11.785,21891.8,0.974761,133,7.811
"Jan 1, 03:00 am",11.781,21024.4,0.97451,136,7.7
"Jan 1, 04:00 am",11.796,20668,0.97405,138,7.656
"Jan 1, 05:00 am",11.875,24950.6,0.973697,137,8.155
"Jan 1, 06:00 am",11.755,20639.1,0.97338,136,7.651
"Jan 1, 07:00 am",11.801,18573,0.973202,135,7.384
"Jan 1, 08:00 am",12.171,21400.2,0.972957,143,7.782
"Jan 1, 09:00 am",12.562,27427.5,0.972685,150,8.538
"Jan 1, 10:00 am",13.037,41368.8,0.972505,159,9.958
"Jan 1, 11:00 am",13.388,52865.7,0.972343,165,11.099
"Jan 1, 12:00 pm",13.547,53768.6,0.971941,161,11.3
"Jan 1, 01:00 pm",13.702,46650.5,0.972002,166,10.4
"Jan 1, 02:00 pm",13.92,33950.5,0.972307,172,9.089
"Jan 1, 03:00 pm",14.22,23424.8,0.972465,177,8.012
"Jan 1, 04:00 pm",15.491,30568.5,0.97163,172,8.776
"Jan 1, 05:00 pm",15.429,12769.7,0.971424,179,6.676
"Jan 1, 06:00 pm",15.436,0,0.97187,199,3.225
"Jan 1, 07:00 pm",16.267,3187.36,0.971499,167,4.711
"Jan 1, 08:00 pm",15.523,8344.22,0.971093,166,5.886
"Jan 1, 09:00 pm",15.573,26351.7,0.970846,172,8.344
"Jan 1, 10:00 pm",15.649,35778.2,0.970846,171,9.36
"Jan 1, 11:00 pm",15.026,18371.6,0.971184,177,7.388
"Jan 2, 12:00 am",15.184,13220.2,0.971366,191,6.735
"Jan 2, 01:00 am",15.53,25490.7,0.971514,190,8.246
"Jan 2, 02:00 am",15.498,15864.7,0.971769,207,7.178
"Jan 2, 03:00 am",13.559,9987.16,0.972062,314,6.142
"Jan 2, 04:00 am",12.486,10631.9,0.971977,321,6.254
"Jan 2, 05:00 am",11.701,9897.76,0.97201,325,6.152
"Jan 2, 06:00 am",10.755,12565.2,0.972196,331,6.696
"Jan 2, 07:00 am",9.913,13633.8,0.972442,325,6.796
"Jan 2, 08:00 am",8.788,17723.5,0.972594,325,7.298
"Jan 2, 09:00 am",7.499,25675.3,0.972757,327,8.261
"Jan 2, 10:00 am",6.275,33829.5,0.973136,328,9.08
"Jan 2, 11:00 am",5.344,35612.9,0.97354,329,9.273
"Jan 2, 12:00 pm",4.123,46708.2,0.973739,329,10.327
"Jan 2, 01:00 pm",3.782,38285.4,0.974147,326,9.519
"Jan 2, 02:00 pm",4.527,28403.1,0.974511,323,8.48
"Jan 2, 03:00 pm",5.53,19832.7,0.974834,318,7.485
"Jan 2, 04:00 pm",6.571,19158.9,0.974913,315,7.409
"Jan 2, 05:00 pm",7.354,25695.9,0.975065,314,8.187
"Jan 2, 06:00 pm",7.834,31458.1,0.97532,313,8.781
"Jan 2, 07:00 pm",8.032,32437.6,0.975708,314,8.871
"Jan 2, 08:00 pm",7.766,34566.6,0.975913,318,9.073
"Jan 2, 09:00 pm",6.714,33575.2,0.976315,324,8.999
"Jan 2, 10:00 pm",4.638,42556.3,0.976939,329,9.948
"Jan 2, 11:00 pm",3.105,51655,0.977349,331,10.804
"Jan 3, 12:00 am",1.415,41651.8,0.977781,329,9.825
"Jan 3, 01:00 am",0.345,44499.5,0.978027,332,10.077
"Jan 3, 02:00 am",-0.391,44850.3,0.97823,337,10.078
"Jan 3, 03:00 am",-0.83,44941.6,0.978204,338,10.067
"Jan 3, 04:00 am",-1.284,36884.8,0.978043,341,9.265
"Jan 3, 05:00 am",-1.541,27211.6,0.978193,343,8.281
"Jan 3, 06:00 am",-1.705,23248.4,0.97847,340,7.894
"Jan 3, 07:00 am",-1.813,23731.9,0.978556,339,7.957
"Jan 3, 08:00 am",-1.868,18402.6,0.978751,339,7.311
"Jan 3, 09:00 am",-1.845,17526.5,0.978778,337,7.222
"Jan 3, 10:00 am",-1.926,12922.4,0.979059,340,6.619
"Jan 3, 11:00 am",-2.056,9687.22,0.97924,342,6.038
"Jan 3, 12:00 pm",-2.204,10118,0.979417,343,6.09
"Jan 3, 01:00 pm",-1.589,5405,0.979545,345,5.216
"Jan 3, 02:00 pm",-0.161,0,0.979889,5,2.414
"Jan 3, 03:00 pm",1.763,0,0.979813,18,1.594
"Jan 3, 04:00 pm",3.644,0,0.979395,49,1.381
"Jan 3, 05:00 pm",5.014,0,0.979032,68,1.081
"Jan 3, 06:00 pm",6.081,0,0.978627,57,0.653
"Jan 3, 07:00 pm",6.897,0,0.97837,110,0.849
"Jan 3, 08:00 pm",7.167,0,0.978101,139,1.162
"Jan 3, 09:00 pm",5.534,0,0.977792,128,1.562
"Jan 3, 10:00 pm",1.694,0,0.977817,128,2.473
"Jan 3, 11:00 pm",0.535,0,0.977793,132,2.575
"Jan 4, 12:00 am",-0.206,0,0.977708,133,2.982
"Jan 4, 01:00 am",-0.436,0,0.977606,139,3.462
"Jan 4, 02:00 am",-0.069,861.456,0.977453,151,3.759
"Jan 4, 03:00 am",-0.037,1833.33,0.977226,159,4.202
"Jan 4, 04:00 am",-0.248,1371.92,0.976829,168,3.969
"Jan 4, 05:00 am",-0.486,1211.44,0.976686,175,3.896
"Jan 4, 06:00 am",-0.421,1110.96,0.976575,184,3.85
"Jan 4, 07:00 am",-0.358,985.083,0.976519,194,3.79
"Jan 4, 08:00 am",-0.623,755.926,0.976286,204,3.708
"Jan 4, 09:00 am",-0.749,0,0.976119,218,3.411
"Jan 4, 10:00 am",-0.734,0,0.976138,229,3.265
"Jan 4, 11:00 am",-0.754,1348.92,0.975962,239,3.968
"Jan 4, 12:00 pm",-0.815,2074.67,0.975791,252,4.262
"Jan 4, 01:00 pm",0.269,1047.56,0.975699,267,3.87
"Jan 4, 02:00 pm",3.225,0,0.975553,273,3.535
"Jan 4, 03:00 pm",5.715,0,0.97533,268,2.546
"Jan 4, 04:00 pm",7.85,0,0.974711,259,2.906
"Jan 4, 05:00 pm",9.883,0,0.974256,264,3.523
"Jan 4, 06:00 pm",10.827,1457.88,0.973925,272,4.101
"Jan 4, 07:00 pm",11.197,2762.54,0.973702,273,4.618
"Jan 4, 08:00 pm",11.125,3522.01,0.973299,263,4.847
"Jan 4, 09:00 pm",8.341,3849.17,0.973168,259,4.905
"Jan 4, 10:00 pm",4.678,10078.2,0.973281,263,6.184
