,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",4.282,24253.1,0.968053,195,8.041
"Jan 1, 01:00 am",3.533,35271.8,0.968009,192,9.121
"Jan 1, 02:00 am",2.914,47053.9,0.967909,192,10.263
"Jan 1, 03:00 am",4.841,46119.7,0.967234,194,10.21
"Jan 1, 04:00 am",4.271,41643.2,0.966656,207,9.937
"Jan 1, 05:00 am",2.789,45551.9,0.966234,217,10.143
"Jan 1, 06:00 am",1.625,42177.3,0.965919,222,9.819
"Jan 1, 07:00 am",1.67,55595.2,0.965553,224,11.213
"Jan 1, 08:00 am",3.618,57875.4,0.965092,226,12.464
"Jan 1, 09:00 am",2.362,47043.8,0.964997,236,10.29
"Jan 1, 10:00 am",1.353,41087.3,0.965318,242,9.731
"Jan 1, 11:00 am",1.588,37419.7,0.965364,268,9.526
"Jan 1, 12:00 pm",1.046,58452.6,0.965659,296,13.7
"Jan 1, 01:00 pm",3.185,58027.5,0.966114,296,13.287
"Jan 1, 02:00 pm",4.534,43291.9,0.966634,294,9.947
"Jan 1, 03:00 pm",5.001,46459,0.966719,294,10.252
"Jan 1, 04:00 pm",5.29,46105,0.966578,292,10.217
"Jan 1, 05:00 pm",5.69,56062.6,0.96679,288,11.447
"Jan 1, 06:00 pm",5.844,56673.5,0.967006,286,11.703
"Jan 1, 07:00 pm",5.576,56435.2,0.9672,289,11.572
"Jan 1, 08:00 pm",4.916,56713.3,0.967299,292,11.626
"Jan 1, 09:00 pm",3.732,52508,0.967626,296,10.845
"Jan 1, 10:00 pm",1.946,56060.2,0.968144,298,11.287
"Jan 1, 11:00 pm",0.99,58663.3,0.968943,296,13.334
"Jan 2, 12:00 am",0.45,58799.4,0.969277,290,12.777
"Jan 2, 01:00 am",-0.283,40407.5,0.969346,284,9.654
"Jan 2, 02:00 am",-0.797,56411.8,0.969575,283,11.268
"Jan 2, 03:00 am",-1.466,39968.9,0.969318,287,9.579
"Jan 2, 04:00 am",-1.904,59109.3,0.969221,297,12.019
"Jan 2, 05:00 am",-2.742,59494.3,0.969291,299,13.471
"Jan 2, 06:00 am",-3.062,32523,0.969235,292,8.784
"Jan 2, 07:00 am",-3.608,37920.6,0.96937,291,9.337
"Jan 2, 08:00 am",-3.961,27195.6,0.969465,297,8.252
"Jan 2, 09:00 am",-4.533,53981.6,0.970079,299,10.82
"Jan 2, 10:00 am",-4.874,56937.3,0.970079,297,11.183
"Jan 2, 11:00 am",-5.418,59603.6,0.970995,299,11.822
"Jan 2, 12:00 pm",-5.626,39114.8,0.971345,298,9.426
"Jan 2, 01:00 pm",-5.464,25005.6,0.97165,296,8.007
"Jan 2, 02:00 pm",-4.591,28652.3,0.97223,307,8.395
