,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",23.401,40777.1,1.00297,117,9.842
"Jan 1, 01:00 am",22.741,45284.2,1.00308,119,10.257
"Jan 1, 02:00 am",21.817,42356.7,1.0033,124,9.961
"Jan 1, 03:00 am",21.204,40249,1.00313,130,9.765
"Jan 1, 04:00 am",20.496,40971.3,1.00278,138,9.817
"Jan 1, 05:00 am",19.73,42958.5,1.00255,139,9.978
"Jan 1, 06:00 am",19.347,48603,1.00243,142,10.545
"Jan 1, 07:00 am",18.767,42813.6,1.0025,146,10.017
"Jan 1, 08:00 am",18.218,42563,1.00249,151,10.048
"Jan 1, 09:00 am",17.875,47353.5,1.00248,151,10.511
"Jan 1, 10:00 am",17.836,50629,1.00241,152,10.846
"Jan 1, 11:00 am",17.365,48101.8,1.00246,156,10.578
"Jan 1, 12:00 pm",17.647,43965.4,1.00262,157,10.155
"Jan 1, 01:00 pm",19.562,33672.7,1.0026,158,9.132
"Jan 1, 02:00 pm",21.353,15820.3,1.00249,161,7.096
"Jan 1, 03:00 pm",22.994,8802.22,1.00239,170,5.958
"Jan 1, 04:00 pm",24.362,9806.51,1.00196,179,6.125
"Jan 1, 05:00 pm",25.298,12346.3,1.00169,189,6.611
"Jan 1, 06:00 pm",25.695,16217.4,1.00173,200,7.192
"Jan 1, 07:00 pm",25.51,11612,1.00161,202,6.575
"Jan 1, 08:00 pm",24.77,8881.72,1.00172,222,5.988
"Jan 1, 09:00 pm",23.912,4810.21,1.00134,193,5.15
"Jan 1, 10:00 pm",23.454,12770.2,1.0015,204,6.755
"Jan 1, 11:00 pm",22.825,6161.38,1.00169,211,5.525
"Jan 2, 12:00 am",22.252,610.151,1.00207,237,3.636
"Jan 2, 01:00 am",21.845,0,1.00228,255,3.223
"Jan 2, 02:00 am",21.541,0,1.00228,256,3.579
"Jan 2, 03:00 am",21.188,1816.55,1.0024,251,4.204
"Jan 2, 04:00 am",21.36,0,1.0024,261,3.448
"Jan 2, 05:00 am",21.165,1267.93,1.00253,314,3.953
"Jan 2, 06:00 am",19.321,8661.5,1.00304,347,5.915
"Jan 2, 07:00 am",18.777,8247.29,1.00342,350,5.818
"Jan 2, 08:00 am",18.462,8531.23,1.00351,358,5.882
"Jan 2, 09:00 am",18.353,6374.61,1.00386,13,5.485
"Jan 2, 10:00 am",18.311,5648.71,1.00416,20,5.371
"Jan 2, 11:00 am",18.257,7486.09,1.00431,27,5.751
"Jan 2, 12:00 pm",17.979,5885.34,1.00462,36,5.407
"Jan 2, 01:00 pm",17.978,6048.97,1.00495,37,5.438
"Jan 2, 02:00 pm",18.416,3988.97,1.00517,37,4.933
"Jan 2, 03:00 pm",19.887,3962.91,1.00503,43,4.919
"Jan 2, 04:00 pm",20.993,4424.64,1.00491,42,5.039
"Jan 2, 05:00 pm",21.703,4006.99,1.00483,52,4.946
"Jan 2, 06:00 pm",22.387,2179.56,1.00488,54,4.346
"Jan 2, 07:00 pm",23.101,2735.56,1.00476,56,4.556
"Jan 2, 08:00 pm",23.337,3788.84,1.00466,57,4.894
"Jan 2, 09:00 pm",23.237,4420.85,1.00467,58,5.057
"Jan 2, 10:00 pm",22.672,6606.68,1.00487,50,5.544
"Jan 2, 11:00 pm",21.894,12924.1,1.00521,40,6.682
"Jan 3, 12:00 am",21.057,20420.5,1.00544,45,7.622
"Jan 3, 01:00 am",20.495,15380.5,1.00576,49,6.987
"Jan 3, 02:00 am",19.923,16549.3,1.00597,56,7.134
"Jan 3, 03:00 am",19.315,15763.1,1.006,54,7.032
"Jan 3, 04:00 am",18.856,10596.3,1.0059,48,6.215
"Jan 3, 05:00 am",18.496,12465.8,1.00586,53,6.596
"Jan 3, 06:00 am",18.457,11009.6,1.0061,51,6.308
"Jan 3, 07:00 am",18.284,11927.8,1.00612,49,6.508
"Jan 3, 08:00 am",18.36,14240.3,1.00607,52,6.837
"Jan 3, 09:00 am",18.234,15610.1,1.00621,60,7.006
"Jan 3, 10:00 am",18.202,13519.7,1.00655,67,6.739
"Jan 3, 11:00 am",18.907,14231.6,1.00658,78,6.866
"Jan 3, 12:00 pm",18.605,8565.98,1.00693,74,5.896
"Jan 3, 01:00 pm",19.387,6011.89,1.00729,82,5.473
"Jan 3, 02:00 pm",21.136,8389.48,1.00714,95,5.951
"Jan 3, 03:00 pm",23.072,1686.03,1.00695,99,4.181
"Jan 3, 04:00 pm",24.859,767.921,1.00668,109,3.711
"Jan 3, 05:00 pm",26.012,0,1.00634,124,2.87
"Jan 3, 06:00 pm",26.901,0,1.00592,132,2.83
"Jan 3, 07:00 pm",27.389,0,1.00565,136,2.536
"Jan 3, 08:00 pm",27.489,0,1.00539,132,2.347
"Jan 3, 09:00 pm",27.294,0,1.00529,119,1.634
"Jan 3, 10:00 pm",25.767,0,1.00539,130,2.115
"Jan 3, 11:00 pm",24.695,0,1.00561,109,1.662
"Jan 4, 12:00 am",23.417,0,1.00581,184,1.467
"Jan 4, 01:00 am",21.978,0,1.00583,307,1.897
"Jan 4, 02:00 am",21.006,0,1.00591,349,1.91
"Jan 4, 03:00 am",21.352,0,1.00578,83,2.664
