,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",5.957,9731.06,0.972995,296,6.068
"Jan 1, 01:00 am",6.193,14516.1,0.97331,303,6.854
"Jan 1, 02:00 am",4.769,15395.2,0.97342,308,6.95
"Jan 1, 03:00 am",5.786,12774.2,0.973446,314,6.608
"Jan 1, 04:00 am",4.569,21440.9,0.973114,315,7.687
"Jan 1, 05:00 am",3.28,20309,0.973129,323,7.551
"Jan 1, 06:00 am",4.211,17840.8,0.973329,325,7.275
"Jan 1, 07:00 am",4.873,23011.1,0.973361,326,7.933
"Jan 1, 08:00 am",4.59,26091.9,0.973294,326,8.264
"Jan 1, 09:00 am",4.319,31028.4,0.973371,326,8.771
"Jan 1, 10:00 am",3.999,34762.8,0.973586,327,9.132
"Jan 1, 11:00 am",3.454,39202.2,0.97374,328,9.63
"Jan 1, 12:00 pm",2.897,40247.4,0.973866,330,9.744
"Jan 1, 01:00 pm",2.578,41865,0.974182,330,9.882
"Jan 1, 02:00 pm",2.924,48451.6,0.974455,330,10.495
"Jan 1, 03:00 pm",3.455,45648.7,0.974779,327,10.179
"Jan 1, 04:00 pm",4.286,41741.1,0.974653,327,9.857
"Jan 1, 05:00 pm",5.031,44244.1,0.97475,328,10.092
"Jan 1, 06:00 pm",5.408,36465.8,0.974871,327,9.351
"Jan 1, 07:00 pm",5.662,38492.2,0.974876,325,9.55
"Jan 1, 08:00 pm",5.539,43309,0.974792,326,9.993
"Jan 1, 09:00 pm",4.896,39145.7,0.974896,326,9.615
"Jan 1, 10:00 pm",2.687,34386.7,0.975343,328,9.084
"Jan 1, 11:00 pm",1.825,48454.2,0.975711,329,10.458
"Jan 2, 12:00 am",0.691,41215.2,0.976236,323,9.709
"Jan 2, 01:00 am",-0.068,55586.7,0.976529,326,11.142
"Jan 2, 02:00 am",-0.688,51886,0.976815,329,10.737
"Jan 2, 03:00 am",-1.17,43810.1,0.976861,330,9.988
"Jan 2, 04:00 am",-1.551,37124.8,0.976746,330,9.341
"Jan 2, 05:00 am",-1.774,39299.8,0.976675,329,9.568
"Jan 2, 06:00 am",-1.958,45018,0.976635,327,10.04
"Jan 2, 07:00 am",-2.245,52792.2,0.976767,325,10.737
"Jan 2, 08:00 am",-2.543,49479.8,0.976852,323,10.403
"Jan 2, 09:00 am",-2.822,39562,0.976975,322,9.497
"Jan 2, 10:00 am",-3.148,39289.7,0.977364,321,9.457
"Jan 2, 11:00 am",-3.522,38187.3,0.977661,323,9.355
"Jan 2, 12:00 pm",-3.823,26488,0.97814,326,8.208
"Jan 2, 01:00 pm",-4.063,38089.5,0.978398,328,9.386
"Jan 2, 02:00 pm",-3.826,46145.8,0.978562,328,10.115
"Jan 2, 03:00 pm",-3.175,38344.1,0.978718,328,9.429
"Jan 2, 04:00 pm",-2.41,31400.7,0.978781,330,8.763
"Jan 2, 05:00 pm",-1.676,29142.4,0.978668,331,8.555
"Jan 2, 06:00 pm",-1.112,28767.6,0.978521,332,8.528
"Jan 2, 07:00 pm",-0.763,30995.2,0.978271,330,8.745
"Jan 2, 08:00 pm",-0.775,27239.1,0.978237,333,8.373
"Jan 2, 09:00 pm",-1.283,25676.4,0.978167,334,8.204
"Jan 2, 10:00 pm",-2.494,23579.9,0.978327,333,7.966
"Jan 2, 11:00 pm",-3.091,28617.8,0.978449,336,8.484
"Jan 3, 12:00 am",-3.391,28882,0.978558,337,8.501
"Jan 3, 01:00 am",-3.694,27015.6,0.978495,340,8.272
"Jan 3, 02:00 am",-4.083,27934.3,0.978435,339,8.375
"Jan 3, 03:00 am",-4.623,26228.4,0.978327,339,8.195
"Jan 3, 04:00 am",-5.175,30632.8,0.977915,337,8.661
"Jan 3, 05:00 am",-5.626,27282.9,0.977845,336,8.319
"Jan 3, 06:00 am",-5.979,20235.4,0.977872,339,7.495
"Jan 3, 07:00 am",-6.294,17984.2,0.977863,336,7.25
"Jan 3, 08:00 am",-6.608,18629.6,0.977691,337,7.317
"Jan 3, 09:00 am",-6.951,20059.1,0.97752,336,7.489
"Jan 3, 10:00 am",-7.262,20219.8,0.977575,334,7.513
"Jan 3, 11:00 am",-7.545,22045.4,0.977522,333,7.733
"Jan 3, 12:00 pm",-7.708,21808.3,0.977545,332,7.699
"Jan 3, 01:00 pm",-7.483,24882.6,0.977506,331,8.053
"Jan 3, 02:00 pm",-6.592,20876.7,0.977524,330,7.585
"Jan 3, 03:00 pm",-5.341,17411.6,0.977422,329,7.178
"Jan 3, 04:00 pm",-3.927,18296.2,0.976973,325,7.257
"Jan 3, 05:00 pm",-2.65,21718.2,0.976608,325,7.683
"Jan 3, 06:00 pm",-1.762,26453.2,0.976278,324,8.209
"Jan 3, 07:00 pm",-1.257,32469.2,0.975909,324,8.813
"Jan 3, 08:00 pm",-1.233,36597.1,0.975596,324,9.219
"Jan 3, 09:00 pm",-1.839,36694.8,0.975497,325,9.233
"Jan 3, 10:00 pm",-3.442,38066.6,0.97561,327,9.395
"Jan 3, 11:00 pm",-4.242,41044.5,0.975643,331,9.72
"Jan 4, 12:00 am",-4.676,46258.3,0.975627,335,10.166
"Jan 4, 01:00 am",-5.057,47955.8,0.975556,337,10.291
"Jan 4, 02:00 am",-5.449,49988.8,0.975498,337,10.49
"Jan 4, 03:00 am",-5.861,48099,0.975313,337,10.292
"Jan 4, 04:00 am",-6.363,40473.7,0.975116,338,9.618
"Jan 4, 05:00 am",-6.856,32487.6,0.974989,337,8.822
"Jan 4, 06:00 am",-7.258,27201.2,0.975034,335,8.307
"Jan 4, 07:00 am",-7.589,25304.1,0.975075,333,8.11
"Jan 4, 08:00 am",-7.913,23621.4,0.975033,333,7.925
"Jan 4, 09:00 am",-8.256,24700.2,0.974962,331,8.033
"Jan 4, 10:00 am",-8.545,26790.6,0.975062,330,8.24
"Jan 4, 11:00 am",-8.82,28583.6,0.975052,330,8.42
