,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-6.254,57456.5,0.949214,253,11.439
"Jan 1, 01:00 am",-7.562,59386.9,0.950294,257,12.737
"Jan 1, 02:00 am",-8.954,59740.6,0.950943,257,13.266
"Jan 1, 03:00 am",-9.681,59931.3,0.951354,254,13.071
"Jan 1, 04:00 am",-10.098,60044.4,0.95164,252,12.281
"Jan 1, 05:00 am",-10.629,60170.1,0.951708,252,12.93
"Jan 1, 06:00 am",-11.262,60336.2,0.952034,254,13.37
"Jan 1, 07:00 am",-11.917,60509.6,0.952381,255,12.979
"Jan 1, 08:00 am",-12.359,60639.2,0.952807,257,13.135
"Jan 1, 09:00 am",-12.524,60710.9,0.95333,256,12.278
"Jan 1, 10:00 am",-12.926,60176.9,0.953872,261,11.877
"Jan 1, 11:00 am",-12.752,59591.6,0.954294,261,11.66
"Jan 1, 12:00 pm",-12.497,60780.9,0.954795,264,12.335
"Jan 1, 01:00 pm",-12.359,59584.8,0.955341,266,11.75
"Jan 1, 02:00 pm",-11.843,60073.8,0.956176,270,11.994
"Jan 1, 03:00 pm",-11.066,60593.4,0.957118,277,12.307
"Jan 1, 04:00 pm",-10.262,60463.7,0.957689,278,12.45
"Jan 1, 05:00 pm",-9.564,60338.9,0.958249,279,12.385
"Jan 1, 06:00 pm",-8.884,59774.5,0.95877,277,12.008
"Jan 1, 07:00 pm",-8.351,59012.4,0.959406,277,11.738
"Jan 1, 08:00 pm",-7.937,58456,0.959987,276,11.581
"Jan 1, 09:00 pm",-7.993,59265.6,0.960654,278,11.815
"Jan 1, 10:00 pm",-8.681,49190.8,0.961361,277,10.44
"Jan 1, 11:00 pm",-9.349,35702.6,0.962068,277,9.135
"Jan 2, 12:00 am",-9.753,35600.2,0.962857,280,9.071
"Jan 2, 01:00 am",-10.186,33627.1,0.963407,284,8.848
"Jan 2, 02:00 am",-10.685,30373.8,0.963685,285,8.545
"Jan 2, 03:00 am",-11.114,30159.9,0.963796,290,8.501
"Jan 2, 04:00 am",-11.68,23006.3,0.963946,285,7.764
"Jan 2, 05:00 am",-11.863,22597.6,0.964017,281,7.742
"Jan 2, 06:00 am",-11.909,24188.5,0.964126,276,7.987
"Jan 2, 07:00 am",-11.608,28578,0.964184,268,8.464
"Jan 2, 08:00 am",-11.804,29996.5,0.964311,259,8.525
"Jan 2, 09:00 am",-12.123,28809.6,0.964379,246,8.344
"Jan 2, 10:00 am",-12.36,33119.9,0.964241,240,8.76
"Jan 2, 11:00 am",-12.389,38146.7,0.964241,237,9.249
"Jan 2, 12:00 pm",-12.608,34440,0.964105,229,8.864
"Jan 2, 01:00 pm",-12.321,39370.1,0.963997,220,9.382
"Jan 2, 02:00 pm",-11.062,38575.5,0.963684,218,9.333
"Jan 2, 03:00 pm",-8.787,18357,0.963388,220,7.222
"Jan 2, 04:00 pm",-6.892,11882.1,0.963094,223,6.38
"Jan 2, 05:00 pm",-5.261,12394.8,0.962479,226,6.501
"Jan 2, 06:00 pm",-3.426,21057.1,0.961819,221,7.595
"Jan 2, 07:00 pm",-2.006,37050.4,0.961399,227,9.297
"Jan 2, 08:00 pm",-1.317,35345.3,0.961219,227,9.091
"Jan 2, 09:00 pm",-1.366,32682.7,0.960993,226,8.839
"Jan 2, 10:00 pm",-3.243,39403.9,0.960801,223,9.521
"Jan 2, 11:00 pm",-3.997,51490.7,0.960856,225,10.602
"Jan 3, 12:00 am",-4.672,55254.8,0.961042,228,11.025
"Jan 3, 01:00 am",-4.905,54627.6,0.961075,231,10.946
"Jan 3, 02:00 am",-5.425,52593.5,0.960952,232,10.703
"Jan 3, 03:00 am",-5.754,53978,0.96075,238,10.856
"Jan 3, 04:00 am",-6.254,56705.3,0.960605,246,11.185
"Jan 3, 05:00 am",-6.52,44395.9,0.960546,244,9.92
"Jan 3, 06:00 am",-6.676,44747.9,0.960604,253,9.952
"Jan 3, 07:00 am",-6.977,39670,0.960662,260,9.568
"Jan 3, 08:00 am",-7.009,27623.8,0.960709,256,8.314
"Jan 3, 09:00 am",-7.894,22852.3,0.960536,252,7.784
"Jan 3, 10:00 am",-7.575,24579.2,0.960342,251,7.975
"Jan 3, 11:00 am",-7.171,18158.3,0.960281,247,7.216
"Jan 3, 12:00 pm",-6.873,12749.5,0.960348,248,6.549
"Jan 3, 01:00 pm",-7.19,6687.24,0.960317,250,5.49
"Jan 3, 02:00 pm",-6.55,4715.24,0.960245,245,5.056
"Jan 3, 03:00 pm",-4.927,1998.56,0.960139,236,4.242
"Jan 3, 04:00 pm",-3.077,0,0.959847,238,2.534
"Jan 3, 05:00 pm",-1.195,0,0.959456,235,2.232
"Jan 3, 06:00 pm",0.28,0,0.959057,234,2.177
"Jan 3, 07:00 pm",1.556,0,0.958792,245,2.144
"Jan 3, 08:00 pm",2.154,0,0.958713,259,2.321
"Jan 3, 09:00 pm",1.504,0,0.958773,267,2.951
"Jan 3, 10:00 pm",-1.654,2124.05,0.958883,279,4.317
"Jan 3, 11:00 pm",-3.103,7857.92,0.959233,276,5.775
"Jan 4, 12:00 am",-2.844,26231.8,0.959624,284,8.215
"Jan 4, 01:00 am",-3.246,42651.7,0.959936,291,9.819
"Jan 4, 02:00 am",-3.759,54291.8,0.960207,298,10.938
"Jan 4, 03:00 am",-3.392,57461.9,0.960549,315,11.404
"Jan 4, 04:00 am",-4.353,43823.4,0.960932,319,9.896
"Jan 4, 05:00 am",-5.318,32024.6,0.961322,310,8.741
"Jan 4, 06:00 am",-6.155,27905.9,0.961719,308,8.328
"Jan 4, 07:00 am",-6.939,25728.4,0.961968,302,8.099
"Jan 4, 08:00 am",-7.664,24705.5,0.962236,304,7.984
"Jan 4, 09:00 am",-8.327,21395.7,0.96237,302,7.591
"Jan 4, 10:00 am",-8.848,21744.2,0.962395,301,7.63
"Jan 4, 11:00 am",-9.396,16797.5,0.962578,297,7.036
"Jan 4, 12:00 pm",-10.046,11327.2,0.962766,291,6.229
"Jan 4, 01:00 pm",-10.316,11495.4,0.962814,284,6.277
"Jan 4, 02:00 pm",-9.671,9060.06,0.962742,279,5.936
"Jan 4, 03:00 pm",-8.1,2975.57,0.962767,270,4.639
"Jan 4, 04:00 pm",-6.553,3174.91,0.962689,264,4.695
"Jan 4, 05:00 pm",-4.954,3342.78,0.9623,266,4.765
"Jan 4, 06:00 pm",-3.487,4297.25,0.961828,264,5.028
"Jan 4, 07:00 pm",-2.387,5953.64,0.961446,255,5.374
"Jan 4, 08:00 pm",-1.809,6852.43,0.961014,245,5.538
"Jan 4, 09:00 pm",-1.646,5318.61,0.960567,233,5.225
"Jan 4, 10:00 pm",-3.759,11468,0.960189,232,6.332
"Jan 4, 11:00 pm",-4.622,18994.8,0.95996,230,7.338
"Jan 5, 12:00 am",-4.641,24414.9,0.959754,230,7.986
"Jan 5, 01:00 am",-4.958,31778.5,0.959511,223,8.724
"Jan 5, 02:00 am",-5.017,45047,0.9592,228,9.99
"Jan 5, 03:00 am",-5.369,52612.6,0.958794,241,10.721
"Jan 5, 04:00 am",-5.438,51340.3,0.958545,242,10.589
"Jan 5, 05:00 am",-5.63,54902.8,0.958294,244,10.981
"Jan 5, 06:00 am",-6.079,52605.8,0.957932,245,10.702
"Jan 5, 07:00 am",-6.012,51679.2,0.957548,244,10.612
"Jan 5, 08:00 am",-5.901,50954.5,0.95714,238,10.558
"Jan 5, 09:00 am",-5.059,44322.8,0.956615,235,9.954
"Jan 5, 10:00 am",-4.839,38071.9,0.956015,232,9.399
"Jan 5, 11:00 am",-5.066,32918.8,0.955669,233,8.849
"Jan 5, 12:00 pm",-5.848,34313.5,0.955455,236,8.966
"Jan 5, 01:00 pm",-6.073,37036.9,0.955167,245,9.26
