,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Nov 3, 07:00 pm",11.277,1985.05,0.978941,4.26,106
"Nov 3, 08:00 pm",11.495,301.552,0.978257,3.623,98
"Nov 3, 09:00 pm",11.613,0,0.977693,3.455,103
"Nov 3, 10:00 pm",11.53,829.609,0.97726,3.761,97
"Nov 3, 11:00 pm",11.466,0,0.97703,3.57,102
"Nov 4, 12:00 am",11.39,0,0.976797,2.876,101
"Nov 4, 01:00 am",11.335,0,0.976499,2.365,87
"Nov 4, 02:00 am",11.362,0,0.97619,2.254,10
"Nov 4, 03:00 am",11.466,0,0.975845,3.051,355
"Nov 4, 04:00 am",11.426,0,0.975168,3.243,333
"Nov 4, 05:00 am",11.436,1925.58,0.974522,4.282,332
"Nov 4, 06:00 am",11.504,4547.28,0.97431,5.09,325
"Nov 4, 07:00 am",11.347,7780.67,0.973901,5.755,324
"Nov 4, 08:00 am",10.591,13471.2,0.97365,6.801,328
"Nov 4, 09:00 am",9.353,22049,0.97347,7.874,327
"Nov 4, 10:00 am",9.699,14301.7,0.973548,6.932,334
"Nov 4, 11:00 am",9.789,8980.57,0.973444,5.974,310
"Nov 4, 12:00 pm",7.683,25600.6,0.973246,8.291,331
"Nov 4, 01:00 pm",7.619,28877.2,0.973226,8.588,342
"Nov 4, 02:00 pm",9.025,22202,0.973261,7.889,340
"Nov 4, 03:00 pm",10.311,19536.1,0.972987,7.583,337
"Nov 4, 04:00 pm",11.919,21325.9,0.972444,7.849,333
"Nov 4, 05:00 pm",13.117,31326.1,0.972116,8.953,333
"Nov 4, 06:00 pm",13.556,39302,0.971914,9.821,333
"Nov 4, 07:00 pm",13.605,38804,0.971883,9.774,334
"Nov 4, 08:00 pm",12.947,36053.7,0.971849,9.477,332
"Nov 4, 09:00 pm",12.46,33442.1,0.972007,9.158,335
"Nov 4, 10:00 pm",11.489,27979.3,0.97245,8.593,336
"Nov 4, 11:00 pm",9.778,47784.7,0.972872,10.504,326
"Nov 5, 12:00 am",8.334,52920.7,0.973231,10.971,321
"Nov 5, 01:00 am",7.154,53519.6,0.973406,11.02,321
"Nov 5, 02:00 am",6.888,55826.8,0.973642,11.482,329
"Nov 5, 03:00 am",6.148,54404.6,0.973624,11.204,328
"Nov 5, 04:00 am",5.417,48961.1,0.973362,10.582,329
"Nov 5, 05:00 am",4.275,46877.4,0.973329,10.325,327
"Nov 5, 06:00 am",3.54,49572.7,0.973517,10.608,329
"Nov 5, 07:00 am",3.264,47982.4,0.973831,10.42,327
"Nov 5, 08:00 am",2.453,47461.6,0.974169,10.362,328
"Nov 5, 09:00 am",1.059,33621.4,0.974676,9.013,330
"Nov 5, 10:00 am",0.827,32550.9,0.975294,8.813,320
"Nov 5, 11:00 am",1.01,31549.9,0.975855,8.729,321
"Nov 5, 12:00 pm",0.761,25379.9,0.976417,8.098,306
"Nov 5, 01:00 pm",2.218,17411.8,0.977123,7.159,314
"Nov 5, 02:00 pm",4.531,9684.66,0.977787,6.06,323
"Nov 5, 03:00 pm",5.149,8179.56,0.978257,5.772,318
"Nov 5, 04:00 pm",6.577,12000.4,0.978275,6.49,313
"Nov 5, 05:00 pm",8.402,22383,0.978434,7.831,319
"Nov 5, 06:00 pm",8.876,22565.4,0.978821,7.905,326
"Nov 5, 07:00 pm",9.463,20994.7,0.979056,7.714,326
"Nov 5, 08:00 pm",9.742,20888.1,0.979324,7.712,327
"Nov 5, 09:00 pm",9.072,32014.2,0.97987,8.88,325
"Nov 5, 10:00 pm",7.978,20797.7,0.980533,7.658,342
"Nov 5, 11:00 pm",5.647,9666.35,0.981198,6.119,335
"Nov 6, 12:00 am",3.362,42504.7,0.981964,9.858,325
"Nov 6, 01:00 am",3.872,57003.7,0.982641,11.365,321
"Nov 6, 02:00 am",2.757,41535.5,0.983173,9.775,326
"Nov 6, 03:00 am",1.822,37845.6,0.983363,9.42,327
"Nov 6, 04:00 am",0.49,51266,0.983487,10.664,338
"Nov 6, 05:00 am",0.53,54306.6,0.983998,10.861,348
"Nov 6, 06:00 am",-1.321,53926.5,0.984637,10.773,354
"Nov 6, 07:00 am",-2.364,43647.1,0.985235,9.812,356
"Nov 6, 08:00 am",-2.38,38856.5,0.985814,9.379,357
"Nov 6, 09:00 am",-3.374,33969.9,0.986418,8.849,356
"Nov 6, 10:00 am",-3.984,32072.9,0.987175,8.669,351
"Nov 6, 11:00 am",-4.494,22390.9,0.987829,7.666,350
"Nov 6, 12:00 pm",-4.341,17348.3,0.988545,7.072,353
"Nov 6, 01:00 pm",-1.611,11458.1,0.989271,6.257,354
"Nov 6, 02:00 pm",1.832,0,0.989902,2.872,359
"Nov 6, 03:00 pm",4.448,1247.42,0.990237,3.916,356
"Nov 6, 04:00 pm",5.789,5337.28,0.99021,5.215,356
"Nov 6, 05:00 pm",6.74,6379.25,0.990354,5.452,351
"Nov 6, 06:00 pm",7.492,6694.58,0.99051,5.506,349
"Nov 6, 07:00 pm",7.969,7854.94,0.990582,5.696,351
"Nov 6, 08:00 pm",8.225,6256.69,0.990712,5.439,355
"Nov 6, 09:00 pm",8.036,5795.12,0.990881,5.335,357
"Nov 6, 10:00 pm",5.451,8254.83,0.991214,5.764,5
"Nov 6, 11:00 pm",2.84,11357.2,0.991502,6.272,5
"Nov 7, 12:00 am",2.25,14107.6,0.991886,6.801,21
"Nov 7, 01:00 am",1.699,13530.4,0.9922,6.745,26
"Nov 7, 02:00 am",1.38,12694.9,0.992458,6.588,33
"Nov 7, 03:00 am",1.103,12121.5,0.992743,6.435,42
"Nov 7, 04:00 am",-0.028,8906.48,0.992859,5.871,60
"Nov 7, 05:00 am",-0.348,5784.75,0.992986,5.297,74
"Nov 7, 06:00 am",-0.719,2298.6,0.993302,4.392,92
"Nov 7, 07:00 am",-0.864,0,0.993546,3.555,94
"Nov 7, 08:00 am",-0.964,0,0.993793,3.36,99
"Nov 7, 09:00 am",-1.093,0,0.993938,2.729,93
"Nov 7, 10:00 am",-1.413,0,0.994188,2.271,95
"Nov 7, 11:00 am",-2.059,0,0.994424,1.86,116
"Nov 7, 12:00 pm",-2.359,0,0.994541,1.955,103
"Nov 7, 01:00 pm",-0.111,0,0.994721,1.664,94
"Nov 7, 02:00 pm",3.056,0,0.994633,0.897,98
"Nov 7, 03:00 pm",5.302,0,0.994445,0.623,116
"Nov 7, 04:00 pm",7.342,0,0.993877,0.676,49
"Nov 7, 05:00 pm",9.231,0,0.99313,0.871,35
"Nov 7, 06:00 pm",10.709,0,0.992402,0.955,11
"Nov 7, 07:00 pm",11.871,0,0.991616,1.476,358
"Nov 7, 08:00 pm",12.523,0,0.990899,1.215,353
"Nov 7, 09:00 pm",12.656,0,0.99028,0.667,345
"Nov 7, 10:00 pm",9.465,0,0.989996,1.551,262
"Nov 7, 11:00 pm",6.253,0,0.989708,3.25,254
"Nov 8, 12:00 am",5.262,0,0.989296,2.285,262
"Nov 8, 01:00 am",4.598,0,0.988972,1.849,264
"Nov 8, 02:00 am",3.829,0,0.988744,1.935,254
"Nov 8, 03:00 am",2.994,0,0.988303,1.735,254
"Nov 8, 04:00 am",2.27,0,0.987819,1.318,245
"Nov 8, 05:00 am",1.669,0,0.987559,1.359,240
"Nov 8, 06:00 am",1.064,0,0.987372,1.465,242
"Nov 8, 07:00 am",0.605,0,0.987332,1.296,245
"Nov 8, 08:00 am",0.108,0,0.987204,1.283,239
"Nov 8, 09:00 am",-0.529,0,0.987103,0.961,250
"Nov 8, 10:00 am",-1.035,0,0.987046,0.721,224
"Nov 8, 11:00 am",-1.436,0,0.986981,0.938,230
"Nov 8, 12:00 pm",-1.704,0,0.986999,1.069,245
"Nov 8, 01:00 pm",0.604,0,0.986917,1.079,266
"Nov 8, 02:00 pm",4.383,0,0.986698,0.654,244
"Nov 8, 03:00 pm",7.574,0,0.98626,0.512,226
"Nov 8, 04:00 pm",10.552,0,0.985607,1.033,244
"Nov 8, 05:00 pm",13.189,0,0.984946,1.663,251
"Nov 8, 06:00 pm",15.309,0,0.984293,2.162,259
"Nov 8, 07:00 pm",16.7,0,0.983656,2.649,265
"Nov 8, 08:00 pm",17.307,0,0.983171,3.193,265
"Nov 8, 09:00 pm",17.047,0,0.982721,3.335,265
"Nov 8, 10:00 pm",13.119,0,0.982427,2.353,257
"Nov 8, 11:00 pm",10.34,0,0.982217,1.905,259
"Nov 9, 12:00 am",9.031,0,0.982156,2.141,254
"Nov 9, 01:00 am",7.909,0,0.982248,2.555,228
"Nov 9, 02:00 am",6.959,0,0.98222,2.746,244
"Nov 9, 03:00 am",6.165,0,0.982024,3.17,259
"Nov 9, 04:00 am",5.379,0,0.981716,3.295,263
"Nov 9, 05:00 am",4.687,0,0.981709,3.057,262
"Nov 9, 06:00 am",4.109,0,0.981894,2.853,262
"Nov 9, 07:00 am",3.581,0,0.98207,2.439,274
"Nov 9, 08:00 am",2.997,0,0.982228,2.027,277
"Nov 9, 09:00 am",2.299,0,0.982412,1.407,289
"Nov 9, 10:00 am",2.032,0,0.98274,0.952,325
"Nov 9, 11:00 am",1.871,0,0.982896,0.964,354
"Nov 9, 12:00 pm",1.611,0,0.983045,1.202,22
"Nov 9, 01:00 pm",3.71,0,0.983205,1.638,40
"Nov 9, 02:00 pm",7.479,0,0.983208,1.614,35
"Nov 9, 03:00 pm",10.624,0,0.983048,0.458,66
"Nov 9, 04:00 pm",13.714,0,0.982504,0.437,300
"Nov 9, 05:00 pm",16.442,0,0.982198,0.644,281
"Nov 9, 06:00 pm",18.36,0,0.981804,1.05,287
"Nov 9, 07:00 pm",19.548,0,0.981457,1.179,284
"Nov 9, 08:00 pm",20.095,0,0.981181,1.279,269
"Nov 9, 09:00 pm",19.769,0,0.980946,1.683,259
"Nov 9, 10:00 pm",15.38,0,0.980961,2.66,242
"Nov 9, 11:00 pm",12.544,0,0.980949,2.127,241
"Nov 10, 12:00 am",11.554,0,0.980982,1.743,254
"Nov 10, 01:00 am",10.464,0,0.981126,1.919,274
"Nov 10, 02:00 am",9.28,0,0.981235,1.569,270
"Nov 10, 03:00 am",8.239,0,0.981176,0.957,267
"Nov 10, 04:00 am",7.196,0,0.981253,0.639,231
"Nov 10, 05:00 am",6.475,0,0.981533,0.706,226
"Nov 10, 06:00 am",5.881,0,0.981771,0.645,172
"Nov 10, 07:00 am",5.592,0,0.982119,0.934,114
"Nov 10, 08:00 am",5.123,0,0.982431,1.775,106
"Nov 10, 09:00 am",4.666,0,0.98269,1.863,102
"Nov 10, 10:00 am",4.434,0,0.983081,1.733,93
"Nov 10, 11:00 am",3.868,0,0.983278,1.622,87
"Nov 10, 12:00 pm",3.253,0,0.983653,1.759,83
"Nov 10, 01:00 pm",5.095,0,0.984025,1.552,86
"Nov 10, 02:00 pm",9.113,0,0.984274,0.959,82
"Nov 10, 03:00 pm",12.751,0,0.984225,0.783,86
"Nov 10, 04:00 pm",15.74,0,0.983852,0.332,325
"Nov 10, 05:00 pm",18.434,0,0.983566,0.468,308
"Nov 10, 06:00 pm",20.342,0,0.983354,0.296,260
"Nov 10, 07:00 pm",21.518,0,0.983217,0.465,279
"Nov 10, 08:00 pm",22.178,0,0.983085,0.567,306
"Nov 10, 09:00 pm",21.651,0,0.983107,0.981,247
"Nov 10, 10:00 pm",17.577,0,0.983447,1.916,252
"Nov 10, 11:00 pm",14.41,0,0.983741,2.094,287
"Nov 11, 12:00 am",12.998,0,0.984124,2.25,323
"Nov 11, 01:00 am",12.038,0,0.984485,1.636,13
"Nov 11, 02:00 am",11.269,0,0.984864,2.859,52
"Nov 11, 03:00 am",10.152,0,0.985049,3.088,70
"Nov 11, 04:00 am",9.415,0,0.985124,3.299,91
"Nov 11, 05:00 am",8.659,0,0.985466,3.381,115
"Nov 11, 06:00 am",7.72,0,0.985907,3.388,130
"Nov 11, 07:00 am",6.882,0,0.986375,3.219,138
"Nov 11, 08:00 am",6.357,0,0.986829,2.331,126
"Nov 11, 09:00 am",5.744,0,0.987264,1.79,108
"Nov 11, 10:00 am",5.135,0,0.987744,1.778,92
"Nov 11, 11:00 am",4.613,0,0.988092,1.735,74
"Nov 11, 12:00 pm",4.167,0,0.98856,1.692,62
"Nov 11, 01:00 pm",6.055,0,0.988959,1.841,68
"Nov 11, 02:00 pm",10.337,0,0.989252,2.162,66
"Nov 11, 03:00 pm",13.761,0,0.989248,0.927,62
"Nov 11, 04:00 pm",16.737,0,0.988962,0.593,37
"Nov 11, 05:00 pm",19.02,0,0.988856,0.7,5
"Nov 11, 06:00 pm",20.801,0,0.988694,1.274,29
"Nov 11, 07:00 pm",21.936,0,0.988605,1.161,57
"Nov 11, 08:00 pm",22.407,0,0.988509,1.156,59
"Nov 11, 09:00 pm",22.023,0,0.988562,1.452,52
"Nov 11, 10:00 pm",17.742,0,0.988868,1.229,72
"Nov 11, 11:00 pm",14.892,0,0.989092,0.933,88
"Nov 12, 12:00 am",13.655,0,0.989307,0.96,65
"Nov 12, 01:00 am",12.259,0,0.989564,1.101,67
"Nov 12, 02:00 am",11.476,0,0.989689,2.156,92
"Nov 12, 03:00 am",10.805,1100.55,0.989657,3.861,114
"Nov 12, 04:00 am",10.056,2479.05,0.989414,4.426,111
"Nov 12, 05:00 am",9.445,3099.77,0.989392,4.649,107
"Nov 12, 06:00 am",8.6,3512.1,0.989454,4.775,104
"Nov 12, 07:00 am",7.675,3388.47,0.989569,4.728,108
"Nov 12, 08:00 am",7.398,5398.61,0.989542,5.241,113
"Nov 12, 09:00 am",7.237,6260.51,0.98964,5.445,118
"Nov 12, 10:00 am",6.934,10442.6,0.989873,6.155,119
"Nov 12, 11:00 am",6.731,14718.5,0.989964,6.851,119
"Nov 12, 12:00 pm",6.85,27866.8,0.99007,8.382,121
"Nov 12, 01:00 pm",9.566,36782.2,0.990166,9.328,122
"Nov 12, 02:00 pm",13.046,19348.4,0.990277,7.459,125
"Nov 12, 03:00 pm",15.776,4646.73,0.990103,5.099,126
"Nov 12, 04:00 pm",18.043,1612.49,0.989673,4.125,133
"Nov 12, 05:00 pm",20.111,0,0.9893,3.572,151
"Nov 12, 06:00 pm",21.467,1220.36,0.988868,3.938,166
"Nov 12, 07:00 pm",22.259,0,0.988374,3.509,175
"Nov 12, 08:00 pm",22.495,1005.16,0.988012,3.831,190
"Nov 12, 09:00 pm",21.768,1391.91,0.987808,4.023,190
"Nov 12, 10:00 pm",17.691,1991.83,0.987732,4.269,194
"Nov 12, 11:00 pm",14.921,2026.25,0.987622,4.273,193
"Nov 13, 12:00 am",13.562,3104.69,0.987512,4.665,178
"Nov 13, 01:00 am",12.316,8013.19,0.987479,5.767,166
"Nov 13, 02:00 am",11.693,12335.2,0.987407,6.581,163
"Nov 13, 03:00 am",11.175,13655.5,0.98718,6.824,156
"Nov 13, 04:00 am",10.694,12648.8,0.986777,6.68,151
"Nov 13, 05:00 am",10.034,13522.4,0.986541,6.799,156
"Nov 13, 06:00 am",9.565,21325.9,0.986485,7.727,162
"Nov 13, 07:00 am",8.95,22420.2,0.986491,7.821,166
"Nov 13, 08:00 am",8.458,21198.6,0.986448,7.65,169
"Nov 13, 09:00 am",7.997,24244.7,0.986431,8.023,165
"Nov 13, 10:00 am",7.628,28845.5,0.986421,8.506,166
"Nov 13, 11:00 am",7.253,27336.7,0.986295,8.329,167
"Nov 13, 12:00 pm",6.914,27398.3,0.986216,8.327,168
"Nov 13, 01:00 pm",8.851,26632.9,0.986165,8.283,165
"Nov 13, 02:00 pm",12.33,10036.3,0.986125,6.17,160
"Nov 13, 03:00 pm",15.193,2479.98,0.985619,4.45,164
"Nov 13, 04:00 pm",17.547,3834.19,0.984743,4.894,168
"Nov 13, 05:00 pm",19.386,8143.84,0.98395,5.835,173
"Nov 13, 06:00 pm",20.256,12618.6,0.983278,6.658,185
"Nov 13, 07:00 pm",20.598,12154.1,0.982755,6.6,194
"Nov 13, 08:00 pm",20.573,12652.6,0.98229,6.69,196
"Nov 13, 09:00 pm",19.871,12115.4,0.981958,6.591,194
"Nov 13, 10:00 pm",16.702,20879.5,0.981744,7.701,188
"Nov 13, 11:00 pm",14.15,29083.6,0.981635,8.596,189
"Nov 14, 12:00 am",14.806,32654.9,0.981718,8.937,190
"Nov 14, 01:00 am",14.872,997.044,0.981686,3.844,202
"Nov 14, 02:00 am",14.422,1289.76,0.981479,3.962,186
"Nov 14, 03:00 am",13.166,4285.17,0.981113,5.003,194
"Nov 14, 04:00 am",12.552,3396.91,0.9808,4.779,199
"Nov 14, 05:00 am",11.679,7559.42,0.980864,5.692,233
"Nov 14, 06:00 am",11.487,1656.68,0.980985,4.172,277
"Nov 14, 07:00 am",12.402,3754.04,0.981049,4.857,315
"Nov 14, 08:00 am",11.95,4893.34,0.981165,5.145,316
"Nov 14, 09:00 am",11.499,0,0.981392,3.331,320
"Nov 14, 10:00 am",11.282,0,0.981506,2.778,328
"Nov 14, 11:00 am",11.018,0,0.981702,2.292,307
"Nov 14, 12:00 pm",10.66,0,0.981909,3.042,303
"Nov 14, 01:00 pm",10.497,0,0.982043,2.625,294
"Nov 14, 02:00 pm",10.937,0,0.982025,2.213,312
"Nov 14, 03:00 pm",11.729,0,0.981976,2.033,314
"Nov 14, 04:00 pm",11.973,0,0.981617,2.208,320
"Nov 14, 05:00 pm",12.539,0,0.981312,1.565,329
"Nov 14, 06:00 pm",13.394,0,0.981024,0.922,307
"Nov 14, 07:00 pm",14.403,0,0.980571,1.341,224
"Nov 14, 08:00 pm",14.917,0,0.980234,1.845,234
"Nov 14, 09:00 pm",14.851,611.93,0.979999,3.648,262
"Nov 14, 10:00 pm",12.111,1008.4,0.980045,3.823,253
"Nov 14, 11:00 pm",9.931,782.441,0.980065,3.753,272
"Nov 15, 12:00 am",8.796,816.502,0.980004,3.725,294
"Nov 15, 01:00 am",7.771,1840,0.979902,4.193,316
"Nov 15, 02:00 am",7.11,0,0.979572,3.12,10
"Nov 15, 03:00 am",6.386,1668.34,0.979232,4.127,41
"Nov 15, 04:00 am",5.455,2263.65,0.978698,4.343,47
"Nov 15, 05:00 am",4.633,1462.33,0.978522,4.033,59
"Nov 15, 06:00 am",4.288,0,0.97846,2.953,76
"Nov 15, 07:00 am",5.435,0,0.978335,2.445,89
"Nov 15, 08:00 am",5.694,0,0.978108,2.199,98
"Nov 15, 09:00 am",6.089,0,0.977746,2.736,94
"Nov 15, 10:00 am",6.198,0,0.977527,2.863,105
"Nov 15, 11:00 am",6.421,0,0.977499,2.745,106
"Nov 15, 12:00 pm",6.805,0,0.977317,3.159,101
"Nov 15, 01:00 pm",7.128,0,0.977462,2.904,114
"Nov 15, 02:00 pm",7.937,1397.21,0.977461,4.01,122
"Nov 15, 03:00 pm",9.188,3570.03,0.977053,4.805,124
"Nov 15, 04:00 pm",10.441,0,0.976825,3.443,128
"Nov 15, 05:00 pm",11.206,0,0.976885,2.171,157
"Nov 15, 06:00 pm",11.307,0,0.97638,2.415,146
"Nov 15, 07:00 pm",11.273,0,0.975574,2.278,117
"Nov 15, 08:00 pm",11.441,1891.56,0.974704,4.248,100
"Nov 15, 09:00 pm",11.535,19486.1,0.974126,7.504,124
"Nov 15, 10:00 pm",11.209,19605,0.974008,7.517,123
"Nov 15, 11:00 pm",11.338,21184.3,0.97328,7.725,114
"Nov 16, 12:00 am",11.589,24078.1,0.972987,8.068,117
"Nov 16, 01:00 am",11.361,6680.03,0.972734,5.56,104
"Nov 16, 02:00 am",11.073,2133.03,0.972423,4.324,76
"Nov 16, 03:00 am",11.81,3815.22,0.971955,4.923,81
"Nov 16, 04:00 am",12.021,3348.76,0.971234,4.751,72
"Nov 16, 05:00 am",12.098,6178.92,0.970743,5.505,80
"Nov 16, 06:00 am",12.102,4298.27,0.970243,5.062,82
"Nov 16, 07:00 am",12.155,4820.33,0.969651,5.227,87
"Nov 16, 08:00 am",12.311,4881.3,0.968741,5.231,96
"Nov 16, 09:00 am",12.324,3355.22,0.967933,4.759,106
"Nov 16, 10:00 am",12.306,2623.48,0.967112,4.508,112
"Nov 16, 11:00 am",12.371,2435.13,0.966281,4.442,117
"Nov 16, 12:00 pm",12.562,1773.76,0.965472,4.214,147
"Nov 16, 01:00 pm",12.661,8335.29,0.965682,5.873,224
"Nov 16, 02:00 pm",12.474,1822.84,0.965596,4.208,223
"Nov 16, 03:00 pm",14.675,15709.6,0.965298,7.145,211
"Nov 16, 04:00 pm",15.655,40105,0.965088,9.817,224
"Nov 16, 05:00 pm",15.483,49387,0.965209,10.734,226
"Nov 16, 06:00 pm",15.263,54410.7,0.965841,11.562,232
"Nov 16, 07:00 pm",15.095,55185.6,0.96643,11.854,231
"Nov 16, 08:00 pm",13.896,55930.2,0.967289,14.607,242
"Nov 16, 09:00 pm",13.153,56118.5,0.968034,12.661,244
"Nov 16, 10:00 pm",10.63,56420.7,0.969503,12.163,270
"Nov 16, 11:00 pm",8.328,51703.2,0.971017,11.015,271
"Nov 17, 12:00 am",7.173,35463.8,0.972193,9.333,275
"Nov 17, 01:00 am",7.099,38030.5,0.97358,9.491,287
"Nov 17, 02:00 am",5.8,31693.1,0.974821,8.853,280
"Nov 17, 03:00 am",5.022,29318,0.97577,8.696,271
"Nov 17, 04:00 am",5.441,13549.4,0.976404,6.823,272
"Nov 17, 05:00 am",5.258,9878.07,0.977163,6.167,265
"Nov 17, 06:00 am",5.676,6562.54,0.978068,5.578,265
"Nov 17, 07:00 am",5.325,4633.96,0.978955,5.109,262
"Nov 17, 08:00 am",2.929,9042.9,0.979568,6.025,267
"Nov 17, 09:00 am",2.779,1802,0.980219,4.226,274
"Nov 17, 10:00 am",4.146,0,0.980982,2.382,284
"Nov 17, 11:00 am",4.256,0,0.981483,1.24,299
"Nov 17, 12:00 pm",3.965,0,0.981985,1.67,296
"Nov 17, 01:00 pm",3.459,0,0.982612,1.102,318
"Nov 17, 02:00 pm",3.757,0,0.983363,0.3,123
"Nov 17, 03:00 pm",4.153,0,0.983839,0.865,165
"Nov 17, 04:00 pm",4.358,0,0.984001,1.121,186
"Nov 17, 05:00 pm",4.648,0,0.984348,1.309,202
"Nov 17, 06:00 pm",5.414,0,0.984652,1.146,219
"Nov 17, 07:00 pm",6.723,0,0.984763,1.282,251
"Nov 17, 08:00 pm",8.544,0,0.984622,1.302,274
"Nov 17, 09:00 pm",9.658,0,0.98455,1.01,281
"Nov 17, 10:00 pm",7.732,0,0.98472,0.744,281
"Nov 17, 11:00 pm",5.956,0,0.984951,0.469,298
"Nov 18, 12:00 am",5.273,0,0.985128,0.64,108
"Nov 18, 01:00 am",5.065,0,0.985206,1.362,120
"Nov 18, 02:00 am",4.953,0,0.985215,1.86,126
"Nov 18, 03:00 am",4.226,0,0.985227,1.946,128
"Nov 18, 04:00 am",3.869,0,0.985179,2.351,122
"Nov 18, 05:00 am",4.097,0,0.985326,2.187,134
"Nov 18, 06:00 am",4.063,0,0.985509,2.269,158
"Nov 18, 07:00 am",3.761,0,0.985849,1.492,161
"Nov 18, 08:00 am",4.171,0,0.98595,1.6,145
"Nov 18, 09:00 am",4.071,0,0.986348,2.214,153
"Nov 18, 10:00 am",4.239,0,0.986641,2.478,147
"Nov 18, 11:00 am",4.59,0,0.986649,2.877,138
"Nov 18, 12:00 pm",4.447,0,0.986692,2.768,136
"Nov 18, 01:00 pm",5.077,0,0.98686,2.871,146
"Nov 18, 02:00 pm",8.145,0,0.987073,1.678,141
"Nov 18, 03:00 pm",10.316,0,0.987122,1.231,185
"Nov 18, 04:00 pm",12.211,0,0.986838,1.474,254
"Nov 18, 05:00 pm",13.273,0,0.986689,2.039,266
"Nov 18, 06:00 pm",14.392,0,0.986489,2.508,282
"Nov 18, 07:00 pm",14.958,0,0.986374,3.389,308
"Nov 18, 08:00 pm",14.929,1198.4,0.986419,3.915,319
"Nov 18, 09:00 pm",14.431,1879.17,0.986637,4.253,329
"Nov 18, 10:00 pm",11.609,2464.53,0.986953,4.424,347
"Nov 18, 11:00 pm",9.686,5956.43,0.987214,5.385,355
"Nov 19, 12:00 am",9.077,17547.8,0.987488,7.204,2
"Nov 19, 01:00 am",8.66,16564.6,0.987701,7.08,4
"Nov 19, 02:00 am",7.815,30344.7,0.98793,8.758,29
"Nov 19, 03:00 am",7.468,22327.3,0.987914,7.888,29
"Nov 19, 04:00 am",5.957,15613.1,0.987741,6.981,36
"Nov 19, 05:00 am",5.549,15809.1,0.987896,7.03,33
"Nov 19, 06:00 am",4.422,13520.9,0.988156,6.679,43
"Nov 19, 07:00 am",3.509,6292.42,0.988346,5.433,48
"Nov 19, 08:00 am",3.327,4392.78,0.988432,4.993,58
"Nov 19, 09:00 am",3.349,0,0.988496,3.516,74
"Nov 19, 10:00 am",2.935,0,0.988578,2.352,74
"Nov 19, 11:00 am",2.625,0,0.988762,2.475,104
"Nov 19, 12:00 pm",2.507,0,0.988912,2.356,119
"Nov 19, 01:00 pm",3.877,0,0.989004,2.099,129
"Nov 19, 02:00 pm",6.667,0,0.989022,1.502,143
"Nov 19, 03:00 pm",9.364,0,0.988788,1.277,116
"Nov 19, 04:00 pm",11.731,0,0.988328,2.16,129
"Nov 19, 05:00 pm",13.677,0,0.987985,2.659,155
"Nov 19, 06:00 pm",14.929,0,0.98757,3.258,179
"Nov 19, 07:00 pm",15.646,0,0.987098,3.062,185
"Nov 19, 08:00 pm",16.274,1054.83,0.986708,3.849,195
"Nov 19, 09:00 pm",16.015,2969.69,0.986491,4.645,198
"Nov 19, 10:00 pm",12.77,6106.54,0.986598,5.461,198
"Nov 19, 11:00 pm",10.921,4473.57,0.986841,5.093,204
"Nov 20, 12:00 am",9.642,4760.85,0.986991,5.154,203
"Nov 20, 01:00 am",8.605,4650.8,0.987049,5.062,190
"Nov 20, 02:00 am",7.956,4904.55,0.987103,5.121,188
"Nov 20, 03:00 am",7.645,2784.93,0.987073,4.527,186
"Nov 20, 04:00 am",7.332,4465.1,0.986911,5.017,184
"Nov 20, 05:00 am",6.841,6547.9,0.986903,5.486,186
"Nov 20, 06:00 am",6.573,5242.71,0.987123,5.197,187
"Nov 20, 07:00 am",6.323,5558.24,0.987393,5.275,183
"Nov 20, 08:00 am",6.098,7027.44,0.987491,5.559,174
"Nov 20, 09:00 am",6.111,5975.16,0.987651,5.373,177
"Nov 20, 10:00 am",5.856,2519.96,0.987946,4.428,183
"Nov 20, 11:00 am",5.408,1094.16,0.988279,3.848,181
"Nov 20, 12:00 pm",5.114,1518.58,0.988606,4.044,173
"Nov 20, 01:00 pm",6.57,3128.04,0.988715,4.641,170
"Nov 20, 02:00 pm",9.35,2293.57,0.988786,4.386,159
"Nov 20, 03:00 pm",12.95,0,0.988762,2.889,154
"Nov 20, 04:00 pm",15.303,0,0.988311,2.707,175
"Nov 20, 05:00 pm",17.564,1389.89,0.988012,4.014,186
"Nov 20, 06:00 pm",18.604,6379.42,0.987785,5.499,190
"Nov 20, 07:00 pm",19.06,7867.16,0.987524,5.767,190
"Nov 20, 08:00 pm",18.734,7597.45,0.987353,5.711,192
"Nov 20, 09:00 pm",17.714,2991.1,0.987238,4.637,189
"Nov 20, 10:00 pm",15.387,8919.48,0.987109,5.965,185
"Nov 20, 11:00 pm",14.874,13276.2,0.987099,6.716,181
"Nov 21, 12:00 am",13.873,12419.8,0.987103,6.576,171
"Nov 21, 01:00 am",13.197,23448.4,0.987141,7.961,169
"Nov 21, 02:00 am",11.479,34698,0.987126,9.081,172
"Nov 21, 03:00 am",11.711,35582.8,0.987125,9.21,178
"Nov 21, 04:00 am",10.333,41418.8,0.986988,9.785,180
"Nov 21, 05:00 am",10.939,36091.2,0.987137,9.266,181
"Nov 21, 06:00 am",11.309,20681.3,0.987418,7.612,182
"Nov 21, 07:00 am",10.153,20393.2,0.987697,7.558,191
