,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",10.526,9811.15,0.969465,143,6.122
"Jan 1, 01:00 am",10.671,17314.7,0.968886,152,7.326
"Jan 1, 02:00 am",12.788,39908,0.967995,162,9.802
"Jan 1, 03:00 am",14.305,54182.8,0.966556,160,11.482
"Jan 1, 04:00 am",15.25,55331.3,0.96569,175,11.952
"Jan 1, 05:00 am",16.361,55050.2,0.964765,179,11.947
"Jan 1, 06:00 am",16.96,55153.4,0.964037,182,14.124
"Jan 1, 07:00 am",17.042,55107.4,0.963506,182,13.537
"Jan 1, 08:00 am",16.919,52869.1,0.9632,202,11.392
"Jan 1, 09:00 am",16.919,52185.3,0.962966,209,11.304
"Jan 1, 10:00 am",15.924,47690.6,0.963069,235,10.585
"Jan 1, 11:00 am",14.931,45235.4,0.963124,230,10.321
"Jan 1, 12:00 pm",13.6,48578.1,0.963103,222,10.619
"Jan 1, 01:00 pm",13.44,41074.2,0.963288,221,9.887
"Jan 1, 02:00 pm",13.884,24163.8,0.963292,224,8.118
"Jan 1, 03:00 pm",14.689,18548.5,0.963129,224,7.43
"Jan 1, 04:00 pm",15.584,24515.1,0.962503,225,8.174
"Jan 1, 05:00 pm",16.233,24229.1,0.962324,227,8.151
"Jan 1, 06:00 pm",16.559,22537.4,0.962163,229,7.967
"Jan 1, 07:00 pm",16.647,32404.3,0.961719,231,9.015
"Jan 1, 08:00 pm",16.095,28063.1,0.962011,236,8.594
"Jan 1, 09:00 pm",14.749,28299.1,0.962707,258,8.637
"Jan 1, 10:00 pm",11.503,54337.8,0.963787,300,11.361
"Jan 1, 11:00 pm",9.602,47142.2,0.964836,301,10.427
"Jan 2, 12:00 am",8.055,35170.8,0.96568,312,9.201
"Jan 2, 01:00 am",6.843,56350.6,0.966644,326,11.714
"Jan 2, 02:00 am",6.149,52456.9,0.967748,328,10.986
"Jan 2, 03:00 am",5.142,56527,0.968163,329,11.657
"Jan 2, 04:00 am",4.011,50836.6,0.968616,333,10.796
"Jan 2, 05:00 am",2.652,14665.3,0.969196,322,6.862
"Jan 2, 06:00 am",2.106,11576.8,0.96998,327,6.431
"Jan 2, 07:00 am",1.563,21782.1,0.970496,333,7.811
"Jan 2, 08:00 am",0.77,17590.9,0.970983,343,7.212
"Jan 2, 09:00 am",0.302,12263.5,0.971531,355,6.498
"Jan 2, 10:00 am",0.482,11968.1,0.97244,356,6.447
"Jan 2, 11:00 am",0.587,7627.09,0.973338,3,5.652
"Jan 2, 12:00 pm",0.783,7251.21,0.974173,8,5.587
"Jan 2, 01:00 pm",2.492,1908.86,0.974927,16,4.215
"Jan 2, 02:00 pm",4.729,0,0.975662,41,2.253
"Jan 2, 03:00 pm",6.328,0,0.976048,54,1.738
"Jan 2, 04:00 pm",7.489,0,0.976281,64,1.644
"Jan 2, 05:00 pm",8.411,0,0.97655,69,1.638
"Jan 2, 06:00 pm",9.261,0,0.976789,66,1.861
"Jan 2, 07:00 pm",9.808,0,0.97696,72,2.038
"Jan 2, 08:00 pm",9.923,0,0.976977,73,1.998
"Jan 2, 09:00 pm",8.503,0,0.977106,81,1.727
"Jan 2, 10:00 pm",6.006,0,0.977491,76,1.388
"Jan 2, 11:00 pm",4.934,0,0.977904,82,1.658
"Jan 3, 12:00 am",4.177,0,0.978238,88,2.054
"Jan 3, 01:00 am",3.603,0,0.978472,85,2.22
"Jan 3, 02:00 am",2.996,0,0.978663,94,2.017
"Jan 3, 03:00 am",2.345,0,0.978664,116,1.919
"Jan 3, 04:00 am",1.539,0,0.978705,119,1.607
"Jan 3, 05:00 am",1.11,0,0.978925,133,1.115
"Jan 3, 06:00 am",0.932,0,0.979143,168,0.504
"Jan 3, 07:00 am",0.791,0,0.979195,220,0.303
"Jan 3, 08:00 am",0.812,0,0.979207,220,0.258
"Jan 3, 09:00 am",0.711,0,0.979306,249,0.316
"Jan 3, 10:00 am",0.586,0,0.979587,234,0.288
"Jan 3, 11:00 am",0.585,0,0.979844,85,0.321
"Jan 3, 12:00 pm",0.587,0,0.979966,229,0.322
"Jan 3, 01:00 pm",2.257,0,0.980143,331,0.327
"Jan 3, 02:00 pm",4.679,0,0.980252,308,0.313
"Jan 3, 03:00 pm",6.399,0,0.979977,262,0.589
"Jan 3, 04:00 pm",7.796,0,0.979502,227,0.96
"Jan 3, 05:00 pm",9.009,0,0.979065,215,1.587
"Jan 3, 06:00 pm",9.993,0,0.97858,221,1.672
"Jan 3, 07:00 pm",10.665,0,0.977949,237,1.669
"Jan 3, 08:00 pm",11.005,0,0.977416,232,1.851
"Jan 3, 09:00 pm",9.422,0,0.977031,218,2.142
"Jan 3, 10:00 pm",8.764,0,0.977014,212,2.286
"Jan 3, 11:00 pm",8.017,0,0.976829,214,1.959
"Jan 4, 12:00 am",6.912,0,0.976591,229,1.942
"Jan 4, 01:00 am",7.531,0,0.97654,234,2.036
"Jan 4, 02:00 am",6.244,0,0.976409,229,1.868
"Jan 4, 03:00 am",6.325,0,0.976159,226,2.419
"Jan 4, 04:00 am",7.245,0,0.975694,228,2.525
"Jan 4, 05:00 am",7.572,0,0.975546,245,2.898
"Jan 4, 06:00 am",6.897,0,0.975251,242,3.13
"Jan 4, 07:00 am",5.832,631.994,0.975175,234,3.637
"Jan 4, 08:00 am",5.383,0,0.974808,240,3.54
"Jan 4, 09:00 am",5.082,1185.95,0.974625,248,3.899
"Jan 4, 10:00 am",4.479,628.771,0.974695,240,3.634
"Jan 4, 11:00 am",4.255,0,0.974476,227,3.172
"Jan 4, 12:00 pm",4.044,0,0.974314,233,3.056
"Jan 4, 01:00 pm",5.518,0,0.974236,222,2.813
"Jan 4, 02:00 pm",8.804,0,0.974125,216,2.736
"Jan 4, 03:00 pm",11.015,0,0.973695,202,2.014
"Jan 4, 04:00 pm",13.077,0,0.973016,195,1.72
"Jan 4, 05:00 pm",14.318,0,0.972446,186,2.181
"Jan 4, 06:00 pm",14.969,0,0.971972,174,2.837
"Jan 4, 07:00 pm",15.493,0,0.97132,194,3.029
"Jan 4, 08:00 pm",15.593,0,0.970833,180,3.043
"Jan 4, 09:00 pm",14.442,1183.7,0.970657,165,3.918
"Jan 4, 10:00 pm",13.998,3937.67,0.970473,169,4.924
"Jan 4, 11:00 pm",14.031,3794.35,0.970316,159,4.926
"Jan 5, 12:00 am",13.797,4487.08,0.970008,145,5.089
"Jan 5, 01:00 am",13.517,6070.8,0.969787,157,5.507
"Jan 5, 02:00 am",13.363,7847.68,0.969482,175,5.763
"Jan 5, 03:00 am",13.421,4586.33,0.968787,187,5.088
"Jan 5, 04:00 am",13.648,6048.98,0.967849,169,5.446
"Jan 5, 05:00 am",13.747,10907.9,0.967206,162,6.371
"Jan 5, 06:00 am",14.189,21653.9,0.966747,172,7.816
"Jan 5, 07:00 am",14.28,33625.2,0.966495,181,9.089
"Jan 5, 08:00 am",14.3,30386.3,0.966189,188,8.764
"Jan 5, 09:00 am",13.447,5154.37,0.966101,207,5.307
"Jan 5, 10:00 am",13.086,5719.15,0.965956,200,5.418
"Jan 5, 11:00 am",13.189,7655.88,0.965634,201,5.786
"Jan 5, 12:00 pm",13.712,11212.4,0.965488,206,6.5
"Jan 5, 01:00 pm",14.658,16627.9,0.965489,203,7.269
"Jan 5, 02:00 pm",14.851,22051.2,0.965046,196,7.906
"Jan 5, 03:00 pm",15.439,39068.9,0.964484,185,9.715
"Jan 5, 04:00 pm",16.661,36509.8,0.963801,188,9.479
"Jan 5, 05:00 pm",18.155,24605.1,0.963325,192,8.202
"Jan 5, 06:00 pm",19.645,28068.2,0.962843,192,8.609
"Jan 5, 07:00 pm",19.98,24470.7,0.9624,190,8.202
"Jan 5, 08:00 pm",19.615,39195.9,0.962005,180,9.795
"Jan 5, 09:00 pm",18.088,41984.1,0.96181,188,10.01
"Jan 5, 10:00 pm",17.346,23698.1,0.96164,185,8.097
"Jan 5, 11:00 pm",17.163,43640.3,0.96185,184,10.166
"Jan 6, 12:00 am",16.742,43996.5,0.961859,192,10.199
"Jan 6, 01:00 am",16.759,37880.9,0.961832,194,9.644
"Jan 6, 02:00 am",16.676,22720.1,0.961808,196,8.01
"Jan 6, 03:00 am",16.566,23269.1,0.961528,202,8.137
"Jan 6, 04:00 am",16.365,34193.1,0.961191,204,9.343
"Jan 6, 05:00 am",15.797,48157.5,0.961097,210,10.757
"Jan 6, 06:00 am",14.979,54216.9,0.961083,219,11.564
"Jan 6, 07:00 am",14.643,49149.3,0.961294,228,10.716
"Jan 6, 08:00 am",13.61,47611.4,0.961809,237,10.548
"Jan 6, 09:00 am",12.914,34323.8,0.962448,244,9.189
"Jan 6, 10:00 am",11.712,22286.6,0.96322,256,7.915
"Jan 6, 11:00 am",11.176,9493.85,0.963804,254,6.081
"Jan 6, 12:00 pm",10.594,8726.91,0.964365,249,5.948
"Jan 6, 01:00 pm",10.738,8036.08,0.9648,248,5.803
"Jan 6, 02:00 pm",12.725,3215.49,0.965452,235,4.725
"Jan 6, 03:00 pm",13.721,2060.71,0.965596,231,4.307
"Jan 6, 04:00 pm",14.726,3575.54,0.965653,230,4.836
"Jan 6, 05:00 pm",15.606,2221.55,0.965825,233,4.375
"Jan 6, 06:00 pm",16.806,0,0.96585,238,3.534
"Jan 6, 07:00 pm",17.444,1103.57,0.965912,235,3.893
"Jan 6, 08:00 pm",17.446,2441,0.965989,234,4.464
"Jan 6, 09:00 pm",16.054,5889.85,0.966454,226,5.432
"Jan 6, 10:00 pm",14.468,11777.6,0.967142,225,6.528
"Jan 6, 11:00 pm",13.131,7823.12,0.9678,226,5.763
"Jan 7, 12:00 am",11.915,3763.55,0.968462,258,4.894
"Jan 7, 01:00 am",11.593,2161.01,0.968946,298,4.336
"Jan 7, 02:00 am",11.179,659.393,0.969419,318,3.652
"Jan 7, 03:00 am",10.323,0,0.969653,12,3.156
"Jan 7, 04:00 am",9.696,0,0.969868,8,3.395
"Jan 7, 05:00 am",8.968,1472.5,0.970351,69,4.049
"Jan 7, 06:00 am",9.069,16526.4,0.970842,57,7.127
"Jan 7, 07:00 am",8.934,27397.7,0.971238,55,8.413
"Jan 7, 08:00 am",8.568,30429,0.971525,59,8.718
"Jan 7, 09:00 am",8.118,42221.5,0.971949,59,9.898
"Jan 7, 10:00 am",7.757,44691.2,0.972323,62,10.092
"Jan 7, 11:00 am",7.503,38560,0.972483,79,9.603
"Jan 7, 12:00 pm",8.827,32559,0.972659,79,8.961
"Jan 7, 01:00 pm",8.906,28195,0.972845,80,8.553
"Jan 7, 02:00 pm",9.143,15038.2,0.973292,79,6.974
"Jan 7, 03:00 pm",9.591,8050.7,0.972475,82,5.844
"Jan 7, 04:00 pm",10.211,3282.14,0.971403,92,4.798
"Jan 7, 05:00 pm",9.63,4873.24,0.970787,103,5.162
"Jan 7, 06:00 pm",9.634,4882.38,0.970397,108,5.151
"Jan 7, 07:00 pm",9.923,4008.75,0.969595,104,4.945
"Jan 7, 08:00 pm",9.969,847.576,0.968753,94,3.786
"Jan 7, 09:00 pm",9.811,0,0.967872,89,3.118
"Jan 7, 10:00 pm",9.74,0,0.967397,122,2.852
"Jan 7, 11:00 pm",9.942,906.54,0.966787,163,3.779
