,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Apr 1, 03:00 am",16.447,24704.5,0.973052,8.17,192
"Apr 1, 04:00 am",15.817,13260.1,0.973272,6.854,267
"Apr 1, 05:00 am",14.615,22769.1,0.974321,7.943,310
"Apr 1, 06:00 am",13.441,31074.3,0.974924,8.876,327
"Apr 1, 07:00 am",11.231,37119.3,0.975686,9.509,327
"Apr 1, 08:00 am",8.299,51884.6,0.976332,10.821,345
"Apr 1, 09:00 am",6.17,47857.5,0.976861,10.365,357
"Apr 1, 10:00 am",4.76,48924.9,0.977324,10.44,3
"Apr 1, 11:00 am",3.981,35339.7,0.97755,9.091,11
"Apr 1, 12:00 pm",6.886,16692.1,0.977851,7.193,23
"Apr 1, 01:00 pm",10.108,3165.96,0.978009,4.732,24
"Apr 1, 02:00 pm",12.24,1844.75,0.9781,4.21,39
"Apr 1, 03:00 pm",13.788,2123.36,0.977845,4.323,53
"Apr 1, 04:00 pm",15.256,1501.44,0.977144,4.079,61
"Apr 1, 05:00 pm",16.845,1116.52,0.976482,3.887,69
"Apr 1, 06:00 pm",18.296,0,0.976017,3.53,77
"Apr 1, 07:00 pm",19.436,0,0.975481,3.171,82
"Apr 1, 08:00 pm",20.307,633.259,0.974955,3.65,105
"Apr 1, 09:00 pm",20.505,2002.43,0.974517,4.297,119
"Apr 1, 10:00 pm",19.945,2649.66,0.974266,4.54,117
"Apr 1, 11:00 pm",15.84,2073.98,0.973929,4.307,109
"Apr 2, 12:00 am",12.898,3802.67,0.973757,4.908,101
"Apr 2, 01:00 am",11.876,10040.8,0.97376,6.142,111
"Apr 2, 02:00 am",11.104,7894.79,0.973522,5.765,121
"Apr 2, 03:00 am",11.316,14069.3,0.973127,6.831,124
"Apr 2, 04:00 am",11.253,36444.1,0.972622,9.388,125
"Apr 2, 05:00 am",11.511,33089.2,0.972154,8.991,128
"Apr 2, 06:00 am",11.342,36870.1,0.97203,9.434,128
"Apr 2, 07:00 am",11.256,37782.3,0.971657,9.528,128
"Apr 2, 08:00 am",12.39,36915.9,0.971237,9.449,131
"Apr 2, 09:00 am",12.903,38141,0.970731,9.58,132
"Apr 2, 10:00 am",13.867,40165.6,0.970562,9.791,128
"Apr 2, 11:00 am",14.1,35266.9,0.970202,9.297,130
"Apr 2, 12:00 pm",14.991,22860.1,0.969711,7.968,131
"Apr 2, 01:00 pm",16.194,8982.76,0.969424,6.006,136
"Apr 2, 02:00 pm",18.815,5990.88,0.968804,5.516,150
"Apr 2, 03:00 pm",19.962,16939.5,0.968018,7.304,146
"Apr 2, 04:00 pm",21.146,10738.4,0.966801,6.4,145
"Apr 2, 05:00 pm",21.973,15622.6,0.965747,7.125,143
"Apr 2, 06:00 pm",22.866,30389.4,0.964255,8.971,150
"Apr 2, 07:00 pm",24.497,39442.3,0.961552,9.981,149
"Apr 2, 08:00 pm",23.262,53691.8,0.961058,12.135,160
"Apr 2, 09:00 pm",17.376,39490,0.962433,9.799,247
"Apr 2, 10:00 pm",17.615,1680.29,0.961133,4.167,190
"Apr 2, 11:00 pm",17.505,14385.3,0.960964,6.928,166
"Apr 3, 12:00 am",17.055,16387.9,0.959583,7.172,171
"Apr 3, 01:00 am",16.627,34861.5,0.958936,9.322,174
"Apr 3, 02:00 am",16.445,45303.9,0.958598,10.365,184
"Apr 3, 03:00 am",15.358,55183.4,0.959236,12.458,241
"Apr 3, 04:00 am",13.666,45378.5,0.95965,10.331,246
"Apr 3, 05:00 am",13.5,32558.7,0.960168,9.017,255
"Apr 3, 06:00 am",12.802,33581.3,0.960857,9.129,257
"Apr 3, 07:00 am",12.969,31406.8,0.961677,8.942,260
"Apr 3, 08:00 am",13.103,41123.5,0.962564,10.033,265
"Apr 3, 09:00 am",11.998,52439,0.96389,11.123,281
"Apr 3, 10:00 am",11.659,28195.4,0.965278,8.596,281
"Apr 3, 11:00 am",11.418,39339.1,0.966284,9.829,276
"Apr 3, 12:00 pm",10.921,31882,0.967438,8.935,281
"Apr 3, 01:00 pm",10.047,33748.7,0.968755,9.043,293
"Apr 3, 02:00 pm",10.048,21632.4,0.96997,7.779,294
"Apr 3, 03:00 pm",10.593,15726.1,0.971033,7.03,292
"Apr 3, 04:00 pm",11.963,13197.6,0.971584,6.719,291
"Apr 3, 05:00 pm",13.454,11062.5,0.972021,6.366,297
"Apr 3, 06:00 pm",15.032,11155.6,0.972355,6.407,302
"Apr 3, 07:00 pm",15.927,10176.1,0.972724,6.191,300
"Apr 3, 08:00 pm",16.5,8722.97,0.973109,5.969,299
"Apr 3, 09:00 pm",16.827,8348.75,0.973407,5.897,301
"Apr 3, 10:00 pm",16.519,10454.9,0.973822,6.24,297
"Apr 3, 11:00 pm",14.37,12562.2,0.974263,6.641,299
"Apr 4, 12:00 am",11.036,12625.1,0.974834,6.618,317
"Apr 4, 01:00 am",10.01,11859.6,0.975463,6.495,317
"Apr 4, 02:00 am",8.81,7553.36,0.976127,5.712,326
"Apr 4, 03:00 am",8.037,6534.89,0.9765,5.564,330
"Apr 4, 04:00 am",7.515,5223.59,0.976685,5.25,340
"Apr 4, 05:00 am",7.005,3045.91,0.977102,4.628,353
"Apr 4, 06:00 am",6.365,2398.19,0.97765,4.396,1
"Apr 4, 07:00 am",5.934,2420.95,0.978192,4.397,9
"Apr 4, 08:00 am",4.651,0,0.978684,3.461,33
"Apr 4, 09:00 am",4.048,0,0.979147,3.132,65
"Apr 4, 10:00 am",3.685,0,0.979418,3.516,63
"Apr 4, 11:00 am",3.432,1894.43,0.979697,4.21,62
"Apr 4, 12:00 pm",6.306,2597.46,0.980163,4.466,71
"Apr 4, 01:00 pm",9.77,0,0.980356,2.938,75
"Apr 4, 02:00 pm",12.578,0,0.980482,2.664,85
"Apr 4, 03:00 pm",14.834,0,0.980298,3.029,75
"Apr 4, 04:00 pm",16.489,0,0.979831,2.771,80
"Apr 4, 05:00 pm",17.794,0,0.979566,2.425,88
"Apr 4, 06:00 pm",18.826,0,0.979283,2.006,124
"Apr 4, 07:00 pm",19.761,0,0.978946,2.48,146
"Apr 4, 08:00 pm",20.39,0,0.978463,2.738,146
"Apr 4, 09:00 pm",20.621,0,0.977918,3.055,132
"Apr 4, 10:00 pm",20.462,925.386,0.977514,3.799,143
"Apr 4, 11:00 pm",17.015,3439.48,0.976964,4.794,127
"Apr 5, 12:00 am",13.974,11797.9,0.976715,6.586,151
"Apr 5, 01:00 am",12.3,37343.9,0.976567,9.543,147
"Apr 5, 02:00 am",11.322,36952.7,0.97628,9.541,153
"Apr 5, 03:00 am",10.874,37442.2,0.975983,9.521,161
"Apr 5, 04:00 am",10.794,38997.6,0.975558,9.628,165
"Apr 5, 05:00 am",10.879,34960.6,0.975399,9.16,171
"Apr 5, 06:00 am",10.371,27822.9,0.975431,8.444,174
"Apr 5, 07:00 am",10.212,30013.7,0.975677,8.669,180
"Apr 5, 08:00 am",10.031,28036.6,0.975787,8.508,197
"Apr 5, 09:00 am",10.187,17017.5,0.975712,7.277,207
"Apr 5, 10:00 am",9.703,13713.4,0.975723,6.843,203
"Apr 5, 11:00 am",9.258,15214.9,0.975609,6.943,192
"Apr 5, 12:00 pm",11.371,7992.4,0.975561,5.774,177
"Apr 5, 01:00 pm",13.407,0,0.975326,2.978,172
"Apr 5, 02:00 pm",15.921,0,0.974898,3.31,170
"Apr 5, 03:00 pm",18.904,2280.68,0.974233,4.391,185
"Apr 5, 04:00 pm",20.893,6375.6,0.973203,5.525,192
"Apr 5, 05:00 pm",22.016,12173.9,0.97248,6.719,206
"Apr 5, 06:00 pm",20.896,22224.2,0.972148,8.017,212
"Apr 5, 07:00 pm",18.025,20183.7,0.97191,7.657,193
"Apr 5, 08:00 pm",17.7,14535.6,0.971435,6.922,183
"Apr 5, 09:00 pm",18.028,15734.1,0.970824,7.077,184
"Apr 5, 10:00 pm",18.836,24349.2,0.96991,8.163,178
"Apr 5, 11:00 pm",18.506,29513.8,0.96914,8.721,182
"Apr 6, 12:00 am",18.163,29922.7,0.969371,8.759,223
"Apr 6, 01:00 am",17.489,39934.5,0.969481,9.812,228
"Apr 6, 02:00 am",16.237,55641.8,0.970151,14.523,283
"Apr 6, 03:00 am",12.123,56461.6,0.970448,13.564,286
"Apr 6, 04:00 am",10.303,56845.7,0.970818,14.635,291
"Apr 6, 05:00 am",7.634,57433.8,0.971626,13.023,298
"Apr 6, 06:00 am",6.333,57718.9,0.971925,12.511,288
"Apr 6, 07:00 am",5.195,52919.8,0.972257,10.908,286
"Apr 6, 08:00 am",4.357,46438.4,0.972462,10.28,280
"Apr 6, 09:00 am",4.144,52607.3,0.972562,10.868,283
"Apr 6, 10:00 am",3.503,53641.5,0.972884,11.017,280
"Apr 6, 11:00 am",2.68,43801,0.973163,10,281
"Apr 6, 12:00 pm",2.442,46038,0.973511,10.129,288
"Apr 6, 01:00 pm",2.979,47305.4,0.973784,10.27,292
"Apr 6, 02:00 pm",3.995,43101.7,0.974216,9.898,291
"Apr 6, 03:00 pm",5.389,46733.5,0.974593,10.247,292
"Apr 6, 04:00 pm",6.55,49937.6,0.974651,10.576,292
"Apr 6, 05:00 pm",7.635,54683.8,0.974657,11.181,291
"Apr 6, 06:00 pm",8.245,54743.5,0.974619,11.217,287
"Apr 6, 07:00 pm",8.8,56585.7,0.974491,11.732,286
"Apr 6, 08:00 pm",9.203,57289,0.974591,12.365,293
"Apr 6, 09:00 pm",8.825,56788.9,0.974852,11.803,296
"Apr 6, 10:00 pm",7.574,57674.5,0.975489,12.353,304
"Apr 6, 11:00 pm",6.391,56976.8,0.976011,11.662,300
"Apr 7, 12:00 am",5.305,55420.7,0.976547,11.22,306
"Apr 7, 01:00 am",4.977,52294.4,0.977232,10.78,313
"Apr 7, 02:00 am",4.367,43263.9,0.977632,9.897,315
"Apr 7, 03:00 am",3.886,35664.3,0.977815,9.134,316
"Apr 7, 04:00 am",3.834,28876.8,0.977518,8.499,305
"Apr 7, 05:00 am",3.679,26457.5,0.977425,8.235,303
"Apr 7, 06:00 am",3.264,34167.5,0.977511,8.98,309
"Apr 7, 07:00 am",2.707,22849.6,0.977666,7.831,318
"Apr 7, 08:00 am",1.401,24634.8,0.977821,8.019,297
"Apr 7, 09:00 am",0.157,45177,0.978096,10.008,299
"Apr 7, 10:00 am",0.324,48260.1,0.978659,10.309,300
"Apr 7, 11:00 am",-0.442,46992.2,0.979093,10.15,299
"Apr 7, 12:00 pm",0.84,36158.2,0.979565,9.151,306
"Apr 7, 01:00 pm",2.458,25802.5,0.979901,8.149,302
"Apr 7, 02:00 pm",3.957,31175.7,0.980172,8.712,300
"Apr 7, 03:00 pm",5.151,38351.7,0.980367,9.47,303
"Apr 7, 04:00 pm",6.342,42379.8,0.980047,9.856,302
"Apr 7, 05:00 pm",7.33,44177.7,0.979847,10.015,300
"Apr 7, 06:00 pm",8.214,40793.3,0.979627,9.739,298
"Apr 7, 07:00 pm",8.971,43317.5,0.979397,9.967,299
"Apr 7, 08:00 pm",9.412,42677.1,0.979276,9.912,293
"Apr 7, 09:00 pm",9.472,42872.8,0.979164,9.929,293
"Apr 7, 10:00 pm",9.148,43104.3,0.979208,9.947,289
"Apr 7, 11:00 pm",7.44,20327.6,0.979088,7.561,288
"Apr 8, 12:00 am",3.801,31145.9,0.979259,8.703,294
"Apr 8, 01:00 am",3.432,37009.8,0.9794,9.305,288
"Apr 8, 02:00 am",1.878,28453.9,0.979604,8.469,281
"Apr 8, 03:00 am",1.12,22473.6,0.979519,7.894,272
"Apr 8, 04:00 am",0.234,17291.1,0.979155,7.228,264
"Apr 8, 05:00 am",-0.147,17891.4,0.979024,7.243,259
"Apr 8, 06:00 am",-0.196,15738.4,0.979068,6.948,252
"Apr 8, 07:00 am",-0.221,21334.1,0.978992,7.614,246
"Apr 8, 08:00 am",-0.725,27382.5,0.978803,8.284,240
"Apr 8, 09:00 am",-0.87,35884.8,0.978623,9.096,232
"Apr 8, 10:00 am",-0.949,35718.9,0.978624,9.068,228
"Apr 8, 11:00 am",-0.769,37337.4,0.978517,9.276,221
"Apr 8, 12:00 pm",2.956,20435.7,0.978413,7.539,219
"Apr 8, 01:00 pm",6.174,4682.75,0.97821,5.077,220
"Apr 8, 02:00 pm",9.195,5386.68,0.977807,5.269,218
"Apr 8, 03:00 pm",11.955,11285.4,0.977175,6.388,222
"Apr 8, 04:00 pm",14.288,24951.5,0.976211,8.174,228
"Apr 8, 05:00 pm",15.991,31811.5,0.975369,8.91,232
"Apr 8, 06:00 pm",17.536,38683.5,0.974716,9.685,242
"Apr 8, 07:00 pm",18.476,42296.6,0.974194,10.014,250
"Apr 8, 08:00 pm",18.945,44345,0.973831,10.229,250
"Apr 8, 09:00 pm",19.133,44775,0.973355,10.288,251
"Apr 8, 10:00 pm",18.569,43534.8,0.973144,10.152,255
"Apr 8, 11:00 pm",15.665,50184.2,0.973321,10.803,254
"Apr 9, 12:00 am",11.7,56733.7,0.97368,13.232,255
"Apr 9, 01:00 am",10.031,57085.1,0.97397,13.183,254
"Apr 9, 02:00 am",9.104,53625.6,0.974288,11.093,255
"Apr 9, 03:00 am",8.155,40246.4,0.974346,9.733,256
"Apr 9, 04:00 am",7.723,32201.8,0.974193,8.911,259
"Apr 9, 05:00 am",7.211,38911.2,0.974365,9.668,262
"Apr 9, 06:00 am",6.62,37458.1,0.974858,9.458,282
"Apr 9, 07:00 am",6.316,28466.6,0.975349,8.488,308
"Apr 9, 08:00 am",5.159,5827.06,0.975749,5.344,350
"Apr 9, 09:00 am",4.243,0,0.976297,3.414,83
"Apr 9, 10:00 am",4.131,0,0.976718,1.847,154
"Apr 9, 11:00 am",4.062,0,0.976804,2.456,145
"Apr 9, 12:00 pm",6.578,1311.68,0.977155,3.956,171
"Apr 9, 01:00 pm",10.43,0,0.977197,2.908,165
"Apr 9, 02:00 pm",13.602,0,0.977106,2.823,177
"Apr 9, 03:00 pm",16.432,666.383,0.976855,3.687,207
"Apr 9, 04:00 pm",18.386,1529.24,0.976236,4.122,212
"Apr 9, 05:00 pm",20.087,5381.55,0.975766,5.383,207
"Apr 9, 06:00 pm",21.247,10080,0.975301,6.212,196
"Apr 9, 07:00 pm",21.935,19044.4,0.974844,7.518,190
"Apr 9, 08:00 pm",22.274,27574.7,0.974419,8.548,191
"Apr 9, 09:00 pm",22.243,34439.4,0.974198,9.294,193
"Apr 9, 10:00 pm",21.882,31860.9,0.974094,8.965,192
"Apr 9, 11:00 pm",19.725,41912,0.973799,9.989,182
"Apr 10, 12:00 am",16.817,47464.5,0.973728,10.51,178
"Apr 10, 01:00 am",15.736,54554.8,0.973693,11.456,176
"Apr 10, 02:00 am",15.729,51508.1,0.973861,10.938,173
"Apr 10, 03:00 am",16.356,50501.7,0.973891,10.83,183
"Apr 10, 04:00 am",16.338,51030.6,0.973483,10.893,186
"Apr 10, 05:00 am",15.67,41922.2,0.973139,9.941,184
"Apr 10, 06:00 am",15.233,36145.7,0.973397,9.387,186
"Apr 10, 07:00 am",15.63,44650,0.973472,10.191,186
"Apr 10, 08:00 am",15.283,37210.1,0.973224,9.504,183
"Apr 10, 09:00 am",15.001,43469.1,0.972787,10.066,182
"Apr 10, 10:00 am",15.573,51909.5,0.972507,10.998,189
"Apr 10, 11:00 am",16.133,50060.5,0.972293,10.824,197
"Apr 10, 12:00 pm",15.957,17986.5,0.972568,7.39,198
"Apr 10, 01:00 pm",17.97,31398.3,0.972285,8.979,201
"Apr 10, 02:00 pm",19.76,55011.4,0.972199,12.151,198
"Apr 10, 03:00 pm",20.643,52631.9,0.972273,11.41,204
"Apr 10, 04:00 pm",21.703,54692.8,0.971616,12.44,203
"Apr 10, 05:00 pm",23.065,54381,0.97054,14.253,207
"Apr 10, 06:00 pm",23.262,54328.5,0.970248,16.01,217
"Apr 10, 07:00 pm",22.053,54546.5,0.970167,12.603,227
"Apr 10, 08:00 pm",23.235,54320,0.970008,15.578,246
"Apr 10, 09:00 pm",23.338,54340.4,0.970708,16.233,259
"Apr 10, 10:00 pm",21.168,54817.4,0.972063,15.107,271
"Apr 10, 11:00 pm",18.081,55481.8,0.973524,13.788,285
"Apr 11, 12:00 am",15.363,56081.1,0.974858,12.253,283
"Apr 11, 01:00 am",13.295,53911.4,0.975572,11.299,280
"Apr 11, 02:00 am",12.254,51481.5,0.976188,11.025,274
"Apr 11, 03:00 am",11.233,48801.3,0.976679,10.718,272
"Apr 11, 04:00 am",11.233,46011.3,0.976887,10.413,275
"Apr 11, 05:00 am",11.539,49388.9,0.977138,10.596,293
"Apr 11, 06:00 am",10.247,41786.5,0.977593,9.855,311
"Apr 11, 07:00 am",8.314,21043,0.978678,7.656,315
"Apr 11, 08:00 am",7.366,26946.1,0.979282,8.31,318
"Apr 11, 09:00 am",9.078,10428.6,0.979856,6.171,316
"Apr 11, 10:00 am",9.795,4284.5,0.980474,4.989,314
"Apr 11, 11:00 am",10.139,4445.94,0.980949,5.037,322
"Apr 11, 12:00 pm",10.345,3821.59,0.981464,4.908,328
"Apr 11, 01:00 pm",10.774,3598.73,0.982269,4.854,330
"Apr 11, 02:00 pm",11.239,7423.58,0.982913,5.73,335
"Apr 11, 03:00 pm",11.55,4087.97,0.983457,4.958,343
"Apr 11, 04:00 pm",11.908,5815.86,0.983689,5.386,343
"Apr 11, 05:00 pm",12.33,5489.87,0.984055,5.287,348
"Apr 11, 06:00 pm",12.983,8319.06,0.984258,5.832,352
"Apr 11, 07:00 pm",14.087,6282.93,0.984287,5.471,353
"Apr 11, 08:00 pm",15.224,9080.01,0.984067,5.995,356
"Apr 11, 09:00 pm",15.484,12592.4,0.983976,6.625,2
"Apr 11, 10:00 pm",15.252,11271.7,0.984003,6.406,15
"Apr 11, 11:00 pm",13.411,10065.5,0.984061,6.205,31
"Apr 12, 12:00 am",9.926,9506.08,0.984021,6.107,23
"Apr 12, 01:00 am",8.906,16470.2,0.983948,7.161,31
"Apr 12, 02:00 am",8.344,20565.3,0.983942,7.666,31
"Apr 12, 03:00 am",8.542,50428.8,0.983997,10.607,43
"Apr 12, 04:00 am",8.028,56638.7,0.984116,11.474,53
"Apr 12, 05:00 am",8.082,57723.4,0.983758,11.934,56
"Apr 12, 06:00 am",7.109,53647.6,0.983843,10.967,61
"Apr 12, 07:00 am",5.124,37068.4,0.983958,9.316,70
"Apr 12, 08:00 am",4.305,20758.6,0.984405,7.68,85
"Apr 12, 09:00 am",4.455,21009.3,0.984307,7.725,87
"Apr 12, 10:00 am",3.912,34956,0.984317,9.134,82
"Apr 12, 11:00 am",3.339,30642.8,0.984645,8.778,88
"Apr 12, 12:00 pm",8.031,35144.7,0.984473,9.272,92
"Apr 12, 01:00 pm",10.902,15760.2,0.984582,7.014,108
"Apr 12, 02:00 pm",13.023,21745.7,0.984229,7.787,108
"Apr 12, 03:00 pm",15.149,22854.3,0.984058,7.933,117
"Apr 12, 04:00 pm",16.927,27501.6,0.983038,8.466,114
"Apr 12, 05:00 pm",18.344,32233.2,0.982314,8.952,119
"Apr 12, 06:00 pm",19.318,34370.2,0.981485,9.212,122
"Apr 12, 07:00 pm",20.096,38627.6,0.98065,9.691,124
"Apr 12, 08:00 pm",20.47,47861.5,0.979547,10.584,115
"Apr 12, 09:00 pm",20.134,37798.3,0.97937,9.61,115
"Apr 12, 10:00 pm",18.967,8946.46,0.980798,6.007,126
"Apr 12, 11:00 pm",16.208,34039.7,0.980014,9.119,118
"Apr 13, 12:00 am",14.902,55435,0.978926,11.642,115
"Apr 13, 01:00 am",14.769,56368.7,0.977839,12.543,118
"Apr 13, 02:00 am",15.029,56292.9,0.977406,12.74,122
"Apr 13, 03:00 am",14.953,56279.9,0.976923,13.143,128
"Apr 13, 04:00 am",14.764,56267,0.976058,12.867,126
"Apr 13, 05:00 am",14.628,56262.6,0.97552,13.615,129
"Apr 13, 06:00 am",14.541,56265.5,0.975276,12.78,130
"Apr 13, 07:00 am",14.483,46594.1,0.975343,10.387,133
"Apr 13, 08:00 am",14.442,34713.2,0.974716,9.212,127
"Apr 13, 09:00 am",14.854,46686.6,0.974005,10.427,142
"Apr 13, 10:00 am",15.214,48790.3,0.973602,10.7,147
"Apr 13, 11:00 am",15.362,51973.6,0.973073,11.153,152
"Apr 13, 12:00 pm",16.102,54782.5,0.97318,11.626,163
"Apr 13, 01:00 pm",16.975,55662.2,0.97298,12.453,159
"Apr 13, 02:00 pm",17.888,50036.6,0.973127,10.801,169
"Apr 13, 03:00 pm",18.695,50702.5,0.973121,10.911,176
"Apr 13, 04:00 pm",19.843,42171.7,0.972815,10.015,183
"Apr 13, 05:00 pm",21.608,33222.1,0.972711,9.197,200
"Apr 13, 06:00 pm",22.978,26402.3,0.972407,8.507,213
"Apr 13, 07:00 pm",23.701,20341.9,0.971932,7.739,220
"Apr 13, 08:00 pm",24.101,19441.8,0.971346,7.613,222
"Apr 13, 09:00 pm",24.308,25633.4,0.97092,8.361,226
"Apr 13, 10:00 pm",23.697,16556,0.97073,7.236,234
"Apr 13, 11:00 pm",20.9,20614.8,0.97073,7.75,229
"Apr 14, 12:00 am",16.569,1517.37,0.970729,4.093,244
"Apr 14, 01:00 am",16.795,6144.41,0.971202,5.567,271
"Apr 14, 02:00 am",14.692,12814,0.971228,6.713,282
"Apr 14, 03:00 am",15.535,11578.1,0.970971,6.517,284
"Apr 14, 04:00 am",15.416,2893.99,0.971156,4.69,270
"Apr 14, 05:00 am",14.922,10425,0.971174,6.223,314
"Apr 14, 06:00 am",13.981,4694.19,0.971393,5.118,313
"Apr 14, 07:00 am",13.278,9965.57,0.971798,6.141,311
"Apr 14, 08:00 am",12.656,11033.2,0.971913,6.347,312
"Apr 14, 09:00 am",11.877,14385.7,0.972184,6.876,301
"Apr 14, 10:00 am",10.72,21371.4,0.972574,7.747,310
"Apr 14, 11:00 am",9.529,20782.2,0.972803,7.661,307
"Apr 14, 12:00 pm",8.994,15200.1,0.973222,6.956,304
"Apr 14, 01:00 pm",9.992,10931.2,0.973641,6.295,296
"Apr 14, 02:00 pm",10.859,9908.29,0.974071,6.118,289
"Apr 14, 03:00 pm",11.723,14892.7,0.974337,6.928,291
"Apr 14, 04:00 pm",11.453,16746.5,0.974726,7.156,295
"Apr 14, 05:00 pm",11.719,20846.4,0.975066,7.748,279
"Apr 14, 06:00 pm",11.568,18830.8,0.975453,7.45,282
"Apr 14, 07:00 pm",11.503,22088.4,0.97584,7.916,278
"Apr 14, 08:00 pm",11.638,23134,0.976029,7.96,287
"Apr 14, 09:00 pm",11.556,21173.8,0.976452,7.734,285
"Apr 14, 10:00 pm",11.103,25915.1,0.976911,8.254,287
"Apr 14, 11:00 pm",10.782,11741.6,0.977394,6.485,300
"Apr 15, 12:00 am",9.616,11313.6,0.977924,6.374,297
"Apr 15, 01:00 am",9.23,13009.3,0.978217,6.666,300
"Apr 15, 02:00 am",9.797,10586.3,0.978419,6.208,295
"Apr 15, 03:00 am",9.841,11340.7,0.978656,6.426,327
"Apr 15, 04:00 am",9.486,12003,0.978731,6.505,348
"Apr 15, 05:00 am",8.81,15742.9,0.979044,6.995,354
"Apr 15, 06:00 am",8.222,8232.36,0.979304,5.813,344
"Apr 15, 07:00 am",7.147,14548.6,0.979536,6.861,344
"Apr 15, 08:00 am",6.565,20377.6,0.979967,7.561,345
"Apr 15, 09:00 am",6.651,11370.6,0.98046,6.396,340
"Apr 15, 10:00 am",6.763,21937.6,0.980892,7.758,346
"Apr 15, 11:00 am",6.761,10554.2,0.981385,6.174,357
"Apr 15, 12:00 pm",6.836,8164.73,0.981857,5.78,345
"Apr 15, 01:00 pm",6.972,10246.6,0.982571,6.153,343
"Apr 15, 02:00 pm",7.61,3032.25,0.983018,4.618,352
"Apr 15, 03:00 pm",8.531,1058.3,0.98339,3.836,353
"Apr 15, 04:00 pm",9.745,1226.6,0.983234,3.924,344
"Apr 15, 05:00 pm",11.031,1732.54,0.983186,4.182,340
"Apr 15, 06:00 pm",12.335,2864.97,0.98318,4.579,320
"Apr 15, 07:00 pm",13.683,2614.16,0.982857,4.529,338
"Apr 15, 08:00 pm",15.154,4296.32,0.982707,5.056,338
"Apr 15, 09:00 pm",15.715,6642.95,0.982485,5.598,338
"Apr 15, 10:00 pm",15.623,5528.08,0.982739,5.328,344
"Apr 15, 11:00 pm",13.736,11079.5,0.982945,6.332,6
"Apr 16, 12:00 am",10.526,28254.7,0.983217,8.548,20
"Apr 16, 01:00 am",9.732,48581.2,0.983744,10.546,33
"Apr 16, 02:00 am",8.639,53356.3,0.984157,10.96,39
"Apr 16, 03:00 am",7.873,52308.3,0.984372,10.798,44
"Apr 16, 04:00 am",6.857,42250.5,0.984263,9.825,47
"Apr 16, 05:00 am",6.185,42171.3,0.984294,9.808,46
"Apr 16, 06:00 am",5.518,42293,0.984525,9.808,45
"Apr 16, 07:00 am",5.137,42953.1,0.984857,9.857,45
"Apr 16, 08:00 am",4.729,41499.2,0.98518,9.728,47
"Apr 16, 09:00 am",4.605,37757.1,0.985497,9.374,48
"Apr 16, 10:00 am",4.06,36213.6,0.985869,9.172,45
"Apr 16, 11:00 am",3.892,31232.6,0.986386,8.69,47
"Apr 16, 12:00 pm",6.421,8262.67,0.986771,5.786,49
"Apr 16, 01:00 pm",9.037,1516.37,0.98714,4.064,56
"Apr 16, 02:00 pm",11.225,726.071,0.987402,3.684,77
"Apr 16, 03:00 pm",13.546,0,0.987341,3.392,87
"Apr 16, 04:00 pm",15.542,0,0.986894,3.442,98
"Apr 16, 05:00 pm",16.92,1793.89,0.986617,4.258,92
"Apr 16, 06:00 pm",18.094,1365.54,0.986444,4.065,91
"Apr 16, 07:00 pm",19.079,660.42,0.986231,3.685,84
"Apr 16, 08:00 pm",19.812,799.005,0.985952,3.775,89
"Apr 16, 09:00 pm",20.102,1448.22,0.985794,4.095,96
"Apr 16, 10:00 pm",19.923,2368.89,0.985747,4.443,100
"Apr 16, 11:00 pm",18.005,8868.78,0.985827,6.03,99
"Apr 17, 12:00 am",13.738,13176.1,0.985972,6.81,91
"Apr 17, 01:00 am",13.317,20025.7,0.986333,7.683,90
"Apr 17, 02:00 am",12.299,25081.1,0.986662,8.244,97
"Apr 17, 03:00 am",10.989,17015.4,0.986744,7.195,102
"Apr 17, 04:00 am",10.55,21626.2,0.986639,7.795,100
"Apr 17, 05:00 am",10.51,26127.3,0.986939,8.259,104
"Apr 17, 06:00 am",10.307,34212.6,0.987248,9.03,110
"Apr 17, 07:00 am",9.061,22945.1,0.987811,7.878,117
"Apr 17, 08:00 am",9.28,28879.4,0.988081,8.527,121
"Apr 17, 09:00 am",8.273,32659.8,0.988577,8.867,123
"Apr 17, 10:00 am",8.482,38106.9,0.989126,9.457,122
"Apr 17, 11:00 am",7.48,36975.4,0.989625,9.321,122
"Apr 17, 12:00 pm",10.722,28385,0.989902,8.48,118
"Apr 17, 01:00 pm",12.631,9445.94,0.990343,6.039,122
"Apr 17, 02:00 pm",14.756,6334.78,0.990482,5.489,123
"Apr 17, 03:00 pm",16.919,12159.8,0.99017,6.568,123
"Apr 17, 04:00 pm",18.504,16270.9,0.989925,7.12,126
"Apr 17, 05:00 pm",19.627,14599.8,0.989551,6.919,124
"Apr 17, 06:00 pm",20.525,12096.4,0.989077,6.583,122
"Apr 17, 07:00 pm",21.096,15581.6,0.988665,7.054,120
"Apr 17, 08:00 pm",21.322,14093.6,0.988351,6.868,123
"Apr 17, 09:00 pm",21.223,13347,0.988096,6.773,127
"Apr 17, 10:00 pm",20.535,11377.5,0.98805,6.466,123
"Apr 17, 11:00 pm",17.661,12817.7,0.98794,6.675,120
"Apr 18, 12:00 am",13.185,22845.6,0.987739,7.908,120
"Apr 18, 01:00 am",11.513,22505.6,0.987704,7.846,132
