,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-10.871,33772.2,0.764289,308,9.701
"Jan 1, 01:00 am",-11.576,40074.7,0.765249,311,10.377
"Jan 1, 02:00 am",-12.194,43954.1,0.765997,322,10.835
"Jan 1, 03:00 am",-12.216,47202.1,0.766435,322,11.375
"Jan 1, 04:00 am",-12.032,31042.6,0.767,318,9.343
"Jan 1, 05:00 am",-12.336,23058.8,0.76753,315,8.352
"Jan 1, 06:00 am",-13.195,14147.1,0.76793,284,7.134
"Jan 1, 07:00 am",-13.67,31342.5,0.768435,296,9.355
"Jan 1, 08:00 am",-13.792,31856.3,0.768834,300,9.42
"Jan 1, 09:00 am",-14.076,31035.5,0.7691,304,9.308
"Jan 1, 10:00 am",-14.799,17196.4,0.769456,287,7.541
"Jan 1, 11:00 am",-14.941,7495.25,0.769821,270,6.007
"Jan 1, 12:00 pm",-14.852,8441.15,0.770301,269,6.189
"Jan 1, 01:00 pm",-15.123,11873,0.770667,257,6.793
"Jan 1, 02:00 pm",-15.409,24203.4,0.770828,256,8.485
"Jan 1, 03:00 pm",-15.275,38179.5,0.771019,246,10.043
"Jan 1, 04:00 pm",-13.977,47820.1,0.771432,238,11.378
"Jan 1, 05:00 pm",-13.621,49335.1,0.771438,242,13.3
"Jan 1, 06:00 pm",-12.94,49202.9,0.771389,247,14.362
"Jan 1, 07:00 pm",-12.091,49042.1,0.771377,243,12.857
"Jan 1, 08:00 pm",-11.387,48917.8,0.771497,241,13.059
"Jan 1, 09:00 pm",-10.939,48829.6,0.771424,240,12.8
"Jan 1, 10:00 pm",-11.128,48846.3,0.771132,240,12.348
"Jan 1, 11:00 pm",-11.881,48980.2,0.771023,240,12.582
"Jan 2, 12:00 am",-11.868,48986.9,0.771167,242,13.502
"Jan 2, 01:00 am",-11.546,48931.3,0.771241,245,13.019
"Jan 2, 02:00 am",-11.454,48908.9,0.771158,244,15.109
"Jan 2, 03:00 am",-11.44,48888.9,0.770885,235,16.227
"Jan 2, 04:00 am",-11.493,48901.7,0.770931,232,14.837
"Jan 2, 05:00 am",-11.263,48842.4,0.770673,237,14.386
"Jan 2, 06:00 am",-11.171,48808.6,0.770409,234,13.938
"Jan 2, 07:00 am",-11.308,48825.8,0.770278,226,13.661
"Jan 2, 08:00 am",-11.246,48793.1,0.769945,218,13.942
"Jan 2, 09:00 am",-10.174,48567.4,0.76952,220,14.789
"Jan 2, 10:00 am",-9.102,48320.6,0.76873,225,16.688
"Jan 2, 11:00 am",-7.868,48070.2,0.768322,231,17.796
"Jan 2, 12:00 pm",-7.316,47962.1,0.768188,232,17.861
"Jan 2, 01:00 pm",-6.623,47822.2,0.767944,231,18.064
"Jan 2, 02:00 pm",-5.535,47605.3,0.767581,229,17.736
"Jan 2, 03:00 pm",-5.288,47542.6,0.767279,224,16.738
"Jan 2, 04:00 pm",-5.729,47603.6,0.766998,220,16.917
"Jan 2, 05:00 pm",-5.054,47450.6,0.766462,219,16.636
"Jan 2, 06:00 pm",-4.672,47347.6,0.765889,215,16.346
"Jan 2, 07:00 pm",-3.412,47092.3,0.765334,217,16.96
"Jan 2, 08:00 pm",-2.39,46887.6,0.764895,224,17.61
"Jan 2, 09:00 pm",-2.328,46852.8,0.764502,226,17.643
"Jan 2, 10:00 pm",-1.323,46642.6,0.763896,227,17.261
"Jan 2, 11:00 pm",-1.821,46704.7,0.763512,228,17.633
"Jan 3, 12:00 am",-2.127,46743,0.763276,230,18.654
"Jan 3, 01:00 am",-2.157,46736.8,0.76309,230,19.645
"Jan 3, 02:00 am",-2.39,46750.2,0.762652,229,20.27
"Jan 3, 03:00 am",-2.982,46824.9,0.762202,228,20.494
"Jan 3, 04:00 am",-3.448,46893.2,0.761997,226,20.622
"Jan 3, 05:00 am",-3.876,46958.1,0.76184,226,20.61
"Jan 3, 06:00 am",-4.059,46975.9,0.761612,226,20.533
"Jan 3, 07:00 am",-4.076,46962.3,0.761343,227,20.848
"Jan 3, 08:00 am",-4.108,46957.3,0.761171,228,21.177
"Jan 3, 09:00 am",-4.238,46977.4,0.761128,228,21.219
"Jan 3, 10:00 am",-4.409,46991.1,0.760867,228,21.214
"Jan 3, 11:00 am",-4.432,46989.6,0.760777,229,21.433
"Jan 3, 12:00 pm",-4.679,47033,0.76078,231,21.913
"Jan 3, 01:00 pm",-5.01,47088.1,0.760731,232,22.368
"Jan 3, 02:00 pm",-5.213,47109.6,0.760503,233,22.672
"Jan 3, 03:00 pm",-4.853,47045.5,0.760488,232,22.397
"Jan 3, 04:00 pm",-4.291,46959.1,0.760682,230,20.854
"Jan 3, 05:00 pm",-4.068,46904.2,0.760423,227,19.322
"Jan 3, 06:00 pm",-3.177,46720.4,0.759951,225,17.933
"Jan 3, 07:00 pm",-2.223,46536,0.759626,221,17.246
"Jan 3, 08:00 pm",-1.612,46430.9,0.75962,215,15.439
"Jan 3, 09:00 pm",-1.38,46370.9,0.759286,218,15.147
"Jan 3, 10:00 pm",-1.581,46386.5,0.75898,223,15.477
"Jan 3, 11:00 pm",-2.039,46447.7,0.758701,219,14.676
"Jan 4, 12:00 am",-2.28,46474.4,0.758462,213,13.517
"Jan 4, 01:00 am",-2.777,46541.3,0.75816,217,13.897
"Jan 4, 02:00 am",-3.358,46608.2,0.757619,221,17.931
"Jan 4, 03:00 am",-3.986,46680.2,0.757022,223,20.725
"Jan 4, 04:00 am",-4.195,46711.1,0.756936,223,20.884
"Jan 4, 05:00 am",-4.236,46682.2,0.756351,224,21.793
"Jan 4, 06:00 am",-4.149,46655.6,0.756165,225,21.754
"Jan 4, 07:00 am",-4.256,46652.9,0.755821,228,21.954
"Jan 4, 08:00 am",-3.876,46556,0.755316,232,23.611
"Jan 4, 09:00 am",-4.074,46572.2,0.755024,231,23.606
"Jan 4, 10:00 am",-4.938,46736.2,0.75525,226,20.434
"Jan 4, 11:00 am",-5.401,46819.8,0.755294,220,18.981
"Jan 4, 12:00 pm",-5.599,46856.1,0.75532,221,18.88
"Jan 4, 01:00 pm",-5.791,46887.9,0.755292,220,19.13
"Jan 4, 02:00 pm",-5.74,46860.1,0.754987,220,19.92
"Jan 4, 03:00 pm",-5.019,46716.4,0.754702,222,21.658
"Jan 4, 04:00 pm",-3.888,46515.5,0.754625,226,23.113
"Jan 4, 05:00 pm",-2.95,46347.3,0.754517,225,23.02
"Jan 4, 06:00 pm",-2.112,46170.1,0.753963,224,21.714
"Jan 4, 07:00 pm",-1.353,46017.7,0.753579,222,21.628
"Jan 4, 08:00 pm",-0.698,45879.9,0.753132,222,22.054
"Jan 4, 09:00 pm",-0.163,45779.9,0.752967,216,19.45
"Jan 4, 10:00 pm",-0.367,45760,0.752077,211,19.785
"Jan 4, 11:00 pm",-1.122,45864.3,0.751705,215,21.547
"Jan 5, 12:00 am",-1.586,45928.6,0.751474,216,23.533
"Jan 5, 01:00 am",-1.889,45963.1,0.751199,218,24.37
"Jan 5, 02:00 am",-2.287,46003.3,0.750753,216,24.365
"Jan 5, 03:00 am",-2.063,45928.2,0.750149,216,24.765
"Jan 5, 04:00 am",-2.122,45920.2,0.749854,212,23.317
"Jan 5, 05:00 am",-2.185,45899.4,0.74934,211,24.937
"Jan 5, 06:00 am",-2.377,45921.7,0.749173,210,23.313
"Jan 5, 07:00 am",-2.278,45856.6,0.748385,209,22.299
