,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",10.067,52919.9,0.973652,235,11.02
"Jan 1, 01:00 am",8.58,57440.9,0.975019,263,12.42
"Jan 1, 02:00 am",9.765,57283.4,0.976435,293,13.777
"Jan 1, 03:00 am",10.209,57265.5,0.977663,303,14.513
"Jan 1, 04:00 am",10.042,57406.5,0.979491,316,15.167
"Jan 1, 05:00 am",8.219,57863.4,0.980933,317,13.044
"Jan 1, 06:00 am",7.719,58048.3,0.982318,315,13.788
"Jan 1, 07:00 am",7.346,58199.3,0.983565,307,13.326
"Jan 1, 08:00 am",6.978,58363,0.985039,315,14.393
"Jan 1, 09:00 am",6.124,58622.7,0.986405,317,13.562
"Jan 1, 10:00 am",5.227,58890.5,0.987729,321,13.245
"Jan 1, 11:00 am",4.624,59095.1,0.989014,321,12.997
"Jan 1, 12:00 pm",4.042,59293.9,0.990261,323,12.795
"Jan 1, 01:00 pm",3.218,59549.9,0.99158,327,12.588
"Jan 1, 02:00 pm",3.729,57559.4,0.992778,333,11.521
"Jan 1, 03:00 pm",5.092,38396.7,0.993844,342,9.458
"Jan 1, 04:00 pm",6.224,35145.7,0.994297,345,9.058
"Jan 1, 05:00 pm",7.18,26062.7,0.994515,343,8.204
"Jan 1, 06:00 pm",8.04,21990,0.99477,341,7.782
"Jan 1, 07:00 pm",8.758,16423.1,0.994904,335,7.145
"Jan 1, 08:00 pm",9.221,18444.3,0.995074,330,7.385
"Jan 1, 09:00 pm",9.266,16515.3,0.99522,325,7.105
"Jan 1, 10:00 pm",7.784,13706.1,0.995193,318,6.715
"Jan 1, 11:00 pm",5.587,29411.2,0.995513,316,8.508
"Jan 2, 12:00 am",4.447,24271.5,0.996025,312,7.955
"Jan 2, 01:00 am",4.118,46866.8,0.996464,321,10.134
"Jan 2, 02:00 am",4.824,56117.1,0.996776,324,11.164
"Jan 2, 03:00 am",4.769,59111.9,0.99695,325,11.925
"Jan 2, 04:00 am",4.05,58201.2,0.997111,326,11.518
"Jan 2, 05:00 am",3.287,55890.2,0.997501,338,11.158
"Jan 2, 06:00 am",2.273,58846,0.998177,348,11.52
"Jan 2, 07:00 am",1.305,60410.6,0.998949,347,12.277
"Jan 2, 08:00 am",-1.379,56495.4,0.999455,346,10.99
"Jan 2, 09:00 am",-1.196,60188.7,0.999808,348,11.707
"Jan 2, 10:00 am",-0.982,54158.8,1.00018,347,10.719
"Jan 2, 11:00 am",-1.423,59881,1.00059,347,11.559
"Jan 2, 12:00 pm",-1.768,48699.2,1.0009,339,10.276
"Jan 2, 01:00 pm",-2.07,45528,1.00124,335,10.04
"Jan 2, 02:00 pm",-0.556,37513.8,1.00146,340,9.259
"Jan 2, 03:00 pm",0.876,21974.6,1.00142,338,7.72
"Jan 2, 04:00 pm",1.749,20436.2,1.00129,341,7.509
"Jan 2, 05:00 pm",2.718,16857.5,1.00078,339,7.116
"Jan 2, 06:00 pm",3.512,12559,1.00031,334,6.594
"Jan 2, 07:00 pm",4.165,12157.7,0.999798,327,6.495
"Jan 2, 08:00 pm",4.498,12382.4,0.999301,321,6.502
"Jan 2, 09:00 pm",4.427,11061.6,0.998522,318,6.213
"Jan 2, 10:00 pm",2.578,12247.1,0.997787,320,6.464
"Jan 2, 11:00 pm",-0.17,12066.1,0.997499,315,6.393
"Jan 3, 12:00 am",-0.619,10284.8,0.997538,315,6.072
"Jan 3, 01:00 am",-1.071,12280.3,0.99749,320,6.438
"Jan 3, 02:00 am",-0.788,18384.2,0.99724,332,7.304
"Jan 3, 03:00 am",-1.175,10547,0.996816,350,6.101
"Jan 3, 04:00 am",-1.64,3809.29,0.996629,2,4.804
"Jan 3, 05:00 am",-2.192,0,0.996415,9,3.399
"Jan 3, 06:00 am",-2.478,0,0.996371,24,3.057
"Jan 3, 07:00 am",-3.037,0,0.996425,80,1.982
"Jan 3, 08:00 am",-3.456,0,0.996408,126,2.789
"Jan 3, 09:00 am",-3.651,1658.9,0.996019,145,4.094
"Jan 3, 10:00 am",-3.506,8919.88,0.99541,148,5.89
"Jan 3, 11:00 am",-3.404,18197.4,0.995094,152,7.266
"Jan 3, 12:00 pm",-3.365,27037.1,0.994792,159,8.244
"Jan 3, 01:00 pm",-3.229,36894.5,0.994181,160,9.174
"Jan 3, 02:00 pm",-1.561,37666.9,0.993512,164,9.249
"Jan 3, 03:00 pm",0.453,19641.6,0.992752,167,7.375
"Jan 3, 04:00 pm",2.795,21433.4,0.991721,170,7.608
"Jan 3, 05:00 pm",4.971,26702.8,0.990426,175,8.22
"Jan 3, 06:00 pm",6.81,35442.1,0.989173,180,9.101
"Jan 3, 07:00 pm",7.967,42754.2,0.988015,181,9.865
"Jan 3, 08:00 pm",8.55,48212.2,0.986902,181,10.394
"Jan 3, 09:00 pm",8.186,43156.4,0.985982,180,9.908
"Jan 3, 10:00 pm",6.232,56938.2,0.985184,177,11.414
"Jan 3, 11:00 pm",4.221,58929.1,0.984805,177,12.55
"Jan 4, 12:00 am",3.575,59064.7,0.984771,179,14.244
"Jan 4, 01:00 am",2.756,59229.9,0.984603,183,13.518
"Jan 4, 02:00 am",2.122,59354.1,0.9844,186,12.543
"Jan 4, 03:00 am",1.297,58023.2,0.984122,186,11.445
"Jan 4, 04:00 am",0.788,59013.7,0.983846,188,11.79
"Jan 4, 05:00 am",0.723,58576.4,0.983408,189,11.624
"Jan 4, 06:00 am",0.668,52675.8,0.983391,193,10.693
"Jan 4, 07:00 am",0.619,38144.8,0.983727,202,9.46
"Jan 4, 08:00 am",0.063,37989.6,0.983893,214,9.399
"Jan 4, 09:00 am",-0.722,24725.3,0.984262,233,7.997
"Jan 4, 10:00 am",-0.771,19367.4,0.984375,245,7.357
"Jan 4, 11:00 am",-0.855,11297.5,0.984887,276,6.338
"Jan 4, 12:00 pm",-0.922,11382.9,0.985635,316,6.26
"Jan 4, 01:00 pm",-1.063,23490.5,0.986301,343,7.874
"Jan 4, 02:00 pm",1.427,28158.2,0.986968,354,8.345
"Jan 4, 03:00 pm",4.389,25583.3,0.987366,359,8.113
"Jan 4, 04:00 pm",6.371,13125.4,0.987707,360,6.636
"Jan 4, 05:00 pm",7.979,5801.01,0.987881,355,5.338
"Jan 4, 06:00 pm",9.345,5306.61,0.987987,344,5.237
"Jan 4, 07:00 pm",10.523,4678.18,0.987911,336,5.138
"Jan 4, 08:00 pm",11.308,5352.52,0.987881,334,5.314
"Jan 4, 09:00 pm",11.064,5187.77,0.987636,327,5.244
"Jan 4, 10:00 pm",8.776,6151.87,0.987483,321,5.432
"Jan 4, 11:00 pm",6.119,3744.97,0.987529,311,4.827
"Jan 5, 12:00 am",5.154,8134.62,0.987741,297,5.752
"Jan 5, 01:00 am",4.566,17946.2,0.987995,304,7.227
"Jan 5, 02:00 am",4.176,13066.9,0.988077,308,6.62
"Jan 5, 03:00 am",3.412,8177.84,0.987963,307,5.753
"Jan 5, 04:00 am",3.084,4073.01,0.987722,304,4.913
"Jan 5, 05:00 am",2.172,2861.92,0.987578,293,4.538
"Jan 5, 06:00 am",2.073,2824.66,0.987478,278,4.563
"Jan 5, 07:00 am",0.939,4098.46,0.987352,265,4.972
"Jan 5, 08:00 am",0.384,8320.36,0.987131,250,5.761
"Jan 5, 09:00 am",0.203,13653.5,0.986704,247,6.675
"Jan 5, 10:00 am",0.136,19304.4,0.986307,248,7.352
"Jan 5, 11:00 am",0.334,25132.4,0.986035,249,8.039
"Jan 5, 12:00 pm",0.387,34321.6,0.985794,250,8.936
"Jan 5, 01:00 pm",-0.073,35772.4,0.985463,254,9.078
"Jan 5, 02:00 pm",2.427,26325.4,0.985192,251,8.186
"Jan 5, 03:00 pm",5.535,16033.7,0.984918,246,7.007
"Jan 5, 04:00 pm",8.01,5437.78,0.984475,234,5.267
"Jan 5, 05:00 pm",10.378,2276.54,0.983819,213,4.384
"Jan 5, 06:00 pm",12.575,5252.5,0.983074,215,5.261
"Jan 5, 07:00 pm",14.398,9117.87,0.982308,211,6.067
"Jan 5, 08:00 pm",15.559,15712.5,0.981598,212,7.109
"Jan 5, 09:00 pm",15.763,19728.1,0.980903,211,7.633
"Jan 5, 10:00 pm",13.624,31337.8,0.98021,208,8.938
"Jan 5, 11:00 pm",11.302,51242.5,0.979863,207,10.93
"Jan 6, 12:00 am",9.671,56042.1,0.979523,207,11.617
"Jan 6, 01:00 am",8.307,57406.2,0.979144,207,12.08
"Jan 6, 02:00 am",7.894,57797.6,0.978685,207,13.249
