,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",10.247,5839.19,1.00517,120,5.345
"Jan 1, 01:00 am",9.95,14475,1.00515,122,6.816
"Jan 1, 02:00 am",9.15,22607.8,1.00501,128,7.799
"Jan 1, 03:00 am",8.677,13510.5,1.00458,154,6.761
"Jan 1, 04:00 am",7.623,17621.4,1.00431,162,7.207
"Jan 1, 05:00 am",7.501,24240.7,1.00413,155,8.062
"Jan 1, 06:00 am",7.703,37543.3,1.00387,153,9.433
"Jan 1, 07:00 am",6.711,43181.6,1.00379,153,9.957
"Jan 1, 08:00 am",6.394,45167.8,1.00353,153,10.124
"Jan 1, 09:00 am",6.888,44708.8,1.00338,155,10.087
"Jan 1, 10:00 am",7.525,37217.6,1.00346,165,9.291
"Jan 1, 11:00 am",7.824,41400.3,1.00323,169,9.682
"Jan 1, 12:00 pm",7.854,39813.9,1.0031,176,9.546
"Jan 1, 01:00 pm",9.706,45912,1.00304,176,10.086
"Jan 1, 02:00 pm",13.268,33250.8,1.00295,177,8.916
"Jan 1, 03:00 pm",14.467,16194.9,1.00254,185,7.044
"Jan 1, 04:00 pm",15.332,11431.1,1.0019,193,6.386
"Jan 1, 05:00 pm",18.625,15382.5,1.00132,195,6.992
"Jan 1, 06:00 pm",18.147,16226.7,1.001,197,7.112
"Jan 1, 07:00 pm",19.892,18466.6,1.00067,185,7.367
"Jan 1, 08:00 pm",20.159,26727.6,1.00021,178,8.352
"Jan 1, 09:00 pm",19.06,26708.9,1.00021,174,8.333
"Jan 1, 10:00 pm",17.185,26248.6,1.00043,171,8.26
"Jan 1, 11:00 pm",16.981,32621.7,1.00059,172,8.897
"Jan 2, 12:00 am",15.482,31173.9,1.00088,188,8.748
"Jan 2, 01:00 am",15.397,36291,1.00119,194,9.307
"Jan 2, 02:00 am",16.083,42445.4,1.00127,202,10
"Jan 2, 03:00 am",16.438,53414.1,1.00064,201,11.136
"Jan 2, 04:00 am",16.616,51780.1,0.999549,191,10.821
"Jan 2, 05:00 am",16.449,51672.3,0.999063,191,10.808
"Jan 2, 06:00 am",15.319,43120.8,0.999226,201,10.044
"Jan 2, 07:00 am",15.756,49955.5,0.999127,202,10.73
"Jan 2, 08:00 am",15.965,43735.7,0.999003,201,10.107
"Jan 2, 09:00 am",16.021,30099.6,0.998948,206,8.793
"Jan 2, 10:00 am",15.876,24095.6,0.998928,203,8.131
"Jan 2, 11:00 am",16.249,35139.3,0.998691,196,9.199
"Jan 2, 12:00 pm",16.443,46246.4,0.998429,198,10.321
"Jan 2, 01:00 pm",16.558,37100.5,0.998286,203,9.529
"Jan 2, 02:00 pm",16.867,36079.4,0.998229,210,9.415
"Jan 2, 03:00 pm",17.161,30158.3,0.997769,218,8.71
"Jan 2, 04:00 pm",17.932,20177.2,0.997218,226,7.583
"Jan 2, 05:00 pm",18.77,20367.9,0.996911,236,7.628
"Jan 2, 06:00 pm",18.654,20430.1,0.996807,238,7.636
"Jan 2, 07:00 pm",18.922,16213.6,0.996652,252,7.103
"Jan 2, 08:00 pm",18.983,24251,0.996893,265,8.206
"Jan 2, 09:00 pm",17.637,35841.5,0.997313,264,9.424
"Jan 2, 10:00 pm",15.428,42403.6,0.998204,264,10.033
"Jan 2, 11:00 pm",14.078,54376.8,0.999258,271,11.313
"Jan 3, 12:00 am",12.342,58143.2,1.00012,289,12.856
"Jan 3, 01:00 am",10.519,57110.4,1.00092,314,11.456
"Jan 3, 02:00 am",9.155,56501.4,1.0017,333,11.432
"Jan 3, 03:00 am",7.89,47719.5,1.00228,347,10.251
"Jan 3, 04:00 am",6.601,59117.3,1.00289,15,11.897
"Jan 3, 05:00 am",4.862,58618.3,1.00341,19,11.603
"Jan 3, 06:00 am",3.544,53557.8,1.00419,19,10.799
"Jan 3, 07:00 am",2.244,28548.8,1.00477,21,8.434
"Jan 3, 08:00 am",1.363,36793.3,1.00519,20,9.189
"Jan 3, 09:00 am",0.371,35314.8,1.00576,22,9.056
"Jan 3, 10:00 am",0.196,38650,1.0062,21,9.402
"Jan 3, 11:00 am",-0.097,28291.8,1.00669,25,8.409
"Jan 3, 12:00 pm",-0.219,25321.6,1.0071,30,8.09
"Jan 3, 01:00 pm",0.558,18459.3,1.00758,34,7.258
"Jan 3, 02:00 pm",2.053,13539.4,1.00793,34,6.674
"Jan 3, 03:00 pm",3.317,12608.8,1.00783,33,6.56
"Jan 3, 04:00 pm",4.341,8307.13,1.00749,32,5.799
"Jan 3, 05:00 pm",5.242,5564.21,1.0072,28,5.313
"Jan 3, 06:00 pm",5.951,3446.46,1.00692,28,4.776
"Jan 3, 07:00 pm",6.437,1001.88,1.00673,31,3.82
"Jan 3, 08:00 pm",6.618,0,1.00642,33,3.242
"Jan 3, 09:00 pm",6.127,0,1.00628,41,2.837
"Jan 3, 10:00 pm",4.402,0,1.00636,42,2.971
"Jan 3, 11:00 pm",3.337,0,1.00654,60,3.244
"Jan 4, 12:00 am",2.361,0,1.00647,77,3.178
"Jan 4, 01:00 am",1.472,0,1.00634,81,2.91
"Jan 4, 02:00 am",0.648,0,1.0063,94,2.899
"Jan 4, 03:00 am",0.336,0,1.00592,98,2.814
"Jan 4, 04:00 am",0.192,0,1.00547,107,2.557
"Jan 4, 05:00 am",0.122,0,1.00516,115,2.425
"Jan 4, 06:00 am",0.129,0,1.00495,121,2.227
"Jan 4, 07:00 am",0.137,0,1.00476,131,1.803
"Jan 4, 08:00 am",0.154,0,1.00445,151,1.516
"Jan 4, 09:00 am",0.167,0,1.00423,173,1.392
"Jan 4, 10:00 am",0.167,0,1.00409,197,1.119
"Jan 4, 11:00 am",0.133,0,1.0038,241,1.109
"Jan 4, 12:00 pm",0.153,0,1.00357,244,1.262
"Jan 4, 01:00 pm",1.428,0,1.00341,257,1.602
"Jan 4, 02:00 pm",3.423,0,1.00319,256,1.862
"Jan 4, 03:00 pm",5.356,0,1.00263,247,1.441
"Jan 4, 04:00 pm",7.324,0,1.00184,224,1.72
"Jan 4, 05:00 pm",9.264,0,1.00109,230,2.344
"Jan 4, 06:00 pm",10.599,0,1.00042,228,3.03
"Jan 4, 07:00 pm",11.708,2895.52,0.999739,235,4.579
