,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",5.244,5190.18,0.972471,211,5.254
"Jan 1, 01:00 am",4.893,5233.21,0.972396,210,5.269
"Jan 1, 02:00 am",4.929,2377.21,0.972378,210,4.43
"Jan 1, 03:00 am",4.806,3073.68,0.972213,209,4.687
"Jan 1, 04:00 am",5.309,4036.56,0.971822,208,4.98
"Jan 1, 05:00 am",4.474,3692.01,0.971552,213,4.854
"Jan 1, 06:00 am",4.749,11374.2,0.971495,195,6.364
"Jan 1, 07:00 am",5.249,8764.8,0.971346,204,5.977
"Jan 1, 08:00 am",5.803,9886.21,0.971012,210,6.163
"Jan 1, 09:00 am",5.819,13955.6,0.971011,203,6.859
"Jan 1, 10:00 am",5.875,21873.2,0.970772,196,7.787
"Jan 1, 11:00 am",6.187,18614.1,0.970555,195,7.365
"Jan 1, 12:00 pm",7.524,11880,0.970195,187,6.488
"Jan 1, 01:00 pm",7.715,8243.01,0.970126,185,5.812
"Jan 1, 02:00 pm",8.01,11465.9,0.970013,175,6.408
"Jan 1, 03:00 pm",8.089,24925.8,0.969662,184,8.125
"Jan 1, 04:00 pm",9.791,39871,0.968818,192,9.702
"Jan 1, 05:00 pm",10.447,30412.9,0.968462,198,8.782
"Jan 1, 06:00 pm",11.399,33764.3,0.968312,202,9.169
"Jan 1, 07:00 pm",11.627,35292,0.968019,207,9.388
"Jan 1, 08:00 pm",12.282,46476,0.967567,206,10.514
"Jan 1, 09:00 pm",12.835,55925.5,0.967313,198,12.033
"Jan 1, 10:00 pm",12.973,54784.5,0.967102,190,11.478
"Jan 1, 11:00 pm",12.909,36682.7,0.967341,194,9.451
"Jan 2, 12:00 am",13.491,54004.9,0.966937,188,11.308
"Jan 2, 01:00 am",13.368,38479.5,0.966929,194,9.639
"Jan 2, 02:00 am",13.597,43972.1,0.966769,194,10.129
"Jan 2, 03:00 am",13.949,40766.4,0.966337,194,9.858
"Jan 2, 04:00 am",14.09,40152.8,0.965858,194,9.807
"Jan 2, 05:00 am",14.334,53340.1,0.965747,202,11.363
"Jan 2, 06:00 am",14.374,48144.2,0.965428,203,10.708
"Jan 2, 07:00 am",14.407,45734.6,0.965147,205,10.479
"Jan 2, 08:00 am",14.678,49512.3,0.964926,216,10.778
"Jan 2, 09:00 am",14.55,34987.6,0.96509,219,9.3
"Jan 2, 10:00 am",14.351,22920.4,0.965297,217,8.005
"Jan 2, 11:00 am",13.038,3408.12,0.965404,280,4.805
"Jan 2, 12:00 pm",12.127,0,0.965366,301,3.529
"Jan 2, 01:00 pm",11.693,0,0.965492,329,2.845
"Jan 2, 02:00 pm",11.564,0,0.965491,23,3.141
"Jan 2, 03:00 pm",11.387,0,0.965233,34,2.693
"Jan 2, 04:00 pm",12.166,0,0.964759,38,1.346
"Jan 2, 05:00 pm",13.508,0,0.964588,303,0.866
"Jan 2, 06:00 pm",14.635,0,0.964543,289,2.933
"Jan 2, 07:00 pm",15.323,9894.8,0.964365,296,6.154
"Jan 2, 08:00 pm",13.759,23373.7,0.964905,309,8.032
"Jan 2, 09:00 pm",10.625,32966.6,0.966127,328,9.069
"Jan 2, 10:00 pm",7.331,57247.1,0.967421,325,12.344
"Jan 2, 11:00 pm",5.256,52663.4,0.968151,345,10.899
"Jan 3, 12:00 am",3.569,58131,0.969182,347,12.623
"Jan 3, 01:00 am",2.571,45413.6,0.969613,359,10.079
"Jan 3, 02:00 am",1.557,56954.1,0.970251,353,11.384
"Jan 3, 03:00 am",-0.605,20897.4,0.970501,359,7.571
"Jan 3, 04:00 am",-0.751,19572.1,0.970626,360,7.407
"Jan 3, 05:00 am",-0.594,20751,0.970934,1,7.551
