,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",7.872,57403.8,0.971942,192,13.349
"Jan 1, 01:00 am",7.395,57520.4,0.972262,198,13.108
"Jan 1, 02:00 am",7.144,57558,0.972027,204,13.011
"Jan 1, 03:00 am",8.524,57283.1,0.972148,218,13.224
"Jan 1, 04:00 am",7.514,57527,0.972786,249,12.617
"Jan 1, 05:00 am",6.771,57734.6,0.973712,294,13.177
"Jan 1, 06:00 am",5.658,58025.6,0.974729,276,12.391
"Jan 1, 07:00 am",4.719,58325.8,0.976472,285,13.265
"Jan 1, 08:00 am",4.209,58521.9,0.977957,285,12.997
"Jan 1, 09:00 am",3.927,58684.5,0.979677,291,13.11
"Jan 1, 10:00 am",3.332,58929.4,0.981652,298,13.369
"Jan 1, 11:00 am",2.537,59208.6,0.983468,297,12.886
"Jan 1, 12:00 pm",1.923,59441.6,0.985139,300,13.234
"Jan 1, 01:00 pm",1.268,59688.8,0.986879,301,13.44
"Jan 1, 02:00 pm",1.546,59730.9,0.988577,305,12.704
"Jan 1, 03:00 pm",2.603,55732.8,0.989903,307,11.079
"Jan 1, 04:00 pm",3.587,43006.2,0.990667,304,9.834
"Jan 1, 05:00 pm",4.531,41476,0.991232,300,9.712
"Jan 1, 06:00 pm",5.348,54929,0.991491,299,11.033
"Jan 1, 07:00 pm",5.971,53022.8,0.992,296,10.802
"Jan 1, 08:00 pm",6.164,57279.7,0.992066,294,11.405
"Jan 1, 09:00 pm",5.774,56431.3,0.992284,292,11.241
"Jan 1, 10:00 pm",3.163,43098.5,0.993141,292,9.818
"Jan 1, 11:00 pm",0.491,52674.4,0.993738,290,10.638
"Jan 2, 12:00 am",-0.276,52868.1,0.994207,290,10.64
"Jan 2, 01:00 am",-1.069,40643.9,0.99467,296,9.544
"Jan 2, 02:00 am",-1.479,46096.3,0.994991,301,9.999
"Jan 2, 03:00 am",-1.333,45693.6,0.994929,305,9.969
"Jan 2, 04:00 am",-1.611,32030.8,0.994829,301,8.69
"Jan 2, 05:00 am",-1.379,54880.7,0.994886,307,10.839
"Jan 2, 06:00 am",-2.142,42338.6,0.995281,304,9.684
"Jan 2, 07:00 am",-2.631,39691.8,0.995468,300,9.434
"Jan 2, 08:00 am",-2.71,44828.7,0.995656,305,9.882
"Jan 2, 09:00 am",-3.253,45027,0.995857,302,9.891
"Jan 2, 10:00 am",-3.184,49551.3,0.996194,300,10.286
"Jan 2, 11:00 am",-3.452,49798.5,0.99643,297,10.301
"Jan 2, 12:00 pm",-3.821,45887,0.996713,295,9.938
"Jan 2, 01:00 pm",-3.96,48870.6,0.997011,294,10.183
"Jan 2, 02:00 pm",-3.058,54108.7,0.997369,300,10.703
"Jan 2, 03:00 pm",-2.184,61101.5,0.997529,310,12.644
"Jan 2, 04:00 pm",-1.586,60957.3,0.997371,311,12.58
"Jan 2, 05:00 pm",-1.032,60819.5,0.997146,311,12.647
"Jan 2, 06:00 pm",-0.549,60694.7,0.996866,312,12.871
"Jan 2, 07:00 pm",-0.303,60639.6,0.99686,313,13.048
