YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1999-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.064,1,0.064,1,0.320,1,0.18,0
1999-01-01,8:00,88.1,120.3,18,554,2,1,9,0,1,21,2,1,9,1,10,0,16,1,10,6,10,103,16,3,10,-9900,99,-9900,99,-9900,99,1.7,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,9:00,81.4,126.9,212,1415,48,0,9,0,0,21,48,0,9,27,10,0,16,27,10,110,10,561,16,26,10,-9900,99,-9900,99,-9900,99,1.7,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,10:00,72.5,137.7,425,1415,56,0,9,0,0,21,56,0,9,62,10,0,16,62,10,271,10,771,16,39,10,-9900,99,-9900,99,-9900,99,1.7,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,11:00,65.4,150.4,589,1415,91,0,9,0,0,21,91,0,9,90,10,0,16,90,10,407,10,860,16,49,10,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,12:00,60.8,165.0,690,1415,92,0,9,0,0,21,92,0,9,107,10,0,16,107,10,495,10,900,16,55,10,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,13:00,59.3,180.8,722,1415,95,0,9,0,0,21,95,0,9,113,10,0,16,113,10,523,10,912,16,57,10,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,14:00,61.1,196.5,683,1415,86,0,9,0,0,21,86,0,9,106,10,0,16,106,10,489,10,899,16,55,10,-9900,99,-9900,99,-9900,99,1.6,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,15:00,66.0,210.9,576,1415,69,0,9,0,0,21,69,0,9,87,10,0,16,87,10,397,10,857,16,48,10,-9900,99,-9900,99,-9900,99,1.5,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,16:00,73.3,223.4,407,1415,58,0,9,0,0,21,58,0,9,59,10,0,16,59,10,257,10,762,16,38,10,-9900,99,-9900,99,-9900,99,1.5,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,17:00,82.3,234.0,190,1415,27,0,9,0,0,21,27,0,9,29,10,0,16,29,10,96,10,531,16,25,10,-9900,99,-9900,99,-9900,99,1.5,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,18:00,88.6,240.2,10,436,1,1,9,0,1,21,1,1,9,1,24,0,27,1,24,3,10,78,16,1,10,-9900,99,-9900,99,-9900,99,1.5,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,1,0.064,1,0.038,1,0.320,1,0.18,0
1999-01-02,8:00,88.1,120.2,18,554,4,1,9,31,1,21,3,1,9,5,10,35,16,3,10,5,10,55,16,3,10,-9900,99,-9900,99,-9900,99,1.2,1,0.064,1,0.071,1,0.320,1,0.18,0
1999-01-02,9:00,81.4,126.8,212,1415,87,0,9,165,0,21,62,0,9,109,10,436,16,44,10,104,10,463,16,34,10,-9900,99,-9900,99,-9900,99,1.1,1,0.064,1,0.071,1,0.320,1,0.18,0
1999-01-02,10:00,72.5,137.6,425,1415,294,0,9,652,0,21,98,0,9,221,10,526,16,63,10,264,10,704,16,52,10,-9900,99,-9900,99,-9900,99,1.1,1,0.064,1,0.071,1,0.320,1,0.18,0
1999-01-02,11:00,65.4,150.3,589,1415,430,0,9,866,0,21,70,0,9,390,10,721,16,90,10,402,10,809,16,65,10,-9900,99,-9900,99,-9900,99,1.1,1,0.064,1,0.071,1,0.320,1,0.18,0
