YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1998-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.062,1,0.308,1,0.17,0
1998-01-01,8:00,88.8,118.7,8,366,2,1,8,46,1,15,1,1,8,3,10,75,16,1,10,3,10,75,16,1,10,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.035,1,0.308,1,0.17,0
1998-01-01,9:00,82.4,124.3,188,1415,93,0,8,378,0,15,43,0,8,98,10,562,16,24,10,98,10,562,16,24,10,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.035,1,0.308,1,0.17,0
1998-01-01,10:00,72.8,134.4,418,1415,284,0,8,765,0,15,58,0,8,275,10,806,16,37,10,275,10,806,16,37,10,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.035,1,0.308,1,0.17,0
1998-01-01,11:00,64.9,146.5,600,1415,434,0,8,878,0,15,61,0,8,432,10,904,16,48,10,432,10,904,16,48,10,-9900,99,-9900,99,-9900,99,0.6,1,0.062,1,0.035,1,0.308,1,0.17,0
