YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1995-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.068,1,0.068,1,0.310,1,0.17,0
1995-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.068,1,0.068,1,0.310,1,0.17,0
1995-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.068,1,0.068,1,0.310,1,0.17,0
1995-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.068,1,0.068,1,0.310,1,0.17,0
1995-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.068,1,0.068,1,0.310,1,0.17,0
1995-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.068,1,0.310,1,0.17,0
1995-01-01,7:00,89.7,118.2,1,106,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,8,16,0,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,8:00,84.4,123.0,139,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,14,25,0,28,14,25,59,10,332,16,26,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,9:00,74.8,133.0,372,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,47,24,0,27,47,24,220,10,656,16,48,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,10:00,66.7,144.8,560,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,79,25,0,28,79,25,375,10,790,16,63,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,11:00,60.8,158.8,689,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,101,24,0,27,101,24,488,10,851,16,73,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,12:00,58.0,174.4,750,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,112,24,0,27,112,24,542,10,874,16,78,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,13:00,58.5,190.6,739,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,157,25,0,28,157,25,532,10,870,16,77,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,14:00,62.4,205.8,656,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,25,0,28,136,25,459,10,837,16,71,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
1995-01-01,15:00,69.0,219.1,507,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,99,24,0,27,99,24,331,10,759,16,59,10,-9900,99,-9900,99,-9900,99,1.2,1,0.068,1,0.071,1,0.310,1,0.17,0
