YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2007-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.068,1,0.068,1,0.308,2,0.17,0
2007-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.068,1,0.068,1,0.308,51,0.17,0
2007-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.068,1,0.068,1,0.307,51,0.17,0
2007-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.068,1,0.068,1,0.307,51,0.17,0
2007-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.068,1,0.068,1,0.306,51,0.17,0
2007-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.068,1,0.068,1,0.306,51,0.17,0
2007-01-01,7:00,89.7,118.2,1,106,0,1,8,0,1,15,0,1,8,0,24,1,27,0,24,0,10,7,16,0,10,-9900,99,-9900,99,-9900,99,1.2,51,0.068,1,0.075,1,0.305,51,0.17,0
2007-01-01,8:00,84.4,123.0,139,1415,15,0,8,0,0,15,15,0,8,20,24,0,27,20,24,58,10,317,16,27,10,-9900,99,-9900,99,-9900,99,1.3,51,0.068,1,0.075,1,0.305,51,0.17,0
2007-01-01,9:00,74.8,133.0,372,1415,109,0,8,18,0,15,104,0,8,66,24,0,27,66,24,217,10,641,16,49,10,-9900,99,-9900,99,-9900,99,1.5,3,0.068,1,0.075,1,0.304,51,0.17,0
2007-01-01,10:00,66.7,144.8,560,1415,123,0,8,0,0,15,123,0,8,111,24,0,27,111,24,372,10,776,16,65,10,-9900,99,-9900,99,-9900,99,1.4,51,0.068,1,0.075,1,0.304,51,0.17,0
2007-01-01,11:00,60.8,158.7,689,1415,86,0,8,0,0,15,86,0,8,143,24,0,27,143,24,484,10,839,16,76,10,-9900,99,-9900,99,-9900,99,1.4,51,0.068,1,0.075,1,0.303,51,0.17,0
2007-01-01,12:00,58.0,174.4,750,1415,104,0,8,0,0,15,104,0,8,159,24,0,27,159,24,538,10,863,16,81,10,-9900,99,-9900,99,-9900,99,1.4,3,0.068,1,0.075,1,0.303,51,0.17,0
2007-01-01,13:00,58.5,190.6,739,1415,119,0,8,0,0,15,119,0,8,156,24,0,27,156,24,529,10,860,16,80,10,-9900,99,-9900,99,-9900,99,1.4,51,0.068,1,0.075,1,0.302,51,0.17,0
2007-01-01,14:00,62.4,205.8,656,1415,112,0,8,0,0,15,112,0,8,135,24,0,27,135,24,456,10,826,16,73,10,-9900,99,-9900,99,-9900,99,1.3,51,0.068,1,0.075,1,0.302,51,0.17,0
2007-01-01,15:00,69.0,219.1,508,1415,92,0,8,0,0,15,92,0,8,98,24,0,27,98,24,329,10,748,16,61,10,-9900,99,-9900,99,-9900,99,1.3,3,0.068,1,0.075,1,0.301,51,0.17,0
2007-01-01,16:00,77.6,230.3,304,1415,72,0,8,0,0,15,72,0,8,51,24,0,27,51,24,167,10,578,16,44,10,-9900,99,-9900,99,-9900,99,1.1,51,0.068,1,0.075,1,0.301,51,0.17,0
2007-01-01,17:00,86.2,238.8,70,1073,15,0,8,45,0,15,12,0,8,11,24,0,27,11,24,26,10,171,16,14,10,-9900,99,-9900,99,-9900,99,0.8,51,0.068,1,0.075,1,0.300,51,0.17,0
2007-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.068,1,0.075,1,0.300,51,0.17,0
