YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1999-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.069,1,0.069,1,0.334,1,0.41,0
1999-01-01,8:00,89.2,124.5,4,295,0,1,8,0,1,15,0,1,8,1,10,3,16,1,10,1,10,41,16,0,10,-9900,99,-9900,99,-9900,99,0.9,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,9:00,84.5,131.2,136,1415,31,0,8,2,0,15,31,0,8,43,10,51,16,38,10,62,10,396,16,24,10,-9900,99,-9900,99,-9900,99,0.9,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,10:00,77.4,143.2,307,1415,97,0,8,49,0,15,86,0,8,142,10,126,16,114,10,182,10,650,16,40,10,-9900,99,-9900,99,-9900,99,0.9,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,11:00,72.2,156.4,433,1415,208,0,8,284,0,15,121,0,8,156,10,234,16,84,10,283,10,760,16,51,10,-9900,99,-9900,99,-9900,99,0.9,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,12:00,69.2,170.6,502,1415,275,0,8,390,0,15,137,0,8,304,10,332,16,186,10,342,10,806,16,57,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,13:00,68.9,185.4,510,1415,235,0,8,202,0,15,162,0,8,243,10,404,16,98,10,350,10,812,16,57,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,14:00,71.1,199.8,458,1415,175,0,8,118,0,15,137,0,8,288,10,593,16,96,10,305,10,780,16,53,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,15:00,75.8,213.4,347,1415,221,0,8,401,0,15,123,0,8,177,10,362,16,88,10,214,10,693,16,44,10,-9900,99,-9900,99,-9900,99,0.8,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,16:00,82.4,225.7,187,1415,78,0,8,157,0,15,57,0,8,53,10,150,16,33,10,95,10,492,16,30,10,-9900,99,-9900,99,-9900,99,0.7,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,17:00,88.1,234.1,23,696,5,1,8,36,1,15,4,1,8,7,10,49,16,6,10,7,10,108,16,4,10,-9900,99,-9900,99,-9900,99,0.7,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.069,1,0.050,1,0.334,1,0.41,0
1999-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.069,1,0.050,1,0.334,1,0.41,0
