YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2004-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.063,1,0.063,1,0.256,1,0.17,0
2004-01-01,8:00,88.2,120.0,17,554,3,1,9,28,1,21,2,1,9,4,10,14,16,4,10,4,10,44,16,3,10,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,9:00,81.4,126.6,211,1415,85,0,9,149,0,21,63,0,9,96,10,235,16,61,10,103,10,442,16,37,10,-9900,99,-9900,99,-9900,99,0.6,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,10:00,72.4,137.3,427,1415,267,0,9,562,0,21,97,0,9,220,10,484,16,74,10,266,10,695,16,57,10,-9900,99,-9900,99,-9900,99,0.7,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,11:00,65.2,149.9,593,1415,412,0,9,759,0,21,94,0,9,404,10,796,16,70,10,407,10,800,16,72,10,-9900,99,-9900,99,-9900,99,0.8,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,12:00,60.5,164.4,697,1415,433,0,9,575,0,21,150,0,9,478,10,716,16,125,10,497,10,846,16,81,10,-9900,99,-9900,99,-9900,99,0.9,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,13:00,58.9,180.3,732,1415,450,0,9,532,0,21,175,0,9,382,10,249,16,253,10,526,10,857,16,83,10,-9900,99,-9900,99,-9900,99,1.0,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,14:00,60.6,196.1,695,1415,414,0,9,510,0,21,164,0,9,295,10,343,16,127,10,491,10,837,16,80,10,-9900,99,-9900,99,-9900,99,1.2,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,15:00,65.4,210.6,588,1415,350,0,9,541,0,21,125,0,9,383,10,622,16,124,10,397,10,783,16,71,10,-9900,99,-9900,99,-9900,99,1.3,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,16:00,72.7,223.1,421,1415,217,0,9,403,0,21,97,0,9,159,10,44,16,146,10,255,10,669,16,56,10,-9900,99,-9900,99,-9900,99,1.5,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,17:00,81.7,233.8,203,1415,93,0,9,322,0,21,47,0,9,68,10,18,16,65,10,96,10,413,16,36,10,-9900,99,-9900,99,-9900,99,1.5,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,18:00,88.4,240.2,14,507,3,1,9,52,1,21,1,1,9,4,10,13,16,4,10,3,10,36,16,2,10,-9900,99,-9900,99,-9900,99,1.6,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,3,0.063,1,0.083,1,0.256,1,0.17,0
2004-01-02,8:00,88.2,120.0,17,531,4,1,9,56,1,21,2,1,9,5,10,26,16,4,10,5,10,80,16,3,10,-9900,99,-9900,99,-9900,99,2.3,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,9:00,81.4,126.4,211,1415,97,0,9,305,0,21,51,0,9,33,10,26,16,29,10,107,10,521,16,29,10,-9900,99,-9900,99,-9900,99,2.4,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,10:00,72.4,137.1,427,1415,204,0,9,251,0,21,128,0,9,142,10,19,16,136,10,267,10,739,16,43,10,-9900,99,-9900,99,-9900,99,2.5,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,11:00,65.2,149.7,594,1415,96,0,9,0,0,21,96,0,9,185,10,30,16,172,10,404,10,833,16,55,10,-9900,99,-9900,99,-9900,99,2.5,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,12:00,60.4,164.3,698,1415,216,0,9,32,0,21,200,0,9,231,10,41,16,211,10,494,10,875,16,62,10,-9900,99,-9900,99,-9900,99,2.4,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,13:00,58.8,180.2,733,1415,90,0,9,0,0,21,90,0,9,258,10,82,16,215,10,524,10,888,16,64,10,-9900,99,-9900,99,-9900,99,2.4,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,14:00,60.5,196.0,697,1415,245,0,9,61,0,21,215,0,9,424,10,472,16,192,10,493,10,877,16,62,10,-9900,99,-9900,99,-9900,99,2.3,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,15:00,65.3,210.5,591,1415,284,0,9,214,0,21,195,0,9,211,10,62,16,185,10,404,10,835,16,55,10,-9900,99,-9900,99,-9900,99,2.2,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,16:00,72.6,223.1,424,1415,180,0,9,137,0,21,139,0,9,220,10,109,16,188,10,265,10,742,16,43,10,-9900,99,-9900,99,-9900,99,2.2,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,17:00,81.6,233.8,207,1415,83,0,9,203,0,21,53,0,9,105,10,521,16,29,10,105,10,521,16,29,10,-9900,99,-9900,99,-9900,99,1.9,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,18:00,88.3,240.2,15,507,3,1,9,34,1,21,2,1,9,5,10,77,16,2,10,5,10,77,16,2,10,-9900,99,-9900,99,-9900,99,1.7,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.063,1,0.049,1,0.256,1,0.17,0
2004-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.062,1,0.049,1,0.247,1,0.17,0
2004-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.062,1,0.049,1,0.247,1,0.17,0
2004-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.062,1,0.049,1,0.247,1,0.17,0
