YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1994-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.080,1,0.080,1,0.280,1,0.16,0
1994-01-01,8:00,87.0,119.8,44,837,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,10,10,6,16,9,10,17,10,188,16,7,10,-9900,99,-9900,99,-9900,99,1.5,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,9:00,78.9,127.0,273,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,76,10,20,16,72,10,153,10,639,16,30,10,-9900,99,-9900,99,-9900,99,1.6,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,10:00,69.6,137.6,493,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,104,10,0,16,104,10,326,10,813,16,43,10,-9900,99,-9900,99,-9900,99,1.6,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,11:00,62.2,150.4,660,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,145,10,0,16,145,10,468,10,888,16,54,10,-9900,99,-9900,99,-9900,99,1.6,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,12:00,57.5,165.3,761,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,169,10,0,16,169,10,556,10,922,16,60,10,-9900,99,-9900,99,-9900,99,1.6,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,13:00,56.0,181.7,791,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,176,10,0,16,176,10,582,10,931,16,61,10,-9900,99,-9900,99,-9900,99,1.6,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,14:00,58.2,197.9,746,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,166,10,0,16,166,10,542,10,917,16,59,10,-9900,99,-9900,99,-9900,99,1.6,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,15:00,63.5,212.5,630,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,137,10,0,16,137,10,442,10,876,16,52,10,-9900,99,-9900,99,-9900,99,1.7,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,16:00,71.4,224.8,451,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,94,10,0,16,94,10,292,10,787,16,41,10,-9900,99,-9900,99,-9900,99,1.7,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,17:00,80.9,235.0,223,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,35,10,0,16,35,10,117,10,575,16,27,10,-9900,99,-9900,99,-9900,99,1.7,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,18:00,88.1,241.1,18,554,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,10,0,16,2,10,6,10,107,16,3,10,-9900,99,-9900,99,-9900,99,1.7,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.080,1,0.038,1,0.280,1,0.16,0
1994-01-01,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,1,0.080,1,0.038,1,0.280,1,0.16,0
