YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1999-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.064,1,0.347,1,0.19,0
1999-01-01,8:00,89.4,121.5,3,224,1,1,9,15,1,21,1,1,9,0,10,0,16,0,10,1,10,44,16,0,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,9:00,84.3,127.5,140,1415,72,0,9,206,0,21,51,0,9,24,10,0,16,24,10,66,10,466,16,20,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,10:00,76.2,138.8,337,1415,38,0,9,0,0,21,38,0,9,74,10,120,16,45,10,206,10,727,16,33,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,11:00,69.8,151.5,489,1415,57,0,9,0,0,21,57,0,9,130,11,96,16,96,11,330,10,834,16,42,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,12:00,65.7,165.7,583,1415,70,0,9,0,0,21,70,0,9,108,10,0,16,108,10,410,10,881,16,48,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,13:00,64.4,180.9,612,1415,74,0,9,0,0,21,74,0,9,95,10,0,16,95,10,436,10,893,16,49,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,14:00,66.0,195.9,576,1415,69,0,9,0,0,21,69,0,9,106,10,0,16,106,10,404,10,878,16,47,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,15:00,70.4,210.0,475,1415,56,0,9,0,0,21,56,0,9,85,10,0,16,85,10,318,10,826,16,41,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
1999-01-01,16:00,77.0,222.6,318,1415,35,0,9,0,0,21,35,0,9,54,10,0,16,54,10,191,10,709,16,32,10,-9900,99,-9900,99,-9900,99,1.0,1,0.064,1,0.036,1,0.347,1,0.19,0
