YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2000-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.064,1,0.064,1,0.288,1,0.19,0
2000-01-01,8:00,89.3,121.6,3,224,1,1,9,25,1,21,1,1,9,0,10,13,16,0,10,1,10,45,16,0,10,-9900,99,-9900,99,-9900,99,1.4,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,9:00,84.3,127.5,140,1415,69,0,9,340,0,21,35,0,9,58,10,221,16,36,10,66,10,467,16,20,10,-9900,99,-9900,99,-9900,99,1.5,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,10:00,76.2,138.8,337,1415,210,0,9,671,0,21,50,0,9,159,10,371,16,70,10,205,10,722,16,33,10,-9900,99,-9900,99,-9900,99,1.5,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,11:00,69.8,151.5,489,1415,331,0,9,659,0,21,103,0,9,306,10,513,16,129,10,327,10,826,16,42,10,-9900,99,-9900,99,-9900,99,1.5,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,12:00,65.7,165.8,582,1415,291,0,9,253,0,21,187,0,9,314,11,382,16,157,11,406,10,871,16,47,10,-9900,99,-9900,99,-9900,99,1.6,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,13:00,64.4,180.9,612,1415,178,0,9,23,0,21,168,0,9,322,10,386,16,155,10,432,10,885,16,49,10,-9900,99,-9900,99,-9900,99,1.5,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,14:00,66.0,196.0,575,1415,211,0,9,60,0,21,187,0,9,346,10,145,16,288,10,400,10,870,16,47,10,-9900,99,-9900,99,-9900,99,1.5,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,15:00,70.4,210.0,474,1415,156,0,9,38,0,21,143,0,9,253,10,319,16,146,10,316,10,821,16,41,10,-9900,99,-9900,99,-9900,99,1.4,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,16:00,77.1,222.6,317,1415,141,0,9,210,0,21,94,0,9,172,10,383,16,87,10,190,10,707,16,31,10,-9900,99,-9900,99,-9900,99,1.4,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,17:00,85.3,233.7,116,1415,54,0,9,177,0,21,39,0,9,46,10,313,16,20,10,52,10,422,16,17,10,-9900,99,-9900,99,-9900,99,1.3,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,18:00,89.8,239.0,0,59,0,1,9,1,1,21,0,1,9,0,24,12,27,0,24,0,10,12,16,0,10,-9900,99,-9900,99,-9900,99,1.3,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.064,1,0.035,1,0.288,1,0.19,0
2000-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.064,1,0.035,1,0.288,1,0.19,0
