,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 2, 01:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,16.7
"Jan 2, 02:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,16.7
"Jan 2, 03:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,16.7
"Jan 2, 04:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,15.7
"Jan 2, 05:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,15.7
"Jan 2, 06:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,15.7
"Jan 2, 07:00 am",0,-0.5,77.7498,13,1,11.2553,1,-1.127,3.72821,0,1,2,2.91661,15.6
"Jan 2, 08:00 am",276.353,-0.7,70.8686,93,40,304.487,51,-0.592123,83.7236,0.276353,1,1,79.0797,15.6
"Jan 2, 09:00 am",1293.6,0.4,60.5061,542,76,1347.84,210,3.23388,370.892,1.2936,1,1,355.764,15.6
"Jan 2, 10:00 am",1132.75,1.5,52.1206,242,139,1182.23,222,3.94157,316.702,1.13275,1,1,312.995,15.5
"Jan 2, 11:00 am",2536.78,2.5,46.856,829,114,2636.05,445,8.75985,720.857,2.53678,1,1,712.579,15.5
"Jan 2, 12:00 pm",2575.51,2.8,45.8159,991,30,2676.43,436,9.33478,734.362,2.57551,1,1,725.315,15.5
"Jan 2, 01:00 pm",2285.64,3.1,49.2705,726,141,2374.63,413,9.34045,652.409,2.28564,1,1,643.543,13.9
"Jan 2, 02:00 pm",486.436,3.4,56.3939,51,104,519.184,119,4.35452,138.771,0.486436,1,1,137.697,13.9
"Jan 2, 03:00 pm",592.223,3.5,65.9874,219,68,627.448,108,4.61361,175.131,0.592223,1,1,166.596,13.9
"Jan 2, 04:00 pm",91.9676,3.7,75.2381,80,8,116.381,13,3.43106,35.4566,0.0919676,1,3,30.7448,16.3
"Jan 2, 05:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,16.3
"Jan 2, 06:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,16.3
"Jan 2, 07:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,11.1
"Jan 2, 08:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,11.1
"Jan 2, 09:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,11.1
"Jan 2, 10:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,7.3
"Jan 2, 11:00 pm",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,7.3
"Jan 3, 12:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,7.3
"Jan 3, 01:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,7.2
"Jan 3, 02:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,7.2
"Jan 3, 03:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,7.2
"Jan 3, 04:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,1.5
"Jan 3, 05:00 am",0,-4.4,0,0,0,0,0,-4.4,0,0,1,0,0,1.5
"Jan 3, 06:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,1.5
"Jan 3, 07:00 am",0,-5.3,77.7915,13,1,11.5425,1,-8.04779,3.71896,0,1,2,2.90682,0.8
"Jan 3, 08:00 am",286.695,-5.8,70.9006,92,41,315.046,52,-5.75327,84.6884,0.286695,1,1,80.0879,0.8
"Jan 3, 09:00 am",140.214,-6.8,60.5135,0,44,165.571,44,-7.77808,41.7428,0.140214,1,1,41.7428,0.8
"Jan 3, 10:00 am",317.935,-7.9,52.0951,0,90,346.95,90,-7.50652,87.5678,0.317935,1,1,87.5678,1.9
"Jan 3, 11:00 am",323.35,-8.9,46.7909,0,92,352.481,92,-8.27618,88.6855,0.32335,1,1,88.6855,1.9
"Jan 3, 12:00 pm",259.679,-8.8,45.7129,0,76,287.464,76,-8.66471,72.2129,0.259679,1,1,72.2129,1.9
"Jan 3, 01:00 pm",276.626,-8.8,49.1418,0,80,304.766,80,-8.64052,76.5667,0.276626,1,1,76.5667,3.4
"Jan 3, 02:00 pm",174.619,-8.7,56.2539,0,53,200.662,53,-9.17781,50.303,0.174619,1,1,50.303,3.4
"Jan 3, 03:00 pm",604.901,-9.3,65.8457,221,58,640.429,98,-6.88275,170.597,0.604901,1,1,162.052,3.4
"Jan 3, 04:00 pm",94.9887,-10,75.188,83,7,119.461,12,-10.5731,34.6599,0.0949887,1,3,29.7787,4.1
"Jan 3, 05:00 pm",0,-10.7,0,0,0,0,0,-10.7,0,0,1,0,0,4.1
"Jan 3, 06:00 pm",0,-11.1,0,0,0,0,0,-11.1,0,0,1,0,0,4.1
"Jan 3, 07:00 pm",0,-11.5,0,0,0,0,0,-11.5,0,0,1,0,0,5.6
"Jan 3, 08:00 pm",0,-11.9,0,0,0,0,0,-11.9,0,0,1,0,0,5.6
"Jan 3, 09:00 pm",0,-12.4,0,0,0,0,0,-12.4,0,0,1,0,0,5.6
"Jan 3, 10:00 pm",0,-12.9,0,0,0,0,0,-12.9,0,0,1,0,0,6
"Jan 3, 11:00 pm",0,-13.4,0,0,0,0,0,-13.4,0,0,1,0,0,6
"Jan 4, 12:00 am",0,-14,0,0,0,0,0,-14,0,0,1,0,0,6
"Jan 4, 01:00 am",0,-14.6,0,0,0,0,0,-14.6,0,0,1,0,0,7
"Jan 4, 02:00 am",0,-15.1,0,0,0,0,0,-15.1,0,0,1,0,0,7
"Jan 4, 03:00 am",0,-15.7,0,0,0,0,0,-15.7,0,0,1,0,0,7
"Jan 4, 04:00 am",0,-16.2,0,0,0,0,0,-16.2,0,0,1,0,0,5.9
"Jan 4, 05:00 am",0,-16.7,0,0,0,0,0,-16.7,0,0,1,0,0,5.9
"Jan 4, 06:00 am",0,-17.1,0,0,0,0,0,-17.1,0,0,1,0,0,5.9
"Jan 4, 07:00 am",0,-17.6,77.8327,0,0,0,0,-17.6,0,0,1,2,0,8.6
"Jan 4, 08:00 am",47.0975,-18,70.9275,0,18,70.6521,18,-18.7785,17.0486,0.0470975,1,1,17.0486,8.6
"Jan 4, 09:00 am",1410.72,-17.4,60.5149,530,88,1468.58,220,-13.1661,377.102,1.41072,1,1,362.3,8.6
"Jan 4, 10:00 am",346.845,-16.7,52.0629,0,94,376.482,94,-16.0474,91.824,0.346845,1,1,91.824,7.3
"Jan 4, 11:00 am",350.271,-16,46.7186,0,96,379.983,96,-15.6184,92.8347,0.350271,1,1,92.8347,7.3
"Jan 4, 12:00 pm",266.963,-15.1,45.6026,0,76,294.9,76,-15.0392,72.213,0.266963,1,1,72.213,7.3
"Jan 4, 01:00 pm",283.246,-14.3,49.0068,0,80,311.524,80,-14.1848,76.5425,0.283246,1,1,76.5425,6.4
"Jan 4, 02:00 pm",182.02,-13.4,56.1089,0,54,208.212,54,-13.7092,51.255,0.18202,1,1,51.255,6.4
"Jan 4, 03:00 pm",91.4453,-13.7,65.7003,0,30,115.849,30,-14.4246,28.4373,0.0914453,1,1,28.4373,6.4
"Jan 4, 04:00 pm",0,-14.1,75.1378,0,4,15.4386,4,-15.0452,3.78041,0,1,3,3.78041,8.7
"Jan 4, 05:00 pm",0,-14.5,0,0,0,0,0,-14.5,0,0,1,0,0,8.7
"Jan 4, 06:00 pm",0,-14.9,0,0,0,0,0,-14.9,0,0,1,0,0,8.7
"Jan 4, 07:00 pm",0,-15.4,0,0,0,0,0,-15.4,0,0,1,0,0,12.2
"Jan 4, 08:00 pm",0,-15.8,0,0,0,0,0,-15.8,0,0,1,0,0,12.2
"Jan 4, 09:00 pm",0,-15.8,0,0,0,0,0,-15.8,0,0,1,0,0,12.2
"Jan 4, 10:00 pm",0,-15.9,0,0,0,0,0,-15.9,0,0,1,0,0,13.8
"Jan 4, 11:00 pm",0,-15.9,0,0,0,0,0,-15.9,0,0,1,0,0,13.8
"Jan 5, 12:00 am",0,-15.9,0,0,0,0,0,-15.9,0,0,1,0,0,13.8
"Jan 5, 01:00 am",0,-15.9,0,0,0,0,0,-15.9,0,0,1,0,0,12.9
"Jan 5, 02:00 am",0,-15.8,0,0,0,0,0,-15.8,0,0,1,0,0,12.9
"Jan 5, 03:00 am",0,-16,0,0,0,0,0,-16,0,0,1,0,0,12.9
"Jan 5, 04:00 am",0,-16.1,0,0,0,0,0,-16.1,0,0,1,0,0,11.1
"Jan 5, 05:00 am",0,-16.3,0,0,0,0,0,-16.3,0,0,1,0,0,11.1
"Jan 5, 06:00 am",0,-15.9,0,0,0,0,0,-15.9,0,0,1,0,0,11.1
"Jan 5, 07:00 am",0,-15.5,77.8733,0,0,0,0,-15.5,0,0,1,2,0,13.8
"Jan 5, 08:00 am",46.2802,-15.2,70.949,0,18,69.8193,18,-15.7558,17.0485,0.0462802,1,1,17.0485,13.8
"Jan 5, 09:00 am",144.264,-13.6,60.5101,0,44,169.701,44,-13.9047,41.7425,0.144264,1,1,41.7425,13.8
"Jan 5, 10:00 am",241.417,-12,52.0238,0,70,268.822,70,-12.0441,66.6164,0.241417,1,1,66.6164,14.8
"Jan 5, 11:00 am",326.051,-10.5,46.6389,0,92,355.24,92,-10.3249,88.6415,0.326051,1,1,88.6415,14.8
"Jan 5, 12:00 pm",264.673,-9.8,45.4852,0,77,292.562,77,-9.76569,73.1666,0.264673,1,1,73.1666,14.8
"Jan 5, 01:00 pm",358.23,-9.1,48.8657,0,100,388.115,100,-8.82908,97.432,0.35823,1,1,97.432,14.1
"Jan 5, 02:00 pm",177.855,-8.4,55.959,0,54,203.963,54,-8.57929,51.2547,0.177855,1,1,51.2547,14.1
"Jan 5, 03:00 pm",85.3829,-8.8,65.5511,0,29,109.669,29,-9.23375,27.4862,0.0853829,1,1,27.4862,14.1
"Jan 5, 04:00 pm",0,-9.1,75.0876,0,4,15.1267,4,-9.93809,3.78039,0,1,3,3.78039,10.5
"Jan 5, 05:00 pm",0,-9.5,0,0,0,0,0,-9.5,0,0,1,0,0,10.5
"Jan 5, 06:00 pm",0,-9.6,0,0,0,0,0,-9.6,0,0,1,0,0,10.5
"Jan 5, 07:00 pm",0,-9.8,0,0,0,0,0,-9.8,0,0,1,0,0,11.2
"Jan 5, 08:00 pm",0,-9.9,0,0,0,0,0,-9.9,0,0,1,0,0,11.2
"Jan 5, 09:00 pm",0,-9.7,0,0,0,0,0,-9.7,0,0,1,0,0,11.2
"Jan 5, 10:00 pm",0,-9.5,0,0,0,0,0,-9.5,0,0,1,0,0,11.5
"Jan 5, 11:00 pm",0,-9.3,0,0,0,0,0,-9.3,0,0,1,0,0,11.5
"Jan 6, 12:00 am",0,-9.2,0,0,0,0,0,-9.2,0,0,1,0,0,11.5
"Jan 6, 01:00 am",0,-9,0,0,0,0,0,-9,0,0,1,0,0,10.2
"Jan 6, 02:00 am",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,10.2
"Jan 6, 03:00 am",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,10.2
"Jan 6, 04:00 am",0,-8.7,0,0,0,0,0,-8.7,0,0,1,0,0,7.4
"Jan 6, 05:00 am",0,-8.7,0,0,0,0,0,-8.7,0,0,1,0,0,7.4
"Jan 6, 06:00 am",0,-8.7,0,0,0,0,0,-8.7,0,0,1,0,0,7.4
"Jan 6, 07:00 am",19.9046,-8.8,77.9135,60,2,42.9476,3,-9.60678,14.503,0.0199046,1,2,10.7476,9
"Jan 6, 08:00 am",742.088,-8.8,70.9652,412,61,780.995,110,-6.83373,218.322,0.742088,1,1,197.66,9
"Jan 6, 09:00 am",140.74,-8.3,60.4993,0,44,166.108,44,-8.5765,41.7424,0.14074,1,1,41.7424,9
"Jan 6, 10:00 am",990.882,-7.7,51.978,164,145,1036.36,202,-4.66079,267.125,0.990882,1,1,264.64,7.3
"Jan 6, 11:00 am",324.89,-7.2,46.552,0,93,354.055,93,-6.69981,89.6558,0.32489,1,1,89.6558,7.3
"Jan 6, 12:00 pm",260.702,-6.4,45.3608,0,77,288.508,77,-6.33599,73.1666,0.260702,1,1,73.1666,7.3
"Jan 6, 01:00 pm",276.473,-5.6,48.7184,0,81,304.609,81,-5.48627,77.5198,0.276473,1,1,77.5198,7.5
"Jan 6, 02:00 pm",1840.4,-4.8,55.8042,582,150,1912.65,328,2.01935,513.994,1.8404,1,1,502.244,7.5
"Jan 6, 03:00 pm",1311.29,-4.7,65.3983,824,30,1366.07,187,0.60588,387.642,1.31129,1,1,356.582,7.5
"Jan 6, 04:00 pm",256.245,-4.6,75.0374,329,4,283.958,25,-4.13165,91.9299,0.256245,1,3,72.6689,10.3
"Jan 6, 05:00 pm",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,10.3
"Jan 6, 06:00 pm",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,10.3
"Jan 6, 07:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,9.9
"Jan 6, 08:00 pm",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,9.9
"Jan 6, 09:00 pm",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,9.9
"Jan 6, 10:00 pm",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,11.6
"Jan 6, 11:00 pm",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,11.6
"Jan 7, 12:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,11.6
"Jan 7, 01:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,13.9
"Jan 7, 02:00 am",0,-4.6,0,0,0,0,0,-4.6,0,0,1,0,0,13.9
"Jan 7, 03:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,13.9
"Jan 7, 04:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,12.9
"Jan 7, 05:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,12.9
"Jan 7, 06:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,12.9
"Jan 7, 07:00 am",18.364,-0.9,77.953,60,2,41.3782,3,-1.51729,14.4626,0.018364,1,2,10.705,11.8
"Jan 7, 08:00 am",720.87,-0.3,70.9761,413,62,759.243,111,1.37693,219.551,0.720869,1,1,198.829,11.8
"Jan 7, 09:00 am",574.613,0.3,60.4824,95,100,609.419,124,1.43342,162.279,0.574614,1,1,159.631,11.8
"Jan 7, 10:00 am",262.438,0.8,51.9253,0,79,290.28,79,0.930922,75.8748,0.262438,1,1,75.8748,10.9
"Jan 7, 11:00 am",2417.26,1.4,46.4578,675,176,2511.56,451,8.83184,685.655,2.41726,1,1,679.141,10.9
"Jan 7, 12:00 pm",1011.71,1.6,45.2294,108,180,1057.76,225,4.51638,281.669,1.01171,1,1,280.732,10.9
"Jan 7, 01:00 pm",2343.07,1.9,48.565,731,144,2434.36,426,8.59561,666.011,2.34307,1,1,657.586,12.4
"Jan 7, 02:00 pm",2030.91,2.1,55.6447,938,41,2110.09,331,8.11621,587.522,2.03091,1,1,568.802,12.4
"Jan 7, 03:00 pm",1292.26,2.4,65.242,827,30,1346.46,190,6.20423,390.855,1.29226,1,1,359.959,12.4
"Jan 7, 04:00 pm",261.317,2.6,74.9873,337,5,289.136,27,3.08261,95.9678,0.261317,1,3,76.2687,11.6
"Jan 7, 05:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,11.6
"Jan 7, 06:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,11.6
"Jan 7, 07:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,12.4
"Jan 7, 08:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,12.4
"Jan 7, 09:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,12.4
"Jan 7, 10:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,10.9
"Jan 7, 11:00 pm",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,10.9
"Jan 8, 12:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,10.9
"Jan 8, 01:00 am",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,14.4
"Jan 8, 02:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,14.4
"Jan 8, 03:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,14.4
"Jan 8, 04:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,13
"Jan 8, 05:00 am",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,13
"Jan 8, 06:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,13
"Jan 8, 07:00 am",19.1476,-0.1,77.9919,62,2,42.1764,3,-0.593341,14.8388,0.0191476,1,2,10.9538,16.1
"Jan 8, 08:00 am",674.784,-0.5,70.9816,421,55,712.012,106,0.740546,207.088,0.674784,1,1,185.96,16.1
"Jan 8, 09:00 am",389.108,0.2,60.4594,37,87,419.669,96,0.621238,110.581,0.389108,1,1,109.552,16.1
"Jan 8, 10:00 am",2161.73,1,51.8659,721,131,2245.87,384,6.25501,611.366,2.16173,1,1,600.536,15
"Jan 8, 11:00 am",2435.81,1.8,46.3565,948,25,2530.88,413,8.02079,691.016,2.43581,1,1,681.947,15
"Jan 8, 12:00 pm",2722.4,2.2,45.091,1003,48,2829.67,471,9.27277,775.228,2.7224,1,1,766.633,15
"Jan 8, 01:00 pm",2520.37,2.5,48.4057,986,46,2618.96,429,8.73009,719.08,2.52037,1,1,707.866,16.1
"Jan 8, 02:00 pm",2045.03,2.9,55.4805,940,41,2124.73,334,7.92873,590.82,2.04503,1,1,572.282,16.1
"Jan 8, 03:00 pm",1305.17,3.2,65.0824,831,30,1359.77,193,6.37495,394.546,1.30517,1,1,363.784,16.1
"Jan 8, 04:00 pm",268.271,3.5,74.9373,346,5,296.235,28,3.92999,98.6186,0.268271,1,3,78.4244,14.2
"Jan 8, 05:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,14.2
"Jan 8, 06:00 pm",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,14.2
"Jan 8, 07:00 pm",0,3.2,0,0,0,0,0,3.2,0,0,1,0,0,13.4
"Jan 8, 08:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,13.4
"Jan 8, 09:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,13.4
"Jan 8, 10:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,8.9
"Jan 8, 11:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,8.9
"Jan 9, 12:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,8.9
"Jan 9, 01:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,8.2
"Jan 9, 02:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,8.2
"Jan 9, 03:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,8.2
"Jan 9, 04:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,7.4
"Jan 9, 05:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,7.4
"Jan 9, 06:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,7.4
"Jan 9, 07:00 am",0,-2.4,78.0301,0,1,3.77789,1,-3.37553,0.969846,0,1,2,0.969846,8.2
"Jan 9, 08:00 am",46.6595,-2.9,70.9817,0,19,70.2058,19,-3.71392,17.9978,0.0466595,1,1,17.9978,8.2
"Jan 9, 09:00 am",140.776,-2.7,60.4302,0,45,166.145,45,-3.14127,42.6936,0.140776,1,1,42.6936,8.2
"Jan 9, 10:00 am",235.188,-2.6,51.7997,0,71,262.465,71,-2.64997,67.5824,0.235188,1,1,67.5824,9.8
"Jan 9, 11:00 am",322.04,-2.4,46.248,0,94,351.144,94,-2.13634,90.6101,0.32204,1,1,90.6101,9.8
"Jan 9, 12:00 pm",2545.07,-2.3,44.9457,678,186,2644.69,474,6.00331,712.148,2.54507,1,1,706.412,9.8
"Jan 9, 01:00 pm",1016.6,-2.2,48.2404,137,165,1062.79,219,1.14827,279.589,1.0166,1,1,278.052,9
"Jan 9, 02:00 pm",375.195,-2,55.3118,0,105,405.45,105,-1.36332,104.962,0.375195,1,1,104.962,9
"Jan 9, 03:00 pm",272.247,-2.6,64.9194,7,73,300.295,74,-2.46984,77.638,0.272247,1,1,77.3813,9
"Jan 9, 04:00 pm",20.0193,-3.1,74.8874,3,11,43.0644,11,-4.11092,11.1966,0.0200193,1,3,11.0217,6.2
"Jan 9, 05:00 pm",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,6.2
"Jan 9, 06:00 pm",0,-4,0,0,0,0,0,-4,0,0,1,0,0,6.2
"Jan 9, 07:00 pm",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,5.7
"Jan 9, 08:00 pm",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,5.7
"Jan 9, 09:00 pm",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,5.7
"Jan 9, 10:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,8.8
"Jan 9, 11:00 pm",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,8.8
"Jan 10, 12:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,8.8
"Jan 10, 01:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,9.8
"Jan 10, 02:00 am",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,9.8
"Jan 10, 03:00 am",0,-6.9,0,0,0,0,0,-6.9,0,0,1,0,0,9.8
"Jan 10, 04:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,8.7
"Jan 10, 05:00 am",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,8.7
"Jan 10, 06:00 am",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,8.7
"Jan 10, 07:00 am",38.4828,-7.9,78.0676,108,0,61.8746,3,-8.47897,22.3298,0.0384828,1,2,15.555,11.6
"Jan 10, 08:00 am",896.71,-8.3,70.9764,713,27,939.633,114,-5.99342,274.404,0.89671,1,1,238.629,11.6
"Jan 10, 09:00 am",1717.32,-7.7,60.3949,894,29,1785.27,257,-2.85671,484.068,1.71732,1,1,459.296,11.6
"Jan 10, 10:00 am",2231.38,-7.1,51.7268,723,131,2318.23,388,-0.0810348,614.114,2.23138,1,1,603.371,10.3
"Jan 10, 11:00 am",710.093,-6.5,46.1324,29,160,748.196,172,-4.65831,191.33,0.710093,1,1,191.058,10.3
"Jan 10, 12:00 pm",654.684,-5.9,44.7935,10,167,691.419,171,-4.50224,176.757,0.654684,1,1,176.673,10.3
"Jan 10, 01:00 pm",528.517,-5.3,48.0694,3,141,562.238,142,-4.27569,143.832,0.528517,1,1,143.799,9.7
"Jan 10, 02:00 pm",185.892,-4.8,55.1387,0,57,212.162,57,-4.9586,54.1104,0.185892,1,1,54.1104,9.7
"Jan 10, 03:00 pm",323.265,-4.5,64.7534,23,75,352.394,80,-4.24226,90.9768,0.323265,1,1,90.1415,9.7
"Jan 10, 04:00 pm",26.0982,-4.2,74.8378,10,11,49.2571,12,-4.95515,13.1447,0.0260982,1,3,12.5628,9.1
"Jan 10, 05:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,9.1
"Jan 10, 06:00 pm",0,-4.2,0,0,0,0,0,-4.2,0,0,1,0,0,9.1
"Jan 10, 07:00 pm",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,10.2
"Jan 10, 08:00 pm",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,10.2
"Jan 10, 09:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,10.2
"Jan 10, 10:00 pm",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,7.9
"Jan 10, 11:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,7.9
"Jan 11, 12:00 am",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,7.9
"Jan 11, 01:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,9.2
