,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 2, 03:00 pm",1368.98,23.1,53.4517,473,1425.53,132,320,34.3246,441.799,1.36898,1,1,433.775,2.5
"Jan 2, 04:00 pm",800.932,23.5,65.947,374,841.342,91,177,29.8328,265.024,0.800932,1,1,250.481,2.5
"Jan 2, 05:00 pm",0,22.9,76.7265,0,16.4608,5,5,22.1706,4.72647,0,1,3,4.72647,2.5
"Jan 2, 06:00 pm",0,22.4,0,0,0,0,0,22.4,0,0,1,0,0,1.4
"Jan 2, 07:00 pm",0,21.8,0,0,0,0,0,21.8,0,0,1,0,0,1.4
"Jan 2, 08:00 pm",0,21.1,0,0,0,0,0,21.1,0,0,1,0,0,1.4
"Jan 2, 09:00 pm",0,20.3,0,0,0,0,0,20.3,0,0,1,0,0,0.7
"Jan 2, 10:00 pm",0,19.5,0,0,0,0,0,19.5,0,0,1,0,0,0.7
"Jan 2, 11:00 pm",0,18.9,0,0,0,0,0,18.9,0,0,1,0,0,0.7
"Jan 3, 12:00 am",0,18.3,0,0,0,0,0,18.3,0,0,1,0,0,1.2
"Jan 3, 01:00 am",0,17.7,0,0,0,0,0,17.7,0,0,1,0,0,1.2
"Jan 3, 02:00 am",0,17.2,0,0,0,0,0,17.2,0,0,1,0,0,1.2
"Jan 3, 03:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,1.2
"Jan 3, 04:00 am",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,1.2
"Jan 3, 05:00 am",0,15.7,0,0,0,0,0,15.7,0,0,1,0,0,1.2
"Jan 3, 06:00 am",0,15.3,0,0,0,0,0,15.3,0,0,1,0,0,1.2
"Jan 3, 07:00 am",122.532,14.9,76.9477,209,147.541,4,18,14.2952,53.7269,0.122532,1,2,40.8713,1.2
"Jan 3, 08:00 am",961.939,16.6,66.3393,631,1006.62,47,189,24.4964,317.268,0.96194,1,1,292.189,1.2
"Jan 3, 09:00 am",1709.51,18.2,53.8022,819,1777.19,57,379,35.3517,557.791,1.70951,1,1,543.525,0.9
"Jan 3, 10:00 am",2214.52,19.9,42.573,886,2300.72,67,530,43.3373,738.587,2.21452,1,1,732.535,0.9
"Jan 3, 11:00 am",2504.68,21.2,34.0378,921,2602.61,71,628,48.5627,854.215,2.50468,1,1,851.542,0.9
"Jan 3, 12:00 pm",2626.94,22.6,30.5709,803,2730.05,153,662,46.7622,886.393,2.62694,1,1,884.821,1.9
"Jan 3, 01:00 pm",1979.58,23.9,33.7782,434,2056.86,247,511,42.2821,652.581,1.97958,1,1,651.357,1.9
"Jan 3, 02:00 pm",1515.77,24.1,42.1585,292,1576.99,240,394,37.6132,489.666,1.51577,1,1,487.747,1.9
"Jan 3, 03:00 pm",602.55,24.3,53.3125,38,638.022,160,175,29.1448,189.961,0.60255,1,1,189.323,2.2
"Jan 3, 04:00 pm",708.337,24.5,65.8146,325,746.397,81,157,29.5833,234.492,0.708337,1,1,221.948,2.2
"Jan 3, 05:00 pm",95.7796,23.8,76.6804,140,120.267,6,16,24.0236,43.3939,0.0957796,1,3,34.8322,2.2
"Jan 3, 06:00 pm",0,23.2,0,0,0,0,0,23.2,0,0,1,0,0,2.3
"Jan 3, 07:00 pm",0,22.5,0,0,0,0,0,22.5,0,0,1,0,0,2.3
"Jan 3, 08:00 pm",0,21.6,0,0,0,0,0,21.6,0,0,1,0,0,2.3
"Jan 3, 09:00 pm",0,20.7,0,0,0,0,0,20.7,0,0,1,0,0,2.7
"Jan 3, 10:00 pm",0,19.8,0,0,0,0,0,19.8,0,0,1,0,0,2.7
"Jan 3, 11:00 pm",0,19.3,0,0,0,0,0,19.3,0,0,1,0,0,2.7
"Jan 4, 12:00 am",0,18.8,0,0,0,0,0,18.8,0,0,1,0,0,2.8
"Jan 4, 01:00 am",0,18.3,0,0,0,0,0,18.3,0,0,1,0,0,2.8
"Jan 4, 02:00 am",0,17.8,0,0,0,0,0,17.8,0,0,1,0,0,2.8
"Jan 4, 03:00 am",0,17.3,0,0,0,0,0,17.3,0,0,1,0,0,2
"Jan 4, 04:00 am",0,16.9,0,0,0,0,0,16.9,0,0,1,0,0,2
"Jan 4, 05:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2
"Jan 4, 06:00 am",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,2.1
"Jan 4, 07:00 am",110.848,16,77.0027,145,135.628,8,17,15.4919,46.7025,0.110848,1,2,37.7734,2.1
"Jan 4, 08:00 am",868.02,17.7,66.4044,439,910.182,84,182,23.5364,280.523,0.86802,1,1,263.012,2.1
"Jan 4, 09:00 am",1380.63,19.5,53.8457,454,1437.56,140,319,30.1692,436.611,1.38063,1,1,428.677,2.1
"Jan 4, 10:00 am",2232.91,21.2,42.5838,807,2319.82,107,530,39.7606,730.793,2.23291,1,1,725.276,2.1
"Jan 4, 11:00 am",2554.4,22.4,33.9985,922,2654.42,70,629,44.792,854.188,2.5544,1,1,851.523,2.1
"Jan 4, 12:00 pm",2593.91,23.6,30.4714,852,2695.61,123,664,50.2187,891.408,2.59391,1,1,889.759,1.3
"Jan 4, 01:00 pm",2177.65,24.8,33.6404,621,2262.41,178,556,47.4273,737.543,2.17765,1,1,735.817,1.3
"Jan 4, 02:00 pm",1891.19,24.9,42.0123,592,1965.25,155,469,44.1502,632.191,1.89119,1,1,628.352,1.3
"Jan 4, 03:00 pm",1045.66,25,53.1707,240,1092.66,174,271,38.129,342.807,1.04566,1,1,338.821,0.6
"Jan 4, 04:00 pm",937.243,25.1,65.681,557,981.256,72,203,36.0215,322.434,0.937243,1,1,301.097,0.6
"Jan 4, 05:00 pm",125.207,24.7,76.6352,220,150.268,4,20,26.529,57.4778,0.125207,1,3,44.0375,0.6
"Jan 4, 06:00 pm",0,24.3,0,0,0,0,0,24.3,0,0,1,0,0,1.6
"Jan 4, 07:00 pm",0,24,0,0,0,0,0,24,0,0,1,0,0,1.6
"Jan 4, 08:00 pm",0,23,0,0,0,0,0,23,0,0,1,0,0,1.6
"Jan 4, 09:00 pm",0,22.1,0,0,0,0,0,22.1,0,0,1,0,0,2
"Jan 4, 10:00 pm",0,21.2,0,0,0,0,0,21.2,0,0,1,0,0,2
"Jan 4, 11:00 pm",0,20.7,0,0,0,0,0,20.7,0,0,1,0,0,2
"Jan 5, 12:00 am",0,20.1,0,0,0,0,0,20.1,0,0,1,0,0,3.4
"Jan 5, 01:00 am",0,19.6,0,0,0,0,0,19.6,0,0,1,0,0,3.4
"Jan 5, 02:00 am",0,19.1,0,0,0,0,0,19.1,0,0,1,0,0,3.4
"Jan 5, 03:00 am",0,18.7,0,0,0,0,0,18.7,0,0,1,0,0,2.2
"Jan 5, 04:00 am",0,18.2,0,0,0,0,0,18.2,0,0,1,0,0,2.2
"Jan 5, 05:00 am",0,18.2,0,0,0,0,0,18.2,0,0,1,0,0,2.2
"Jan 5, 06:00 am",0,18.2,0,0,0,0,0,18.2,0,0,1,0,0,1.8
"Jan 5, 07:00 am",112.415,18.2,77.0574,198,137.225,4,17,17.8911,50.8418,0.112415,1,2,38.6354,1.8
"Jan 5, 08:00 am",928.156,19.4,66.4659,603,971.923,49,184,26.292,308.647,0.928156,1,1,284.512,1.8
"Jan 5, 09:00 am",1709.71,20.7,53.8847,819,1777.39,57,379,34.916,556.773,1.70971,1,1,542.418,1.9
"Jan 5, 10:00 am",2236.75,22,42.5889,886,2323.81,68,532,41.6386,739.541,2.23675,1,1,733.481,1.9
"Jan 5, 11:00 am",2525.31,23.1,33.9525,841,2624.11,119,630,45.9926,849.488,2.52531,1,1,847.069,1.9
"Jan 5, 12:00 pm",2289.14,24.2,30.3648,590,2378.28,214,590,45.3019,766.087,2.28914,1,1,764.96,1.9
"Jan 5, 01:00 pm",380.506,25.3,33.4967,0,410.878,127,127,29.5347,122.15,0.380506,1,1,122.15,1.9
"Jan 5, 02:00 pm",1999.22,25.3,41.8621,581,2077.23,189,498,41.4951,658.885,1.99922,1,1,655.17,1.9
"Jan 5, 03:00 pm",1633.2,25.4,53.0265,735,1698.29,76,373,39.2246,541.6,1.6332,1,1,529.526,2.4
"Jan 5, 04:00 pm",947.732,25.5,65.5461,624,992.029,49,197,33.7008,324.662,0.947732,1,1,300.941,2.4
"Jan 5, 05:00 pm",126.043,25,76.591,201,151.121,6,21,25.832,56.409,0.126043,1,3,44.1418,2.4
"Jan 5, 06:00 pm",0,24.5,0,0,0,0,0,24.5,0,0,1,0,0,1.9
"Jan 5, 07:00 pm",0,24,0,0,0,0,0,24,0,0,1,0,0,1.9
"Jan 5, 08:00 pm",0,22.8,0,0,0,0,0,22.8,0,0,1,0,0,1.9
"Jan 5, 09:00 pm",0,21.7,0,0,0,0,0,21.7,0,0,1,0,0,1.1
"Jan 5, 10:00 pm",0,20.5,0,0,0,0,0,20.5,0,0,1,0,0,1.1
"Jan 5, 11:00 pm",0,19.8,0,0,0,0,0,19.8,0,0,1,0,0,1.1
"Jan 6, 12:00 am",0,19,0,0,0,0,0,19,0,0,1,0,0,1.4
"Jan 6, 01:00 am",0,18.2,0,0,0,0,0,18.2,0,0,1,0,0,1.4
"Jan 6, 02:00 am",0,17.9,0,0,0,0,0,17.9,0,0,1,0,0,1.4
"Jan 6, 03:00 am",0,17.6,0,0,0,0,0,17.6,0,0,1,0,0,0.9
"Jan 6, 04:00 am",0,17.2,0,0,0,0,0,17.2,0,0,1,0,0,0.9
"Jan 6, 05:00 am",0,16.9,0,0,0,0,0,16.9,0,0,1,0,0,0.9
"Jan 6, 06:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2.4
"Jan 6, 07:00 am",71.0655,16.3,77.1119,77,95.0767,8,13,15.4557,31.2274,0.0710655,1,2,26.4753,2.4
"Jan 6, 08:00 am",628.935,18.2,66.5236,236,665.043,90,143,21.709,200.025,0.628935,1,1,190.549,2.4
"Jan 6, 09:00 am",1701.48,20.1,53.919,685,1768.88,110,380,31.3642,542.569,1.70148,1,1,530.532,3.5
"Jan 6, 10:00 am",2192.24,22,42.5884,805,2277.57,90,513,37.6812,710.172,2.19224,1,1,704.666,3.5
"Jan 6, 11:00 am",2576.55,23.6,33.8999,913,2677.51,74,629,42.6765,852.226,2.57655,1,1,849.616,3.5
"Jan 6, 12:00 pm",2668.36,25.1,30.2511,913,2773.26,78,661,44.0191,887.82,2.66836,1,1,886.099,4.2
"Jan 6, 01:00 pm",2574.07,26.6,33.3471,924,2674.93,70,637,45.0219,861.612,2.57407,1,1,859.127,4.2
"Jan 6, 02:00 pm",2215.76,26.8,41.7079,755,2302,135,539,42.5967,734.921,2.21576,1,1,730.163,4.2
"Jan 6, 03:00 pm",1138.37,26.9,52.88,260,1188.01,183,289,34.4835,366.005,1.13837,1,1,361.781,4.6
"Jan 6, 04:00 pm",916.09,27.1,65.4101,507,959.533,77,199,32.8816,309.043,0.91609,1,1,289.919,4.6
"Jan 6, 05:00 pm",152.491,26,76.5479,247,178.092,6,24,26.7322,67.3014,0.152491,1,3,52.2417,4.6
"Jan 6, 06:00 pm",0,25,0,0,0,0,0,25,0,0,1,0,0,3.4
"Jan 6, 07:00 pm",0,23.9,0,0,0,0,0,23.9,0,0,1,0,0,3.4
"Jan 6, 08:00 pm",0,23.1,0,0,0,0,0,23.1,0,0,1,0,0,3.4
"Jan 6, 09:00 pm",0,22.2,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jan 6, 10:00 pm",0,21.4,0,0,0,0,0,21.4,0,0,1,0,0,2.1
"Jan 6, 11:00 pm",0,20.7,0,0,0,0,0,20.7,0,0,1,0,0,2.1
"Jan 7, 12:00 am",0,20.1,0,0,0,0,0,20.1,0,0,1,0,0,3.9
"Jan 7, 01:00 am",0,19.4,0,0,0,0,0,19.4,0,0,1,0,0,3.9
"Jan 7, 02:00 am",0,19.2,0,0,0,0,0,19.2,0,0,1,0,0,3.9
"Jan 7, 03:00 am",0,19,0,0,0,0,0,19,0,0,1,0,0,3.5
"Jan 7, 04:00 am",0,18.7,0,0,0,0,0,18.7,0,0,1,0,0,3.5
"Jan 7, 05:00 am",0,18.5,0,0,0,0,0,18.5,0,0,1,0,0,3.5
"Jan 7, 06:00 am",0,18.2,0,0,0,0,0,18.2,0,0,1,0,0,4.9
"Jan 7, 07:00 am",76.404,18,77.1661,79,100.517,9,14,17.4473,33.1242,0.076404,1,2,28.2434,4.9
"Jan 7, 08:00 am",635.704,20.1,66.5774,242,671.976,91,145,22.9045,203.353,0.635704,1,1,193.607,4.9
"Jan 7, 09:00 am",697.508,22.1,53.9487,59,735.298,171,194,25.0016,214.978,0.697508,1,1,213.939,6.2
"Jan 7, 10:00 am",769.952,24.1,42.5822,23,809.567,221,233,27.4555,238.454,0.769952,1,1,238.297,6.2
"Jan 7, 11:00 am",672.443,24,33.8406,5,709.613,207,210,26.8621,208.302,0.672443,1,1,208.287,6.2
"Jan 7, 12:00 pm",742.433,23.8,30.1304,7,781.349,226,230,27.0541,229.565,0.742433,1,1,229.552,6
"Jan 7, 01:00 pm",339.444,23.6,33.1917,0,368.922,112,112,24.7214,107.199,0.339444,1,1,107.199,6
"Jan 7, 02:00 pm",374.573,23.4,41.5499,0,404.815,122,122,24.5399,117.528,0.374574,1,1,117.528,6
"Jan 7, 03:00 pm",763.519,23.2,52.7314,73,802.97,182,212,26.479,236.435,0.763519,1,1,235.262,5.9
"Jan 7, 04:00 pm",362.108,22.9,65.2732,32,392.077,96,104,24.1675,114.829,0.362108,1,1,113.632,5.9
"Jan 7, 05:00 pm",117.324,21.5,76.5058,114,142.231,12,21,21.3817,47.6344,0.117324,1,3,40.6906,5.9
"Jan 7, 06:00 pm",0,20.1,0,0,0,0,0,20.1,0,0,1,0,0,4.6
"Jan 7, 07:00 pm",0,18.7,0,0,0,0,0,18.7,0,0,1,0,0,4.6
"Jan 7, 08:00 pm",0,17.7,0,0,0,0,0,17.7,0,0,1,0,0,4.6
"Jan 7, 09:00 pm",0,16.7,0,0,0,0,0,16.7,0,0,1,0,0,1.5
"Jan 7, 10:00 pm",0,15.7,0,0,0,0,0,15.7,0,0,1,0,0,1.5
"Jan 7, 11:00 pm",0,15.2,0,0,0,0,0,15.2,0,0,1,0,0,1.5
"Jan 8, 12:00 am",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,2.4
"Jan 8, 01:00 am",0,14.1,0,0,0,0,0,14.1,0,0,1,0,0,2.4
"Jan 8, 02:00 am",0,13.6,0,0,0,0,0,13.6,0,0,1,0,0,2.4
"Jan 8, 03:00 am",0,13.1,0,0,0,0,0,13.1,0,0,1,0,0,1.1
"Jan 8, 04:00 am",0,12.6,0,0,0,0,0,12.6,0,0,1,0,0,1.1
"Jan 8, 05:00 am",0,11.7,0,0,0,0,0,11.7,0,0,1,0,0,1.1
"Jan 8, 06:00 am",0,10.8,0,0,0,0,0,10.8,0,0,1,0,0,2
"Jan 8, 07:00 am",93.7715,9.9,77.2199,113,118.22,8,15,9.05929,38.9879,0.0937715,1,2,31.9991,2
"Jan 8, 08:00 am",786.886,11.9,66.6274,348,826.934,87,165,16.8095,245.733,0.786886,1,1,231.681,2
"Jan 8, 09:00 am",1747.85,13.8,53.9737,755,1816.85,81,379,27.7225,548.793,1.74785,1,1,535.472,1.9
"Jan 8, 10:00 am",2280.93,15.8,42.5705,871,2369.73,70,529,35.4057,730.885,2.28093,1,1,724.937,1.9
"Jan 8, 11:00 am",2615.51,17.5,33.7747,923,2718.13,70,634,40.7996,856.89,2.61551,1,1,854.288,1.9
"Jan 8, 12:00 pm",2759.67,19.3,30.0026,935,2868.58,72,672,40.4765,901.808,2.75967,1,1,900.097,3.2
"Jan 8, 01:00 pm",2635.51,21,33.0306,926,2738.99,70,642,41.4308,866.017,2.63551,1,1,863.612,3.2
"Jan 8, 02:00 pm",2314.52,21.4,41.3883,894,2404.67,66,548,39.2937,755.502,2.31452,1,1,750.034,3.2
"Jan 8, 03:00 pm",1753.62,21.7,52.5807,776,1822.82,71,391,33.755,565.436,1.75362,1,1,553.117,4.3
"Jan 8, 04:00 pm",1045.08,22,65.1354,678,1092.07,47,214,29.1621,349.255,1.04508,1,1,324.081,4.3
"Jan 8, 05:00 pm",166.752,20.5,76.4649,261,192.637,6,27,21.3207,70.9782,0.166752,1,3,55.0957,4.3
"Jan 8, 06:00 pm",0,18.9,0,0,0,0,0,18.9,0,0,1,0,0,2.7
"Jan 8, 07:00 pm",0,17.4,0,0,0,0,0,17.4,0,0,1,0,0,2.7
"Jan 8, 08:00 pm",0,16.4,0,0,0,0,0,16.4,0,0,1,0,0,2.7
"Jan 8, 09:00 pm",0,15.4,0,0,0,0,0,15.4,0,0,1,0,0,2.2
"Jan 8, 10:00 pm",0,14.4,0,0,0,0,0,14.4,0,0,1,0,0,2.2
"Jan 8, 11:00 pm",0,13.7,0,0,0,0,0,13.7,0,0,1,0,0,2.2
"Jan 9, 12:00 am",0,13,0,0,0,0,0,13,0,0,1,0,0,1.5
"Jan 9, 01:00 am",0,12.2,0,0,0,0,0,12.2,0,0,1,0,0,1.5
"Jan 9, 02:00 am",0,11.9,0,0,0,0,0,11.9,0,0,1,0,0,1.5
"Jan 9, 03:00 am",0,11.6,0,0,0,0,0,11.6,0,0,1,0,0,0.8
"Jan 9, 04:00 am",0,11.3,0,0,0,0,0,11.3,0,0,1,0,0,0.8
"Jan 9, 05:00 am",0,10.8,0,0,0,0,0,10.8,0,0,1,0,0,0.8
"Jan 9, 06:00 am",0,10.3,0,0,0,0,0,10.3,0,0,1,0,0,2.1
"Jan 9, 07:00 am",105.861,9.9,77.2734,173,130.544,5,16,9.35361,46.091,0.105861,1,2,35.3804,2.1
"Jan 9, 08:00 am",894.048,11.7,66.6736,532,936.901,55,174,17.6264,285.001,0.894048,1,1,263.464,2.1
"Jan 9, 09:00 am",1698.27,13.6,53.994,735,1765.57,73,363,25.4833,527.857,1.69827,1,1,514.868,2.9
"Jan 9, 10:00 am",2270.19,15.5,42.5532,826,2358.57,82,518,32.4133,716.64,2.27019,1,1,711.009,2.9
"Jan 9, 11:00 am",2609.85,17,33.7021,886,2712.23,81,624,37.1714,839.494,2.60985,1,1,837.016,2.9
"Jan 9, 12:00 pm",2746.65,18.5,29.8679,935,2854.98,72,674,41.6481,902.865,2.74665,1,1,901.181,2.4
"Jan 9, 01:00 pm",2625.54,20.1,32.8639,926,2728.6,70,644,42.5086,867.443,2.62554,1,1,865.083,2.4
"Jan 9, 02:00 pm",2312.8,20.4,41.223,895,2402.88,66,551,40.0988,757.918,2.3128,1,1,752.529,2.4
"Jan 9, 03:00 pm",1759.93,20.7,52.4281,795,1829.35,64,394,34.8427,570.545,1.75993,1,1,558.072,2.8
"Jan 9, 04:00 pm",1014.52,21,64.9968,641,1060.65,50,209,29.1649,338.373,1.01452,1,1,314.762,2.8
"Jan 9, 05:00 pm",173.24,19.7,76.4252,243,199.255,9,28,20.7515,71.6123,0.17324,1,3,56.839,2.8
"Jan 9, 06:00 pm",0,18.4,0,0,0,0,0,18.4,0,0,1,0,0,3.1
"Jan 9, 07:00 pm",0,17.1,0,0,0,0,0,17.1,0,0,1,0,0,3.1
"Jan 9, 08:00 pm",0,15.7,0,0,0,0,0,15.7,0,0,1,0,0,3.1
"Jan 9, 09:00 pm",0,14.4,0,0,0,0,0,14.4,0,0,1,0,0,2
"Jan 9, 10:00 pm",0,13,0,0,0,0,0,13,0,0,1,0,0,2
"Jan 9, 11:00 pm",0,12.3,0,0,0,0,0,12.3,0,0,1,0,0,2
"Jan 10, 12:00 am",0,11.5,0,0,0,0,0,11.5,0,0,1,0,0,2.4
"Jan 10, 01:00 am",0,10.7,0,0,0,0,0,10.7,0,0,1,0,0,2.4
"Jan 10, 02:00 am",0,10.4,0,0,0,0,0,10.4,0,0,1,0,0,2.4
"Jan 10, 03:00 am",0,10,0,0,0,0,0,10,0,0,1,0,0,2.1
"Jan 10, 04:00 am",0,9.6,0,0,0,0,0,9.6,0,0,1,0,0,2.1
"Jan 10, 05:00 am",0,9.6,0,0,0,0,0,9.6,0,0,1,0,0,2.1
"Jan 10, 06:00 am",0,9.5,0,0,0,0,0,9.5,0,0,1,0,0,1.7
"Jan 10, 07:00 am",99.0062,9.5,77.3265,152,123.556,6,16,8.82001,42.8284,0.0990062,1,2,33.4085,1.7
"Jan 10, 08:00 am",844.714,12.1,66.7157,467,886.262,64,169,17.9006,268.484,0.844714,1,1,249.535,1.7
"Jan 10, 09:00 am",1701.02,14.8,54.0097,740,1768.41,81,374,30.6411,541.63,1.70102,1,1,528.538,1.1
"Jan 10, 10:00 am",2198.74,17.5,42.5302,845,2284.31,76,523,39.505,719.003,2.19874,1,1,713.254,1.1
"Jan 10, 11:00 am",2553.42,19.4,33.6231,922,2653.4,71,637,45.8635,858.507,2.55342,1,1,855.95,1.1
"Jan 10, 12:00 pm",2730.46,21.4,29.7264,936,2838.09,72,676,43.2415,904.843,2.73046,1,1,903.186,2.9
"Jan 10, 01:00 pm",2609.19,23.4,32.6916,927,2711.54,71,648,44.5182,870.935,2.60919,1,1,868.617,2.9
"Jan 10, 02:00 pm",2245.14,23.6,41.0543,851,2332.53,79,542,41.7128,741.555,2.24514,1,1,736.512,2.9
"Jan 10, 03:00 pm",1749.04,23.9,52.2737,811,1818.08,62,401,39.3014,579.668,1.74904,1,1,567.095,2.2
"Jan 10, 04:00 pm",1035.51,24.1,64.8577,676,1082.23,48,218,33.3607,352.458,1.03551,1,1,327.758,2.2
"Jan 10, 05:00 pm",182.344,23.1,76.3867,263,208.542,9,30,24.5508,76.5228,0.182344,1,3,60.5483,2.2
"Jan 10, 06:00 pm",0,22.1,0,0,0,0,0,22.1,0,0,1,0,0,0.8
"Jan 10, 07:00 pm",0,21,0,0,0,0,0,21,0,0,1,0,0,0.8
"Jan 10, 08:00 pm",0,19.9,0,0,0,0,0,19.9,0,0,1,0,0,0.8
"Jan 10, 09:00 pm",0,18.7,0,0,0,0,0,18.7,0,0,1,0,0,1.2
"Jan 10, 10:00 pm",0,17.6,0,0,0,0,0,17.6,0,0,1,0,0,1.2
"Jan 10, 11:00 pm",0,16.9,0,0,0,0,0,16.9,0,0,1,0,0,1.2
"Jan 11, 12:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,1
"Jan 11, 01:00 am",0,15.5,0,0,0,0,0,15.5,0,0,1,0,0,1
"Jan 11, 02:00 am",0,15,0,0,0,0,0,15,0,0,1,0,0,1
"Jan 11, 03:00 am",0,14.5,0,0,0,0,0,14.5,0,0,1,0,0,0.6
"Jan 11, 04:00 am",0,14,0,0,0,0,0,14,0,0,1,0,0,0.6
"Jan 11, 05:00 am",0,13.7,0,0,0,0,0,13.7,0,0,1,0,0,0.6
