,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,10
"Jan 1, 01:00 am",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,10
"Jan 1, 02:00 am",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,10.1
"Jan 1, 03:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,10.1
"Jan 1, 04:00 am",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,10.1
"Jan 1, 05:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,8.5
"Jan 1, 06:00 am",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,8.5
"Jan 1, 07:00 am",51.3194,0.8,77.8138,84,74.9541,4,8,0.108732,24.7736,0.0513194,1,2,19.5241,8.5
"Jan 1, 08:00 am",681.897,0.8,68.6161,344,719.301,61,124,3.19132,205.251,0.681897,1,1,189.826,5.8
"Jan 1, 09:00 am",1730.74,0.9,56.3983,720,1799.15,77,327,8.89014,501.794,1.73074,1,1,486.623,5.8
"Jan 1, 10:00 am",2420.76,3,45.5783,852,2515.21,83,487,15.096,706.88,2.42076,1,1,699.261,5.8
"Jan 1, 11:00 am",2716.06,5,37.454,855,2823.05,94,569,19.2722,803.401,2.71606,1,1,799.844,5.7
"Jan 1, 12:00 pm",2873.34,7.1,34.0369,922,2987.36,76,615,22.5748,862.062,2.87335,1,1,859.386,5.7
"Jan 1, 01:00 pm",2789.49,7.7,36.6737,931,2899.73,71,594,22.8376,838.774,2.78949,1,1,835.198,5.7
"Jan 1, 02:00 pm",2466.31,8.4,44.2927,900,2562.64,66,504,18.3298,730.131,2.46631,1,1,722.946,8.7
"Jan 1, 03:00 pm",1850.96,9,54.8444,831,1923.58,57,360,16.3671,553.491,1.85096,1,1,537.849,8.7
