,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 2, 10:00 pm",0,-8,0,0,0,0,0,-8,0,0,1,0,0,2.6
"Jan 2, 11:00 pm",0,-10,0,0,0,0,0,-10,0,0,1,0,0,2.6
"Jan 3, 12:00 am",0,-9,0,0,0,0,0,-9,0,0,1,0,0,1.5
"Jan 3, 01:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,2.6
"Jan 3, 02:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,2.6
"Jan 3, 03:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,2.1
"Jan 3, 04:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,1.5
"Jan 3, 05:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,1.5
"Jan 3, 06:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,0
"Jan 3, 07:00 am",0,-10,78.2513,0,0,0,0,-10,0,0,1,2,0,1
"Jan 3, 08:00 am",603.729,-7,71.3821,321,639.228,56,94,-3.54502,180.381,0.603729,1,1,163.985,1
"Jan 3, 09:00 am",1271.21,-2,60.5721,557,1324.78,70,212,6.84037,370.753,1.27121,1,1,355.139,2.1
"Jan 3, 10:00 am",1908.86,0,51.5836,677,1983.56,97,341,11.2735,552.095,1.90886,1,1,542.147,4.1
"Jan 3, 11:00 am",2245.54,1,45.5839,678,2332.95,136,424,13.8939,651.173,2.24554,1,1,645.106,4.6
"Jan 3, 12:00 pm",1736.5,3,43.834,390,1805.11,182,354,12.3109,498.633,1.7365,1,1,495.644,5.1
"Jan 3, 01:00 pm",2113.81,4,46.8159,677,2196.12,114,393,14.5762,615.864,2.11381,1,1,609.127,5.7
"Jan 3, 02:00 pm",1801.32,4,53.7434,784,1872.19,49,312,13.8893,531.283,1.80132,1,1,517.687,5.1
"Jan 3, 03:00 pm",1142.64,3,63.3196,618,1192.41,45,181,8.65033,342.782,1.14264,1,1,322.177,5.7
"Jan 3, 04:00 pm",346.259,1,74.0712,287,375.884,21,42,2.60662,115.234,0.346259,1,3,98.9504,4.1
"Jan 3, 05:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,4.6
"Jan 3, 06:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,3.1
"Jan 3, 07:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,4.6
"Jan 3, 08:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,4.6
"Jan 3, 09:00 pm",0,-3,0,0,0,0,0,-3,0,0,1,0,0,4.1
"Jan 3, 10:00 pm",0,-3,0,0,0,0,0,-3,0,0,1,0,0,3.6
"Jan 3, 11:00 pm",0,-4,0,0,0,0,0,-4,0,0,1,0,0,2.6
"Jan 4, 12:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,3.1
"Jan 4, 01:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,3.6
"Jan 4, 02:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,2.1
"Jan 4, 03:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,2.1
"Jan 4, 04:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,2.6
"Jan 4, 05:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.6
"Jan 4, 06:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.1
"Jan 4, 07:00 am",0,1,78.2945,0,0,0,0,1,0,0,1,2,0,3.1
"Jan 4, 08:00 am",20.5012,2,71.4146,0,43.5553,12,12,0.244243,11.3518,0.0205012,1,1,11.3518,2.6
"Jan 4, 09:00 am",453.639,6,60.5799,70,485.641,92,110,7.37551,132.453,0.453639,1,1,130.49,3.6
"Jan 4, 10:00 am",1591.47,11,51.5583,437,1655.17,164,322,19.054,474.895,1.59147,1,1,468.486,5.1
"Jan 4, 11:00 am",1948.41,12,45.5175,527,2024.55,168,393,19.8655,579.858,1.94841,1,1,575.17,8.2
"Jan 4, 12:00 pm",884.382,10,43.727,60,926.977,195,222,12.3629,255.042,0.884382,1,1,254.586,12.3
"Jan 4, 01:00 pm",344.982,7,46.6815,0,374.579,104,104,8.0385,100.938,0.344982,1,1,100.938,4.6
"Jan 4, 02:00 pm",350.13,8,53.5978,0,379.839,104,104,8.91414,102.748,0.350131,1,1,102.748,3.6
"Jan 4, 03:00 pm",991.472,6,63.1733,405,1036.97,86,177,9.98515,295.204,0.991472,1,1,281.821,6.2
"Jan 4, 04:00 pm",234.211,3,74.0188,161,261.467,21,34,3.96819,78.3498,0.234211,1,3,69.2314,2.6
"Jan 4, 05:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,3.6
"Jan 4, 06:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,4.6
"Jan 4, 07:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,5.1
"Jan 4, 08:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,3.6
"Jan 4, 09:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,3.1
"Jan 4, 10:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,5.1
"Jan 4, 11:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,5.7
"Jan 5, 12:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,4.6
"Jan 5, 01:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,3.6
"Jan 5, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,5.7
"Jan 5, 03:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,3.6
"Jan 5, 04:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,6.2
"Jan 5, 05:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,5.1
"Jan 5, 06:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,4.6
"Jan 5, 07:00 am",0,0,78.3373,0,0,0,0,0,0,0,1,2,0,3.1
"Jan 5, 08:00 am",166.546,0,71.4421,0,192.427,47,47,-0.825186,49.9272,0.166546,1,1,49.9272,2.1
"Jan 5, 09:00 am",338.682,1,60.5819,0,368.143,95,95,1.52471,96.4687,0.338682,1,1,96.4687,4.6
"Jan 5, 10:00 am",363.307,1,51.5263,0,393.302,105,105,1.61833,103.102,0.363307,1,1,103.102,6.2
"Jan 5, 11:00 am",563.937,1,45.4438,6,598.489,153,156,2.89637,157.798,0.563937,1,1,157.745,4.6
"Jan 5, 12:00 pm",558.598,1,43.6127,0,593.025,156,156,2.70958,156.18,0.558598,1,1,156.18,5.7
"Jan 5, 01:00 pm",493.698,1,46.5407,0,526.613,139,139,2.38445,138.499,0.493698,1,1,138.499,5.7
"Jan 5, 02:00 pm",1088.62,0,53.4473,217,1136.84,146,220,3.77828,304.448,1.08862,1,1,300.768,7.2
"Jan 5, 03:00 pm",413.545,0,63.0234,56,444.647,86,99,1.33488,118.256,0.413545,1,1,116.423,5.1
"Jan 5, 04:00 pm",204.891,0,73.9664,106,231.546,23,31,0.00769313,66.2801,0.204891,1,3,60.2876,5.7
"Jan 5, 05:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,6.7
"Jan 5, 06:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,7.7
"Jan 5, 07:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,7.2
"Jan 5, 08:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,6.7
"Jan 5, 09:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,5.1
"Jan 5, 10:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,5.1
"Jan 5, 11:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,5.7
"Jan 6, 12:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,5.7
"Jan 6, 01:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,5.7
"Jan 6, 02:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,5.7
"Jan 6, 03:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,4.6
"Jan 6, 04:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.6
"Jan 6, 05:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,4.6
"Jan 6, 06:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,4.6
"Jan 6, 07:00 am",0,-1,78.3796,0,0,0,0,-1,0,0,1,2,0,5.1
"Jan 6, 08:00 am",166.837,-1,71.4645,0,192.724,47,47,-1.54563,49.8537,0.166837,1,1,49.8537,4.6
"Jan 6, 09:00 am",219.64,-1,60.5781,0,246.596,66,66,-1.22335,63.8755,0.21964,1,1,63.8755,2.6
"Jan 6, 10:00 am",530.198,-1,51.4877,6,563.958,142,144,1.6975,147.976,0.530198,1,1,147.889,1
"Jan 6, 11:00 am",597.185,0,45.363,12,632.529,157,162,2.31463,166.41,0.597185,1,1,166.305,4.1
"Jan 6, 12:00 pm",2313.2,0,43.4914,630,2403.29,163,444,11.7004,662.79,2.3132,1,1,658.11,5.1
"Jan 6, 01:00 pm",2211.09,1,46.3938,791,2297.15,69,399,13.9272,642.893,2.21109,1,1,635.302,4.6
"Jan 6, 02:00 pm",1877.46,1,53.2919,808,1951.03,52,330,14.4139,554.296,1.87746,1,1,540.753,3.1
"Jan 6, 03:00 pm",1229.54,1,62.87,670,1281.85,44,198,9.73777,369.729,1.22954,1,1,347.997,3.1
"Jan 6, 04:00 pm",379.84,-2,73.914,331,410.196,20,48,0.455301,125.682,0.37984,1,3,107.004,2.6
"Jan 6, 05:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,2.1
"Jan 6, 06:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,3.1
"Jan 6, 07:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,3.6
"Jan 6, 08:00 pm",0,-3,0,0,0,0,0,-3,0,0,1,0,0,4.6
"Jan 6, 09:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,3.6
"Jan 6, 10:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,4.1
"Jan 6, 11:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,4.6
"Jan 7, 12:00 am",0,-5,0,0,0,0,0,-5,0,0,1,0,0,5.1
"Jan 7, 01:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,4.1
"Jan 7, 02:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,4.1
"Jan 7, 03:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,4.1
"Jan 7, 04:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,5.7
"Jan 7, 05:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,5.7
"Jan 7, 06:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,4.1
"Jan 7, 07:00 am",0,-3,78.4215,0,0,0,0,-3,0,0,1,2,0,4.6
"Jan 7, 08:00 am",544.511,-1,71.4818,227,578.606,67,93,0.912848,162.872,0.544511,1,1,151.227,4.1
"Jan 7, 09:00 am",1474.67,1,60.5683,660,1534.56,79,249,7.38302,430.842,1.47467,1,1,412.345,6.2
"Jan 7, 10:00 am",1814.93,5,51.4425,615,1886.28,111,335,13.4509,529.501,1.81493,1,1,520.564,6.2
"Jan 7, 11:00 am",2077.21,9,45.275,660,2158.13,109,393,17.3507,611.873,2.07721,1,1,606.126,8.2
"Jan 7, 12:00 pm",2395.76,9.7,43.363,822,2489.19,82,450,19.1916,711.028,2.39576,1,1,704.992,8.7
"Jan 7, 01:00 pm",2243.33,10.9,46.2407,838,2330.65,65,417,20.5451,672.142,2.24333,1,1,664.205,7.9
"Jan 7, 02:00 pm",1813.5,11.1,53.1317,750,1884.79,71,330,19.848,547.841,1.8135,1,1,535.422,6.6
"Jan 7, 03:00 pm",970.196,11.3,62.713,440,1015.11,72,173,16.0364,297.543,0.970196,1,1,283.409,6
"Jan 7, 04:00 pm",359.802,8,73.8617,268,389.721,29,52,9.39823,120.739,0.359802,1,3,105.644,5.2
"Jan 7, 05:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,4.4
"Jan 7, 06:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,4.1
"Jan 7, 07:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,3.6
"Jan 7, 08:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,4.3
"Jan 7, 09:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,3.5
"Jan 7, 10:00 pm",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,3.4
"Jan 7, 11:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,3.6
"Jan 8, 12:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,3.1
"Jan 8, 01:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,3.1
"Jan 8, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,3.1
"Jan 8, 03:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,4.1
"Jan 8, 04:00 am",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,4.1
"Jan 8, 05:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,4.1
"Jan 8, 06:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
"Jan 8, 07:00 am",0,1,78.4628,0,0,0,0,1,0,0,1,2,0,4.6
"Jan 8, 08:00 am",338.986,2,71.4939,70,368.454,61,70,2.4986,100.543,0.338986,1,1,96.9499,5.1
"Jan 8, 09:00 am",1327.08,6,60.5527,570,1382.35,87,234,11.703,394.501,1.32708,1,1,378.542,6.2
"Jan 8, 10:00 am",1622.03,10,51.3907,511,1686.75,128,315,17.6129,481.694,1.62203,1,1,474.299,6.2
"Jan 8, 11:00 am",1925.27,15,45.1798,594,2000.56,124,380,23.2775,582.526,1.92527,1,1,577.396,7.7
"Jan 8, 12:00 pm",2086.85,16,43.2276,648,2168.14,122,414,24.8077,634.957,2.08685,1,1,630.258,8.2
"Jan 8, 01:00 pm",2165.06,17,46.0816,815,2249.34,73,417,26.7336,667.443,2.16506,1,1,659.829,7.7
"Jan 8, 02:00 pm",1725.6,17,52.9669,750,1793.84,58,319,25.101,534.435,1.7256,1,1,522.171,7.2
"Jan 8, 03:00 pm",1153.02,17,62.5527,649,1203.09,47,199,22.5756,366.741,1.15302,1,1,346.1,6.7
"Jan 8, 04:00 pm",362.293,13,73.7235,312,392.266,22,49,14.449,126.227,0.362293,1,1,108.739,6.2
"Jan 8, 05:00 pm",0,8,79.4933,0,0,0,0,8,0,0,1,3,0,5.7
"Jan 8, 06:00 pm",0,5,0,0,0,0,0,5,0,0,1,0,0,4.6
"Jan 8, 07:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,3.6
"Jan 8, 08:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,4.6
"Jan 8, 09:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,4.6
"Jan 8, 10:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,4.6
"Jan 8, 11:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,5.1
"Jan 9, 12:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,4.1
"Jan 9, 01:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,5.1
"Jan 9, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,4.6
"Jan 9, 03:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,5.1
"Jan 9, 04:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,6.7
"Jan 9, 05:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,8.7
"Jan 9, 06:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,8.2
"Jan 9, 07:00 am",0,0,78.5035,0,0,0,0,0,0,0,1,2,0,7.7
"Jan 9, 08:00 am",537.864,1,71.5009,242,571.804,64,93,2.29506,162.751,0.537864,1,1,150.327,8.2
"Jan 9, 09:00 am",1330.62,2,60.5311,608,1385.99,61,219,5.11028,385.783,1.33062,1,1,368.785,14.9
"Jan 9, 10:00 am",1932.78,2,51.3323,671,2008.34,95,341,6.89352,548.174,1.93278,1,1,538.507,14.4
"Jan 9, 11:00 am",2346.86,3,45.0776,763,2438.31,93,424,9.48722,667.755,2.34686,1,1,661.225,13.4
"Jan 9, 12:00 pm",2467,3,43.0852,762,2563.36,105,451,9.37377,700.245,2.467,1,1,694.79,14.9
"Jan 9, 01:00 pm",1926.84,2,45.9164,511,2002.19,148,365,7.3789,542.695,1.92684,1,1,537.989,12.9
"Jan 9, 02:00 pm",1805.85,2,52.7974,680,1876.88,75,314,7.89881,516.434,1.80585,1,1,505.458,10.3
"Jan 9, 03:00 pm",1221.96,1,62.3892,560,1274.06,71,204,4.86892,356.28,1.22196,1,1,338.65,10.3
"Jan 9, 04:00 pm",228.837,0,73.5722,114,255.982,30,40,0.238123,73.0699,0.228837,1,1,66.7147,9.8
"Jan 9, 05:00 pm",0,0,79.4632,0,0,0,0,0,0,0,1,3,0,10.8
"Jan 9, 06:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,9.8
"Jan 9, 07:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,7.7
"Jan 9, 08:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,10.3
"Jan 9, 09:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,8.2
"Jan 9, 10:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,7.7
"Jan 9, 11:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,7.2
"Jan 10, 12:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,7.7
"Jan 10, 01:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,8.2
"Jan 10, 02:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,7.2
"Jan 10, 03:00 am",0,-5,0,0,0,0,0,-5,0,0,1,0,0,6.2
"Jan 10, 04:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,9.3
"Jan 10, 05:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,11.3
"Jan 10, 06:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,8.7
"Jan 10, 07:00 am",0,-8,78.5436,0,0,0,0,-8,0,0,1,2,0,7.2
"Jan 10, 08:00 am",228.69,-7,71.5027,0,255.833,58,58,-7.12584,64.6707,0.22869,1,1,64.6707,9.3
"Jan 10, 09:00 am",1524.82,-6,60.5037,729,1586.34,51,241,-0.973693,431.681,1.52482,1,1,411.336,8.7
"Jan 10, 10:00 am",1885.52,-5,51.2673,591,1959.38,117,335,1.58359,522.038,1.88552,1,1,513.568,8.7
"Jan 10, 11:00 am",2223.16,-5,44.9684,630,2309.69,125,399,1.56832,610.687,2.22316,1,1,605.346,11.3
"Jan 10, 12:00 pm",2573.94,-3,42.9359,786,2674.78,105,463,5.74156,719.194,2.57394,1,1,713.643,9.8
"Jan 10, 01:00 pm",2364.89,-3,45.7454,797,2457.07,77,417,5.79427,662.936,2.36489,1,1,655.704,8.7
"Jan 10, 02:00 pm",1961.24,-3,52.6235,780,2037.84,55,331,4.20621,552.554,1.96124,1,1,540.131,8.7
"Jan 10, 03:00 pm",1222.09,-3,62.2225,605,1274.19,49,195,0.813348,351.737,1.22209,1,1,332.888,10.3
"Jan 10, 04:00 pm",387.929,-5,73.4188,288,418.464,24,51,-3.93744,123.142,0.387929,1,1,107.177,7.7
"Jan 10, 05:00 pm",0,-6,79.4334,0,0,0,0,-6,0,0,1,3,0,5.1
"Jan 10, 06:00 pm",0,-7,0,0,0,0,0,-7,0,0,1,0,0,5.7
"Jan 10, 07:00 pm",0,-9,0,0,0,0,0,-9,0,0,1,0,0,3.6
"Jan 10, 08:00 pm",0,-10,0,0,0,0,0,-10,0,0,1,0,0,4.1
"Jan 10, 09:00 pm",0,-12,0,0,0,0,0,-12,0,0,1,0,0,3.6
"Jan 10, 10:00 pm",0,-13,0,0,0,0,0,-13,0,0,1,0,0,2.1
"Jan 10, 11:00 pm",0,-13,0,0,0,0,0,-13,0,0,1,0,0,2.6
"Jan 11, 12:00 am",0,-13,0,0,0,0,0,-13,0,0,1,0,0,2.1
"Jan 11, 01:00 am",0,-13,0,0,0,0,0,-13,0,0,1,0,0,2.1
"Jan 11, 02:00 am",0,-14,0,0,0,0,0,-14,0,0,1,0,0,2.6
"Jan 11, 03:00 am",0,-15,0,0,0,0,0,-15,0,0,1,0,0,2.6
"Jan 11, 04:00 am",0,-15,0,0,0,0,0,-15,0,0,1,0,0,2.6
"Jan 11, 05:00 am",0,-14,0,0,0,0,0,-14,0,0,1,0,0,2.1
"Jan 11, 06:00 am",0,-13.9,0,0,0,0,0,-13.9,0,0,1,0,0,1.1
"Jan 11, 07:00 am",0,-13.8,78.5831,0,0,0,0,-13.8,0,0,1,2,0,0.4
"Jan 11, 08:00 am",730.694,-11.2,71.4992,505,769.314,42,103,-6.73622,220.706,0.730694,1,1,194.781,1.5
"Jan 11, 09:00 am",1272.61,-8.1,60.4703,544,1326.22,69,212,2.19588,363.663,1.27261,1,1,348.514,1.3
"Jan 11, 10:00 am",1915,-5.5,51.1958,652,1989.93,100,341,6.92313,542.93,1.915,1,1,533.638,3.2
"Jan 11, 11:00 am",2234.17,-4.9,44.8521,691,2321.13,110,412,10.6088,638.354,2.23417,1,1,632.556,3
"Jan 11, 12:00 pm",2414.52,-2.8,42.7797,792,2508.72,88,451,14.6181,701.474,2.41452,1,1,695.961,2.9
"Jan 11, 01:00 pm",2278.83,-2.2,45.5685,827,2367.56,68,423,18.2269,674.987,2.27883,1,1,667.598,1.6
"Jan 11, 02:00 pm",1859.63,-2.1,52.4452,792,1932.56,54,337,19.4921,560.539,1.85963,1,1,548.096,0.6
"Jan 11, 03:00 pm",1291.33,-2,62.0528,646,1345.5,58,215,9.86984,385.401,1.29133,1,1,365.488,1.5
