,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-4.2,0,0,0,0,0,-4.2,0,0,1,0,0,7.5
"Jan 1, 01:00 am",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,7.5
"Jan 1, 02:00 am",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,8.7
"Jan 1, 03:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,8.7
"Jan 1, 04:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,8.7
"Jan 1, 05:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,9.5
"Jan 1, 06:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,9.5
"Jan 1, 07:00 am",80.4261,-4.3,76.9501,133,3,104.617,9,-4.81288,34.879,0.0804261,1,2,26.6978,9.5
"Jan 1, 08:00 am",873.797,-3.9,68.2721,513,49,916.111,134,-1.26518,259.862,0.873797,1,1,237.257,8.6
"Jan 1, 09:00 am",1758.82,-3.4,57.3695,768,61,1828.2,294,2.78116,498.959,1.75882,1,1,481.626,8.6
"Jan 1, 10:00 am",2248.91,-1.6,48.423,796,78,2336.45,401,6.70322,635.036,2.24891,1,1,625.969,8.6
"Jan 1, 11:00 am",2493.76,0.3,42.7277,797,90,2591.23,460,9.25433,707.501,2.49376,1,1,701.979,9.3
"Jan 1, 12:00 pm",2501.98,2.1,41.6517,800,86,2599.79,466,11.2297,715.454,2.50198,1,1,710.439,9.3
"Jan 1, 01:00 pm",2228.45,3.2,45.5255,730,93,2315.19,412,11.3243,639.428,2.22845,1,1,632.93,9.3
"Jan 1, 02:00 pm",1620.78,4.4,53.275,495,138,1685.46,313,11.1253,468.655,1.62078,1,1,460.369,7.5
"Jan 1, 03:00 pm",414.156,5.5,63.4804,53,90,445.271,102,6.70909,121.082,0.414156,1,1,119.298,7.5
"Jan 1, 04:00 pm",307.335,4.9,74.4408,184,34,336.124,49,5.44087,100.134,0.307335,1,3,89.5631,7.5
"Jan 1, 05:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,4.9
"Jan 1, 06:00 pm",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,4.9
"Jan 1, 07:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,4.9
"Jan 1, 08:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,4.2
"Jan 1, 09:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,4.2
"Jan 1, 10:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,4.2
"Jan 1, 11:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,4.4
"Jan 2, 12:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,4.4
"Jan 2, 01:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,4.4
"Jan 2, 02:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,4.2
"Jan 2, 03:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,4.2
"Jan 2, 04:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,4.2
"Jan 2, 05:00 am",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,2
"Jan 2, 06:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,2
"Jan 2, 07:00 am",46.8731,-2.1,76.9954,66,4,70.4235,7,-3.36768,22.1431,0.0468731,1,2,18.0795,2
"Jan 2, 08:00 am",594.259,-1.9,68.3178,256,60,629.532,102,0.786732,175.757,0.594259,1,1,164.45,2.5
"Jan 2, 09:00 am",1546.71,-1.7,57.3914,642,75,1608.94,270,8.69181,449.311,1.54671,1,1,434.799,2.5
"Jan 2, 10:00 am",2078.57,0.2,48.4114,762,76,2159.54,386,15.5127,610.175,2.07857,1,1,601.504,2.5
"Jan 2, 11:00 am",2439.91,2.2,42.6732,811,80,2535.14,458,13.9257,706.708,2.43991,1,1,701.117,6.2
"Jan 2, 12:00 pm",2430.83,4.1,41.5548,790,87,2525.69,464,16.0134,709.987,2.43083,1,1,705.079,6.2
"Jan 2, 01:00 pm",2215.68,5.3,45.4006,761,85,2301.91,419,16.1845,649.805,2.21568,1,1,643.104,6.2
"Jan 2, 02:00 pm",1805.38,6.4,53.1386,734,72,1876.39,332,17.1738,538.733,1.80538,1,1,526.573,4.6
"Jan 2, 03:00 pm",1166.97,7.5,63.3425,626,54,1217.44,198,14.3739,358.271,1.16697,1,1,337.371,4.6
"Jan 2, 04:00 pm",341.771,6.6,74.3888,290,23,371.299,47,8.15429,116.736,0.341771,1,3,100.105,4.6
"Jan 2, 05:00 pm",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,6.5
"Jan 2, 06:00 pm",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,6.5
"Jan 2, 07:00 pm",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,6.5
"Jan 2, 08:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,6.2
"Jan 2, 09:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,6.2
"Jan 2, 10:00 pm",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,6.2
"Jan 2, 11:00 pm",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,7.8
"Jan 3, 12:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,7.8
"Jan 3, 01:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,7.8
"Jan 3, 02:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,7.7
"Jan 3, 03:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,7.7
"Jan 3, 04:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,7.7
"Jan 3, 05:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,7.6
"Jan 3, 06:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,7.6
"Jan 3, 07:00 am",0,-1.2,77.0401,0,3,10.9873,3,-2.17563,2.83472,0,1,2,2.83472,7.6
"Jan 3, 08:00 am",135.229,-0.9,68.3587,0,43,160.488,43,-1.48898,41.5247,0.135229,1,1,41.5247,6
"Jan 3, 09:00 am",307.073,-0.6,57.4075,0,89,335.857,89,-0.326227,87.3243,0.307074,1,1,87.3243,6
"Jan 3, 10:00 am",784.812,2.3,48.3931,40,179,824.807,195,4.99084,219.807,0.784812,1,1,219.352,6
"Jan 3, 11:00 am",1438.79,5.2,42.6115,242,211,1497.54,324,14.5456,416.966,1.43879,1,1,415.307,2.7
"Jan 3, 12:00 pm",2070.77,8.1,41.4507,550,169,2151.44,432,23.0572,623.69,2.07077,1,1,620.306,2.7
"Jan 3, 01:00 pm",2025.76,9.5,45.2696,623,139,2104.75,414,24.8326,617.325,2.02576,1,1,611.902,2.7
"Jan 3, 02:00 pm",1225.53,10.9,52.9975,294,156,1277.72,261,16.6134,362.479,1.22553,1,1,357.66,6.4
"Jan 3, 03:00 pm",1104.62,12.3,63.2011,525,80,1153.29,202,17.3579,341.297,1.10462,1,1,323.919,6.4
"Jan 3, 04:00 pm",362.985,11.5,74.3368,320,24,392.973,51,12.8719,126.491,0.362985,1,3,108.171,6.4
"Jan 3, 05:00 pm",0,10.6,0,0,0,0,0,10.6,0,0,1,0,0,8.6
"Jan 3, 06:00 pm",0,9.8,0,0,0,0,0,9.8,0,0,1,0,0,8.6
"Jan 3, 07:00 pm",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,8.6
"Jan 3, 08:00 pm",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,5.2
"Jan 3, 09:00 pm",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,5.2
"Jan 3, 10:00 pm",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,5.2
"Jan 3, 11:00 pm",0,7.1,0,0,0,0,0,7.1,0,0,1,0,0,9.7
"Jan 4, 12:00 am",0,6.4,0,0,0,0,0,6.4,0,0,1,0,0,9.7
"Jan 4, 01:00 am",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,9.7
"Jan 4, 02:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,8.7
"Jan 4, 03:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,8.7
"Jan 4, 04:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,8.7
"Jan 4, 05:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,7.3
"Jan 4, 06:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,7.3
"Jan 4, 07:00 am",2.69567,-2.1,77.0842,9,5,25.4182,5,-3.02526,7.08992,0.00269567,1,2,6.53478,7.3
"Jan 4, 08:00 am",284.656,-2.5,68.3947,37,63,312.965,69,-2.38643,82.3147,0.284656,1,1,80.6741,10.3
"Jan 4, 09:00 am",368.523,-2.9,57.4179,0,103,398.632,103,-2.48592,102.714,0.368523,1,1,102.714,10.3
"Jan 4, 10:00 am",1771.02,-2.5,48.3682,435,162,1840.83,340,2.75693,489.836,1.77102,1,1,484.904,10.3
"Jan 4, 11:00 am",2345.34,-2,42.5425,669,125,2436.72,438,7.05596,658.387,2.34534,1,1,653.831,8
"Jan 4, 12:00 pm",2379.71,-1.6,41.3396,689,113,2472.48,444,7.7771,669.701,2.37971,1,1,665.506,8
"Jan 4, 01:00 pm",2226.12,-1,45.1325,698,100,2312.76,409,7.78342,628.536,2.22612,1,1,622.533,8
"Jan 4, 02:00 pm",1840.4,-0.5,52.8516,691,77,1912.64,325,6.96989,524.217,1.8404,1,1,513.017,7.6
"Jan 4, 03:00 pm",1131.46,0.1,63.0563,459,94,1180.9,202,4.4855,328.432,1.13146,1,1,313.372,7.6
"Jan 4, 04:00 pm",131.697,-0.4,74.2848,46,26,156.886,30,-0.552292,43.3813,0.131697,1,3,40.7523,7.6
"Jan 4, 05:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,8.2
"Jan 4, 06:00 pm",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,8.2
"Jan 4, 07:00 pm",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,8.2
"Jan 4, 08:00 pm",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,4.7
"Jan 4, 09:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,4.7
"Jan 4, 10:00 pm",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,4.7
"Jan 4, 11:00 pm",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,5.3
"Jan 5, 12:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,5.3
"Jan 5, 01:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,5.3
"Jan 5, 02:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,2.4
"Jan 5, 03:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,2.4
"Jan 5, 04:00 am",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,2.4
"Jan 5, 05:00 am",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,4.2
"Jan 5, 06:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,4.2
"Jan 5, 07:00 am",67.4734,-3.6,77.1277,80,6,91.4157,9,-4.57375,28.2908,0.0674734,1,2,23.3519,4.2
"Jan 5, 08:00 am",759.59,-3.6,68.4257,312,84,798.941,136,0.631052,222.423,0.75959,1,1,208.567,2
"Jan 5, 09:00 am",1147.39,-3.6,57.4224,321,127,1197.29,225,4.27274,324.703,1.14739,1,1,317.432,2
"Jan 5, 10:00 am",553.741,-2.5,48.3366,15,144,588.053,150,0.914868,153.867,0.553741,1,1,153.698,2
"Jan 5, 11:00 am",1753.12,-1.4,42.4662,336,212,1822.3,370,10.332,498.283,1.75312,1,1,496.01,2.4
"Jan 5, 12:00 pm",1147.9,-0.3,41.2213,100,228,1197.82,276,7.93294,323.232,1.1479,1,1,322.63,2.4
"Jan 5, 01:00 pm",1147.81,0.4,44.9893,121,210,1197.73,264,8.0673,323.822,1.14781,1,1,322.794,2.4
"Jan 5, 02:00 pm",1284.48,1,52.7012,310,152,1338.45,264,9.70856,368.283,1.28448,1,1,363.316,2.5
"Jan 5, 03:00 pm",930.734,1.7,62.9083,383,77,974.571,168,8.11683,275.161,0.930735,1,1,262.709,2.5
"Jan 5, 04:00 pm",322.44,1,74.2331,227,27,351.552,46,2.6456,105.511,0.32244,1,3,92.5603,2.5
"Jan 5, 05:00 pm",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,3.5
"Jan 5, 06:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,3.5
"Jan 5, 07:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,3.5
"Jan 5, 08:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,6.7
"Jan 5, 09:00 pm",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,6.7
"Jan 5, 10:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,6.7
"Jan 5, 11:00 pm",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,6.2
"Jan 6, 12:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,6.2
"Jan 6, 01:00 am",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,6.2
"Jan 6, 02:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,4.9
"Jan 6, 03:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,4.9
"Jan 6, 04:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,4.9
"Jan 6, 05:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,3.6
"Jan 6, 06:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,3.6
"Jan 6, 07:00 am",14.2007,-1.2,77.1705,22,5,37.1372,6,-2.51622,10.9272,0.0142007,1,2,9.56783,3.6
"Jan 6, 08:00 am",426.964,-0.8,68.4517,84,77,458.365,91,0.395447,123.275,0.426964,1,1,119.539,2.9
"Jan 6, 09:00 am",215.355,-0.4,57.4211,0,66,242.224,66,-0.412519,62.9566,0.215355,1,1,62.9566,2.9
"Jan 6, 10:00 am",286.82,0.4,48.2985,0,86,315.174,86,0.70671,82.3037,0.28682,1,1,82.3037,2.9
"Jan 6, 11:00 am",355.628,1.2,42.3828,0,105,385.456,105,1.8414,101.141,0.355628,1,1,101.141,5.1
"Jan 6, 12:00 pm",268.467,2.1,41.096,0,82,296.436,82,2.32351,77.942,0.268467,1,1,77.942,5.1
"Jan 6, 01:00 pm",243.205,2.6,44.8402,0,75,270.647,75,2.6576,71.2625,0.243205,1,1,71.2625,5.1
"Jan 6, 02:00 pm",258.613,3.1,52.5463,0,79,286.376,79,3.34737,75.6259,0.258613,1,1,75.6259,1
"Jan 6, 03:00 pm",204.49,3.6,62.7571,0,63,231.137,63,3.3709,61.0447,0.20449,1,1,61.0447,1
"Jan 6, 04:00 pm",64.1672,3,74.1815,0,24,88.0464,24,1.35082,23.0549,0.0641672,1,3,23.0549,1
"Jan 6, 05:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,3.2
"Jan 6, 06:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,3.2
"Jan 6, 07:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,3.2
"Jan 6, 08:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,4
"Jan 6, 09:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,4
"Jan 6, 10:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,4
"Jan 6, 11:00 pm",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,4.9
"Jan 7, 12:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,4.9
"Jan 7, 01:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,4.9
"Jan 7, 02:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,5.6
"Jan 7, 03:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,5.6
"Jan 7, 04:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,5.6
"Jan 7, 05:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,7.6
"Jan 7, 06:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,7.6
"Jan 7, 07:00 am",0,-1.8,77.2126,0,4,14.6956,4,-2.85235,3.78081,0,1,2,3.78081,7.6
"Jan 7, 08:00 am",187.458,-1.8,68.4726,0,55,213.76,55,-2.05842,55.1771,0.187458,1,1,55.1771,8.7
"Jan 7, 09:00 am",493.514,-1.8,57.414,15,126,526.425,131,-0.877696,136.896,0.493514,1,1,136.557,8.7
"Jan 7, 10:00 am",707.131,-0.8,48.2537,31,164,745.161,177,1.00423,195.182,0.707131,1,1,194.834,8.7
"Jan 7, 11:00 am",2055.45,0.3,42.2923,457,192,2135.55,408,6.41247,574.466,2.05545,1,1,571.425,11
"Jan 7, 12:00 pm",2336.38,1.3,40.9637,632,140,2427.4,447,8.66148,659.606,2.33637,1,1,655.893,11
"Jan 7, 01:00 pm",1829.94,1.9,44.6852,431,168,1901.82,362,7.58045,515.029,1.82994,1,1,511.466,11
"Jan 7, 02:00 pm",1322.36,2.6,52.387,345,139,1377.48,266,7.13066,375.127,1.32236,1,1,369.731,9
"Jan 7, 03:00 pm",882.716,3.2,62.6028,318,86,925.267,163,6.01325,257.3,0.882716,1,1,247.154,9
"Jan 7, 04:00 pm",321.695,2.7,74.1302,178,36,350.791,52,3.30497,102.74,0.321695,1,3,92.6198,9
"Jan 7, 05:00 pm",0,2.1,0,2,0,0,0,2.1,0,0,1,0,0,7.3
"Jan 7, 06:00 pm",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,7.3
"Jan 7, 07:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,7.3
"Jan 7, 08:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,5.6
"Jan 7, 09:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,5.6
"Jan 7, 10:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,5.6
"Jan 7, 11:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,7.9
"Jan 8, 12:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,7.9
"Jan 8, 01:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,7.9
"Jan 8, 02:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,8.2
"Jan 8, 03:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,8.2
"Jan 8, 04:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,8.2
"Jan 8, 05:00 am",0,-4.4,0,0,0,0,0,-4.4,0,0,1,0,0,7.3
"Jan 8, 06:00 am",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,7.3
"Jan 8, 07:00 am",62.5909,-5.1,77.2541,93,4,86.44,8,-5.73072,27.7315,0.0625909,1,2,21.9759,7.3
"Jan 8, 08:00 am",710.182,-5,68.4885,362,56,748.288,116,-2.65422,208.802,0.710182,1,1,192.674,6.2
"Jan 8, 09:00 am",1553.46,-4.9,57.4011,637,68,1615.91,264,1.64393,438.057,1.55346,1,1,423.649,6.2
"Jan 8, 10:00 am",2003.29,-3.8,48.2023,616,114,2081.44,369,5.16153,560.841,2.00329,1,1,553.952,6.2
"Jan 8, 11:00 am",2045.49,-2.7,42.1946,513,162,2125.21,406,10.6878,582.749,2.04549,1,1,579.366,3.5
"Jan 8, 12:00 pm",2364.07,-1.6,40.8246,680,128,2456.21,460,14.1441,683.893,2.36407,1,1,679.95,3.5
"Jan 8, 01:00 pm",2375.03,-0.9,44.5245,807,87,2467.62,452,15.2787,693.169,2.37503,1,1,686.592,3.5
"Jan 8, 02:00 pm",1917.49,-0.2,52.2234,779,66,1992.5,354,16.236,568.822,1.91749,1,1,556.791,1.9
"Jan 8, 03:00 pm",1254.11,0.5,62.4456,644,56,1307.16,215,11.2174,377.531,1.25411,1,1,357.185,1.9
"Jan 8, 04:00 pm",444.617,0.5,74.0792,364,30,476.415,64,3.97398,146.807,0.444617,1,3,126.148,1.9
"Jan 8, 05:00 pm",0,0.5,0,7,0,0,0,0.5,0,0,1,0,0,3
"Jan 8, 06:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,3
"Jan 8, 07:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,3
"Jan 8, 08:00 pm",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,4.6
"Jan 8, 09:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,4.6
"Jan 8, 10:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,4.6
"Jan 8, 11:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,5.8
"Jan 9, 12:00 am",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,5.8
"Jan 9, 01:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,5.8
"Jan 9, 02:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,7
"Jan 9, 03:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,7
"Jan 9, 04:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,7
"Jan 9, 05:00 am",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,9
"Jan 9, 06:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,9
"Jan 9, 07:00 am",49.3846,-0.6,77.2947,64,5,72.9826,8,-1.1809,22.8718,0.0493846,1,2,18.9079,9
"Jan 9, 08:00 am",611.898,-0.1,68.4993,247,72,647.594,113,1.53501,180.715,0.611898,1,1,169.704,7.7
"Jan 9, 09:00 am",1537.32,0.4,57.3823,573,102,1599.24,279,6.11419,440.313,1.53732,1,1,427.37,7.7
"Jan 9, 10:00 am",1845.54,3.5,48.1443,554,126,1917.97,356,10.8283,529.359,1.84554,1,1,523.193,7.7
"Jan 9, 11:00 am",2289.41,6.6,42.0898,712,108,2378.56,447,17.9228,674.422,2.28941,1,1,669.772,6
"Jan 9, 12:00 pm",2302.87,9.6,40.6785,704,115,2392.54,460,21.3783,688.494,2.30287,1,1,684.469,6
"Jan 9, 01:00 pm",2221.45,10.9,44.358,692,134,2307.91,449,22.3594,668.82,2.22145,1,1,663.263,6
"Jan 9, 02:00 pm",1462.28,12.1,52.0556,425,142,1521.78,300,19.4811,438.051,1.46228,1,1,431.572,6
"Jan 9, 03:00 pm",1167.12,13.4,62.2856,543,84,1217.59,219,19.1452,361.761,1.16712,1,1,344.776,6
"Jan 9, 04:00 pm",391.862,12.4,73.936,309,32,422.484,61,14.0174,134.34,0.391862,1,1,116.89,6
"Jan 9, 05:00 pm",0,11.4,79.8963,8,0,3.29049,0,10.1981,1.40345,0,1,3,0.895107,4.6
"Jan 9, 06:00 pm",0,10.5,0,0,0,0,0,10.5,0,0,1,0,0,4.6
"Jan 9, 07:00 pm",0,9.8,0,0,0,0,0,9.8,0,0,1,0,0,4.6
"Jan 9, 08:00 pm",0,9.2,0,0,0,0,0,9.2,0,0,1,0,0,4.7
"Jan 9, 09:00 pm",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,4.7
"Jan 9, 10:00 pm",0,7.5,0,0,0,0,0,7.5,0,0,1,0,0,4.7
"Jan 9, 11:00 pm",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,4.1
"Jan 10, 12:00 am",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,4.1
"Jan 10, 01:00 am",0,4,0,0,0,0,0,4,0,0,1,0,0,4.1
"Jan 10, 02:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,8.5
"Jan 10, 03:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,8.5
"Jan 10, 04:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,8.5
"Jan 10, 05:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,8.2
"Jan 10, 06:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,8.2
"Jan 10, 07:00 am",0,-1.4,77.3346,0,2,7.33073,2,-2.44477,1.88921,0,1,2,1.88921,8.2
"Jan 10, 08:00 am",75.2939,-1.9,68.5049,0,27,99.3861,27,-2.66983,25.5889,0.0752939,1,1,25.5889,7.2
"Jan 10, 09:00 am",165.884,-2.4,57.3577,0,52,191.752,52,-2.77169,49.3496,0.165884,1,1,49.3496,7.2
"Jan 10, 10:00 am",274.999,-2.3,48.0798,0,82,303.104,82,-2.19208,78.1957,0.274999,1,1,78.1957,7.2
"Jan 10, 11:00 am",270.173,-2.1,41.9779,0,81,298.177,81,-1.99561,76.9875,0.270173,1,1,76.9875,8.7
"Jan 10, 12:00 pm",314.644,-2,40.5257,0,93,343.589,93,-1.7315,88.8105,0.314644,1,1,88.8105,8.7
"Jan 10, 01:00 pm",251.912,-1.9,44.186,0,76,279.535,76,-1.85326,72.2171,0.251912,1,1,72.2171,8.7
"Jan 10, 02:00 pm",233.694,-1.7,51.8838,0,71,260.94,71,-1.73512,67.4465,0.233694,1,1,67.4465,7.7
"Jan 10, 03:00 pm",641.055,-1.6,62.1229,135,103,677.457,137,0.0704834,180.616,0.641055,1,1,176.436,7.7
"Jan 10, 04:00 pm",331.411,-1.8,73.7875,163,39,360.715,55,-1.20195,102.601,0.331411,1,1,93.4439,7.7
"Jan 10, 05:00 pm",0,-2.1,79.8682,6,0,2.62588,0,-3.3377,1.05547,0,1,3,0.674213,5.5
"Jan 10, 06:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,5.5
"Jan 10, 07:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,5.5
"Jan 10, 08:00 pm",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,4.4
"Jan 10, 09:00 pm",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,4.4
"Jan 10, 10:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,4.4
"Jan 10, 11:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,3.9
"Jan 11, 12:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,3.9
"Jan 11, 01:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,3.9
"Jan 11, 02:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,4.3
"Jan 11, 03:00 am",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,4.3
"Jan 11, 04:00 am",0,-4.3,0,0,0,0,0,-4.3,0,0,1,0,0,4.3
"Jan 11, 05:00 am",0,-4.4,0,0,0,0,0,-4.4,0,0,1,0,0,4.6
"Jan 11, 06:00 am",0,-4.6,0,0,0,0,0,-4.6,0,0,1,0,0,4.6
