,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 08:00 pm",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,7.1
"Jan 1, 09:00 pm",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,6.7
"Jan 1, 10:00 pm",0,6.9,0,0,0,0,0,6.9,0,0,1,0,0,6.7
"Jan 1, 11:00 pm",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,6.7
"Jan 2, 12:00 am",0,7.5,0,0,0,0,0,7.5,0,0,1,0,0,5.2
"Jan 2, 01:00 am",0,7.8,0,0,0,0,0,7.8,0,0,1,0,0,5.2
"Jan 2, 02:00 am",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,5.2
"Jan 2, 03:00 am",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,4.5
"Jan 2, 04:00 am",0,4,0,0,0,0,0,4,0,0,1,0,0,4.5
"Jan 2, 05:00 am",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,4.5
"Jan 2, 06:00 am",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,4.8
"Jan 2, 07:00 am",0,3.5,78.184,0,0,0,0,3.5,0,0,1,2,0,4.8
"Jan 2, 08:00 am",30.7758,3.6,72.581,0,54.0225,15,15,2.37322,14.2072,0.0307758,1,1,14.2072,4.8
"Jan 2, 09:00 am",87.204,3.7,62.5972,0,111.525,31,31,2.80624,29.3837,0.087204,1,1,29.3837,4.8
"Jan 2, 10:00 am",143.581,3.7,54.5747,0,169.004,47,47,3.14096,44.5913,0.143581,1,1,44.5913,4.8
"Jan 2, 11:00 am",207.085,3.5,49.5766,0,233.785,65,65,3.31356,61.7287,0.207085,1,1,61.7287,4.8
"Jan 2, 12:00 pm",200.295,3.2,48.5638,0,226.856,63,63,3.01323,59.8228,0.200295,1,1,59.8228,5.2
"Jan 2, 01:00 pm",168.819,2.9,51.7731,0,194.746,54,54,2.54299,51.2524,0.168819,1,1,51.2524,5.2
"Jan 2, 02:00 pm",140.865,2.5,58.5068,0,166.235,46,46,1.98018,43.6446,0.140865,1,1,43.6446,5.2
"Jan 2, 03:00 pm",70.3099,2,67.6933,0,94.3065,26,26,0.864748,24.6434,0.0703099,1,1,24.6434,3.5
"Jan 2, 04:00 pm",0,1.5,75.731,0,7.26333,2,2,-0.235801,1.88921,0,1,3,1.88921,3.5
"Jan 2, 05:00 pm",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,3.5
"Jan 2, 06:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,5.6
"Jan 2, 07:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,5.6
"Jan 2, 08:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,5.6
"Jan 2, 09:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,4.4
"Jan 2, 10:00 pm",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,4.4
"Jan 2, 11:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,4.4
"Jan 3, 12:00 am",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,5.5
"Jan 3, 01:00 am",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,5.5
"Jan 3, 02:00 am",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,5.5
"Jan 3, 03:00 am",0,4,0,0,0,0,0,4,0,0,1,0,0,5.2
"Jan 3, 04:00 am",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,5.2
"Jan 3, 05:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,5.2
"Jan 3, 06:00 am",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,5.4
"Jan 3, 07:00 am",0,4.8,78.2242,3,1.60381,0,0,3.4188,0.612248,0,1,2,0.423663,5.4
"Jan 3, 08:00 am",202.1,5.4,72.6062,56,228.699,36,41,5.21524,63.8891,0.2021,1,1,60.8796,5.4
"Jan 3, 09:00 am",186.364,6,62.5977,0,212.644,58,58,5.78335,56.7445,0.186364,1,1,56.7445,5.5
"Jan 3, 10:00 am",141.526,6.5,54.5433,0,166.909,47,47,6.04954,44.5912,0.141526,1,1,44.5912,5.5
"Jan 3, 11:00 am",176.575,6.2,49.5078,0,202.658,57,57,5.90693,54.1084,0.176575,1,1,54.1084,5.5
"Jan 3, 12:00 pm",183.866,5.9,48.4595,0,210.095,59,59,5.57079,56.013,0.183866,1,1,56.013,3.3
"Jan 3, 01:00 pm",163.289,5.5,51.6443,0,189.105,53,53,5.03296,50.3004,0.163289,1,1,50.3004,3.3
"Jan 3, 02:00 pm",125.08,5.2,58.3665,0,150.139,42,42,4.46028,39.8376,0.12508,1,1,39.8376,3.3
"Jan 3, 03:00 pm",44.4089,4.9,67.5509,0,67.9126,19,19,4.10942,17.9928,0.0444089,1,1,17.9928,7.7
"Jan 3, 04:00 pm",0,4.6,75.6832,0,7.14798,2,2,3.54342,1.88921,0,1,3,1.88921,7.7
"Jan 3, 05:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,7.7
"Jan 3, 06:00 pm",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,3.5
"Jan 3, 07:00 pm",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,3.5
"Jan 3, 08:00 pm",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,3.5
"Jan 3, 09:00 pm",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,4.4
"Jan 3, 10:00 pm",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,4.4
"Jan 3, 11:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,4.4
"Jan 4, 12:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,6.8
"Jan 4, 01:00 am",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,6.8
"Jan 4, 02:00 am",0,5.1,0,0,0,0,0,5.1,0,0,1,0,0,6.8
"Jan 4, 03:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,9.3
"Jan 4, 04:00 am",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,9.3
"Jan 4, 05:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.3
"Jan 4, 06:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,4.8
"Jan 4, 07:00 am",0,5.4,78.2641,1,0.530794,0,0,3.9062,0.2034,0,1,2,0.140506,4.8
"Jan 4, 08:00 am",85.5117,5,72.626,12,109.8,25,26,4.09768,29.7345,0.0855117,1,1,29.0891,4.8
"Jan 4, 09:00 am",139.39,4.6,62.5919,0,164.731,46,46,4.19085,43.659,0.13939,1,1,43.659,7.8
"Jan 4, 10:00 am",487.628,4.2,54.5051,43,520.404,107,120,5.23921,139.335,0.487628,1,1,138.546,7.8
"Jan 4, 11:00 am",1900.34,4.8,49.4316,513,1974.73,170,353,12.0741,547.996,1.90034,1,1,541.648,7.8
"Jan 4, 12:00 pm",791.874,5.3,48.348,74,832.05,160,187,8.41377,225.418,0.791874,1,1,224.581,6.8
"Jan 4, 01:00 pm",477.255,5.9,51.5092,14,509.794,126,131,7.20823,137.085,0.477255,1,1,136.88,6.8
"Jan 4, 02:00 pm",1265.82,5.8,58.221,387,1319.23,132,233,10.81,369.101,1.26582,1,1,359.835,6.8
"Jan 4, 03:00 pm",816.65,5.8,67.4044,463,857.466,50,120,8.0608,250.582,0.81665,1,1,231.085,11.7
"Jan 4, 04:00 pm",104.095,5.7,75.6352,138,128.743,5,11,5.50251,42.5346,0.104095,1,3,34.3139,11.7
"Jan 4, 05:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,11.7
"Jan 4, 06:00 pm",0,5,0,0,0,0,0,5,0,0,1,0,0,7.4
"Jan 4, 07:00 pm",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,7.4
"Jan 4, 08:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,7.4
"Jan 4, 09:00 pm",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,9.3
"Jan 4, 10:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,9.3
"Jan 4, 11:00 pm",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,9.3
"Jan 5, 12:00 am",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,6.2
"Jan 5, 01:00 am",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,6.2
"Jan 5, 02:00 am",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,6.2
"Jan 5, 03:00 am",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,6.5
"Jan 5, 04:00 am",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,6.5
"Jan 5, 05:00 am",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,6.5
"Jan 5, 06:00 am",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,5
"Jan 5, 07:00 am",0,2.5,78.3037,10,5.34389,0,0,1.1299,2.02723,0,1,2,1.39799,5
"Jan 5, 08:00 am",370.902,2.7,72.6403,170,401.063,44,59,3.49825,115.129,0.370902,1,1,105.98,5
"Jan 5, 09:00 am",144.275,2.9,62.58,0,169.712,47,47,2.47734,44.6518,0.144275,1,1,44.6518,4.5
"Jan 5, 10:00 am",1317.78,3.1,54.4599,352,1372.76,141,248,9.54503,378.803,1.31778,1,1,372.363,4.5
"Jan 5, 11:00 am",181.902,3.5,49.3482,0,208.092,58,58,3.80699,55.0606,0.181902,1,1,55.0606,4.5
"Jan 5, 12:00 pm",519.809,4,48.2294,11,553.328,138,142,5.43674,147.56,0.519809,1,1,147.436,5.6
"Jan 5, 01:00 pm",258.727,4.5,51.3677,0,286.492,79,79,4.75493,76.1136,0.258727,1,1,76.1136,5.6
"Jan 5, 02:00 pm",389.545,4.3,58.0703,16,420.115,101,105,5.11574,112.166,0.389545,1,1,111.787,5.6
"Jan 5, 03:00 pm",433.545,4.1,67.254,121,465.094,67,86,5.63423,129.086,0.433545,1,1,124.032,3.6
"Jan 5, 04:00 pm",39.6376,3.9,75.5872,37,63.0512,6,8,2.87004,18.8178,0.0396376,1,3,16.6167,3.6
"Jan 5, 05:00 pm",0,3.4,0,0,0,0,0,3.4,0,0,1,0,0,3.6
"Jan 5, 06:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,2.7
"Jan 5, 07:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,2.7
"Jan 5, 08:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,2.7
"Jan 5, 09:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,2.5
"Jan 5, 10:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,2.5
"Jan 5, 11:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,2.5
"Jan 6, 12:00 am",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,4
"Jan 6, 01:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,4
"Jan 6, 02:00 am",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,4
"Jan 6, 03:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,5.8
"Jan 6, 04:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,5.8
"Jan 6, 05:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,5.8
"Jan 6, 06:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.8
"Jan 6, 07:00 am",0,-0.2,78.343,1,0.53859,0,0,-1.931,0.202053,0,1,2,0.139098,3.8
"Jan 6, 08:00 am",124.612,0,72.6492,23,149.662,30,32,-0.850901,40.0653,0.124612,1,1,38.8271,3.8
"Jan 6, 09:00 am",431.062,0.3,62.5618,60,462.555,86,99,1.32975,123.018,0.431062,1,1,121.109,4.8
"Jan 6, 10:00 am",373.545,0.5,54.4078,0,403.764,105,105,1.32746,105.715,0.373545,1,1,105.715,4.8
"Jan 6, 11:00 am",239.152,0.5,49.2574,0,266.51,73,73,0.564545,69.5541,0.239152,1,1,69.5541,4.8
"Jan 6, 12:00 pm",1330.28,0.6,48.1037,226,1385.64,191,275,8.44638,376.562,1.33028,1,1,374.055,2.8
"Jan 6, 01:00 pm",823.572,0.6,51.22,100,864.569,146,180,5.69551,232.053,0.823572,1,1,230.625,2.8
"Jan 6, 02:00 pm",124.121,0.6,57.9146,0,149.161,41,41,0.304619,38.8856,0.124121,1,1,38.8856,2.8
"Jan 6, 03:00 pm",99.4552,0.7,67.0998,0,124.014,34,34,-0.264975,32.2524,0.0994552,1,1,32.2524,3.6
"Jan 6, 04:00 pm",0,0.7,75.5391,0,10.9324,3,3,-0.983296,2.83466,0,1,3,2.83466,3.6
"Jan 6, 05:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,3.6
"Jan 6, 06:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,2.5
"Jan 6, 07:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,2.5
"Jan 6, 08:00 pm",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,2.5
"Jan 6, 09:00 pm",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,3.4
"Jan 6, 10:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,3.4
"Jan 6, 11:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,3.4
"Jan 7, 12:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,3.8
"Jan 7, 01:00 am",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,3.8
"Jan 7, 02:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,3.8
"Jan 7, 03:00 am",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,2.8
"Jan 7, 04:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,2.8
"Jan 7, 05:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,2.8
"Jan 7, 06:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,2.9
"Jan 7, 07:00 am",0,0.3,78.3818,2,1.07067,0,0,-1.67514,0.40278,0,1,2,0.276812,2.9
"Jan 7, 08:00 am",151.186,0.4,72.6526,35,176.761,30,33,-0.364,47.8357,0.151186,1,1,45.9514,2.9
"Jan 7, 09:00 am",166.324,0.4,62.5373,0,192.2,52,52,-0.275542,49.9836,0.166324,1,1,49.9836,1.8
"Jan 7, 10:00 am",262.059,0.5,54.3488,0,289.894,78,78,0.600136,75.6681,0.262059,1,1,75.6681,1.8
"Jan 7, 11:00 am",832.776,0.8,49.1595,90,874.013,159,192,5.67274,234.21,0.832776,1,1,233.121,1.8
"Jan 7, 12:00 pm",583.251,1.2,47.971,22,618.262,146,154,3.98161,163.954,0.583251,1,1,163.713,3.2
"Jan 7, 01:00 pm",1185.27,1.5,51.0662,236,1236.28,154,235,8.30058,336.852,1.18527,1,1,333.523,3.2
"Jan 7, 02:00 pm",1146.02,1.2,57.7541,374,1195.88,100,200,8.32991,331.335,1.14602,1,1,322.665,3.2
"Jan 7, 03:00 pm",716.399,0.9,66.9418,301,754.66,70,118,5.51916,213.518,0.716399,1,1,201.154,2.6
"Jan 7, 04:00 pm",97.45,0.7,75.491,98,121.97,7,12,0.319939,37.6133,0.09745,1,3,31.7989,2.6
"Jan 7, 05:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,2.6
"Jan 7, 06:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,2.7
"Jan 7, 07:00 pm",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,2.7
"Jan 7, 08:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,2.7
"Jan 7, 09:00 pm",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,6.3
"Jan 7, 10:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,6.3
"Jan 7, 11:00 pm",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,6.3
"Jan 8, 12:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,5.5
"Jan 8, 01:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,5.5
"Jan 8, 02:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,5.5
"Jan 8, 03:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,7.8
"Jan 8, 04:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,7.8
"Jan 8, 05:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,7.8
"Jan 8, 06:00 am",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,3.3
"Jan 8, 07:00 am",0,0.9,78.4201,1,0.530939,0,0,-0.885983,0.200735,0,1,2,0.137723,3.3
"Jan 8, 08:00 am",107.56,1.2,72.6504,18,132.276,28,30,0.180208,35.4348,0.10756,1,1,34.4658,3.3
"Jan 8, 09:00 am",130.896,1.6,62.5065,0,156.069,43,43,0.962646,40.7995,0.130896,1,1,40.7995,4.8
"Jan 8, 10:00 am",151.868,2,54.283,0,177.457,49,49,1.4896,46.4941,0.151868,1,1,46.4941,4.8
"Jan 8, 11:00 am",187.038,2.3,49.0543,0,213.331,59,59,1.9941,56.0129,0.187038,1,1,56.0129,4.8
"Jan 8, 12:00 pm",193.846,2.6,47.8313,0,220.277,61,61,2.32469,57.9179,0.193846,1,1,57.9179,4.1
"Jan 8, 01:00 pm",272.08,2.8,50.9063,0,300.124,82,82,3.00063,79.1395,0.27208,1,1,79.1395,4.1
"Jan 8, 02:00 pm",354.833,2.9,57.5887,2,384.644,99,100,3.6482,101.753,0.354833,1,1,101.707,4.1
"Jan 8, 03:00 pm",52.1713,2.9,66.7802,0,75.8221,21,21,1.77804,19.8899,0.0521713,1,1,19.8899,3.2
"Jan 8, 04:00 pm",0,2.9,75.4428,0,7.2223,2,2,1.108,1.88921,0,1,3,1.88921,3.2
"Jan 8, 05:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,3.2
"Jan 8, 06:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,6.1
"Jan 8, 07:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,6.1
"Jan 8, 08:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,6.1
"Jan 8, 09:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,8.8
"Jan 8, 10:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,8.8
"Jan 8, 11:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,8.8
"Jan 9, 12:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,5.6
"Jan 9, 01:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,5.6
"Jan 9, 02:00 am",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,5.6
"Jan 9, 03:00 am",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,3.4
"Jan 9, 04:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,3.4
"Jan 9, 05:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,3.4
"Jan 9, 06:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,3.1
"Jan 9, 07:00 am",0,0.3,78.4579,1,0.529998,0,0,-1.63401,0.200088,0,1,2,0.137049,3.1
"Jan 9, 08:00 am",114.522,0.8,72.6427,20,139.374,29,31,-0.202449,37.3331,0.114522,1,1,36.2567,3.1
"Jan 9, 09:00 am",106.492,1.3,62.4695,0,131.187,36,36,-0.134396,34.1368,0.106492,1,1,34.1368,1
"Jan 9, 10:00 am",276.168,1.8,54.2103,0,304.298,82,82,1.95514,79.8843,0.276168,1,1,79.8843,1
"Jan 9, 11:00 am",825.194,2.4,48.942,87,866.232,161,193,8.12399,234.546,0.825194,1,1,233.512,1
"Jan 9, 12:00 pm",462.935,3.1,47.6847,0,495.148,131,131,4.99535,131.684,0.462935,1,1,131.684,3.6
"Jan 9, 01:00 pm",282.136,3.7,50.7405,0,310.391,85,85,4.17635,82.2587,0.282136,1,1,82.2587,3.6
"Jan 9, 02:00 pm",261.703,3.5,57.4185,0,289.53,78,78,3.71737,76.5797,0.261703,1,1,76.5797,3.6
"Jan 9, 03:00 pm",193.598,3.2,66.6151,0,220.024,57,57,2.95238,58.0059,0.193598,1,1,58.0059,3.2
"Jan 9, 04:00 pm",0,3,75.3948,0,21.664,6,6,1.40754,5.67404,0,1,3,5.67404,3.2
"Jan 9, 05:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,3.2
"Jan 9, 06:00 pm",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,5.2
"Jan 9, 07:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,5.2
"Jan 9, 08:00 pm",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,5.2
"Jan 9, 09:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,6.2
"Jan 9, 10:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,6.2
"Jan 9, 11:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,6.2
"Jan 10, 12:00 am",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,4.3
"Jan 10, 01:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,4.3
"Jan 10, 02:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,4.3
"Jan 10, 03:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,3.7
"Jan 10, 04:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,3.7
"Jan 10, 05:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,3.7
"Jan 10, 06:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,3.1
"Jan 10, 07:00 am",0,0.5,78.4951,13,10.5941,1,1,-1.33678,3.56271,0,1,2,2.74287,3.1
"Jan 10, 08:00 am",411.229,0.9,72.6294,191,442.28,48,65,2.13853,126.472,0.411229,1,1,116.198,3.1
"Jan 10, 09:00 am",416.467,1.3,62.4262,54,447.634,86,98,2.6972,119.588,0.416467,1,1,117.884,3.2
"Jan 10, 10:00 am",155.573,1.7,54.1307,0,181.235,50,50,1.29873,47.4457,0.155573,1,1,47.4457,3.2
"Jan 10, 11:00 am",310.526,2,48.8225,0,339.383,92,92,2.43582,89.2767,0.310526,1,1,89.2767,3.2
"Jan 10, 12:00 pm",197.705,2.2,47.5313,0,224.215,62,62,1.99384,58.8705,0.197705,1,1,58.8705,2.7
"Jan 10, 01:00 pm",773.624,2.4,50.5687,85,813.333,150,180,6.24709,218.627,0.773624,1,1,217.474,2.7
"Jan 10, 02:00 pm",129.902,2.7,57.2438,0,155.056,43,43,2.42858,40.7871,0.129902,1,1,40.7871,2.7
"Jan 10, 03:00 pm",98.2072,3.1,66.4466,0,122.742,34,34,2.13939,32.2473,0.0982073,1,1,32.2473,3.4
"Jan 10, 04:00 pm",0,3.4,75.3468,0,14.4146,4,4,1.73132,3.78052,0,1,3,3.78052,3.4
"Jan 10, 05:00 pm",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,3.4
"Jan 10, 06:00 pm",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,4.9
"Jan 10, 07:00 pm",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,4.9
"Jan 10, 08:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,4.9
"Jan 10, 09:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,3.9
"Jan 10, 10:00 pm",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,3.9
"Jan 10, 11:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,3.9
"Jan 11, 12:00 am",0,4,0,0,0,0,0,4,0,0,1,0,0,2.8
"Jan 11, 01:00 am",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,2.8
"Jan 11, 02:00 am",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,2.8
"Jan 11, 03:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,4.8
"Jan 11, 04:00 am",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,4.8
"Jan 11, 05:00 am",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,4.8
"Jan 11, 06:00 am",0,3.2,0,0,0,0,0,3.2,0,0,1,0,0,3
"Jan 11, 07:00 am",0,3.1,78.5318,7,3.63078,0,0,1.20859,1.39177,0,1,2,0.950143,3
