,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,3.4
"Jan 1, 01:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,3.4
"Jan 1, 02:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,3.4
"Jan 1, 03:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,4.6
"Jan 1, 04:00 am",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,4.6
"Jan 1, 05:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,4.6
"Jan 1, 06:00 am",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,1.9
"Jan 1, 07:00 am",39.0065,-4.2,78.0999,97,62.4081,2,5,-5.91668,21.9416,0.0390065,1,2,15.8541,1.9
"Jan 1, 08:00 am",783.681,-3.5,70.0227,526,823.647,42,121,1.30228,240.89,0.783681,1,1,215.627,1.9
"Jan 1, 09:00 am",1671.67,-2.8,58.4285,789,1738.06,57,295,10.3943,492.372,1.67167,1,1,473.21,1.7
"Jan 1, 10:00 am",2252.09,-2.1,48.4517,876,2339.75,64,432,16.9279,665.878,2.25209,1,1,655.876,1.7
"Jan 1, 11:00 am",2595.56,-0.9,41.3463,916,2697.33,69,521,21.805,778.767,2.59556,1,1,773.187,1.7
"Jan 1, 12:00 pm",2766.13,0.3,38.7434,925,2875.33,70,549,17.8663,813.829,2.76613,1,1,809.449,4.2
"Jan 1, 01:00 pm",2526.93,1.5,41.5029,834,2625.79,88,498,17.628,743.556,2.52693,1,1,738.4,4.2
"Jan 1, 02:00 pm",2103.29,1.8,48.7188,776,2185.2,77,401,15.0606,616.474,2.10329,1,1,607.417,4.2
"Jan 1, 03:00 pm",1432.96,2.1,58.7608,615,1491.52,74,258,9.44089,419.671,1.43296,1,1,404.392,5.5
"Jan 1, 04:00 pm",683.715,2.4,70.3905,451,721.164,44,109,5.62976,214.353,0.683715,1,1,192.317,5.5
"Jan 1, 05:00 pm",24.5704,1.6,78.2747,75,47.7006,2,4,0.842541,17.1812,0.0245704,1,3,12.4636,5.5
"Jan 1, 06:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,3.8
"Jan 1, 07:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,3.8
"Jan 1, 08:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,3.8
"Jan 1, 09:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,5.7
"Jan 1, 10:00 pm",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,5.7
"Jan 1, 11:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,5.7
"Jan 2, 12:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,1.6
"Jan 2, 01:00 am",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,1.6
"Jan 2, 02:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,1.6
"Jan 2, 03:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,4.5
"Jan 2, 04:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,4.5
"Jan 2, 05:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,4.5
"Jan 2, 06:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,7
"Jan 2, 07:00 am",0,-2.1,78.1486,0,7.5518,2,2,-3.24879,1.93969,0,1,2,1.93969,7
"Jan 2, 08:00 am",146.479,-1.5,70.079,0,171.96,45,45,-1.98237,44.4015,0.146479,1,1,44.4015,7
"Jan 2, 09:00 am",360.495,-0.9,58.4634,0,390.429,102,102,-0.40121,101.481,0.360495,1,1,101.481,6.6
"Jan 2, 10:00 am",1401.88,-0.2,48.4555,267,1459.46,183,295,5.20393,391.539,1.40188,1,1,388.49,6.6
"Jan 2, 11:00 am",1685.55,1,41.3075,284,1752.41,223,363,8.12405,474.124,1.68555,1,1,472.401,6.6
"Jan 2, 12:00 pm",2255.56,2.2,38.6573,551,2343.36,197,483,21.1387,672.245,2.25556,1,1,669.658,1.7
"Jan 2, 01:00 pm",1389.06,3.5,41.3823,196,1446.24,229,326,15.7047,404.374,1.38906,1,1,403.176,1.7
"Jan 2, 02:00 pm",1898.28,4.4,48.5834,606,1972.6,131,385,20.1252,568.073,1.89828,1,1,561.078,1.7
"Jan 2, 03:00 pm",1317.16,5.3,58.6227,541,1372.13,85,248,14.8341,394.335,1.31716,1,1,381.02,2.9
"Jan 2, 04:00 pm",658.725,6.3,70.256,438,695.558,44,109,10.8216,211,0.658725,1,1,189.732,2.9
"Jan 2, 05:00 pm",20.929,5.8,78.2298,76,43.9911,1,4,4.9077,16.4728,0.020929,1,3,11.695,2.9
"Jan 2, 06:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,2.7
"Jan 2, 07:00 pm",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,2.7
"Jan 2, 08:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,2.7
"Jan 2, 09:00 pm",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,3.6
"Jan 2, 10:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,3.6
"Jan 2, 11:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,3.6
"Jan 3, 12:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,3
"Jan 3, 01:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,3
"Jan 3, 02:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,3
"Jan 3, 03:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,2.7
"Jan 3, 04:00 am",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,2.7
"Jan 3, 05:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,2.7
"Jan 3, 06:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,4.8
"Jan 3, 07:00 am",24.3105,3,78.197,81,47.4359,1,4,1.866,17.5382,0.0243105,1,2,12.4482,4.8
"Jan 3, 08:00 am",685.786,3.6,70.131,444,723.286,45,111,6.46594,215.014,0.685786,1,1,193.58,4.8
"Jan 3, 09:00 am",1469.43,4.1,58.4931,662,1529.16,70,270,15.5867,442.213,1.46943,1,1,426.064,1.7
"Jan 3, 10:00 am",1688.1,4.7,48.4532,469,1755.05,154,351,18.7032,501.316,1.6881,1,1,495.961,1.7
"Jan 3, 11:00 am",2361.36,7.2,41.2616,766,2453.39,113,492,27.5015,726.944,2.36136,1,1,722.315,1.7
"Jan 3, 12:00 pm",2451.56,9.7,38.5639,792,2547.28,117,529,33.5638,775.906,2.45156,1,1,772.221,1.3
"Jan 3, 01:00 pm",2051.77,12.2,41.2554,557,2131.73,185,461,32.5185,646.318,2.05177,1,1,642.954,1.3
"Jan 3, 02:00 pm",1029.28,12.7,48.4429,135,1075.82,197,254,22.8647,311.445,1.02928,1,1,309.905,1.3
"Jan 3, 03:00 pm",812.992,13.2,58.4811,183,853.714,132,188,18.2718,245.238,0.812993,1,1,240.777,3
"Jan 3, 04:00 pm",566.058,13.7,70.1191,279,600.66,66,108,17.0639,181.941,0.566058,1,1,168.48,3
"Jan 3, 05:00 pm",13.5729,12.9,78.1855,50,36.4977,3,5,11.9449,13.1467,0.0135729,1,3,10.0052,3
"Jan 3, 06:00 pm",0,12.1,0,0,0,0,0,12.1,0,0,1,0,0,1.3
"Jan 3, 07:00 pm",0,11.3,0,0,0,0,0,11.3,0,0,1,0,0,1.3
"Jan 3, 08:00 pm",0,10.6,0,0,0,0,0,10.6,0,0,1,0,0,1.3
"Jan 3, 09:00 pm",0,10,0,0,0,0,0,10,0,0,1,0,0,1.8
"Jan 3, 10:00 pm",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,1.8
"Jan 3, 11:00 pm",0,9.2,0,0,0,0,0,9.2,0,0,1,0,0,1.8
"Jan 4, 12:00 am",0,9,0,0,0,0,0,9,0,0,1,0,0,2.4
"Jan 4, 01:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,2.4
"Jan 4, 02:00 am",0,8.8,0,0,0,0,0,8.8,0,0,1,0,0,2.4
"Jan 4, 03:00 am",0,8.7,0,0,0,0,0,8.7,0,0,1,0,0,3.3
"Jan 4, 04:00 am",0,8.6,0,0,0,0,0,8.6,0,0,1,0,0,3.3
