,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,15
"Jan 1, 01:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,15
"Jan 1, 02:00 am",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,15
"Jan 1, 03:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,16
"Jan 1, 04:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,16
"Jan 1, 05:00 am",0,3.2,0,0,0,0,0,3.2,0,0,1,0,0,16
"Jan 1, 06:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,16.2
"Jan 1, 07:00 am",0,3.9,78.0425,10,5.4729,0,0,3.26681,2.07186,0,1,2,1.44478,16.2
"Jan 1, 08:00 am",453.186,4.2,72.9781,362,485.178,27,54,4.91274,148.725,0.453186,1,1,128.987,16.2
"Jan 1, 09:00 am",1234.02,4.6,63.3966,643,1286.47,53,175,7.50065,367.397,1.23402,1,1,345.858,15.2
"Jan 1, 10:00 am",1777.8,4.9,55.8309,760,1847.84,62,272,9.31453,516.096,1.7778,1,1,500.723,15.2
"Jan 1, 11:00 am",2082.53,5.2,51.2966,808,2163.65,66,328,10.4897,600.937,2.08253,1,1,589.33,15.2
"Jan 1, 12:00 pm",2116.49,5.6,50.6343,813,2198.9,67,336,11.5244,612.755,2.11649,1,1,601.672,13.5
"Jan 1, 01:00 pm",1891.97,5.9,53.9885,780,1966.06,64,295,11.1845,550.932,1.89197,1,1,537.154,13.5
"Jan 1, 02:00 pm",1427.09,5.6,60.6873,691,1485.47,56,209,9.50935,422.387,1.42709,1,1,402.87,13.5
"Jan 1, 03:00 pm",661.333,5.3,69.7324,424,698.23,39,87,6.77897,207.213,0.661333,1,1,187.127,15
"Jan 1, 04:00 pm",33.6387,5,76.4549,76,56.9392,2,4,4.58066,19.7397,0.0336387,1,3,15.116,15
"Jan 1, 05:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,15
"Jan 1, 06:00 pm",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,10.8
"Jan 1, 07:00 pm",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,10.8
"Jan 1, 08:00 pm",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,10.8
