,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,6.2
"Jan 1, 01:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,6.2
"Jan 1, 02:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,3.4
"Jan 1, 03:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,3.4
"Jan 1, 04:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,3.4
"Jan 1, 05:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,3.1
"Jan 1, 06:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,3.1
"Jan 1, 07:00 am",13.5767,-2.3,77.9986,51,36.5016,2,4,-3.94977,12.5444,0.0135767,1,2,9.3483,3.1
"Jan 1, 08:00 am",591.63,-2.3,69.9026,264,626.84,64,104,0.0460528,175.845,0.59163,1,1,163.236,3.7
"Jan 1, 09:00 am",1657.62,-2.2,58.4017,712,1723.54,80,294,7.65718,480.935,1.65762,1,1,463.675,3.7
"Jan 1, 10:00 am",2298.56,-1.5,48.5604,866,2388.07,69,429,13.3555,668.74,2.29856,1,1,658.763,3.7
"Jan 1, 11:00 am",2712.19,-0.7,41.6369,907,2819,73,515,10.6178,773.946,2.71219,1,1,768.268,7.6
"Jan 1, 12:00 pm",2803.1,0,39.2248,911,2913.94,74,538,11.8684,803.062,2.8031,1,1,798.538,7.6
"Jan 1, 01:00 pm",2670.08,0.2,42.1103,902,2775.06,73,508,11.5203,765.21,2.67008,1,1,759.308,7.6
"Jan 1, 02:00 pm",2293.97,0.4,49.3697,860,2383.29,68,417,8.55186,654.256,2.29397,1,1,643.668,9.6
"Jan 1, 03:00 pm",1603.51,0.6,59.4095,757,1667.61,58,275,6.19684,465.45,1.60351,1,1,445.801,9.6
