,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,4.3
"Jan 1, 01:00 am",0,5.5,0,0,0,0,0,5.5,0,0,1,0,0,4.3
"Jan 1, 02:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,4.3
"Jan 1, 03:00 am",0,5,0,0,0,0,0,5,0,0,1,0,0,6
"Jan 1, 04:00 am",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,6
"Jan 1, 05:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,6
"Jan 1, 06:00 am",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,9.7
"Jan 1, 07:00 am",10.8341,3.2,79.0051,62,33.7078,1,2,2.42225,12.7946,0.0108341,1,2,8.86654,9.7
"Jan 1, 08:00 am",655.596,2.8,71.5001,485,692.353,37,102,4.5804,208.702,0.655596,1,1,183.803,9.7
"Jan 1, 09:00 am",1596.68,2.4,59.4445,781,1660.55,51,284,8.42736,468.55,1.59668,1,1,448.23,8
"Jan 1, 10:00 am",2293.74,2.1,48.7504,881,2383.06,61,437,11.2112,661.469,2.29374,1,1,651.159,8
"Jan 1, 11:00 am",2727.7,2.7,40.5952,925,2835.2,66,539,13.8779,789.179,2.7277,1,1,783.932,8
"Jan 1, 12:00 pm",2924.16,3.4,36.7338,940,3040.49,68,582,13.4292,842.646,2.92416,1,1,839.014,10.5
"Jan 1, 01:00 pm",2830.78,4,38.4878,932,2942.86,67,562,13.7574,817.567,2.83078,1,1,813.264,10.5
"Jan 1, 02:00 pm",2487.89,4.1,45.2061,902,2585.11,63,481,12.6139,718.579,2.48789,1,1,710.771,10.5
"Jan 1, 03:00 pm",1839.3,4.1,55.0926,808,1911.5,55,338,11.8468,539.268,1.8393,1,1,523.779,7.7
"Jan 1, 04:00 pm",1060.55,4.2,66.7281,670,1107.97,44,178,8.55259,326.44,1.06055,1,1,299.236,7.7
"Jan 1, 05:00 pm",98.259,3.6,76.6456,191,122.794,0,10,3.47071,44.1159,0.098259,1,3,32.4445,7.7
"Jan 1, 06:00 pm",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,8.7
"Jan 1, 07:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,8.7
"Jan 1, 08:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,8.7
"Jan 1, 09:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,8.3
