,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 03:00 pm",1530.55,10.1,59.3669,768,54,1592.25,289,16.6659,465.687,1.53055,1,1,445.809,7.8
"Jan 1, 04:00 pm",640.15,8.8,71.7901,506,36,676.529,104,11.345,211.268,0.64015,1,1,184.968,7.8
"Jan 1, 05:00 pm",5.80243,7.5,79.3367,55,1,28.5826,2,6.64277,11.1469,0.00580243,1,3,7.6557,5.2
"Jan 1, 06:00 pm",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,5.2
"Jan 1, 07:00 pm",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,5.2
"Jan 1, 08:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,5.7
"Jan 1, 09:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,5.7
"Jan 1, 10:00 pm",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,5.7
"Jan 1, 11:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,3.8
"Jan 2, 12:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,3.8
"Jan 2, 01:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,3.8
"Jan 2, 02:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,4.9
"Jan 2, 03:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,4.9
"Jan 2, 04:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,4.9
"Jan 2, 05:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,5.2
"Jan 2, 06:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,5.2
"Jan 2, 07:00 am",233.666,-2,75.4781,290,7,260.912,30,-1.81105,84.6171,0.233666,1,2,67.4177,5.2
"Jan 2, 08:00 am",1231.96,-1.4,63.975,674,49,1284.35,216,3.86272,363.295,1.23196,1,1,339.917,5.9
"Jan 2, 09:00 am",2067.44,-0.9,52.1688,840,60,2147.99,395,8.85164,593.796,2.06744,1,1,580.878,5.9
"Jan 2, 10:00 am",2588.94,-0.1,42.1567,882,71,2690.43,520,12.6689,745.704,2.58894,1,1,739.908,5.9
"Jan 2, 11:00 am",2940.56,0.8,35.5317,925,72,3057.65,601,13.1935,846.016,2.94056,1,1,842.863,7.7
"Jan 2, 12:00 pm",2936.02,1.7,34.3296,907,77,3052.89,605,14.228,848.165,2.93602,1,1,845.447,7.7
"Jan 2, 01:00 pm",2759.1,2.2,39.0564,912,69,2867.99,561,13.9711,797.783,2.7591,1,1,793.328,7.7
"Jan 2, 02:00 pm",2269.91,2.7,47.985,855,65,2358.28,446,12.2931,656.871,2.26991,1,1,647.481,7.7
"Jan 2, 03:00 pm",1585.74,3.2,59.2297,771,53,1649.25,291,9.79647,467.627,1.58574,1,1,447.854,7.7
"Jan 2, 04:00 pm",654.054,2.1,71.6592,487,38,690.773,105,4.58715,208.561,0.654054,1,1,183.389,7.7
"Jan 2, 05:00 pm",7.22628,1,79.2955,56,1,30.0329,2,-0.0592936,11.3715,0.00722628,1,3,7.81746,3.1
"Jan 2, 06:00 pm",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,3.1
"Jan 2, 07:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,3.1
"Jan 2, 08:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,4.4
"Jan 2, 09:00 pm",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,4.4
"Jan 2, 10:00 pm",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,4.4
"Jan 2, 11:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,2.8
"Jan 3, 12:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,2.8
"Jan 3, 01:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,2.8
"Jan 3, 02:00 am",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,4.4
"Jan 3, 03:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,4.4
"Jan 3, 04:00 am",0,-4.6,0,0,0,0,0,-4.6,0,0,1,0,0,4.4
"Jan 3, 05:00 am",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,5.1
"Jan 3, 06:00 am",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,5.1
"Jan 3, 07:00 am",205.888,-5.2,75.5285,232,9,232.563,28,-5.24292,73.0232,0.205888,1,2,59.2441,5.1
"Jan 3, 08:00 am",1116.8,-4.5,64.0296,542,65,1165.82,199,1.74929,324.646,1.1168,1,1,305.785,3.3
"Jan 3, 09:00 am",1768.54,-3.8,52.1988,587,112,1838.26,346,7.3986,503.031,1.76854,1,1,493.983,3.3
"Jan 3, 10:00 am",1914.89,-2,42.15,412,208,1989.81,418,10.6153,544.986,1.91489,1,1,542.28,3.3
"Jan 3, 11:00 am",2737.18,-0.2,35.474,755,153,2845.09,586,19.708,810.258,2.73718,1,1,807.701,2.8
"Jan 3, 12:00 pm",2615.42,1.5,34.2205,706,153,2718.04,565,21.3172,779.458,2.61542,1,1,777.367,2.8
"Jan 3, 01:00 pm",2587.54,2.5,38.9193,836,95,2688.96,547,22.1071,775.898,2.58754,1,1,771.869,2.8
"Jan 3, 02:00 pm",2063.61,3.4,47.8418,658,154,2144.02,449,24.5894,629.749,2.06361,1,1,622.608,1.1
"Jan 3, 03:00 pm",396.456,4.3,59.0899,17,108,427.178,113,8.95531,116.006,0.396456,1,1,115.574,1.1
"Jan 3, 04:00 pm",434.51,3.7,71.5269,182,61,466.081,86,6.16405,133.933,0.43451,1,1,124.579,1.1
"Jan 3, 05:00 pm",0,3.1,79.2551,22,1,14.0225,2,1.5894,5.07143,0,1,3,3.67549,2.4
"Jan 3, 06:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,2.4
"Jan 3, 07:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,2.4
"Jan 3, 08:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
"Jan 3, 09:00 pm",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,2.5
"Jan 3, 10:00 pm",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,2.5
"Jan 3, 11:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,2
"Jan 4, 12:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,2
"Jan 4, 01:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,2
"Jan 4, 02:00 am",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,2.3
"Jan 4, 03:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,2.3
"Jan 4, 04:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,2.3
"Jan 4, 05:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,1.2
"Jan 4, 06:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,1.2
"Jan 4, 07:00 am",195.16,0.6,75.5784,156,16,221.617,28,0.161852,67.0181,0.19516,1,2,57.7399,1.2
"Jan 4, 08:00 am",1000.69,2.2,64.0799,365,113,1046.44,203,7.15776,293.648,1.00069,1,1,280.909,4.1
"Jan 4, 09:00 am",646.405,3.9,52.2236,29,158,682.937,170,6.92455,183.592,0.646405,1,1,183.144,4.1
"Jan 4, 10:00 am",1449.47,6.4,42.1371,194,248,1508.56,347,14.3796,419.326,1.44947,1,1,418.053,4.1
"Jan 4, 11:00 am",1255.6,8.9,35.4091,95,269,1308.7,324,15.0261,364.039,1.2556,1,1,363.72,5.4
"Jan 4, 12:00 pm",2538.01,11.4,34.1044,634,201,2637.34,572,25.039,769.337,2.53801,1,1,767.484,5.4
"Jan 4, 01:00 pm",2439.05,12.2,38.7766,774,109,2534.25,529,25.9805,744.44,2.43905,1,1,740.763,5.4
"Jan 4, 02:00 pm",1829.36,12.9,47.6946,573,134,1901.21,392,21.7102,550.883,1.82936,1,1,544.741,6.7
"Jan 4, 03:00 pm",1379.48,13.6,58.9476,624,77,1436.37,273,20.1061,424.221,1.37948,1,1,408.52,6.7
"Jan 4, 04:00 pm",601.091,13.1,71.3931,448,40,636.527,104,15.7569,200.383,0.601091,1,1,177.489,6.7
"Jan 4, 05:00 pm",6.49727,12.6,79.2156,57,1,29.2904,3,11.6583,11.6353,0.00649727,1,3,8.01929,3.1
"Jan 4, 06:00 pm",0,12,0,0,0,0,0,12,0,0,1,0,0,3.1
"Jan 4, 07:00 pm",0,11.5,0,0,0,0,0,11.5,0,0,1,0,0,3.1
"Jan 4, 08:00 pm",0,11,0,0,0,0,0,11,0,0,1,0,0,7.2
"Jan 4, 09:00 pm",0,10.5,0,0,0,0,0,10.5,0,0,1,0,0,7.2
"Jan 4, 10:00 pm",0,11,0,0,0,0,0,11,0,0,1,0,0,7.2
"Jan 4, 11:00 pm",0,11.5,0,0,0,0,0,11.5,0,0,1,0,0,5.4
"Jan 5, 12:00 am",0,12,0,0,0,0,0,12,0,0,1,0,0,5.4
"Jan 5, 01:00 am",0,11.9,0,0,0,0,0,11.9,0,0,1,0,0,5.4
"Jan 5, 02:00 am",0,11.8,0,0,0,0,0,11.8,0,0,1,0,0,4.7
"Jan 5, 03:00 am",0,11.7,0,0,0,0,0,11.7,0,0,1,0,0,4.7
"Jan 5, 04:00 am",0,11.6,0,0,0,0,0,11.6,0,0,1,0,0,4.7
"Jan 5, 05:00 am",0,11.5,0,0,0,0,0,11.5,0,0,1,0,0,4.4
"Jan 5, 06:00 am",0,11.4,0,0,0,0,0,11.4,0,0,1,0,0,4.4
"Jan 5, 07:00 am",8.40306,12,75.6278,0,9,31.2316,9,10.6899,8.5143,0.00840306,1,2,8.5143,4.4
"Jan 5, 08:00 am",198.279,12.7,64.1259,0,64,224.8,64,12.5852,61.8004,0.198279,1,1,61.8004,6.8
"Jan 5, 09:00 am",539.818,13.4,52.2432,7,155,573.803,158,14.9556,159.532,0.539818,1,1,159.424,6.8
"Jan 5, 10:00 am",883.784,15.2,42.118,32,225,926.363,241,18.5619,261.822,0.883784,1,1,261.613,6.8
"Jan 5, 11:00 am",361.594,17.1,35.3372,0,115,391.552,115,18.1517,110.371,0.361594,1,1,110.371,6.5
"Jan 5, 12:00 pm",317.716,18.9,33.9813,0,103,346.727,103,19.5942,98.3818,0.317716,1,1,98.3818,6.5
"Jan 5, 01:00 pm",763.36,19.5,38.6282,23,213,802.807,226,22.4205,230.889,0.76336,1,1,230.782,6.5
"Jan 5, 02:00 pm",307.783,20.1,47.5436,0,100,336.581,100,20.768,96.0196,0.307783,1,1,96.0196,8.4
"Jan 5, 03:00 pm",622.92,20.7,58.8029,93,135,658.882,164,22.6421,191.92,0.62292,1,1,189.603,8.4
"Jan 5, 04:00 pm",375.991,19.8,71.2581,182,54,406.264,80,20.8509,125.189,0.375991,1,1,115.943,8.4
"Jan 5, 05:00 pm",0,18.9,79.177,24,1,14.0368,2,18.0158,5.47648,0,1,3,3.95426,6.1
"Jan 5, 06:00 pm",0,18,0,0,0,0,0,18,0,0,1,0,0,6.1
"Jan 5, 07:00 pm",0,17.5,0,0,0,0,0,17.5,0,0,1,0,0,6.1
"Jan 5, 08:00 pm",0,17,0,0,0,0,0,17,0,0,1,0,0,6.9
"Jan 5, 09:00 pm",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,6.9
"Jan 5, 10:00 pm",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,6.9
"Jan 5, 11:00 pm",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,5.6
"Jan 6, 12:00 am",0,16.4,0,0,0,0,0,16.4,0,0,1,0,0,5.6
"Jan 6, 01:00 am",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,5.6
"Jan 6, 02:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,5.5
"Jan 6, 03:00 am",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,5.5
"Jan 6, 04:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,5.5
"Jan 6, 05:00 am",0,16.4,0,0,0,0,0,16.4,0,0,1,0,0,5.2
"Jan 6, 06:00 am",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,5.2
"Jan 6, 07:00 am",0,17.1,75.6767,0,6,20.3285,6,15.9252,5.67271,0,1,2,5.67271,5.2
"Jan 6, 08:00 am",110.321,17.8,64.1676,0,40,135.091,40,17.3249,37.9367,0.110321,1,1,37.9367,6.3
"Jan 6, 09:00 am",315.886,18.5,52.2575,0,101,344.858,101,19.1004,97.6304,0.315886,1,1,97.6304,6.3
"Jan 6, 10:00 am",597.306,20.1,42.0926,6,179,632.652,182,22.2416,181.756,0.597306,1,1,181.717,6.3
"Jan 6, 11:00 am",2071.21,21.6,35.2582,441,247,2151.9,501,30.5407,644.303,2.07121,1,1,642.843,7.8
"Jan 6, 12:00 pm",2319.27,23.1,33.8514,558,224,2409.6,552,33.8258,733.01,2.31927,1,1,731.423,7.8
"Jan 6, 01:00 pm",722.916,23.5,38.4744,37,188,761.34,208,26.6472,223.414,0.722916,1,1,223.243,7.8
"Jan 6, 02:00 pm",1883.54,23.9,47.3889,547,188,1957.33,437,32.3132,595.477,1.88354,1,1,589.763,7.6
"Jan 6, 03:00 pm",546.633,24.3,58.6559,110,106,580.778,141,26.6171,172.987,0.546633,1,1,170.274,7.6
"Jan 6, 04:00 pm",532.674,23.3,71.1218,284,68,566.492,110,25.2907,179.39,0.532674,1,1,165.049,7.6
"Jan 6, 05:00 pm",1.53657,22.3,79.1392,40,2,24.2377,3,21.5696,9.47661,0.00153657,1,3,6.94014,5.3
"Jan 6, 06:00 pm",0,21.3,0,0,0,0,0,21.3,0,0,1,0,0,5.3
"Jan 6, 07:00 pm",0,20.3,0,0,0,0,0,20.3,0,0,1,0,0,5.3
"Jan 6, 08:00 pm",0,19.4,0,0,0,0,0,19.4,0,0,1,0,0,7.2
"Jan 6, 09:00 pm",0,18.4,0,0,0,0,0,18.4,0,0,1,0,0,7.2
"Jan 6, 10:00 pm",0,18.7,0,0,0,0,0,18.7,0,0,1,0,0,7.2
"Jan 6, 11:00 pm",0,18.9,0,0,0,0,0,18.9,0,0,1,0,0,6.2
"Jan 7, 12:00 am",0,19.2,0,0,0,0,0,19.2,0,0,1,0,0,6.2
"Jan 7, 01:00 am",0,18.9,0,0,0,0,0,18.9,0,0,1,0,0,6.2
"Jan 7, 02:00 am",0,18.6,0,0,0,0,0,18.6,0,0,1,0,0,5.9
"Jan 7, 03:00 am",0,18.3,0,0,0,0,0,18.3,0,0,1,0,0,5.9
"Jan 7, 04:00 am",0,18,0,0,0,0,0,18,0,0,1,0,0,5.9
"Jan 7, 05:00 am",0,17.8,0,0,0,0,0,17.8,0,0,1,0,0,6.2
"Jan 7, 06:00 am",0,17.6,0,0,0,0,0,17.6,0,0,1,0,0,6.2
"Jan 7, 07:00 am",49.6253,18,75.725,29,14,73.2278,16,17.2557,22.2894,0.0496253,1,2,20.5576,6.2
"Jan 7, 08:00 am",436.888,18.5,64.2048,69,99,468.512,116,19.6379,135.391,0.436888,1,1,132.964,7.2
"Jan 7, 09:00 am",269.389,19,52.2666,0,88,297.376,88,19.4533,84.3245,0.269389,1,1,84.3245,7.2
"Jan 7, 10:00 am",1587.31,20.3,42.061,240,276,1650.87,399,27.0839,486.642,1.58731,1,1,485.079,7.2
"Jan 7, 11:00 am",939.923,21.6,35.1723,39,243,984.008,266,25.9208,287.673,0.939923,1,1,287.545,6.6
"Jan 7, 12:00 pm",1735.47,23,33.7146,298,256,1804.05,432,31.3383,541.845,1.73547,1,1,541.01,6.6
"Jan 7, 01:00 pm",303.988,23.1,38.3152,0,101,332.706,101,24.3221,96.4946,0.303988,1,1,96.4946,6.6
"Jan 7, 02:00 pm",420.047,23.2,47.2306,0,134,451.294,134,24.3928,130.932,0.420047,1,1,130.932,7.4
"Jan 7, 03:00 pm",514.806,23.2,58.5068,47,129,548.208,144,24.8887,160.567,0.514806,1,1,159.42,7.4
"Jan 7, 04:00 pm",449.274,22.9,70.9845,226,59,481.177,93,24.4646,150.992,0.449274,1,1,139.649,7.4
"Jan 7, 05:00 pm",0,22.5,79.1025,33,2,21.2348,3,21.7838,8.17845,0,1,3,6.08633,6.6
"Jan 7, 06:00 pm",0,22.2,0,0,0,0,0,22.2,0,0,1,0,0,6.6
"Jan 7, 07:00 pm",0,21.6,0,0,0,0,0,21.6,0,0,1,0,0,6.6
"Jan 7, 08:00 pm",0,21,0,0,0,0,0,21,0,0,1,0,0,6.8
"Jan 7, 09:00 pm",0,20.4,0,0,0,0,0,20.4,0,0,1,0,0,6.8
"Jan 7, 10:00 pm",0,20.4,0,0,0,0,0,20.4,0,0,1,0,0,6.8
"Jan 7, 11:00 pm",0,20.4,0,0,0,0,0,20.4,0,0,1,0,0,7
"Jan 8, 12:00 am",0,20.4,0,0,0,0,0,20.4,0,0,1,0,0,7
"Jan 8, 01:00 am",0,20.2,0,0,0,0,0,20.2,0,0,1,0,0,7
"Jan 8, 02:00 am",0,20,0,0,0,0,0,20,0,0,1,0,0,6.2
"Jan 8, 03:00 am",0,19.7,0,0,0,0,0,19.7,0,0,1,0,0,6.2
"Jan 8, 04:00 am",0,19.6,0,0,0,0,0,19.6,0,0,1,0,0,6.2
"Jan 8, 05:00 am",0,19.4,0,0,0,0,0,19.4,0,0,1,0,0,6.6
"Jan 8, 06:00 am",0,19.3,0,0,0,0,0,19.3,0,0,1,0,0,6.6
"Jan 8, 07:00 am",17.1827,19.7,75.7726,0,12,40.1748,12,18.8261,11.3594,0.0171827,1,2,11.3594,6.6
"Jan 8, 08:00 am",264.967,20.2,64.2375,0,84,292.862,84,20.5496,83.4635,0.264967,1,1,83.4635,6.3
"Jan 8, 09:00 am",209.667,20.6,52.2704,0,71,236.419,71,20.7699,67.4462,0.209667,1,1,67.4462,6.3
"Jan 8, 10:00 am",787.845,22.2,42.0232,30,209,827.918,224,25.3611,241.49,0.787845,1,1,241.295,6.3
"Jan 8, 11:00 am",313.362,23.9,35.0793,0,104,342.28,104,24.5711,99.3872,0.313362,1,1,99.3872,10.2
"Jan 8, 12:00 pm",310.858,25.5,33.5709,0,104,339.722,104,26.1002,99.3571,0.310858,1,1,99.3571,10.2
"Jan 8, 01:00 pm",307.763,25.6,38.1507,0,103,336.562,103,26.1904,98.4748,0.307763,1,1,98.4748,10.2
"Jan 8, 02:00 pm",563.589,25.8,47.0688,9,171,598.133,175,27.6981,176.356,0.563589,1,1,176.264,7.7
"Jan 8, 03:00 pm",245.992,26,58.3557,0,83,273.492,83,26.5136,80.1437,0.245992,1,1,80.1437,7.7
"Jan 8, 04:00 pm",41.7771,25.1,70.8462,0,20,65.2311,20,24.5761,18.9415,0.0417771,1,1,18.9415,7.7
"Jan 8, 05:00 pm",0,24.2,79.0667,0,1,3.36036,1,23.2749,0.969846,0,1,3,0.969846,7
"Jan 8, 06:00 pm",0,23.3,0,0,0,0,0,23.3,0,0,1,0,0,7
"Jan 8, 07:00 pm",0,22.3,0,0,0,0,0,22.3,0,0,1,0,0,7
"Jan 8, 08:00 pm",0,21.4,0,0,0,0,0,21.4,0,0,1,0,0,4.3
"Jan 8, 09:00 pm",0,20.4,0,0,0,0,0,20.4,0,0,1,0,0,4.3
"Jan 8, 10:00 pm",0,19.2,0,0,0,0,0,19.2,0,0,1,0,0,4.3
"Jan 8, 11:00 pm",0,17.9,0,0,0,0,0,17.9,0,0,1,0,0,4.6
"Jan 9, 12:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,4.6
"Jan 9, 01:00 am",0,15.4,0,0,0,0,0,15.4,0,0,1,0,0,4.6
"Jan 9, 02:00 am",0,14.2,0,0,0,0,0,14.2,0,0,1,0,0,4.5
"Jan 9, 03:00 am",0,13,0,0,0,0,0,13,0,0,1,0,0,4.5
"Jan 9, 04:00 am",0,12.4,0,0,0,0,0,12.4,0,0,1,0,0,4.5
"Jan 9, 05:00 am",0,11.8,0,0,0,0,0,11.8,0,0,1,0,0,4.9
"Jan 9, 06:00 am",0,11.2,0,0,0,0,0,11.2,0,0,1,0,0,4.9
"Jan 9, 07:00 am",136.851,11.4,75.8196,104,16,162.142,24,10.9866,50.4871,0.136851,1,2,44.2606,4.9
"Jan 9, 08:00 am",785.63,11.6,64.2658,245,112,825.646,173,15.5012,238.604,0.78563,1,1,229.958,3.8
"Jan 9, 09:00 am",461.752,11.8,52.2689,0,138,493.938,138,13.8179,136.537,0.461752,1,1,136.537,3.8
"Jan 9, 10:00 am",706.174,12.8,41.9792,17,196,744.18,205,16.2128,208.044,0.706174,1,1,207.934,3.8
"Jan 9, 11:00 am",2508.52,13.8,34.9794,689,188,2606.61,589,34.6736,796.741,2.50852,1,1,794.527,1.7
"Jan 9, 12:00 pm",2557.21,14.8,33.4206,709,190,2657.35,611,38.3787,826.967,2.55721,1,1,825.045,1.7
"Jan 9, 01:00 pm",737.975,15.1,37.981,36,189,776.778,209,22.5942,223.638,0.737975,1,1,223.48,1.7
"Jan 9, 02:00 pm",237.855,15.4,46.9037,0,78,265.187,78,16.2963,74.1248,0.237855,1,1,74.1248,1.9
"Jan 9, 03:00 pm",590.083,15.8,58.2026,61,138,625.256,158,19.0707,178.447,0.590083,1,1,176.988,1.9
"Jan 9, 04:00 pm",228.645,15.8,70.7071,30,59,255.787,64,16.5072,73.0526,0.228645,1,1,71.5654,1.9
"Jan 9, 05:00 pm",0,15.8,79.032,5,2,9.31141,2,13.8391,2.891,0,1,3,2.57416,1
"Jan 9, 06:00 pm",0,15.9,0,0,0,0,0,15.9,0,0,1,0,0,1
"Jan 9, 07:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,1
"Jan 9, 08:00 pm",0,15.4,0,0,0,0,0,15.4,0,0,1,0,0,2.3
"Jan 9, 09:00 pm",0,15.2,0,0,0,0,0,15.2,0,0,1,0,0,2.3
"Jan 9, 10:00 pm",0,15.5,0,0,0,0,0,15.5,0,0,1,0,0,2.3
"Jan 9, 11:00 pm",0,15.8,0,0,0,0,0,15.8,0,0,1,0,0,2.1
"Jan 10, 12:00 am",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,2.1
"Jan 10, 01:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,2.1
"Jan 10, 02:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,3.6
"Jan 10, 03:00 am",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,3.6
"Jan 10, 04:00 am",0,16.7,0,0,0,0,0,16.7,0,0,1,0,0,3.6
"Jan 10, 05:00 am",0,17,0,0,0,0,0,17,0,0,1,0,0,4.3
"Jan 10, 06:00 am",0,17.4,0,0,0,0,0,17.4,0,0,1,0,0,4.3
"Jan 10, 07:00 am",0,18.5,75.8659,0,5,16.8411,5,17.18,4.72628,0,1,2,4.72628,4.3
"Jan 10, 08:00 am",106.007,19.5,64.2895,0,39,130.693,39,19.0161,36.9853,0.106007,1,1,36.9853,6
"Jan 10, 09:00 am",343.95,20.6,52.2621,0,110,373.525,110,21.4117,106.876,0.34395,1,1,106.876,6
"Jan 10, 10:00 am",321.277,21.4,41.9291,0,105,350.364,105,22.2061,100.618,0.321277,1,1,100.618,6
"Jan 10, 11:00 am",319.214,22.2,34.8727,0,105,348.257,105,22.967,100.368,0.319214,1,1,100.368,6.5
"Jan 10, 12:00 pm",1800.21,23,33.2635,283,284,1871.04,453,31.5407,562.405,1.80021,1,1,561.65,6.5
"Jan 10, 01:00 pm",1823.57,22.8,37.8062,349,258,1895.22,452,32.0368,571.787,1.82357,1,1,570.283,6.5
"Jan 10, 02:00 pm",424.656,22.6,46.7352,0,136,456.006,136,25.2599,132.839,0.424656,1,1,132.839,4.2
"Jan 10, 03:00 pm",729.852,22.5,58.0478,124,146,768.451,187,26.3173,227.91,0.729852,1,1,224.977,4.2
"Jan 10, 04:00 pm",333.758,21.7,70.5673,101,66,363.113,82,23.1527,109.715,0.333758,1,1,104.74,4.2
"Jan 10, 05:00 pm",0,21,78.9983,17,2,14.4502,3,19.9527,5.18393,0,1,3,4.10692,4.3
"Jan 10, 06:00 pm",0,20.3,0,0,0,0,0,20.3,0,0,1,0,0,4.3
"Jan 10, 07:00 pm",0,18.6,0,0,0,0,0,18.6,0,0,1,0,0,4.3
"Jan 10, 08:00 pm",0,17,0,0,0,0,0,17,0,0,1,0,0,4.6
"Jan 10, 09:00 pm",0,15.3,0,0,0,0,0,15.3,0,0,1,0,0,4.6
"Jan 10, 10:00 pm",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,4.6
"Jan 10, 11:00 pm",0,11.7,0,0,0,0,0,11.7,0,0,1,0,0,5.9
"Jan 11, 12:00 am",0,9.9,0,0,0,0,0,9.9,0,0,1,0,0,5.9
"Jan 11, 01:00 am",0,9,0,0,0,0,0,9,0,0,1,0,0,5.9
"Jan 11, 02:00 am",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,3.7
"Jan 11, 03:00 am",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,3.7
"Jan 11, 04:00 am",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,3.7
