,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 05:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,5.5
"Jan 1, 06:00 pm",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,5.5
"Jan 1, 07:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,5.5
"Jan 1, 08:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,4.4
"Jan 1, 09:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,4.4
"Jan 1, 10:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,4.4
"Jan 1, 11:00 pm",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,3.1
"Jan 2, 12:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,3.1
"Jan 2, 01:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,3.1
"Jan 2, 02:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,0.8
"Jan 2, 03:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,0.8
"Jan 2, 04:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,0.8
"Jan 2, 05:00 am",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,1.7
"Jan 2, 06:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,1.7
"Jan 2, 07:00 am",66.6357,-1.5,77.0176,104,4,90.5621,8,-2.46793,29.7429,0.0666357,1,2,23.3366,1.7
"Jan 2, 08:00 am",752.873,-1.4,68.3393,403,57,792.053,123,2.47525,226.208,0.752873,1,1,208.389,2.9
"Jan 2, 09:00 am",1690.48,-1.3,57.4009,750,66,1757.51,294,9.85849,494.346,1.69048,1,1,477.382,2.9
"Jan 2, 10:00 am",2234.44,0.9,48.4041,849,69,2321.41,414,16.7952,659.999,2.23444,1,1,650.344,2.9
"Jan 2, 11:00 am",2496.43,3.1,42.6447,876,71,2594.02,479,18.5882,738.683,2.49643,1,1,732.66,4.3
"Jan 2, 12:00 pm",2593.11,5.3,41.5053,897,76,2694.78,503,21.7601,777.843,2.59312,1,1,772.296,4.3
"Jan 2, 01:00 pm",2382.42,6.3,45.3376,876,72,2475.31,456,21.5377,716.338,2.38242,1,1,708.667,4.3
"Jan 2, 02:00 pm",1936.83,7.3,53.0702,818,66,2012.55,355,19.1067,583.257,1.93683,1,1,569.776,4.6
"Jan 2, 03:00 pm",1242.55,8.3,63.2736,688,54,1295.26,212,15.7899,384.098,1.24255,1,1,361.224,4.6
"Jan 2, 04:00 pm",381.648,7.8,74.3631,344,23,412.045,51,9.71809,131.564,0.381648,1,3,111.852,4.6
"Jan 2, 05:00 pm",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,3
"Jan 2, 06:00 pm",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,3
"Jan 2, 07:00 pm",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,3
"Jan 2, 08:00 pm",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,5.9
"Jan 2, 09:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,5.9
"Jan 2, 10:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,5.9
"Jan 2, 11:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,7.1
"Jan 3, 12:00 am",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,7.1
"Jan 3, 01:00 am",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,7.1
"Jan 3, 02:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,6
"Jan 3, 03:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,6
"Jan 3, 04:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,6
"Jan 3, 05:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,5.1
"Jan 3, 06:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,5.1
"Jan 3, 07:00 am",76.9323,-0.7,77.062,122,4,101.056,9,-1.30333,33.6895,0.0769323,1,2,26.1676,5.1
"Jan 3, 08:00 am",814.324,-0.6,68.3778,473,51,855.081,129,2.63631,246.081,0.814324,1,1,225.126,5.5
"Jan 3, 09:00 am",1710.02,-0.6,57.4142,709,83,1777.72,299,7.56843,494.118,1.71002,1,1,478.067,5.5
"Jan 3, 10:00 am",1796.06,2,48.3826,507,142,1866.74,349,10.9351,515.213,1.79606,1,1,509.457,5.5
"Jan 3, 11:00 am",2206.48,4.5,42.5794,665,117,2292.36,427,16.597,646.175,2.20648,1,1,641.631,5
"Jan 3, 12:00 pm",2069.23,7.1,41.3978,565,148,2149.85,418,18.7338,611.07,2.06923,1,1,607.611,5
"Jan 3, 01:00 pm",2170.43,8.2,45.2036,678,131,2254.91,429,20.507,648.373,2.17043,1,1,642.506,5
"Jan 3, 02:00 pm",1288.71,9.2,52.9268,325,153,1342.8,269,14.6222,377.821,1.28871,1,1,372.523,7.4
"Jan 3, 03:00 pm",194.373,10.3,63.1306,0,62,220.815,62,10.5185,60.1527,0.194373,1,1,60.1527,7.4
"Jan 3, 04:00 pm",36.305,9.3,74.3111,0,17,59.6558,17,8.50667,16.1084,0.036305,1,3,16.1084,7.4
"Jan 3, 05:00 pm",0,8.3,0,0,0,0,0,8.3,0,0,1,0,0,10.4
"Jan 3, 06:00 pm",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,10.4
"Jan 3, 07:00 pm",0,6.6,0,0,0,0,0,6.6,0,0,1,0,0,10.4
"Jan 3, 08:00 pm",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.9
"Jan 3, 09:00 pm",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,9.9
"Jan 3, 10:00 pm",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,9.9
"Jan 3, 11:00 pm",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,9.9
"Jan 4, 12:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,9.9
"Jan 4, 01:00 am",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,9.9
"Jan 4, 02:00 am",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,8.5
"Jan 4, 03:00 am",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,8.5
"Jan 4, 04:00 am",0,4,0,0,0,0,0,4,0,0,1,0,0,8.5
"Jan 4, 05:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,9.9
"Jan 4, 06:00 am",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,9.9
"Jan 4, 07:00 am",0,4.6,77.1058,0,2,7.14294,2,3.70887,1.88921,0,1,2,1.88921,9.9
"Jan 4, 08:00 am",72.5961,4.7,68.4114,0,27,96.6366,27,3.98751,25.5896,0.0725961,1,1,25.5896,7.7
"Jan 4, 09:00 am",170.828,4.7,57.4217,0,55,196.795,55,4.41314,52.2068,0.170828,1,1,52.2068,7.7
"Jan 4, 10:00 am",243.21,5.7,48.3545,0,76,270.653,76,5.74682,72.2129,0.24321,1,1,72.2129,7.7
"Jan 4, 11:00 am",292.105,6.6,42.5069,0,90,320.571,90,6.81222,85.9261,0.292105,1,1,85.9261,11.6
"Jan 4, 12:00 pm",261.795,7.6,41.2832,0,82,289.624,82,7.73197,77.9415,0.261795,1,1,77.9415,11.6
"Jan 4, 01:00 pm",237.119,8,45.0635,0,75,264.435,75,8.05228,71.2621,0.237119,1,1,71.2621,11.6
"Jan 4, 02:00 pm",725.202,8.4,52.7787,73,153,763.684,179,10.3099,209.023,0.725202,1,1,207.846,9.3
"Jan 4, 03:00 pm",101.83,8.8,62.9842,0,36,126.434,36,8.46425,34.1338,0.10183,1,1,34.1338,9.3
"Jan 4, 04:00 pm",8.72582,9.1,74.2593,0,9,31.5604,9,8.29351,8.51407,0.00872582,1,3,8.51407,9.3
"Jan 4, 05:00 pm",0,9.4,0,0,0,0,0,9.4,0,0,1,0,0,10.3
"Jan 4, 06:00 pm",0,9.7,0,0,0,0,0,9.7,0,0,1,0,0,10.3
"Jan 4, 07:00 pm",0,9.5,0,0,0,0,0,9.5,0,0,1,0,0,10.3
"Jan 4, 08:00 pm",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,9.3
"Jan 4, 09:00 pm",0,9.1,0,0,0,0,0,9.1,0,0,1,0,0,9.3
"Jan 4, 10:00 pm",0,9,0,0,0,0,0,9,0,0,1,0,0,9.3
"Jan 4, 11:00 pm",0,9,0,0,0,0,0,9,0,0,1,0,0,7.1
"Jan 5, 12:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,7.1
"Jan 5, 01:00 am",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,7.1
"Jan 5, 02:00 am",0,8,0,0,0,0,0,8,0,0,1,0,0,3.8
"Jan 5, 03:00 am",0,7.6,0,0,0,0,0,7.6,0,0,1,0,0,3.8
"Jan 5, 04:00 am",0,7,0,0,0,0,0,7,0,0,1,0,0,3.8
"Jan 5, 05:00 am",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,4.2
"Jan 5, 06:00 am",0,6,0,0,0,0,0,6,0,0,1,0,0,4.2
"Jan 5, 07:00 am",0,5.7,77.149,0,4,14.2668,4,4.16982,3.78082,0,1,2,3.78082,4.2
"Jan 5, 08:00 am",185.919,5.5,68.4399,0,56,212.19,56,4.95642,56.4222,0.185919,1,1,56.4222,2.3
"Jan 5, 09:00 am",149.531,5.3,57.4235,0,49,175.073,49,4.6642,46.4943,0.149531,1,1,46.4943,2.3
"Jan 5, 10:00 am",217.017,7.5,48.3197,0,69,243.92,69,7.37632,65.5406,0.217017,1,1,65.5406,2.3
"Jan 5, 11:00 am",252.169,9.7,42.4272,0,80,279.797,80,9.95768,76.0326,0.252169,1,1,76.0326,2.2
"Jan 5, 12:00 pm",316.106,11.9,41.1615,0,99,345.083,99,12.7403,94.933,0.316106,1,1,94.933,2.2
"Jan 5, 01:00 pm",231.569,12.7,44.9174,0,75,258.771,75,12.974,71.2623,0.231569,1,1,71.2623,2.2
"Jan 5, 02:00 pm",264.359,13.5,52.6261,0,84,292.241,84,13.8545,80.7963,0.264359,1,1,80.7963,4.5
"Jan 5, 03:00 pm",248.357,14.3,62.8346,0,77,275.906,77,14.5945,76.5329,0.248357,1,1,76.5329,4.5
"Jan 5, 04:00 pm",71.7241,13.9,74.2076,4,26,95.7478,26,13.1365,26.6149,0.0717241,1,3,26.3869,4.5
"Jan 5, 05:00 pm",0,13.4,0,0,0,0,0,13.4,0,0,1,0,0,5.2
"Jan 5, 06:00 pm",0,13,0,0,0,0,0,13,0,0,1,0,0,5.2
"Jan 5, 07:00 pm",0,12.1,0,0,0,0,0,12.1,0,0,1,0,0,5.2
"Jan 5, 08:00 pm",0,11.2,0,0,0,0,0,11.2,0,0,1,0,0,5.7
"Jan 5, 09:00 pm",0,10.2,0,0,0,0,0,10.2,0,0,1,0,0,5.7
"Jan 5, 10:00 pm",0,9.4,0,0,0,0,0,9.4,0,0,1,0,0,5.7
"Jan 5, 11:00 pm",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,7
"Jan 6, 12:00 am",0,7.6,0,0,0,0,0,7.6,0,0,1,0,0,7
"Jan 6, 01:00 am",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,7
"Jan 6, 02:00 am",0,6,0,0,0,0,0,6,0,0,1,0,0,6.3
"Jan 6, 03:00 am",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,6.3
"Jan 6, 04:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,6.3
"Jan 6, 05:00 am",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,5.7
"Jan 6, 06:00 am",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,5.7
"Jan 6, 07:00 am",26.1406,2.7,77.1915,36,4,49.3003,6,1.65541,15.1512,0.0261406,1,2,12.9259,5.7
"Jan 6, 08:00 am",445.281,2.4,68.4635,139,65,477.094,88,3.59677,132.31,0.445281,1,1,126.125,4.7
"Jan 6, 09:00 am",1500.85,2.1,57.4194,527,121,1561.59,282,9.70388,435.811,1.50085,1,1,423.876,4.7
"Jan 6, 10:00 am",1987.73,3.5,48.2784,666,102,2065.31,375,14.586,580.366,1.98773,1,1,572.87,4.7
"Jan 6, 11:00 am",2412.25,4.9,42.3403,771,114,2506.36,477,21.6755,723.168,2.41225,1,1,718.014,3.3
"Jan 6, 12:00 pm",2541.61,6.2,41.0328,893,74,2641.09,505,24.3844,771.499,2.54161,1,1,766.218,3.3
"Jan 6, 01:00 pm",2384.15,7.1,44.7655,879,73,2477.11,465,24.3275,725.772,2.38415,1,1,718.453,3.3
"Jan 6, 02:00 pm",1925.57,7.9,52.469,825,67,2000.87,367,25.1269,595.494,1.92557,1,1,582.509,1.8
"Jan 6, 03:00 pm",1265.87,8.7,62.6819,701,55,1319.28,223,20.0724,397.635,1.26587,1,1,375.16,1.8
"Jan 6, 04:00 pm",415.522,8.4,74.1561,358,28,446.668,59,11.8927,142.79,0.415522,1,3,122.418,1.8
"Jan 6, 05:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,0.7
"Jan 6, 06:00 pm",0,7.8,0,0,0,0,0,7.8,0,0,1,0,0,0.7
"Jan 6, 07:00 pm",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,0.7
"Jan 6, 08:00 pm",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,2.6
"Jan 6, 09:00 pm",0,6.4,0,0,0,0,0,6.4,0,0,1,0,0,2.6
"Jan 6, 10:00 pm",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,2.6
"Jan 6, 11:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,5
"Jan 7, 12:00 am",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,5
"Jan 7, 01:00 am",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,5
"Jan 7, 02:00 am",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,3.7
"Jan 7, 03:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,3.7
"Jan 7, 04:00 am",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,3.7
"Jan 7, 05:00 am",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,4.7
"Jan 7, 06:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,4.7
"Jan 7, 07:00 am",0,3.4,77.2333,0,2,7.19013,2,2.16237,1.88921,0,1,2,1.88921,4.7
"Jan 7, 08:00 am",77.0696,3.4,68.482,0,28,101.196,28,1.72479,26.54,0.0770696,1,1,26.54,1.4
"Jan 7, 09:00 am",647.531,3.4,57.4094,88,128,684.09,155,6.86998,185.402,0.647531,1,1,183.41,1.4
"Jan 7, 10:00 am",1526.86,4.6,48.2304,380,166,1588.44,322,16.7843,449.238,1.52686,1,1,444.979,1.4
"Jan 7, 11:00 am",1810.96,5.9,42.2463,413,191,1882.17,386,17.1974,530.989,1.81096,1,1,528.252,3.9
"Jan 7, 12:00 pm",2387.58,7.2,40.8972,706,142,2480.68,484,22.769,718.395,2.38758,1,1,714.273,3.9
"Jan 7, 01:00 pm",2323.19,7.6,44.6077,819,89,2413.68,456,23.2291,703.197,2.32319,1,1,696.472,3.9
"Jan 7, 02:00 pm",2007.65,8.1,52.3076,827,68,2085.97,370,17.7237,599.706,2.00765,1,1,586.851,6.6
"Jan 7, 03:00 pm",1210.65,8.5,62.5262,515,101,1262.41,226,14.1083,365.768,1.21065,1,1,349.416,6.6
"Jan 7, 04:00 pm",70.4266,7.4,74.105,0,26,94.4255,26,7.04427,25.3354,0.0704267,1,3,25.3354,6.6
"Jan 7, 05:00 pm",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,7.9
"Jan 7, 06:00 pm",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,7.9
"Jan 7, 07:00 pm",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,7.9
"Jan 7, 08:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,8.8
"Jan 7, 09:00 pm",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,8.8
"Jan 7, 10:00 pm",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,8.8
"Jan 7, 11:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,8.1
"Jan 8, 12:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,8.1
"Jan 8, 01:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,8.1
"Jan 8, 02:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,7.1
"Jan 8, 03:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,7.1
"Jan 8, 04:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,7.1
"Jan 8, 05:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,6.3
"Jan 8, 06:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,6.3
"Jan 8, 07:00 am",44.0713,-1.1,77.2743,65,4,67.5686,7,-1.98521,21.4709,0.0440713,1,2,17.4466,6.3
"Jan 8, 08:00 am",594.267,-0.7,68.4954,254,62,629.54,104,1.27581,176.113,0.594267,1,1,164.792,5.2
"Jan 8, 09:00 am",1159.18,-0.4,57.3937,342,115,1209.42,220,4.77133,329.067,1.15918,1,1,321.336,5.2
"Jan 8, 10:00 am",2079.84,1.9,48.1758,657,126,2160.86,397,12.5494,601.285,2.07984,1,1,593.954,5.2
"Jan 8, 11:00 am",2572.96,4.2,42.1451,833,92,2673.77,487,12.9855,741.83,2.57296,1,1,736.362,10.3
"Jan 8, 12:00 pm",2628.52,6.5,40.7547,883,74,2731.7,504,15.711,766.636,2.62852,1,1,761.55,10.3
"Jan 8, 01:00 pm",2439.87,7.4,44.4442,862,71,2535.11,460,15.9809,714.579,2.43987,1,1,707.603,10.3
"Jan 8, 02:00 pm",2024.74,8.2,52.142,825,66,2103.7,370,15.288,598.019,2.02474,1,1,585.359,10.3
"Jan 8, 03:00 pm",1331.51,9.1,62.3676,708,56,1386.91,229,13.6975,405.431,1.33151,1,1,383.171,10.3
"Jan 8, 04:00 pm",454.756,8,74.011,388,30,486.783,65,9.30318,153.869,0.454756,1,1,131.9,10.3
"Jan 8, 05:00 pm",0,6.8,79.9104,6,0,2.50721,0,6.06652,1.05112,0,1,3,0.669872,11.4
"Jan 8, 06:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,11.4
"Jan 8, 07:00 pm",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,11.4
"Jan 8, 08:00 pm",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,10.4
"Jan 8, 09:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,10.4
"Jan 8, 10:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,10.4
"Jan 8, 11:00 pm",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,9.9
"Jan 9, 12:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,9.9
"Jan 9, 01:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,9.9
"Jan 9, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,12.6
"Jan 9, 03:00 am",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,12.6
"Jan 9, 04:00 am",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,12.6
"Jan 9, 05:00 am",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,12.1
"Jan 9, 06:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,12.1
"Jan 9, 07:00 am",22.5469,2.1,77.3146,28,5,45.6393,6,1.44411,13.6902,0.0225469,1,2,11.9553,12.1
"Jan 9, 08:00 am",392.891,2.1,68.5037,107,66,423.535,84,2.56301,116.245,0.392891,1,1,111.474,13.6
"Jan 9, 09:00 am",1482.38,2.1,57.372,465,139,1542.52,283,5.77464,422.106,1.48238,1,1,411.61,13.6
"Jan 9, 10:00 am",415.561,2,48.1146,0,120,446.708,120,2.65059,117.617,0.415561,1,1,117.617,13.6
"Jan 9, 11:00 am",301.868,2,42.0369,0,91,330.541,91,2.24427,86.88,0.301868,1,1,86.88,10.7
"Jan 9, 12:00 pm",1181.14,2,40.6053,109,227,1232.02,280,5.17252,328.524,1.18114,1,1,327.905,10.7
"Jan 9, 01:00 pm",1593.56,2.1,44.275,278,210,1657.33,336,6.8596,446.54,1.59356,1,1,444.324,10.7
"Jan 9, 02:00 pm",2025.87,2.2,51.9722,693,119,2104.86,376,9.02294,580.138,2.02587,1,1,569.642,9.9
"Jan 9, 03:00 pm",1387.47,2.3,62.2063,711,57,1444.6,233,7.01919,409.69,1.38747,1,1,387.56,9.9
"Jan 9, 04:00 pm",443.672,2.1,73.8633,350,31,475.449,64,3.30429,145.248,0.443672,1,1,125.533,9.9
"Jan 9, 05:00 pm",0,1.9,79.8822,8,0,3.43522,0,0.69964,1.40538,0,1,3,0.897037,5.1
"Jan 9, 06:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,5.1
"Jan 9, 07:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,5.1
"Jan 9, 08:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,4.4
"Jan 9, 09:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,4.4
"Jan 9, 10:00 pm",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,4.4
"Jan 9, 11:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,1.9
"Jan 10, 12:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,1.9
"Jan 10, 01:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,1.9
"Jan 10, 02:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,2.5
"Jan 10, 03:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,2.5
"Jan 10, 04:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,2.5
"Jan 10, 05:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,6.1
"Jan 10, 06:00 am",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,6.1
"Jan 10, 07:00 am",59.3805,-1.9,77.3541,106,3,83.1684,8,-2.7236,27.9811,0.0593805,1,2,21.4086,6.1
"Jan 10, 08:00 am",750.937,-1.6,68.5069,410,54,790.068,123,0.641951,224.544,0.750937,1,1,206.26,8
"Jan 10, 09:00 am",1596.56,-1.4,57.3446,671,67,1660.43,275,4.42835,455.634,1.59656,1,1,440.517,8
"Jan 10, 10:00 am",2149.94,0.9,48.0469,757,79,2233.63,394,9.28231,613.533,2.14994,1,1,605.176,8
"Jan 10, 11:00 am",2512.16,3.3,41.9217,807,91,2610.4,477,12.7583,723.373,2.51216,1,1,718.184,8.9
"Jan 10, 12:00 pm",2614.87,5.6,40.4492,835,94,2717.47,504,15.7024,762.224,2.61487,1,1,757.554,8.9
"Jan 10, 01:00 pm",2500.63,6.5,44.1002,881,72,2598.39,474,16.2374,733.02,2.50063,1,1,726.107,8.9
"Jan 10, 02:00 pm",2071.98,7.4,51.7985,833,68,2152.7,379,14.4404,609.168,2.07198,1,1,596.721,10.7
"Jan 10, 03:00 pm",1353.53,8.4,62.0423,710,56,1409.61,234,12.9303,409.985,1.35353,1,1,388.113,10.7
"Jan 10, 04:00 pm",467.835,7.4,73.714,384,32,500.159,69,8.6982,156.683,0.467835,1,1,135.167,10.7
"Jan 10, 05:00 pm",0,6.4,79.8544,12,0,5.06668,0,5.64993,2.1138,0,1,3,1.35128,10.7
"Jan 10, 06:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,10.7
"Jan 10, 07:00 pm",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,10.7
"Jan 10, 08:00 pm",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,13.2
"Jan 10, 09:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,13.2
"Jan 10, 10:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,13.2
"Jan 10, 11:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,13
"Jan 11, 12:00 am",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,13
"Jan 11, 01:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,13
"Jan 11, 02:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,10.7
"Jan 11, 03:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,10.7
"Jan 11, 04:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,10.7
"Jan 11, 05:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,11.8
