,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,6.4,0,0,0,0,0,6.4,0,0,1,0,0,2.3
"Jan 1, 01:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,2.3
"Jan 1, 02:00 am",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,2.3
"Jan 1, 03:00 am",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,3.1
"Jan 1, 04:00 am",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,3.1
"Jan 1, 05:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,3.1
"Jan 1, 06:00 am",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,3.7
"Jan 1, 07:00 am",0,2,75.8212,0,21.7594,6,6,0.33743,5.67335,0,1,2,5.67335,3.7
"Jan 1, 08:00 am",101.527,3.5,65.7737,0,126.126,35,35,2.50891,33.1884,0.101527,1,1,33.1884,3.7
"Jan 1, 09:00 am",163.962,5,54.9065,0,189.792,53,53,4.18783,50.3004,0.163962,1,1,50.3004,1.1
"Jan 1, 10:00 am",228.599,6.4,46.1391,0,255.739,72,72,6.31757,68.4021,0.228599,1,1,68.4021,1.1
"Jan 1, 11:00 am",264.825,7.7,40.882,0,292.717,83,83,8.09117,78.8971,0.264825,1,1,78.8971,1.1
"Jan 1, 12:00 pm",273.82,8.9,40.5351,0,301.9,86,86,9.28292,81.7966,0.27382,1,1,81.7966,3.5
"Jan 1, 01:00 pm",248.26,10.1,45.2121,0,275.807,79,79,10.3452,75.0759,0.24826,1,1,75.0759,3.5
"Jan 1, 02:00 pm",224.221,10.8,53.6079,0,251.272,72,72,10.8838,68.5598,0.224221,1,1,68.5598,3.5
"Jan 1, 03:00 pm",202.552,11.4,64.2634,0,229.16,64,64,11.3372,62.6517,0.202552,1,1,62.6517,3.6
"Jan 1, 04:00 pm",8.39421,12.1,75.0251,0,31.2226,9,9,10.7717,8.5149,0.00839421,1,3,8.5149,3.6
"Jan 1, 05:00 pm",0,11.4,0,0,0,0,0,11.4,0,0,1,0,0,3.6
"Jan 1, 06:00 pm",0,10.7,0,0,0,0,0,10.7,0,0,1,0,0,2.8
"Jan 1, 07:00 pm",0,10.1,0,0,0,0,0,10.1,0,0,1,0,0,2.8
"Jan 1, 08:00 pm",0,9.6,0,0,0,0,0,9.6,0,0,1,0,0,2.8
"Jan 1, 09:00 pm",0,9.1,0,0,0,0,0,9.1,0,0,1,0,0,0.5
"Jan 1, 10:00 pm",0,8.7,0,0,0,0,0,8.7,0,0,1,0,0,0.5
"Jan 1, 11:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,0.5
"Jan 2, 12:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,0.4
"Jan 2, 01:00 am",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,0.4
"Jan 2, 02:00 am",0,6.7,0,0,0,0,0,6.7,0,0,1,0,0,0.4
"Jan 2, 03:00 am",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,2
"Jan 2, 04:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,2
"Jan 2, 05:00 am",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,2
"Jan 2, 06:00 am",0,5,0,0,0,0,0,5,0,0,1,0,0,2.8
"Jan 2, 07:00 am",0,4.7,75.8666,0,17.9341,5,5,2.88139,4.72663,0,1,2,4.72663,2.8
"Jan 2, 08:00 am",230.995,5.7,65.8188,2,258.185,68,68,5.53041,68.8994,0.230995,1,1,68.8222,2.8
"Jan 2, 09:00 am",300.522,6.7,54.9264,0,329.167,91,91,7.4842,88.4876,0.300522,1,1,88.4876,0.7
"Jan 2, 10:00 am",304.824,7.8,46.1234,0,333.559,94,94,8.80369,90.1851,0.304824,1,1,90.1851,0.7
"Jan 2, 11:00 am",479.958,8.8,40.8213,0,512.559,143,143,11.669,140.338,0.479958,1,1,140.338,0.7
"Jan 2, 12:00 pm",1439.3,9.9,40.4319,210,1498.06,237,341,20.4283,427.871,1.4393,1,1,426.699,1.8
"Jan 2, 01:00 pm",266.5,10.9,45.0833,0,294.427,85,85,12.7494,81.0007,0.2665,1,1,81.0007,1.8
