,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 5, 04:00 am",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,9.5
"Jan 5, 05:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,9.2
"Jan 5, 06:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,9.2
"Jan 5, 07:00 am",0,5.8,77.1383,0,3,10.662,3,4.92726,2.83472,0,1,2,2.83472,9.2
"Jan 5, 08:00 am",110.477,6,68.433,0,38,135.25,38,5.58453,36.0608,0.110477,1,1,36.0608,11.2
"Jan 5, 09:00 am",510.164,6.1,57.4231,34,120,543.459,130,7.01345,146.566,0.510164,1,1,145.796,11.2
"Jan 5, 10:00 am",1276.53,8.6,48.3284,234,187,1330.26,283,12.2198,367.757,1.27653,1,1,365.112,11.2
"Jan 5, 11:00 am",781.858,11.1,42.4469,28,202,821.777,215,13.2148,226.739,0.781858,1,1,226.55,11
"Jan 5, 12:00 pm",809.465,13.6,41.1916,36,197,850.096,214,15.7806,237.282,0.809465,1,1,237.066,11
"Jan 5, 01:00 pm",1654.24,14.7,44.9536,373,193,1720.04,358,19.9758,492.064,1.65424,1,1,488.906,11
"Jan 5, 02:00 pm",1858.17,15.7,52.6638,688,115,1931.04,363,22.4134,566.088,1.85817,1,1,555.096,10.1
"Jan 5, 03:00 pm",1247.03,16.7,62.8715,696,56,1299.87,220,21.2764,394.274,1.24703,1,1,371.697,10.1
"Jan 5, 04:00 pm",400.059,16.4,74.2203,364,26,430.861,57,17.6329,141.923,0.400059,1,3,121.165,10.1
"Jan 5, 05:00 pm",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,7.8
"Jan 5, 06:00 pm",0,15.8,0,0,0,0,0,15.8,0,0,1,0,0,7.8
"Jan 5, 07:00 pm",0,14.8,0,0,0,0,0,14.8,0,0,1,0,0,7.8
"Jan 5, 08:00 pm",0,13.7,0,0,0,0,0,13.7,0,0,1,0,0,8.6
"Jan 5, 09:00 pm",0,12.7,0,0,0,0,0,12.7,0,0,1,0,0,8.6
"Jan 5, 10:00 pm",0,12.2,0,0,0,0,0,12.2,0,0,1,0,0,8.6
"Jan 5, 11:00 pm",0,11.8,0,0,0,0,0,11.8,0,0,1,0,0,10.8
"Jan 6, 12:00 am",0,11.3,0,0,0,0,0,11.3,0,0,1,0,0,10.8
"Jan 6, 01:00 am",0,10.9,0,0,0,0,0,10.9,0,0,1,0,0,10.8
"Jan 6, 02:00 am",0,10.5,0,0,0,0,0,10.5,0,0,1,0,0,11.7
"Jan 6, 03:00 am",0,10.1,0,0,0,0,0,10.1,0,0,1,0,0,11.7
"Jan 6, 04:00 am",0,10.3,0,0,0,0,0,10.3,0,0,1,0,0,11.7
"Jan 6, 05:00 am",0,10.5,0,0,0,0,0,10.5,0,0,1,0,0,12.9
"Jan 6, 06:00 am",0,10.6,0,0,0,0,0,10.6,0,0,1,0,0,12.9
"Jan 6, 07:00 am",0,10.9,77.181,3,4,15.8123,4,10.2716,4.4882,0,1,2,4.3028,12.9
"Jan 6, 08:00 am",215.798,11.2,68.4577,12,61,242.676,63,11.1784,66.8342,0.215798,1,1,66.3005,11.3
"Jan 6, 09:00 am",820.581,11.5,57.4204,165,134,861.5,184,13.5838,241.629,0.820581,1,1,237.892,11.3
"Jan 6, 10:00 am",731.852,13.5,48.2886,35,178,770.501,192,15.3821,214.879,0.731852,1,1,214.484,11.3
"Jan 6, 11:00 am",1111.75,15.6,42.3618,102,232,1160.63,280,18.9642,329.056,1.11175,1,1,328.373,10.7
"Jan 6, 12:00 pm",1198.83,17.7,41.0646,119,245,1250.23,302,21.5212,358.614,1.19883,1,1,357.908,10.7
"Jan 6, 01:00 pm",885.765,18.5,44.803,67,202,928.397,232,21.2065,265.948,0.885765,1,1,265.389,10.7
"Jan 6, 02:00 pm",880.386,19.3,52.5078,139,161,922.875,211,22.0809,267.074,0.880386,1,1,264.88,10.1
"Jan 6, 03:00 pm",1007.87,20.1,62.7196,427,96,1053.82,198,23.5468,318.255,1.00787,1,1,304.533,10.1
"Jan 6, 04:00 pm",355.365,19.5,74.1688,287,31,385.188,56,20.5137,126.096,0.355365,1,3,109.757,10.1
"Jan 6, 05:00 pm",0,18.8,0,0,0,0,0,18.8,0,0,1,0,0,9.9
"Jan 6, 06:00 pm",0,18.1,0,0,0,0,0,18.1,0,0,1,0,0,9.9
"Jan 6, 07:00 pm",0,17.3,0,0,0,0,0,17.3,0,0,1,0,0,9.9
"Jan 6, 08:00 pm",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,9.6
"Jan 6, 09:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,9.6
"Jan 6, 10:00 pm",0,15.2,0,0,0,0,0,15.2,0,0,1,0,0,9.6
"Jan 6, 11:00 pm",0,14.7,0,0,0,0,0,14.7,0,0,1,0,0,7.3
"Jan 7, 12:00 am",0,14.2,0,0,0,0,0,14.2,0,0,1,0,0,7.3
"Jan 7, 01:00 am",0,14,0,0,0,0,0,14,0,0,1,0,0,7.3
"Jan 7, 02:00 am",0,13.7,0,0,0,0,0,13.7,0,0,1,0,0,8.8
"Jan 7, 03:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,8.8
"Jan 7, 04:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,8.8
"Jan 7, 05:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,10.7
"Jan 7, 06:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,10.7
"Jan 7, 07:00 am",67.2706,13.5,77.223,118,4,91.2091,9,13.1442,32.4354,0.0672706,1,2,25.1369,10.7
"Jan 7, 08:00 am",748.712,13.6,68.4775,459,51,787.787,127,15.6154,239.965,0.748712,1,1,219.527,11.7
"Jan 7, 09:00 am",1519.13,13.6,57.4119,696,63,1580.46,277,18.2954,461.547,1.51913,1,1,445.793,11.7
"Jan 7, 10:00 am",1967.4,15.5,48.2422,607,151,2044.23,401,21.8617,592.942,1.9674,1,1,586.131,11.7
"Jan 7, 11:00 am",701.763,17.5,42.2695,46,168,739.659,190,19.8786,210.454,0.701763,1,1,210.148,9.4
"Jan 7, 12:00 pm",1545.21,19.4,40.9307,262,230,1607.39,357,24.9903,469.19,1.54522,1,1,467.656,9.4
"Jan 7, 01:00 pm",646.513,19.9,44.6466,26,176,683.048,188,22.0261,196.21,0.646513,1,1,195.996,9.4
"Jan 7, 02:00 pm",294.276,20.5,52.3474,0,95,322.788,95,21.0269,92.1947,0.294276,1,1,92.1947,9.7
"Jan 7, 03:00 pm",154.511,21,62.5646,0,54,180.152,54,20.9246,51.4309,0.154511,1,1,51.4309,9.7
"Jan 7, 04:00 pm",17.0102,20.4,74.1176,0,12,39.999,12,19.7625,11.3583,0.0170102,1,3,11.3583,9.7
"Jan 7, 05:00 pm",0,19.7,0,0,0,0,0,19.7,0,0,1,0,0,9.3
"Jan 7, 06:00 pm",0,19.1,0,0,0,0,0,19.1,0,0,1,0,0,9.3
"Jan 7, 07:00 pm",0,18.5,0,0,0,0,0,18.5,0,0,1,0,0,9.3
"Jan 7, 08:00 pm",0,18,0,0,0,0,0,18,0,0,1,0,0,7.9
"Jan 7, 09:00 pm",0,17.4,0,0,0,0,0,17.4,0,0,1,0,0,7.9
"Jan 7, 10:00 pm",0,17,0,0,0,0,0,17,0,0,1,0,0,7.9
"Jan 7, 11:00 pm",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,11.5
"Jan 8, 12:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,11.5
"Jan 8, 01:00 am",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,11.5
"Jan 8, 02:00 am",0,15.9,0,0,0,0,0,15.9,0,0,1,0,0,10.9
"Jan 8, 03:00 am",0,15.7,0,0,0,0,0,15.7,0,0,1,0,0,10.9
"Jan 8, 04:00 am",0,15.1,0,0,0,0,0,15.1,0,0,1,0,0,10.9
"Jan 8, 05:00 am",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,10.4
"Jan 8, 06:00 am",0,14,0,0,0,0,0,14,0,0,1,0,0,10.4
"Jan 8, 07:00 am",41.9221,13.5,77.2642,58,5,65.3788,8,12.93,21.5912,0.0419221,1,2,18.001,10.4
"Jan 8, 08:00 am",608.094,13.1,68.4921,226,84,643.699,122,14.9452,188.906,0.608094,1,1,178.835,7.7
"Jan 8, 09:00 am",897.475,12.6,57.3975,215,127,940.419,193,15.7872,267.124,0.897475,1,1,262.262,7.7
"Jan 8, 10:00 am",596.085,13.4,48.1892,20,161,631.402,169,15.2845,175.91,0.596085,1,1,175.686,7.7
"Jan 8, 11:00 am",253.481,14.2,42.1701,0,82,281.137,82,14.4698,77.9404,0.253481,1,1,77.9404,9.3
"Jan 8, 12:00 pm",259.268,15,40.7898,0,84,287.044,84,15.2305,79.8502,0.259268,1,1,79.8502,9.3
"Jan 8, 01:00 pm",254.705,13.4,44.4845,0,82,282.386,82,13.5924,77.9803,0.254705,1,1,77.9803,9.3
"Jan 8, 02:00 pm",262.715,11.8,52.1828,0,83,290.563,83,11.9732,79.663,0.262715,1,1,79.663,11.5
"Jan 8, 03:00 pm",216.581,10.3,62.4067,0,68,243.475,68,10.308,66.2642,0.216581,1,1,66.2642,11.5
"Jan 8, 04:00 pm",152.321,7.9,74.047,48,31,177.918,35,7.70483,50.5955,0.152321,1,1,47.8744,11.5
"Jan 8, 05:00 pm",0,5.5,79.9176,1,0,0.419901,0,4.68464,0.175065,0,1,3,0.111523,11.2
"Jan 8, 06:00 pm",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,11.2
"Jan 8, 07:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,11.2
"Jan 8, 08:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,11.6
"Jan 8, 09:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,11.6
"Jan 8, 10:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,11.6
"Jan 8, 11:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,2.8
"Jan 9, 12:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,2.8
"Jan 9, 01:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,2.8
"Jan 9, 02:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,5
"Jan 9, 03:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,5
"Jan 9, 04:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,5
"Jan 9, 05:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,2.6
"Jan 9, 06:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,2.6
"Jan 9, 07:00 am",0,-0.9,77.3047,0,1,3.67212,1,-2.96277,0.94431,0,1,2,0.94431,2.6
"Jan 9, 08:00 am",56.9724,-0.6,68.5016,0,22,80.7144,22,-2.00843,20.8389,0.0569724,1,1,20.8389,3.2
"Jan 9, 09:00 am",1099.77,-0.3,57.3773,255,146,1148.3,225,5.52301,311.841,1.09977,1,1,306.083,3.2
"Jan 9, 10:00 am",1091.92,1.9,48.1297,147,187,1140.23,248,8.42704,309.414,1.09192,1,1,307.78,3.2
"Jan 9, 11:00 am",2414.73,4.1,42.0636,618,208,2508.93,502,18.7407,713.147,2.41473,1,1,709.121,4.1
"Jan 9, 12:00 pm",1370.01,6.3,40.6421,184,228,1426.6,318,14.9152,397.338,1.37001,1,1,396.29,4.1
"Jan 9, 01:00 pm",622.883,7.4,44.3167,14,169,658.844,175,10.5802,179.638,0.622883,1,1,179.526,4.1
"Jan 9, 02:00 pm",1304.93,8.6,52.014,308,162,1359.51,276,14.308,381.309,1.30493,1,1,376.629,6
"Jan 9, 03:00 pm",1127.86,9.7,62.246,500,85,1177.2,209,15.0014,342.737,1.12786,1,1,327.136,6
"Jan 9, 04:00 pm",303.974,8.6,73.8997,189,32,332.692,50,9.56567,100.911,0.303974,1,1,90.251,6
"Jan 9, 05:00 pm",0,7.6,79.8892,4,0,1.6727,0,6.65043,0.702209,0,1,3,0.448037,8.1
"Jan 9, 06:00 pm",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,8.1
"Jan 9, 07:00 pm",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,8.1
"Jan 9, 08:00 pm",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,7.9
"Jan 9, 09:00 pm",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,7.9
"Jan 9, 10:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,7.9
"Jan 9, 11:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,8.3
"Jan 10, 12:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,8.3
"Jan 10, 01:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,8.3
"Jan 10, 02:00 am",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,7.7
"Jan 10, 03:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,7.7
"Jan 10, 04:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,7.7
"Jan 10, 05:00 am",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,6.2
"Jan 10, 06:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,6.2
"Jan 10, 07:00 am",0,0.7,77.3444,0,2,7.2732,2,-0.559836,1.88921,0,1,2,1.88921,6.2
"Jan 10, 08:00 am",106.575,0.6,68.5061,0,36,131.272,36,-0.180828,34.1522,0.106575,1,1,34.1522,5.3
"Jan 10, 09:00 am",156.532,0.5,57.3513,0,50,182.213,50,0.0229097,47.4458,0.156532,1,1,47.4458,5.3
"Jan 10, 10:00 am",237.187,1.7,48.0636,0,73,264.505,73,1.66732,69.3532,0.237187,1,1,69.3532,5.3
"Jan 10, 11:00 am",271.168,2.8,41.95,0,83,299.193,83,3.00329,78.8947,0.271168,1,1,78.8947,4.7
"Jan 10, 12:00 pm",276.65,4,40.4876,0,85,304.79,85,4.26722,80.8057,0.27665,1,1,80.8057,4.7
"Jan 10, 01:00 pm",247.218,5.2,44.1432,0,77,274.743,77,5.3226,73.1704,0.247218,1,1,73.1704,4.7
"Jan 10, 02:00 pm",193.721,6.4,51.8412,0,62,220.15,62,6.26745,58.8703,0.193721,1,1,58.8703,7.6
"Jan 10, 03:00 pm",116.44,7.6,62.0827,0,40,141.329,40,7.141,37.936,0.11644,1,1,37.936,7.6
"Jan 10, 04:00 pm",210.007,5.9,73.7508,86,33,236.767,41,5.87049,68.0305,0.210007,1,1,63.2054,7.6
"Jan 10, 05:00 pm",0,4.3,79.8613,3,0,1.27731,0,3.45343,0.528095,0,1,3,0.337463,10.4
"Jan 10, 06:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,10.4
"Jan 10, 07:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,10.4
"Jan 10, 08:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,10.9
"Jan 10, 09:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,10.9
"Jan 10, 10:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,10.9
"Jan 10, 11:00 pm",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,8
"Jan 11, 12:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,8
"Jan 11, 01:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,8
"Jan 11, 02:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,6.4
"Jan 11, 03:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,6.4
"Jan 11, 04:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,6.4
