,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,3.9
"Jan 1, 01:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,3.9
"Jan 1, 02:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,6.6
"Jan 1, 03:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,6.6
"Jan 1, 04:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,6.6
"Jan 1, 05:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,8
"Jan 1, 06:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,8
"Jan 1, 07:00 am",42.9261,-2.3,77.9867,104,66.4018,2,5,-3.04608,23.5861,0.0429261,1,2,17.0698,8
"Jan 1, 08:00 am",818.483,-2.2,69.8885,547,859.347,43,125,0.700734,250.508,0.818483,1,1,224.402,6.8
"Jan 1, 09:00 am",1706.64,-2.1,58.3927,776,1774.22,61,294,4.98202,490.625,1.70664,1,1,471.825,6.8
"Jan 1, 10:00 am",2330.18,0,48.559,866,2420.95,69,429,10.274,668.764,2.33018,1,1,658.788,6.8
"Jan 1, 11:00 am",2686.11,2.1,41.6459,907,2791.78,73,515,12.7841,773.858,2.68611,1,1,768.175,8.3
"Jan 1, 12:00 pm",2777.67,4.2,39.2453,917,2887.38,75,543,15.4963,808.736,2.77767,1,1,804.173,8.3
"Jan 1, 01:00 pm",2589.03,5.4,42.1392,852,2690.52,93,505,15.9831,756.581,2.58903,1,1,750.991,8.3
"Jan 1, 02:00 pm",2065.1,6.6,49.4025,779,2145.56,78,395,17.4905,612.594,2.0651,1,1,602.977,5.7
"Jan 1, 03:00 pm",1456.53,7.8,59.443,704,1515.85,60,263,15.3659,440.25,1.45653,1,1,421.935,5.7
