,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Feb 16, 10:00 am",633.388,-3.1,42.0392,2,174,669.603,175,-0.18185,174.218,0.633388,1,1,174.205,2.9
"Feb 16, 11:00 am",820.06,-2.5,37.3843,11,216,860.965,222,1.79996,225.917,0.82006,1,1,225.872,2.9
"Feb 16, 12:00 pm",661.552,-1.9,38.1585,3,182,698.454,184,1.25447,182.828,0.661552,1,1,182.815,3.4
"Feb 16, 01:00 pm",568.606,-1.3,44.0754,1,159,603.269,159,1.13544,157.829,0.568606,1,1,157.821,3.4
"Feb 16, 02:00 pm",476.565,-1.1,53.4443,2,133,509.088,134,0.667398,132.954,0.476565,1,1,132.92,3.4
"Feb 16, 03:00 pm",439.745,-0.9,64.7638,34,104,471.433,113,1.03309,124.514,0.439745,1,1,123.278,1.7
"Feb 16, 04:00 pm",89.6176,-0.7,77.1028,0,30,113.986,30,-1.68335,29.4688,0.0896176,1,1,29.4688,1.7
"Feb 16, 05:00 pm",0,-1.1,83.3901,0,0,0,0,-1.1,0,0,1,3,0,1.7
"Feb 16, 06:00 pm",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,2.3
"Feb 16, 07:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,2.3
"Feb 16, 08:00 pm",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,2.3
"Feb 16, 09:00 pm",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,2.5
"Feb 16, 10:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,2.5
"Feb 16, 11:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,2.5
"Feb 17, 12:00 am",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,3.7
"Feb 17, 01:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,3.7
"Feb 17, 02:00 am",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,3.7
"Feb 17, 03:00 am",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,3.7
"Feb 17, 04:00 am",0,-4.3,0,0,0,0,0,-4.3,0,0,1,0,0,3.7
"Feb 17, 05:00 am",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,3.7
"Feb 17, 06:00 am",0,-5.1,81.8193,3,2,8.6047,2,-6.58035,2.36658,0,1,2,2.18,4.9
"Feb 17, 07:00 am",220.373,-5.5,73.4892,15,56,247.345,58,-5.74917,63.7122,0.220373,1,1,62.8785,4.9
"Feb 17, 08:00 am",549.71,-4.6,61.3178,37,126,583.927,137,-2.99052,151.232,0.54971,1,1,150.143,4.9
"Feb 17, 09:00 am",517.828,-3.7,50.3759,0,144,551.301,144,-1.64323,142.552,0.517828,1,1,142.552,3.1
"Feb 17, 10:00 am",567.679,-2.8,41.7256,0,159,602.32,159,-0.419382,156.545,0.567679,1,1,156.545,3.1
"Feb 17, 11:00 am",578.969,-2.2,37.0378,0,163,613.878,163,0.306445,160.036,0.578969,1,1,160.036,3.1
"Feb 17, 12:00 pm",619.175,-1.5,37.8254,1,173,655.046,174,1.30052,171.491,0.619175,1,1,171.487,3.1
"Feb 17, 01:00 pm",718.885,-0.9,43.7928,14,189,757.209,196,2.62648,199.457,0.718885,1,1,199.35,3.1
"Feb 17, 02:00 pm",356.851,-0.7,53.2158,0,104,386.706,104,0.449388,100.874,0.356851,1,1,100.874,3.1
"Feb 17, 03:00 pm",277.236,-0.5,64.5788,0,81,305.388,81,-0.0955321,79.4794,0.277236,1,1,79.4794,2
"Feb 17, 04:00 pm",136.761,-0.3,76.9534,32,35,162.05,38,-1.00509,43.9825,0.136761,1,1,42.014,2
"Feb 17, 05:00 pm",0,-0.6,83.4221,1,0,0.217188,0,-2.71772,0.114553,0,1,3,0.0559082,2
"Feb 17, 06:00 pm",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,2.6
"Feb 17, 07:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,2.6
"Feb 17, 08:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,2.6
"Feb 17, 09:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,2.6
"Feb 17, 10:00 pm",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,2.6
"Feb 17, 11:00 pm",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,2.6
"Feb 18, 12:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,4.2
"Feb 18, 01:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,4.2
"Feb 18, 02:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,4.2
"Feb 18, 03:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,2
"Feb 18, 04:00 am",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,2
"Feb 18, 05:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,2
"Feb 18, 06:00 am",19.014,-4,81.8226,97,3,42.0403,6,-6.04452,16.7067,0.019014,1,2,10.6743,1.5
"Feb 18, 07:00 am",636.419,-4.4,73.2982,479,49,672.708,122,-0.529874,201.193,0.636419,1,1,174.758,1.5
"Feb 18, 08:00 am",1513.16,-3.8,61.0925,743,67,1574.29,294,8.36309,446.371,1.51316,1,1,424.827,1.5
"Feb 18, 09:00 am",2120.87,-3.1,50.1075,834,76,2203.44,433,19.6609,636.307,2.12087,1,1,625.406,0.6
"Feb 18, 10:00 am",2448.14,-2.5,41.4083,681,191,2543.71,541,24.6752,743.147,2.44814,1,1,738.974,0.6
"Feb 18, 11:00 am",1028.81,-2,36.6877,93,200,1075.34,251,11.2173,294.196,1.02881,1,1,293.838,0.6
"Feb 18, 12:00 pm",2622.06,-1.4,37.4902,669,188,2724.97,554,15.4232,761.483,2.62206,1,1,758.69,3.5
"Feb 18, 01:00 pm",2171.81,-0.9,43.5099,588,165,2256.34,455,13.9836,628.548,2.17181,1,1,624.173,3.5
"Feb 18, 02:00 pm",1288.58,-1,52.9881,276,173,1342.67,283,7.4537,365.412,1.28858,1,1,360.892,3.5
"Feb 18, 03:00 pm",815.539,-1.1,64.395,285,98,856.326,174,3.44903,236.371,0.815539,1,1,226.236,3.8
"Feb 18, 04:00 pm",206.728,-1.2,76.8052,66,43,233.421,50,-0.9237,64.5859,0.206728,1,1,60.5386,3.8
"Feb 18, 05:00 pm",0,-1.6,83.4544,4,0,0.863425,0,-3.22275,0.455979,0,1,3,0.221796,3.8
"Feb 18, 06:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,3.7
"Feb 18, 07:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,3.7
"Feb 18, 08:00 pm",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,3.7
"Feb 18, 09:00 pm",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,5.6
"Feb 18, 10:00 pm",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,5.6
"Feb 18, 11:00 pm",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,5.6
"Feb 19, 12:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,6.3
"Feb 19, 01:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,6.3
"Feb 19, 02:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,6.3
"Feb 19, 03:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,6.6
"Feb 19, 04:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,6.6
"Feb 19, 05:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,6.6
"Feb 19, 06:00 am",0,-0.2,81.8243,0,1,3.74543,1,-1.30365,0.969846,0,1,2,0.969846,7.7
"Feb 19, 07:00 am",53.0572,-0.2,73.1035,0,21,76.7249,21,-1.0173,19.8911,0.0530572,1,1,19.8911,7.7
"Feb 19, 08:00 am",307.982,-0.1,60.8636,0,90,336.785,90,0.126248,87.7323,0.307982,1,1,87.7323,7.7
"Feb 19, 09:00 am",239.119,-0.1,49.8356,0,73,266.477,73,-0.0893386,69.3543,0.239119,1,1,69.3543,8.5
"Feb 19, 10:00 am",311.317,0,41.0873,0,93,340.191,93,0.269669,88.673,0.311317,1,1,88.673,8.5
"Feb 19, 11:00 am",590.74,0.1,36.3343,0,167,625.93,167,1.45376,163.97,0.59074,1,1,163.97,8.5
"Feb 19, 12:00 pm",388.803,0.1,37.153,0,114,419.357,114,0.793045,109.55,0.388803,1,1,109.55,7.7
"Feb 19, 01:00 pm",326.136,0.2,43.2268,0,97,355.327,97,0.587757,92.7427,0.326136,1,1,92.7427,7.7
"Feb 19, 02:00 pm",221.034,0.1,52.7614,0,68,248.02,68,0.0458269,64.5871,0.221034,1,1,64.5871,7.7
"Feb 19, 03:00 pm",128.195,0,64.2126,0,42,153.315,42,-0.479855,39.8369,0.128195,1,1,39.8369,7.1
"Feb 19, 04:00 pm",122.088,0,76.658,27,33,147.089,36,-0.505546,39.8653,0.122088,1,1,38.2149,7.1
"Feb 19, 05:00 pm",0,-0.7,83.4868,2,0,0.425665,0,-1.8383,0.226865,0,1,3,0.109976,7.1
"Feb 19, 06:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,4.6
"Feb 19, 07:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,4.6
"Feb 19, 08:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,4.6
"Feb 19, 09:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,4.1
"Feb 19, 10:00 pm",0,-3,0,0,0,0,0,-3,0,0,1,0,0,4.1
"Feb 19, 11:00 pm",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,4.1
"Feb 20, 12:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,2.1
"Feb 20, 01:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,2.1
"Feb 20, 02:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,2.1
"Feb 20, 03:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,1.7
"Feb 20, 04:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,1.7
"Feb 20, 05:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,1.7
"Feb 20, 06:00 am",0,-4.1,81.8245,0,1,3.81614,1,-5.81748,0.969846,0,1,2,0.969846,4
"Feb 20, 07:00 am",58.219,-4.5,72.9052,0,22,81.9848,22,-5.76902,20.84,0.058219,1,1,20.84,4
"Feb 20, 08:00 am",215.517,-4.6,60.6315,0,65,242.389,65,-4.90038,61.8344,0.215517,1,1,61.8344,4
"Feb 20, 09:00 am",624.475,-4.7,49.5604,9,165,660.475,169,-2.29743,170.429,0.624475,1,1,170.316,3.5
"Feb 20, 10:00 am",945.423,-4.8,40.7629,24,236,989.657,249,-0.0152241,257.79,0.945423,1,1,257.652,3.5
"Feb 20, 11:00 am",906.996,-4.4,35.9775,19,231,950.194,242,0.369993,247.847,0.906996,1,1,247.779,3.5
"Feb 20, 12:00 pm",390.954,-4,36.814,0,113,421.556,113,-2.73754,108.507,0.390954,1,1,108.507,4
"Feb 20, 01:00 pm",736.049,-3.6,42.9437,13,192,774.804,199,-0.562157,201.345,0.736049,1,1,201.253,4
"Feb 20, 02:00 pm",868.901,-3.7,52.5357,75,182,911.086,213,0.384909,238.783,0.868901,1,1,237.596,4
"Feb 20, 03:00 pm",398.765,-3.7,64.0316,11,106,429.539,109,-2.53382,111.039,0.398765,1,1,110.656,4.6
"Feb 20, 04:00 pm",123.719,-3.8,76.512,2,38,148.751,38,-4.38841,38.149,0.123719,1,1,38.0272,4.6
"Feb 20, 05:00 pm",0,-4.8,83.5194,0,1,3.8237,1,-6.29983,0.969846,0,1,3,0.969846,4.6
"Feb 20, 06:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,2.7
"Feb 20, 07:00 pm",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,2.7
"Feb 20, 08:00 pm",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,2.7
"Feb 20, 09:00 pm",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,4.8
"Feb 20, 10:00 pm",0,-8.7,0,0,0,0,0,-8.7,0,0,1,0,0,4.8
"Feb 20, 11:00 pm",0,-8.4,0,0,0,0,0,-8.4,0,0,1,0,0,4.8
"Feb 21, 12:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,5.6
"Feb 21, 01:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,5.6
"Feb 21, 02:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,5.6
"Feb 21, 03:00 am",0,-8.4,0,0,0,0,0,-8.4,0,0,1,0,0,4.7
"Feb 21, 04:00 am",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,4.7
"Feb 21, 05:00 am",0,-8.7,0,0,0,0,0,-8.7,0,0,1,0,0,4.7
"Feb 21, 06:00 am",26.3759,-8.7,81.8231,106,4,49.54,8,-10.2806,18.9557,0.0263759,1,2,12.3637,2.8
"Feb 21, 07:00 am",644.75,-8.6,72.7034,439,52,681.242,125,-5.43376,197.089,0.64475,1,1,173.406,2.8
"Feb 21, 08:00 am",1497.66,-7.5,60.3961,685,68,1558.29,288,2.16611,428.432,1.49766,1,1,409.449,2.8
"Feb 21, 09:00 am",2011.43,-6.3,49.282,609,127,2089.89,397,2.48755,557.324,2.01143,1,1,549.879,6.3
"Feb 21, 10:00 am",2250.49,-5.2,40.4351,543,173,2338.09,460,4.90245,624.598,2.25049,1,1,621.565,6.3
"Feb 21, 11:00 am",2749.08,-4.1,35.6175,724,144,2857.52,556,8.65698,774.59,2.74908,1,1,772.1,6.3
"Feb 21, 12:00 pm",2407.75,-3,36.4732,539,202,2501.67,505,8.94728,678.835,2.40775,1,1,676.807,5.8
"Feb 21, 01:00 pm",2528.53,-1.9,42.6607,724,150,2627.46,518,10.6811,721.25,2.52853,1,1,716.264,5.8
"Feb 21, 02:00 pm",1853.49,-1.8,52.3111,628,113,1926.21,372,7.3504,527.272,1.85349,1,1,517.508,5.8
"Feb 21, 03:00 pm",1305.84,-1.7,63.8521,644,78,1360.45,257,4.44275,383.127,1.30584,1,1,360.953,6
"Feb 21, 04:00 pm",440.435,-1.6,76.3672,401,41,472.139,89,0.185404,147.368,0.440435,1,1,123.023,6
"Feb 21, 05:00 pm",0,-2.7,83.5525,37,0,7.80368,1,-3.76305,4.15484,0,1,3,2.00012,6
"Feb 21, 06:00 pm",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,4
"Feb 21, 07:00 pm",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,4
"Feb 21, 08:00 pm",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,4
"Feb 21, 09:00 pm",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,3.9
"Feb 21, 10:00 pm",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,3.9
"Feb 21, 11:00 pm",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,3.9
"Feb 22, 12:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,1.2
"Feb 22, 01:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,1.2
"Feb 22, 02:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,1.2
"Feb 22, 03:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,0.1
"Feb 22, 04:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,0.1
"Feb 22, 05:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,0.1
"Feb 22, 06:00 am",9.13148,-6.1,81.8203,23,5,31.9736,6,-8.01817,9.48353,0.00913148,1,2,8.0531,2.4
"Feb 22, 07:00 am",354.924,-5.9,72.4983,92,68,384.736,84,-5.21462,102.944,0.354924,1,1,98.0207,2.4
"Feb 22, 08:00 am",447.296,-4.4,60.1576,6,121,479.155,123,-2.82334,123.453,0.447296,1,1,123.289,2.4
"Feb 22, 09:00 am",478.091,-2.9,49.0005,0,135,510.648,135,-1.49134,132.124,0.478091,1,1,132.124,4.5
"Feb 22, 10:00 am",1209.75,-1.4,40.104,86,252,1261.48,298,4.2826,334.93,1.20975,1,1,334.465,4.5
"Feb 22, 11:00 am",1497.36,-0.7,35.2544,118,298,1557.99,366,7.11827,418.549,1.49736,1,1,418.159,4.5
"Feb 22, 12:00 pm",1244.14,0,36.1309,86,260,1296.89,309,5.89497,346.557,1.24414,1,1,346.245,5.2
"Feb 22, 01:00 pm",781.4,0.7,42.378,12,208,821.308,214,3.99942,217.576,0.7814,1,1,217.495,5.2
"Feb 22, 02:00 pm",528.803,0.7,52.0877,4,147,562.531,149,2.45305,148.049,0.528803,1,1,147.988,5.2
"Feb 22, 03:00 pm",312.528,0.7,63.6741,0,91,341.428,91,1.18044,89.3382,0.312528,1,1,89.3382,5.6
"Feb 22, 04:00 pm",117.999,0.6,76.2237,0,38,142.919,38,0.032246,37.2155,0.117999,1,1,37.2155,5.6
"Feb 22, 05:00 pm",0,0.6,83.5859,0,1,3.73617,1,-0.712625,0.969846,0,1,3,0.969846,5.6
"Feb 22, 06:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,8.2
"Feb 22, 07:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,8.2
"Feb 22, 08:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,8.2
"Feb 22, 09:00 pm",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,11.6
"Feb 22, 10:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,11.6
"Feb 22, 11:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,11.6
"Feb 23, 12:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,11.8
"Feb 23, 01:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,11.8
"Feb 23, 02:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,11.8
"Feb 23, 03:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,8.9
"Feb 23, 04:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,8.9
"Feb 23, 05:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,8.9
"Feb 23, 06:00 am",0,-3,81.8161,0,3,11.07,3,-3.98367,2.8347,0,1,2,2.8347,8.8
"Feb 23, 07:00 am",116,-3.6,72.2899,0,38,140.881,38,-4.12374,36.0546,0.116,1,1,36.0546,8.8
"Feb 23, 08:00 am",394.698,-3.5,59.9162,0,111,425.382,111,-2.98404,109.38,0.394698,1,1,109.38,8.8
"Feb 23, 09:00 am",452.376,-3.5,48.716,0,128,484.349,128,-2.70237,124.689,0.452376,1,1,124.689,8.6
"Feb 23, 10:00 am",649.261,-3.4,39.7698,2,178,685.863,179,-1.85226,177.202,0.649261,1,1,177.192,8.6
"Feb 23, 11:00 am",1226.55,-2.9,34.8884,58,269,1278.78,303,0.901393,334.395,1.22655,1,1,334.211,8.6
"Feb 23, 12:00 pm",1540.79,-2.4,35.7871,154,270,1602.82,358,3.69216,424.435,1.54079,1,1,423.896,6.8
"Feb 23, 01:00 pm",951.727,-1.9,42.0956,32,225,996.132,242,1.62766,261.351,0.951727,1,1,261.142,6.8
"Feb 23, 02:00 pm",629.35,-1.7,51.8657,16,164,665.468,171,0.211355,173.656,0.62935,1,1,173.416,6.8
"Feb 23, 03:00 pm",642.557,-1.5,63.4977,111,120,678.995,152,0.35713,180.791,0.642557,1,1,177.05,7.2
"Feb 23, 04:00 pm",358.034,-1.3,76.0815,198,55,387.914,80,-0.508873,112.718,0.358034,1,1,100.782,7.2
"Feb 23, 05:00 pm",0,-2,83.6198,23,1,8.52285,2,-3.00315,3.52572,0,1,3,2.19134,7.2
"Feb 23, 06:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,6.3
"Feb 23, 07:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,6.3
"Feb 23, 08:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,6.3
"Feb 23, 09:00 pm",0,-4.4,0,0,0,0,0,-4.4,0,0,1,0,0,4.6
"Feb 23, 10:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,4.6
"Feb 23, 11:00 pm",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,4.6
"Feb 24, 12:00 am",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,4.4
"Feb 24, 01:00 am",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,4.4
"Feb 24, 02:00 am",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,4.4
"Feb 24, 03:00 am",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,5.3
"Feb 24, 04:00 am",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,5.3
"Feb 24, 05:00 am",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,5.3
"Feb 24, 06:00 am",45.6619,-6.7,81.8105,135,5,69.1894,12,-7.54451,25.8581,0.0456619,1,2,17.4602,6.3
"Feb 24, 07:00 am",741.159,-7.2,72.0784,478,63,780.043,150,-4.61588,224.371,0.741159,1,1,199.225,6.3
"Feb 24, 08:00 am",1553.37,-6.9,59.6719,662,80,1615.81,303,-0.41962,437.441,1.55337,1,1,419.953,6.3
"Feb 24, 09:00 am",1957.53,-6.5,48.4288,554,142,2034,397,1.91641,540.192,1.95753,1,1,533.878,6.4
"Feb 24, 10:00 am",2479.13,-6.2,39.4326,652,145,2575.99,500,4.84723,687.951,2.47913,1,1,684.646,6.4
"Feb 24, 11:00 am",2652.36,-5.4,34.5196,613,193,2756.57,552,6.71893,740.451,2.65236,1,1,738.576,6.4
"Feb 24, 12:00 pm",1998.65,-4.6,35.442,296,273,2076.64,444,5.80649,555.209,1.99865,1,1,554.21,5.2
"Feb 24, 01:00 pm",2524.06,-3.8,41.8137,704,152,2622.8,521,9.38503,715.419,2.52406,1,1,710.938,5.2
"Feb 24, 02:00 pm",1751.97,-3.4,51.645,505,150,1821.12,365,5.78194,493.422,1.75197,1,1,485.966,5.2
"Feb 24, 03:00 pm",1384.5,-3.1,63.323,660,86,1441.54,279,4.00689,403.765,1.3845,1,1,381.756,5.2
"Feb 24, 04:00 pm",488.641,-2.8,75.9407,446,42,521.44,101,-0.486164,162.274,0.488641,1,1,135.486,5.2
"Feb 24, 05:00 pm",0,-4.2,83.6543,56,2,19.1835,3,-5.25094,8.12925,0,1,3,4.88673,5.2
"Feb 24, 06:00 pm",0,-5.5,0,0,0,0,0,-5.5,0,0,1,0,0,6.4
"Feb 24, 07:00 pm",0,-6.9,0,0,0,0,0,-6.9,0,0,1,0,0,6.4
"Feb 24, 08:00 pm",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,6.4
"Feb 24, 09:00 pm",0,-9.3,0,0,0,0,0,-9.3,0,0,1,0,0,3.9
"Feb 24, 10:00 pm",0,-10.5,0,0,0,0,0,-10.5,0,0,1,0,0,3.9
"Feb 24, 11:00 pm",0,-11.2,0,0,0,0,0,-11.2,0,0,1,0,0,3.9
"Feb 25, 12:00 am",0,-11.8,0,0,0,0,0,-11.8,0,0,1,0,0,4.8
"Feb 25, 01:00 am",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,4.8
"Feb 25, 02:00 am",0,-12.8,0,0,0,0,0,-12.8,0,0,1,0,0,4.8
"Feb 25, 03:00 am",0,-13,0,0,0,0,0,-13,0,0,1,0,0,3.2
"Feb 25, 04:00 am",0,-13.3,0,0,0,0,0,-13.3,0,0,1,0,0,3.2
"Feb 25, 05:00 am",0,-13.3,0,0,0,0,0,-13.3,0,0,1,0,0,3.2
"Feb 25, 06:00 am",47.0024,-13.4,81.8036,133,5,70.5552,12,-14.3422,25.5996,0.0470024,1,2,17.3248,5.3
"Feb 25, 07:00 am",733.084,-13.4,71.8639,447,62,771.764,146,-10.696,215.593,0.733084,1,1,192.287,5.3
"Feb 25, 08:00 am",1508.89,-10.9,59.4249,617,81,1569.89,292,-4.05147,417.921,1.50889,1,1,401.889,5.3
"Feb 25, 09:00 am",2164.84,-8.5,48.1389,717,101,2249.11,435,6.42715,609.825,2.16484,1,1,601.849,2.8
"Feb 25, 10:00 am",2397.09,-6,39.0926,645,144,2490.57,499,11.2313,683.76,2.39709,1,1,680.598,2.8
"Feb 25, 11:00 am",2599.13,-4.9,34.148,659,161,2701.06,550,14.1129,749.563,2.59913,1,1,747.627,2.8
"Feb 25, 12:00 pm",2354.3,-3.7,35.0957,534,199,2446.04,510,13.9213,678.199,2.3543,1,1,676.462,2.7
"Feb 25, 01:00 pm",2410.62,-2.6,41.5325,707,135,2504.66,509,15.3482,701.499,2.41062,1,1,697.116,2.7
"Feb 25, 02:00 pm",2026.24,-2.2,51.4259,763,88,2105.25,417,13.0654,591.069,2.02624,1,1,579.995,2.7
"Feb 25, 03:00 pm",1340.51,-1.8,63.1499,686,67,1396.18,270,6.81678,396.878,1.34051,1,1,374.241,3.9
"Feb 25, 04:00 pm",497.692,-1.4,75.8013,454,43,530.7,105,1.5513,166.249,0.497692,1,1,139.081,3.9
"Feb 25, 05:00 pm",0,-2.5,83.6892,63,1,16.5946,3,-3.69693,7.89487,0,1,3,4.25444,3.9
"Feb 25, 06:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,2.2
"Feb 25, 07:00 pm",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,2.2
"Feb 25, 08:00 pm",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,2.2
"Feb 25, 09:00 pm",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,3
"Feb 25, 10:00 pm",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,3
"Feb 25, 11:00 pm",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,3
"Feb 26, 12:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,2.8
"Feb 26, 01:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,2.8
"Feb 26, 02:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,2.8
"Feb 26, 03:00 am",0,-5.9,0,0,0,0,0,-5.9,0,0,1,0,0,3.2
"Feb 26, 04:00 am",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,3.2
"Feb 26, 05:00 am",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,3.2
"Feb 26, 06:00 am",0.569847,-4.8,81.7955,2,6,23.253,6,-6.33947,6.02142,0.000569847,1,2,5.89696,4.2
"Feb 26, 07:00 am",255.042,-4.3,71.6465,6,71,282.73,72,-4.38343,72.5894,0.255042,1,1,72.2794,4.2
"Feb 26, 08:00 am",320.392,-3.1,59.1754,0,93,349.46,93,-2.65894,89.9795,0.320392,1,1,89.9795,4.2
