,AC inverter power | (W),Ambient temperature | (C),Angle of incidence | (deg),Beam irradiance | (W/m2),Diffuse irradiance | (W/m2),DC array power | (W),Global horizontal irradiance | (W/m2),Module temperature | (C),Plane of array irradiance | (W/m2),Power generated by system | (kW),Shading factor for beam radiation,Sun up over horizon | (0/1),Transmitted plane of array irradiance | (W/m2),Wind speed | (m/s)
"Jan 1, 12:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,9
"Jan 1, 01:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,9
"Jan 1, 02:00 am",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,9
"Jan 1, 03:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.2
"Jan 1, 04:00 am",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,9.2
"Jan 1, 05:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.2
"Jan 1, 06:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,9.8
"Jan 1, 07:00 am",0,5.5,0,0,0,0,0,5.5,0,0,1,0,0,9.8
"Jan 1, 08:00 am",5.781,5,74.9755,0,8,28.5608,8,4.16661,7.56876,0.005781,1,2,7.56876,9.8
"Jan 1, 09:00 am",214.759,4.5,65.6745,0,63,241.615,63,4.38246,64.0885,0.214759,1,1,64.0885,8.2
"Jan 1, 10:00 am",332.191,4,56.3115,0,96,361.512,96,4.39196,95.8951,0.332191,1,1,95.8951,8.2
"Jan 1, 11:00 am",434.742,4.3,49.4933,0,124,466.318,124,5.13127,124.089,0.434742,1,1,124.089,8.2
"Jan 1, 12:00 pm",469.428,4.7,46.3864,0,134,501.788,134,5.88246,133.96,0.469428,1,1,133.96,6.4
"Jan 1, 01:00 pm",237.012,5,47.7278,0,74,264.327,74,5.11341,70.333,0.237012,1,1,70.333,6.4
"Jan 1, 02:00 pm",1725.32,4.9,53.1799,502,160,1793.55,324,12.2529,500.685,1.72532,1,1,492.342,6.4
"Jan 1, 03:00 pm",1340.73,4.8,61.6495,653,62,1396.42,212,9.85936,398.923,1.34073,1,1,379.301,8.5
"Jan 1, 04:00 pm",527.403,4.6,72.024,372,36,561.098,73,6.31136,169.597,0.527403,1,1,150.072,8.5
"Jan 1, 05:00 pm",0,4.2,78.2058,29,1,19.212,1,3.40684,6.89733,0,1,3,5.07478,8.5
"Jan 1, 06:00 pm",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,9.2
"Jan 1, 07:00 pm",0,3.2,0,0,0,0,0,3.2,0,0,1,0,0,9.2
"Jan 1, 08:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,9.2
"Jan 1, 09:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,7.6
"Jan 1, 10:00 pm",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,7.6
"Jan 1, 11:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,7.6
"Jan 2, 12:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,6
"Jan 2, 01:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,6
"Jan 2, 02:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,6
"Jan 2, 03:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,6
"Jan 2, 04:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,6
"Jan 2, 05:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,6
"Jan 2, 06:00 am",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,2.5
"Jan 2, 07:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,2.5
"Jan 2, 08:00 am",185.796,-1.3,75.0128,215,7,212.065,19,-1.57697,67.4272,0.185796,1,2,54.8496,2.5
"Jan 2, 09:00 am",1050.23,-1.2,65.6968,557,57,1097.36,158,2.49099,310.09,1.05023,1,1,288.734,7.5
"Jan 2, 10:00 am",1783.9,-1,56.3056,738,71,1854.16,288,6.0158,510.729,1.7839,1,1,495.282,7.5
"Jan 2, 11:00 am",2210.75,0.8,49.4512,807,79,2296.8,376,9.92101,634.038,2.21075,1,1,624.036,7.5
"Jan 2, 12:00 pm",2359.24,2.7,46.3047,829,79,2451.19,411,13.086,683.259,2.35924,1,1,675.364,7.1
"Jan 2, 01:00 pm",2268.61,4.6,47.6137,820,79,2356.93,396,14.7268,662.901,2.26861,1,1,654.171,7.1
"Jan 2, 02:00 pm",1921.15,4.7,53.0474,770,72,1996.29,326,13.2146,563.012,1.92115,1,1,550.343,7.1
"Jan 2, 03:00 pm",1352.12,4.8,61.5105,656,62,1408.15,214,9.70936,401.775,1.35212,1,1,382.237,9.1
"Jan 2, 04:00 pm",543.361,4.9,71.8867,379,38,577.429,76,6.59345,174.407,0.543361,1,1,154.628,9.1
"Jan 2, 05:00 pm",0,3.7,78.1652,33,0,17.8104,1,2.93754,6.76799,0,1,3,4.69515,9.1
"Jan 2, 06:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,7.5
"Jan 2, 07:00 pm",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,7.5
"Jan 2, 08:00 pm",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,7.5
"Jan 2, 09:00 pm",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,8.7
"Jan 2, 10:00 pm",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,8.7
"Jan 2, 11:00 pm",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,8.7
"Jan 3, 12:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,9.5
"Jan 3, 01:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,9.5
"Jan 3, 02:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,9.5
"Jan 3, 03:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,8.7
"Jan 3, 04:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,8.7
"Jan 3, 05:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,8.7
"Jan 3, 06:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,8.2
"Jan 3, 07:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,8.2
"Jan 3, 08:00 am",191.419,-0.9,75.0491,216,8,217.801,20,-0.964246,69.128,0.191419,1,2,56.478,8.2
"Jan 3, 09:00 am",1054.66,-0.4,65.7133,558,58,1101.91,159,2.44988,311.296,1.05466,1,1,289.882,11.2
"Jan 3, 10:00 am",1791.97,0.2,56.2931,738,72,1862.51,289,5.56217,511.974,1.79197,1,1,496.541,11.2
"Jan 3, 11:00 am",2223.43,2.1,49.4019,808,79,2309.97,378,9.05077,635.2,2.22343,1,1,625.225,11.2
"Jan 3, 12:00 pm",2388.18,3.9,46.2156,833,81,2481.3,416,12.33,689.241,2.38818,1,1,681.369,9.8
"Jan 3, 01:00 pm",2288.21,5.7,47.4928,821,80,2377.3,399,13.8818,665.988,2.28821,1,1,657.336,9.8
"Jan 3, 02:00 pm",1941.17,5.8,52.9092,771,74,2017.04,329,12.6847,567.306,1.94117,1,1,554.754,9.8
"Jan 3, 03:00 pm",1369.66,6,61.3669,660,64,1426.24,218,10.1497,407.373,1.36966,1,1,387.895,11.8
"Jan 3, 04:00 pm",551.211,6.1,71.7459,385,38,585.464,78,7.53043,177.392,0.551211,1,1,157.418,11.8
"Jan 3, 05:00 pm",0,4.9,78.1247,36,0,19.4187,1,4.26032,7.40816,0,1,3,5.14812,11.8
"Jan 3, 06:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,8.7
"Jan 3, 07:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,8.7
"Jan 3, 08:00 pm",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,8.7
"Jan 3, 09:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,11.3
"Jan 3, 10:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,11.3
"Jan 3, 11:00 pm",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,11.3
"Jan 4, 12:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,9.3
"Jan 4, 01:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,9.3
"Jan 4, 02:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,9.3
"Jan 4, 03:00 am",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,10.1
"Jan 4, 04:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,10.1
"Jan 4, 05:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,10.1
"Jan 4, 06:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,6.8
"Jan 4, 07:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,6.8
"Jan 4, 08:00 am",190.313,-0.3,75.0844,216,8,216.672,20,-0.381299,68.9862,0.190313,1,2,56.3227,6.8
"Jan 4, 09:00 am",1048.15,0.2,65.7242,559,57,1095.22,159,3.2702,310.594,1.04815,1,1,289.128,10
"Jan 4, 10:00 am",1783.1,0.7,56.2742,739,71,1853.33,289,6.49727,511.524,1.7831,1,1,496.091,10
"Jan 4, 11:00 am",2214.37,2.9,49.3456,809,79,2300.55,379,10.4451,636.438,2.21437,1,1,626.497,10
"Jan 4, 12:00 pm",2388.66,5.1,46.1193,834,82,2481.79,418,13.2362,692.071,2.38866,1,1,684.255,10.4
"Jan 4, 01:00 pm",2280.57,7.3,47.3652,823,79,2369.36,401,15.1867,667.561,2.28057,1,1,658.981,10.4
"Jan 4, 02:00 pm",1935.25,8.1,52.7654,774,74,2010.91,332,14.7675,570.697,1.93525,1,1,558.234,10.4
"Jan 4, 03:00 pm",1363.39,8.8,61.219,663,64,1419.77,220,12.9579,410.342,1.36339,1,1,390.96,12
"Jan 4, 04:00 pm",559.399,9.5,71.602,392,40,593.844,81,10.9904,182.32,0.559399,1,1,162.107,12
"Jan 4, 05:00 pm",0,8.5,78.0844,40,0,21.3481,1,7.89334,8.25886,0,1,3,5.74908,12
"Jan 4, 06:00 pm",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,8.1
"Jan 4, 07:00 pm",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,8.1
"Jan 4, 08:00 pm",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,8.1
"Jan 4, 09:00 pm",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,10.2
"Jan 4, 10:00 pm",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,10.2
"Jan 4, 11:00 pm",0,6.7,0,0,0,0,0,6.7,0,0,1,0,0,10.2
"Jan 5, 12:00 am",0,7,0,0,0,0,0,7,0,0,1,0,0,8
"Jan 5, 01:00 am",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,8
"Jan 5, 02:00 am",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,8
"Jan 5, 03:00 am",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,8.8
"Jan 5, 04:00 am",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,8.8
"Jan 5, 05:00 am",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,8.8
"Jan 5, 06:00 am",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,5.8
"Jan 5, 07:00 am",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,5.8
"Jan 5, 08:00 am",178.104,7.1,75.1188,217,7,204.217,20,7.01617,67.5223,0.178104,1,2,54.787,5.8
"Jan 5, 09:00 am",1017.01,6.8,65.7293,560,58,1063.21,160,11.1207,311.912,1.01701,1,1,290.401,6
"Jan 5, 10:00 am",1578.51,6.6,56.2488,540,130,1641.78,290,13.9519,465.36,1.57851,1,1,454.103,6
"Jan 5, 11:00 am",493.982,7.7,49.282,14,133,526.904,138,9.56765,143.108,0.493982,1,1,142.937,6
"Jan 5, 12:00 pm",2099.52,8.8,46.0156,561,193,2181.28,420,21.4416,629.424,2.09952,1,1,624.213,4
"Jan 5, 01:00 pm",1691.06,9.8,47.2308,426,179,1758.11,346,20.7709,505.951,1.69106,1,1,501.56,4
"Jan 5, 02:00 pm",162.008,10.3,52.616,0,54,187.799,54,10.9336,51.2523,0.162008,1,1,51.2523,4
"Jan 5, 03:00 pm",530.913,10.8,61.0668,85,100,564.69,120,12.7425,157.81,0.530913,1,1,155.349,4.3
"Jan 5, 04:00 pm",478.07,11.2,71.4548,221,59,510.627,83,13.2384,152.11,0.47807,1,1,140.786,4.3
"Jan 5, 05:00 pm",0,10.8,78.0442,24,2,19.9177,2,9.70427,6.91147,0,1,3,5.40645,4.3
"Jan 5, 06:00 pm",0,10.4,0,0,0,0,0,10.4,0,0,1,0,0,1.3
"Jan 5, 07:00 pm",0,10,0,0,0,0,0,10,0,0,1,0,0,1.3
"Jan 5, 08:00 pm",0,9.7,0,0,0,0,0,9.7,0,0,1,0,0,1.3
"Jan 5, 09:00 pm",0,9.4,0,0,0,0,0,9.4,0,0,1,0,0,1.7
"Jan 5, 10:00 pm",0,9.1,0,0,0,0,0,9.1,0,0,1,0,0,1.7
"Jan 5, 11:00 pm",0,8.8,0,0,0,0,0,8.8,0,0,1,0,0,1.7
"Jan 6, 12:00 am",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,1.8
"Jan 6, 01:00 am",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,1.8
"Jan 6, 02:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,1.8
"Jan 6, 03:00 am",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,5.4
"Jan 6, 04:00 am",0,7,0,0,0,0,0,7,0,0,1,0,0,5.4
"Jan 6, 05:00 am",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,5.4
"Jan 6, 06:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,4.9
"Jan 6, 07:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,4.9
"Jan 6, 08:00 am",180.855,4.2,75.152,218,7,207.024,20,4.07426,67.6475,0.180855,1,2,54.8407,4.9
"Jan 6, 09:00 am",1030.15,3.8,65.7286,561,57,1076.71,160,7.73686,311.311,1.03015,1,1,289.763,6.9
"Jan 6, 10:00 am",1754.24,3.5,56.2169,741,71,1823.46,291,10.9776,513.15,1.75424,1,1,497.739,6.9
"Jan 6, 11:00 am",1917.23,4.2,49.2114,519,172,1992.23,366,12.5654,553.95,1.91723,1,1,547.642,6.9
"Jan 6, 12:00 pm",243.801,4.8,45.9048,0,76,271.256,76,5.23002,72.2129,0.243801,1,1,72.2129,8.9
"Jan 6, 01:00 pm",813.663,5.4,47.0898,59,174,854.402,197,7.64229,230.442,0.813663,1,1,229.841,8.9
"Jan 6, 02:00 pm",643.279,5.3,52.4612,51,140,679.735,157,7.01209,183.157,0.643279,1,1,182.354,8.9
"Jan 6, 03:00 pm",1286.73,5.2,60.9104,490,108,1340.77,226,9.17215,377.132,1.28673,1,1,363.09,10.2
"Jan 6, 04:00 pm",596.408,5.1,71.3045,406,41,631.732,86,6.83386,190.014,0.596408,1,1,169.346,10.2
"Jan 6, 05:00 pm",7.2257,4.2,78.0042,48,1,30.0324,2,3.55157,10.9461,0.0072257,1,3,7.93783,10.2
"Jan 6, 06:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,7.5
"Jan 6, 07:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,7.5
"Jan 6, 08:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,7.5
"Jan 6, 09:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,6.2
"Jan 6, 10:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,6.2
"Jan 6, 11:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,6.2
"Jan 7, 12:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,5.1
"Jan 7, 01:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,5.1
"Jan 7, 02:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,5.1
"Jan 7, 03:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,6.4
"Jan 7, 04:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,6.4
"Jan 7, 05:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,6.4
"Jan 7, 06:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,3.1
"Jan 7, 07:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,3.1
"Jan 7, 08:00 am",186.021,-1.4,75.1842,219,7,212.293,20,-1.6215,67.7764,0.186021,1,2,54.8985,3.1
"Jan 7, 09:00 am",1054.5,-1.2,65.7221,564,57,1101.75,161,3.32401,312.574,1.0545,1,1,290.919,5.5
"Jan 7, 10:00 am",1786.8,-0.9,56.1785,742,72,1857.15,293,7.75813,515.23,1.7868,1,1,499.84,5.5
"Jan 7, 11:00 am",2168.24,0.6,49.1337,733,108,2252.63,383,11.6078,625.453,2.16824,1,1,616.601,5.5
"Jan 7, 12:00 pm",1929.02,2.2,45.7867,518,150,2004.45,362,11.3833,552.84,1.92902,1,1,548.123,6.1
"Jan 7, 01:00 pm",2262.24,3.7,46.9422,741,114,2350.31,408,14.6608,659.594,2.26224,1,1,652.141,6.1
"Jan 7, 02:00 pm",1897.81,3.9,52.3009,653,119,1972.11,341,13.1504,553.667,1.89781,1,1,543.522,6.1
"Jan 7, 03:00 pm",766.894,4.1,60.75,188,106,806.431,152,8.00747,222.613,0.766894,1,1,217.281,4.9
"Jan 7, 04:00 pm",531.154,4.3,71.1513,251,60,564.936,88,6.46941,163.893,0.531154,1,1,151.202,4.9
"Jan 7, 05:00 pm",0,3.6,77.9645,32,1,21.4232,2,2.54121,7.64242,0,1,3,5.63803,4.9
"Jan 7, 06:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,5.6
"Jan 7, 07:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,5.6
"Jan 7, 08:00 pm",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,5.6
"Jan 7, 09:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,5
"Jan 7, 10:00 pm",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,5
"Jan 7, 11:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,5
"Jan 8, 12:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,4.4
"Jan 8, 01:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,4.4
"Jan 8, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,4.4
"Jan 8, 03:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,9.6
"Jan 8, 04:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,9.6
"Jan 8, 05:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,9.6
"Jan 8, 06:00 am",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,8.2
"Jan 8, 07:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,8.2
"Jan 8, 08:00 am",155.097,0.1,75.2153,155,9,180.749,18,-0.149138,56.1535,0.155097,1,2,47.0306,8.2
"Jan 8, 09:00 am",872.987,-0.3,65.7098,397,68,915.279,141,1.9819,255.539,0.872987,1,1,240.306,10.5
"Jan 8, 10:00 am",1661.43,-0.7,56.1335,544,131,1727.48,294,4.3414,469.38,1.66143,1,1,458.133,10.5
"Jan 8, 11:00 am",1060.63,-0.3,49.049,155,167,1108.05,225,2.70624,293.673,1.06063,1,1,291.814,10.5
"Jan 8, 12:00 pm",2311.07,0.2,45.6614,628,168,2401.08,426,7.51932,651.221,2.31107,1,1,645.564,10.5
"Jan 8, 01:00 pm",2392.98,0.6,46.7881,830,80,2486.3,411,8.49435,679.558,2.39298,1,1,671.319,10.5
"Jan 8, 02:00 pm",2048.12,0.8,52.1354,783,75,2127.95,344,7.53281,584.172,2.04812,1,1,572.162,10.5
"Jan 8, 03:00 pm",1463.24,0.9,60.5856,678,65,1522.77,232,5.7433,425.306,1.46324,1,1,406.283,10.1
"Jan 8, 04:00 pm",635.483,1.1,70.9952,421,42,671.75,91,2.96234,198.246,0.635483,1,1,177.104,10.1
"Jan 8, 05:00 pm",12.9547,0.3,77.925,57,1,35.868,2,-0.333306,12.8938,0.0129547,1,3,9.32556,10.1
"Jan 8, 06:00 pm",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,8.1
"Jan 8, 07:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,8.1
"Jan 8, 08:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,8.1
"Jan 8, 09:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,7.2
"Jan 8, 10:00 pm",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,7.2
"Jan 8, 11:00 pm",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,7.2
"Jan 9, 12:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.4
"Jan 9, 01:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,6.4
"Jan 9, 02:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,6.4
"Jan 9, 03:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.4
"Jan 9, 04:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.4
"Jan 9, 05:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.4
"Jan 9, 06:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.7
"Jan 9, 07:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.7
"Jan 9, 08:00 am",130.683,-2.5,75.2453,128,8,155.852,16,-2.93492,47.6235,0.130683,1,2,40.0831,6.7
"Jan 9, 09:00 am",786.256,-2.4,65.6916,327,69,826.288,130,0.179862,227.83,0.786256,1,1,215.296,6.7
"Jan 9, 10:00 am",1255.95,-2.4,56.0821,372,112,1309.06,224,2.43552,352.017,1.25595,1,1,344.355,6.7
"Jan 9, 11:00 am",1054.55,-2.1,48.9573,147,169,1101.8,225,1.86933,290.89,1.05455,1,1,289.14,6.7
"Jan 9, 12:00 pm",2335.93,-1.9,45.5291,629,169,2426.93,429,6.06876,654.03,2.33593,1,1,648.429,9.3
"Jan 9, 01:00 pm",1967.41,-1.7,46.6275,528,146,2044.24,358,5.13081,549.149,1.96741,1,1,543.979,9.3
"Jan 9, 02:00 pm",2036.57,-2,51.9647,708,102,2115.96,347,5.08036,573.659,2.03657,1,1,562.942,9.3
"Jan 9, 03:00 pm",1494.04,-2.4,60.4173,681,65,1554.56,235,2.83474,428.528,1.49404,1,1,409.63,9.1
"Jan 9, 04:00 pm",663.9,-2.8,70.8364,430,43,700.86,94,-0.727711,203.361,0.6639,1,1,181.92,9.1
"Jan 9, 05:00 pm",16.4845,-3.4,77.8858,62,1,39.4635,3,-4.05942,13.9812,0.0164845,1,3,10.1023,9.1
"Jan 9, 06:00 pm",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,10.6
"Jan 9, 07:00 pm",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,10.6
"Jan 9, 08:00 pm",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,10.6
"Jan 9, 09:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,10
"Jan 9, 10:00 pm",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,10
"Jan 9, 11:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,10
"Jan 10, 12:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,7.1
"Jan 10, 01:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,7.1
"Jan 10, 02:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,7.1
"Jan 10, 03:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,7.9
"Jan 10, 04:00 am",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,7.9
"Jan 10, 05:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,7.9
"Jan 10, 06:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,6
"Jan 10, 07:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,6
"Jan 10, 08:00 am",194.898,-6.5,75.2741,227,7,221.35,21,-6.58971,69.4607,0.194898,1,2,56.0768,6
"Jan 10, 09:00 am",1099.55,-6.4,65.6676,575,58,1148.08,165,-1.9227,318.526,1.09955,1,1,296.517,5.8
"Jan 10, 10:00 am",1844.68,-6.3,56.0242,746,72,1917.08,298,2.13367,518.955,1.84468,1,1,503.652,5.8
"Jan 10, 11:00 am",2304.4,-5.7,48.8585,816,80,2394.14,390,5.32069,647.245,2.3044,1,1,637.61,5.8
"Jan 10, 12:00 pm",2482.89,-5.1,45.3897,842,81,2579.91,431,8.51605,704.066,2.48289,1,1,696.659,4.9
"Jan 10, 01:00 pm",2413.49,-4.5,46.4606,833,81,2507.65,418,8.85822,686.2,2.41349,1,1,678.16,4.9
"Jan 10, 02:00 pm",2074.44,-4,51.7889,788,75,2155.26,350,7.44105,591.039,2.07444,1,1,579.274,4.9
"Jan 10, 03:00 pm",1482.46,-3.5,60.2453,686,65,1542.61,238,7.08398,432.792,1.48246,1,1,413.969,3
"Jan 10, 04:00 pm",676.541,-3,70.6749,443,43,713.812,97,1.57386,209.016,0.676541,1,1,187.087,3
"Jan 10, 05:00 pm",20.0611,-3.1,77.8469,68,1,43.107,3,-4.08679,15.2855,0.0200611,1,3,11.0337,3
"Jan 10, 06:00 pm",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,5.2
"Jan 10, 07:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,5.2
"Jan 10, 08:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,5.2
"Jan 10, 09:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,8.1
"Jan 10, 10:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,8.1
"Jan 10, 11:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,8.1
"Jan 11, 12:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,7.5
"Jan 11, 01:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,7.5
"Jan 11, 02:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,7.5
"Jan 11, 03:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,12.3
"Jan 11, 04:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,12.3
"Jan 11, 05:00 am",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,12.3
"Jan 11, 06:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,10.7
"Jan 11, 07:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,10.7
"Jan 11, 08:00 am",194.045,-3.6,75.3018,230,7,220.48,21,-3.6329,70.1123,0.194045,1,2,56.5406,10.7
